[5.18818343 9.72521154],[2.29865939 3.15800507],[3.60074917 0.77401828],[-1.25441543 -1.64443555],[2.83000675 1.43852389],[-1.04306478 -2.07037727],[1.28748032 2.35983346],[ 4.97823012 -1.66414519],[8.98020562 9.40374132],[ 2.52410385 -3.58108496],[6.63480924 9.11717197],[0.9601452  4.94643747],[0.50804604 4.1349414 ],[2.9019443  4.42861109],[1.7973439  4.94063192],[4.06702532 1.59367236],[7.10768678 2.5348756 ],[-0.34100447  4.40247429],[3.25598231 3.80844465],[-2.12081176  0.96790426],[1.32839887 5.45361583],[-3.48922678  3.72869517],[1.33397981 5.95132619],[ 0.55444652 -3.65335034],[9.03920939 6.52494055],[ 2.83383569 -4.0815824 ],[2.0374908  8.16500166],[-1.44454705 -3.14185865],[6.72493135 4.95543001],[ 0.34040687 -4.43932873],[0.55856333 1.01387883],[-4.88671683  1.20362776],[5.84694808 2.0485424 ],[-3.83850622  1.62560255],[4.73734328 8.38926978],[ 3.2019166  -1.70099511],[8.0846335  2.31490358],[4.87650168 1.91182345],[6.41506374 7.87296559],[4.48859845 4.32202647],[2.83604579 9.92945014],[-0.40900636 -4.52634101],[1.97369916 3.21344036],[-4.57513412  2.0071407 ],[2.19528717 0.07008058],[-1.85006603  0.19642513],[4.71052176 0.32650757],[-4.33041855 -1.11017702],[6.70054578 4.55246751],[-4.17001369  0.92445449],[1.80300671 1.4773385 ],[-4.90118583  0.76815755],[8.10674152 0.40062785],[ 2.42654505 -0.61939835],[4.99838515 2.90491985],[ 1.58740466 -4.84255661],[7.24183155 6.87324572],[0.25726831 0.59363978],[3.94069178 8.57011083],[ 2.28272093 -4.6646093 ],[1.73618993 6.55221559],[-3.48196134  1.2937288 ],[2.57857206 7.80412865],[-4.88184844  2.9327118 ]
[6.30373009 5.81357009],[ 0.59247726 -0.80403269],[2.79795088 3.7578978 ],[-0.45864036  0.87473666],[3.26162585 3.17683154],[-0.7270107   0.68120962],[6.61623992 4.25574106],[0.16942666 0.99221668],[6.60368586 4.14449412],[-0.24518333 -0.97029856],[4.54575014 6.62633569],[-0.99708659 -0.05554905],[6.25343687 5.78955522],[ 0.57560282 -0.82678618],[6.57111481 5.03137688],[ 0.20926412 -0.97872857],[5.00108541 6.6529977 ],[-1.00488398  0.1125438 ],[4.32194419 6.57731227],[0.984392   0.15037539],[5.24215163 6.50138077],[ 0.95671905 -0.31021432],[5.92291722 3.03603559],[0.75200706 0.65056283],[5.92159053 3.12723495],[-0.75728664 -0.65616579],[4.58579036 2.54166872],[ 1.00002891 -0.0164916 ],[3.73813985 2.85072317],[-0.89748944  0.44811504],[2.74347904 5.2976103 ],[0.30837076 0.93027102],[2.75425021 5.18975501],[0.26213382 0.95984296],[5.91452877 3.08775274],[-0.76435617 -0.63071744],[6.47800649 5.42615854],[-0.43465351  0.91101011],[6.63403714 5.02440948],[ 0.20184931 -0.97618147],[2.92992128 3.56157491],[ 0.52827843 -0.85021882],[4.56037365 6.6542811 ],[0.99913303 0.0400389 ],[2.64974894 4.9832744 ],[0.16399132 0.98151434],[2.63160677 4.4218111 ],[-0.11279895  0.98686884],[4.74137388 6.58282304],[-0.99715971  0.06484485],[3.15782365 5.9612263 ],[0.63835582 0.74525616],[6.06726481 3.21481649],[0.69405115 0.71744493],[4.47185812 2.63194641],[-1.00348857  0.05740954],[3.30567004 6.06334954],[-0.7481149  -0.67315057],[6.10609401 3.28451573],[-0.67862342 -0.72597399],[3.28492033 3.17977336],[ 0.70834577 -0.7030059 ],[2.92817959 3.56701241],[ 0.5092545  -0.85244196]
[6.33279225 5.77295355],[ 0.57207914 -0.81842771],[2.77560747 3.80194574],[-0.4353653   0.88679808],[3.22566988 3.21130868],[-0.71128922  0.6976654 ],[6.62407535 4.30542846],[0.14823013 0.99935487],[6.59071802 4.09603823],[-0.27235036 -0.96667724],[4.49591864 6.62291715],[-0.99641427 -0.08148596],[6.2818225  5.74798791],[ 0.55833909 -0.83727585],[6.58100635 4.9823475 ],[ 0.1838644  -0.98487362],[4.95075803 6.65797767],[-1.00951566  0.08523462],[4.37118398 6.584127  ],[0.98712379 0.12428437],[5.28980854 6.48531127],[ 0.95026412 -0.33166509],[5.96014016 3.06907952],[0.73759657 0.6718236 ],[5.88330888 3.09487299],[-0.77311943 -0.6375397 ],[4.63574294 2.54142867],[0.99912029 0.00797035],[3.69363664 2.87375301],[-0.88506336  0.47051013],[2.75940883 5.34385415],[0.32991837 0.92060117],[2.76795291 5.23757509],[0.28418987 0.95118185],[5.87580461 3.05658715],[-0.78165377 -0.61304347],[6.45565469 5.47137196],[-0.45714571  0.89965165],[6.64346542 4.97542836],[ 0.17590706 -0.98231826],[2.95677259 3.51930549],[ 0.54599414 -0.84015719],[4.61037453 6.65566681],[1.00128278 0.01595395],[2.65841633 5.03208888],[0.18511383 0.97348322],[2.62657645 4.47120668],[-0.08861642  0.98868296],[4.69143075 6.58538812],[-1.00011401  0.03811807],[3.19031165 5.99817471],[0.65806058 0.7296263 ],[6.10144929 3.25105382],[0.67377607 0.73242691],[4.42179966 2.63548344],[-1.0007663   0.08199706],[3.26875744 6.02931048],[-0.72973698 -0.68969238],[6.07184623 3.24877317],[-0.69614186 -0.7086451 ],[3.32089458 3.14520284],[ 0.72807867 -0.68222055],[2.95422304 3.52474448],[ 0.53271459 -0.83790135]
[6.3609369  5.73173919],[ 0.55318514 -0.83055146],[2.75429096 3.84644108],[-0.41643725  0.89380726],[3.19056601 3.2466525 ],[-0.69267318  0.71613319],[6.63079149 4.35539246],[0.12036861 0.99908044],[6.57653224 4.04791616],[-0.2973828  -0.96048816],[4.44613386 6.61819769],[-0.9948305  -0.10719591],[6.30922599 5.70579672],[ 0.53784639 -0.85020014],[6.58974342 4.9331444 ],[ 0.16523636 -0.9836226 ],[4.90021589 6.66158602],[-1.01164739  0.05955083],[4.42070894 6.58980347],[0.99381142 0.10291312],[5.33710936 6.46815899],[ 0.94098529 -0.35507584],[5.99658697 3.10313268],[0.72008666 0.69004957],[5.84415936 3.06336288],[-0.79028116 -0.62037821],[4.6856471  2.54242267],[0.99754501 0.03230817],[3.64957842 2.89770323],[-0.87657227  0.48801568],[2.77649505 5.38968286],[0.3527115  0.91173807],[2.78270415 5.28490209],[0.30608305 0.94214477],[5.83641262 3.02650103],[-0.79475038 -0.59120269],[6.43225967 5.51607618],[-0.48016971  0.88684845],[6.65167318 4.92623523],[ 0.1514882  -0.98622228],[2.98468694 3.47773873],[ 0.57001876 -0.82293819],[4.66055248 6.65593952],[ 1.00600388 -0.00462903],[2.66842701 5.0807725 ],[0.2128846  0.97139101],[2.62271209 4.5206354 ],[-0.06525163  0.98913862],[4.64152055 6.58678303],[-0.99678492  0.01718493],[3.22368023 6.03423442],[0.6754403  0.71157459],[6.13467321 3.28809301],[0.65488247 0.74877226],[4.3718258  2.64018062],[-0.99812317  0.10579418],[3.23270498 5.9943852 ],[-0.71232011 -0.70720763],[6.0367299 3.2139055],[-0.70902846 -0.68664357],[3.35775109 3.11158856],[ 0.74466013 -0.66373639],[2.98139336 3.48317855],[ 0.55439226 -0.82426683]
[6.3880835  5.68988526],[ 0.53405423 -0.84210501],[2.73407799 3.89142582],[-0.39137954  0.90616049],[3.15639139 3.28289597],[-0.67562475  0.73214939],[6.63622169 4.40543978],[0.09459847 1.00045274],[6.56100878 4.00003304],[-0.32237868 -0.95364437],[4.39652422 6.61227556],[-0.99098438 -0.13112064],[6.33554783 5.66292346],[ 0.51480027 -0.86482024],[6.5974183  4.88388214],[ 0.14073557 -0.9877931 ],[4.84961169 6.663939  ],[-1.01247528  0.03455623],[4.47052133 6.59438508],[0.99858553 0.08048768],[5.38393398 6.44984194],[ 0.93085902 -0.37860963],[6.03212267 3.13806228],[0.69907297 0.70479674],[5.8043492  3.03290628],[-0.80376952 -0.59962043],[4.73546328 2.54463573],[0.99645867 0.05764668],[3.60610127 2.92266412],[-0.86536509  0.50741711],[2.79473829 5.4350762 ],[0.37808849 0.90502695],[2.79855373 5.33177336],[0.32727821 0.93209864],[5.79626694 2.99740586],[-0.8124601  -0.57408186],[6.40772602 5.56013322],[-0.50069703  0.87575479],[6.65865528 4.87686062],[ 0.12665427 -0.98984484],[3.01369401 3.43694425],[ 0.58889188 -0.81004403],[4.71089231 6.65513416],[ 1.00784074 -0.02711377],[2.67974937 5.12925884],[0.2394859  0.96750337],[2.62010081 4.57015626],[-0.03853193  0.99224735],[4.59175675 6.58710334],[-0.99442122 -0.00502406],[3.25783909 6.06931072],[0.69025231 0.69087346],[6.16705417 3.32604978],[0.63909697 0.76814812],[4.3220536  2.64612288],[-0.99351749  0.13100542],[3.19763512 5.95869598],[-0.68961045 -0.71942848],[6.0009178  3.18008739],[-0.72646122 -0.66915305],[3.39541888 3.07890194],[ 0.75999277 -0.64565213],[3.00961445 3.44228444],[ 0.574838   -0.81093344]
[6.41413475 5.64733576],[ 0.50783225 -0.85987709],[2.7151309  3.93701678],[-0.36682832  0.91703783],[3.12305942 3.31990871],[-0.65612952  0.74974371],[6.64040924 4.45558887],[0.07231991 1.00476194],[6.54418706 3.95245649],[-0.3489531  -0.94785326],[4.34704593 6.60508224],[-0.9885976  -0.15710814],[6.36067983 5.61930526],[ 0.49151241 -0.87874009],[6.60377925 4.83434505],[ 0.11487895 -0.99241647],[4.79888396 6.66494128],[-1.01540891  0.00666653],[4.52049105 6.59778286],[1.00174119 0.05713213],[5.43016788 6.4302798 ],[ 0.91700125 -0.40525632],[6.06665773 3.17377959],[0.68148285 0.7229789 ],[5.76388215 3.0035027 ],[-0.81608228 -0.57778024],[4.78529098 2.54819969],[0.99793179 0.08630061],[3.56317217 2.94856078],[-0.85079093  0.52931562],[2.81425112 5.48012051],[0.40317872 0.89746094],[2.81547418 5.3781467 ],[0.34902295 0.92232271],[5.75531048 2.96923674],[-0.82708652 -0.5540655 ],[6.38218892 5.60363593],[-0.51979879  0.86516959],[6.66435132 4.82728013],[ 0.10132339 -0.99317376],[3.04356778 3.39674152],[ 0.60617748 -0.79777874],[4.76126054 6.65316303],[ 1.00602578 -0.05246151],[2.69242689 5.17755942],[0.26727041 0.96412156],[2.61885953 4.61984371],[-0.01113891  0.99513377],[4.54202116 6.58621075],[-0.99542269 -0.03118883],[3.29273818 6.10334954],[0.70632388 0.6713491 ],[6.19866629 3.36499214],[0.6238738  0.78793265],[4.27253515 2.65333645],[-0.98801299  0.15659685],[3.16356114 5.92225619],[-0.67208868 -0.73683041],[5.96415459 3.14706422],[-0.74384263 -0.65162245],[3.43386982 3.04715718],[ 0.77608761 -0.62595899],[3.03888914 3.40211177],[ 0.5980599  -0.79390513]
[6.43902105 5.60406812],[ 0.48883551 -0.86950981],[2.6973881  3.98310752],[-0.34041902  0.92890813],[3.09062974 3.35770682],[-0.64119947  0.76190792],[6.64340962 4.50586355],[0.04782345 1.00617296],[6.52612661 3.90527081],[-0.37245537 -0.93857594],[4.29777719 6.5966662 ],[-0.98197485 -0.17935696],[6.38460224 5.57496967],[ 0.46830096 -0.89163392],[6.60890158 4.78464986],[ 0.08987248 -0.99546601],[4.74821847 6.66474281],[-1.0091609  -0.01250062],[4.57056915 6.59998118],[1.00184399 0.03139522],[5.47575307 6.40944255],[ 0.90937994 -0.42505485],[6.10028297 3.21037565],[0.66444108 0.74170042],[5.72286192 2.97525213],[-0.82631734 -0.55390557],[4.83522714 2.55325675],[0.99880149 0.11534576],[3.52097674 2.97553893],[-0.8357253   0.55098333],[2.83493885 5.52469503],[0.42533406 0.88653837],[2.83359263 5.42413066],[0.37366504 0.91497674],[5.71357448 2.9420148 ],[-0.84094596 -0.53350534],[6.35554569 5.64643717],[-0.54668277  0.84600171],[6.66876429 4.77753452],[ 0.07520934 -0.99652602],[3.07431475 3.35718399],[ 0.62360082 -0.78445899],[4.81159601 6.65000069],[ 1.00504679 -0.07623563],[2.70643286 5.22561416],[0.29359944 0.95868126],[2.61894646 4.66961348],[0.01248886 0.99347558],[4.49227755 6.58403343],[-0.99378769 -0.05542617],[3.32846459 6.13643391],[0.72372248 0.65307849],[6.22941867 3.40482073],[0.60527191 0.80416408],[4.2232908  2.66181401],[-0.98097372  0.1831698 ],[3.13042835 5.88501198],[-0.65202603 -0.75166863],[5.9264786  3.11487299],[-0.76360036 -0.63651985],[3.47302987 3.01632205],[ 0.79102729 -0.60659953],[3.06926042 3.36274774],[ 0.61668642 -0.78058023]
[6.46289544 5.56027474],[ 0.46637149 -0.8818575 ],[2.68099951 4.02979846],[-0.31520526  0.93853017],[3.0590276  3.39617383],[-0.62178362  0.77773002],[6.6452232  4.55622874],[0.02446826 1.00803924],[6.50701009 3.85867263],[-0.39328134 -0.92647873],[4.24874226 6.5870294 ],[-0.97883017 -0.20557295],[6.40748189 5.53012648],[ 0.4477733  -0.90110155],[6.61271361 4.73476215],[ 0.06299722 -0.99954669],[4.69771154 6.66342709],[-1.01028715 -0.03934902],[4.62073096 6.60098825],[1.00291106 0.00732247],[5.52092014 6.38760416],[ 0.89605818 -0.44958926],[6.13296142 3.24781228],[0.64303245 0.75602833],[5.68113855 2.94800021],[-0.841469   -0.53512463],[4.8851934  2.55977464],[0.99861962 0.14422377],[3.47951951 3.00356669],[-0.82067355  0.57187892],[2.85683117 5.56880919],[0.44845737 0.87614336],[2.85266524 5.46946436],[0.3910604  0.90025456],[5.67113369 2.91580419],[-0.85700282 -0.51536092],[6.32764948 5.68835476],[-0.5695085   0.83019713],[6.67193708 4.7277048 ],[ 0.05126463 -0.99706099],[3.10595714 3.31833881],[ 0.64057513 -0.77070978],[4.86182574 6.64560891],[ 1.00342734 -0.09998706],[2.7217489  5.27337685],[0.31936653 0.95212892],[2.62019921 4.71927407],[0.03788136 0.99313504],[4.44268995 6.58070665],[-0.98997663 -0.07791821],[3.36518427 6.16872756],[0.74239666 0.63606852],[6.25919684 3.445413  ],[0.58739239 0.82095762],[4.17440601 2.6716165 ],[-0.97391514  0.20929279],[3.09833478 5.84706232],[-0.63179344 -0.76632239],[5.88792854 3.08354849],[-0.77956095 -0.61770343],[3.51302394 2.98656409],[ 0.80650232 -0.58581097],[3.1005146 3.3240263],[ 0.63252639 -0.7690559 ]
[6.48569537 5.51593349],[ 0.44441708 -0.89290447],[2.66586348 4.07694033],[-0.29175149  0.94551897],[3.0284456  3.43545915],[-0.60190911  0.79312665],[6.64578899 4.60659202],[-0.00255194  1.00566533],[6.48682081 3.81265197],[-0.41502553 -0.91511148],[4.19987415 6.57607482],[-0.97695576 -0.23371019],[6.42926994 5.48476406],[ 0.42566619 -0.91136762],[6.61525531 4.68476261],[ 0.03831823 -1.00070586],[4.64709617 6.66069566],[-1.01254012 -0.06822537],[4.67093306 6.60079465],[ 1.00473865 -0.01530004],[5.56543503 6.36457035],[ 0.884257   -0.47189271],[6.16477237 3.28616674],[0.62739132 0.77603288],[5.63869964 2.92172423],[-0.85670613 -0.516665  ],[4.9350557 2.5676589],[0.99630509 0.17163391],[3.43884066 3.0326463 ],[-0.80828662  0.5893453 ],[2.87991399 5.61242859],[0.47395943 0.86772515],[2.87276516 5.51421431],[0.41262793 0.88945504],[5.62799055 2.89059386],[-0.86862749 -0.49305356],[6.2985678  5.72941829],[-0.59097757  0.81496051],[6.67386769 4.67781861],[ 0.02579611 -0.99847896],[3.13850713 3.280262  ],[ 0.66245489 -0.75119609],[4.91184938 6.63991818],[ 0.99910063 -0.12590828],[2.73839863 5.32084357],[0.34610962 0.94598741],[2.62267132 4.7688531 ],[0.06226971 0.99124072],[4.39326566 6.57621794],[-0.98824512 -0.10295013],[3.4026138  6.19994561],[0.75834054 0.61627447],[6.28817571 3.48693178],[0.56985641 0.83777649],[4.12583213 2.68266708],[-0.96707894  0.2345585 ],[3.0672058  5.80833401],[-0.61492238 -0.78427952],[5.84859568 3.05317747],[-0.79151305 -0.59496578],[3.55379091 2.95786649],[ 0.8248967  -0.56122115],[3.13262429 3.2859693 ],[ 0.65359388 -0.75134018]
[6.50742043 5.47108196],[ 0.42318055 -0.9024593 ],[2.65190899 4.12442073],[-0.26922302  0.95084845],[2.99880154 3.47543732],[-0.5841359   0.80559036],[6.64513238 4.65695164],[-0.02349621  1.00872317],[6.46544449 3.76710772],[-0.43888279 -0.90551046],[4.15118642 6.56378305],[-0.97109497 -0.25852031],[6.44998122 5.43893598],[ 0.40423762 -0.92021836],[6.61657616 4.63473372],[ 0.01308861 -1.00180875],[4.59654242 6.65667814],[-1.01068966 -0.09359982],[4.72122306 6.59948739],[ 1.00630551 -0.03732192],[5.60941473 6.34049736],[ 0.87558444 -0.49017879],[6.1957574  3.32547352],[0.61059775 0.79473007],[5.59546401 2.89632686],[-0.87138073 -0.49801451],[4.98467794 2.57680148],[0.99155886 0.19705688],[3.39883427 3.06263087],[-0.79385326  0.60800428],[2.9040666  5.65541386],[0.49199455 0.85157774],[2.89391456 5.55838743],[0.43047591 0.87464704],[5.58424207 2.86646902],[-0.8802655  -0.47098709],[6.26848585 5.7697699 ],[-0.61220963  0.79904091],[6.67453485 4.62788899],[ 6.21136201e-04 -9.98940813e-01],[3.17204565 3.243076  ],[ 0.68093482 -0.73425068],[4.96175034 6.63304408],[ 0.99527821 -0.15055096],[2.75625383 5.36786058],[0.3676585  0.93430223],[2.62640602 4.81836471],[0.08793836 0.9900036 ],[4.34395178 6.57048587],[-0.98452831 -0.12660444],[3.44089942 6.23023329],[0.77313326 0.59535115],[6.31609761 3.52910618],[0.54630176 0.84839418],[4.07758763 2.69495277],[-0.96222003  0.25717519],[3.03697863 5.76876917],[-0.59547654 -0.79954301],[5.80864852 3.02392649],[-0.80632019 -0.57511186],[3.59535468 2.93029943],[ 0.83590991 -0.54309396],[3.16580579 3.24883853],[ 0.67461111 -0.73279108]
[6.52809157 5.42577898],[ 0.40187127 -0.91136227],[2.63905852 4.17213149],[-0.24376601  0.9585092 ],[2.97014924 3.5161206 ],[-0.56350221  0.82006684],[6.64334184 4.7073565 ],[-0.04652331  1.00887979],[6.44292937 3.72210505],[-0.46170217 -0.89459447],[4.10281053 6.5502581 ],[-0.96407756 -0.28263014],[6.46955791 5.39262086],[ 0.38031242 -0.93076895],[6.61667357 4.58470354],[-0.00997311 -1.00014605],[4.54605516 6.65135021],[-1.00900885 -0.1197796 ],[4.77149684 6.59700504],[ 1.00339183 -0.06309995],[5.65295869 6.3155341 ],[ 0.86513616 -0.50923459],[6.2258191  3.36562732],[0.59060875 0.81006691],[5.55163176 2.87199296],[-0.88328788 -0.4768344 ],[5.03414224 2.58731158],[0.98477027 0.22107897],[3.35955196 3.09352985],[-0.77880804  0.62644485],[2.92921097 5.69767742],[0.51324495 0.83845875],[2.91592446 5.60178683],[0.45145774 0.86288982],[5.53992081 2.84345144],[-0.89124091 -0.44849998],[6.23742647 5.8093872 ],[-0.62894103  0.78670665],[6.67395935 4.57796774],[-0.02419685 -0.99843895],[3.20651112 3.2067615 ],[ 0.69704514 -0.71882273],[5.01150413 6.62500094],[ 0.99307176 -0.1727853 ],[2.77516068 5.41426507],[0.39053914 0.92381709],[2.63137266 4.86774796],[0.10938565 0.983994  ],[4.29485117 6.56358673],[-0.98032855 -0.15022851],[3.47994071 6.25949059],[0.79179005 0.57830745],[6.34284906 3.571816  ],[0.52286257 0.85901426],[4.02968867 2.70845247],[-0.9536838   0.28275744],[3.007816   5.72853553],[-0.57176121 -0.81047142],[5.76803228 2.99573717],[-0.81739608 -0.55160396],[3.6375574  2.90374738],[ 0.84995249 -0.52111465],[3.19995577 3.21257562],[ 0.69083253 -0.71812104]
[6.54769439 5.38004619],[ 0.38158963 -0.91851594],[2.6274607  4.22018258],[-0.22191074  0.96174629],[2.9424211  3.55740015],[-0.54589428  0.83073727],[6.64043908 4.75778716],[-0.06769672  1.01004159],[6.41933334 3.67771423],[-0.48252936 -0.88147918],[4.05477666 6.53550742],[-0.95658969 -0.30670591],[6.48798411 5.34584455],[ 0.35788204 -0.93903686],[6.61562314 4.53477166],[-0.0338575 -0.9988622],[4.49583927 6.64489139],[-1.00188272 -0.14078545],[4.82170801 6.59333156],[ 1.00497308 -0.08368252],[5.69585484 6.28951338],[ 0.84998635 -0.53218803],[6.25492237 3.40658477],[0.5736712  0.82826282],[5.50706007 2.84856305],[-0.89664656 -0.45755899],[5.08324141 2.59900304],[0.98046494 0.24787632],[3.32110267 3.12541148],[-0.75996005  0.64789224],[2.95539156 5.73925335],[0.53527302 0.8258843 ],[2.93914372 5.64474805],[0.47709961 0.85531562],[5.4949705  2.82146967],[-0.90660616 -0.43076604],[6.20555915 5.84839218],[-0.64561793  0.77346085],[6.67211172 4.52805529],[-0.0502336  -0.99850356],[3.24181761 3.17127551],[ 0.71508053 -0.70060868],[5.06097492 6.61568997],[ 0.98675245 -0.19853215],[2.79522767 5.46015311],[0.41162856 0.91123678],[2.63745797 4.91686908],[0.13294894 0.97976349],[4.24598015 6.55551407],[-0.97560984 -0.17379782],[3.51995833 6.28794421],[0.80755933 0.55856281],[6.36849418 3.61511833],[0.50225129 0.87227122],[3.98217271 2.72317163],[-0.94766986  0.30510499],[2.97974334 5.68766059],[-0.55257914 -0.82585841],[5.72671149 2.96857003],[-0.83370255 -0.53346518],[3.68034831 2.87820065],[ 0.86183805 -0.50050141],[3.23488217 3.17703495],[ 0.70771555 -0.70186073]
[6.56608657 5.33377995],[ 0.35561126 -0.93046896],[2.6169863  4.26841447],[-0.19516189  0.96928646],[2.915573   3.59919507],[-0.5265942  0.8423756],[6.63637187 4.80814987],[-0.09278613  1.00656001],[6.39456672 3.63385676],[-0.50582786 -0.87053561],[4.00706869 6.51949309],[-0.95144794 -0.33361657],[6.50534195 5.29872415],[ 0.33631605 -0.94579277],[6.61344102 4.48497877],[-0.05627789 -0.99570465],[4.44580972 6.63720335],[-1.00135867 -0.16887375],[4.87191935 6.58857433],[ 1.00293503 -0.10698945],[5.73804541 6.26241589],[ 0.83793347 -0.5512608 ],[6.28323034 3.44849483],[0.55653073 0.84589615],[5.46196847 2.8262377 ],[-0.90824332 -0.43678507],[5.13208666 2.61200974],[0.97272768 0.2717773 ],[3.28352634 3.15827621],[-0.74299225  0.66665543],[2.98269818 5.78021744],[0.55714541 0.812857  ],[2.96357449 5.68724763],[0.49935545 0.84390581],[5.44933352 2.80044216],[-0.91763296 -0.40920286],[6.17286222 5.88671599],[-0.66309602  0.75849692],[6.66904107 4.47823421],[-0.07262348 -0.9943852 ],[3.27806558 3.1367615 ],[ 0.73296412 -0.68168382],[5.1101042  6.60508021],[ 0.97972047 -0.22442643],[2.81627812 5.50533876],[0.43116659 0.89702282],[2.64486256 4.96590411],[0.1615177  0.97982458],[4.19726329 6.54616551],[-0.97163844 -0.19875718],[3.56077361 6.31542282],[0.82461688 0.54025073],[6.39310047 3.65906769],[0.48030271 0.88390278],[3.93499923 2.73902869],[-0.9398088   0.32846248],[2.9524939  5.64588738],[-0.53624003 -0.8437805 ],[5.68463917 2.94236772],[-0.8479268 -0.5134668],[3.72371539 2.85368594],[ 0.87315483 -0.47965896],[3.27075888 3.14243632],[ 0.72619067 -0.68309646]
[6.58333305 5.28709011],[ 0.3333524  -0.93793316],[2.60792756 4.31707416],[-0.16869485  0.97547119],[2.8897293  3.64159164],[-0.50533301  0.8551731 ],[6.63115673 4.85842724],[-0.1168618   1.00333483],[6.36873507 3.59065121],[-0.52744368 -0.85772862],[3.95974598 6.50224997],[-0.94209583 -0.35673664],[6.52165813 5.25131795],[ 0.31398225 -0.95273018],[6.61004003 4.43525801],[-0.08189548 -0.99515923],[4.39597907 6.62826741],[-0.99312916 -0.18976035],[4.92203064 6.58267301],[ 1.00094137 -0.12949406],[5.77960765 6.23436095],[ 0.82520885 -0.57013246],[6.31042648 3.49102649],[0.53213077 0.8561054 ],[5.41631007 2.80495466],[-0.91697957 -0.41352664],[5.18055818 2.62623241],[0.96757229 0.29861483],[3.24680242 3.19206243],[-0.72767992  0.68293473],[3.01112795 5.82055242],[0.57950054 0.80004139],[2.9891265  5.72917705],[0.52262619 0.83317675],[5.40329755 2.78064028],[-0.92578275 -0.38495806],[6.13935884 5.9243368 ],[-0.67560106  0.74761494],[6.66470276 4.42848467],[-0.09906783 -0.99370304],[3.31497842 3.10298552],[ 0.74442625 -0.66835088],[5.15899309 6.59330704],[ 0.97380123 -0.24838844],[2.83847285 5.54997509],[0.45698934 0.88879159],[2.65340179 5.01463636],[0.18272028 0.97216509],[4.1487418  6.53555058],[-0.96823543 -0.22488819],[3.60230222 6.34184972],[0.83855467 0.51895042],[6.41658279 3.70356682],[0.45990545 0.89685123],[3.88815435 2.75596668],[-0.93152015  0.35134348],[2.92636452 5.60352548],[-0.51063626 -0.85232575],[5.64189679 2.91720181],[-0.86150175 -0.493027  ],[3.7676362  2.83022168],[ 0.88426051 -0.45823738],[3.30744336 3.10868254],[ 0.74219998 -0.66589404]
[6.59947432 5.24005211],[ 0.31126296 -0.94453673],[2.60014493 4.36597552],[-0.14332195  0.97977645],[2.86507052 3.68472637],[-0.48028145  0.87081306],[6.62463979 4.9084328 ],[-0.14205536  0.99853696],[6.34189923 3.54816607],[-0.54583595 -0.84157211],[3.91284927 6.48380037],[-0.93542793 -0.38291717],[6.53679288 5.2035205 ],[ 0.29146146 -0.9590675 ],[6.60537216 4.38559587],[-0.10647426 -0.99291862],[4.34649944 6.6182208 ],[-0.98523469 -0.21123185],[4.97190868 6.57552684],[ 0.99634873 -0.15403586],[5.8205219  6.20537214],[ 0.81232879 -0.58829366],[6.33647127 3.53413453],[0.51206969 0.87049452],[5.37027245 2.78488761],[-0.9251026  -0.38983499],[5.2287011  2.64173976],[0.95833865 0.32184234],[3.21080006 3.22659724],[-0.71262902  0.6981057 ],[3.04056011 5.86012704],[0.59955928 0.78475544],[3.01571363 5.77043499],[0.54376893 0.82007294],[5.35680209 2.76198982],[-0.93215002 -0.35925849],[6.10507612 5.96123716],[-0.6951912   0.72877661],[6.65911161 4.37885348],[-0.12489096 -0.99182743],[3.35261069 3.070043  ],[ 0.76080543 -0.64927404],[5.20743188 6.58019489],[ 0.96489653 -0.2748215 ],[2.86187084 5.59410175],[0.47844579 0.87583006],[2.66318254 5.06315474],[0.20859594 0.96862413],[4.10051504 6.52374113],[-0.96098345 -0.24763254],[3.64456693 6.36725566],[0.85233062 0.49769095],[6.4389749  3.74863531],[0.43595454 0.90594049],[3.84169459 2.77399785],[-0.92421691  0.3723813 ],[2.90138232 5.56060601],[-0.48787353 -0.86359553],[5.59846362 2.89303846],[-0.87453905 -0.47233213],[3.81215691 2.80789407],[ 0.89646122 -0.43485191],[3.34493222 3.07581528],[ 0.75963717 -0.64636908]
