[5.18818343 9.72521154],[2.29865939 3.15800507],[3.60074917 0.77401828],[-1.25441543 -1.64443555],[2.83000675 1.43852389],[-1.04306478 -2.07037727],[1.28748032 2.35983346],[ 4.97823012 -1.66414519],[8.98020562 9.40374132],[ 2.52410385 -3.58108496],[6.63480924 9.11717197],[0.9601452  4.94643747],[0.50804604 4.1349414 ],[2.9019443  4.42861109],[1.7973439  4.94063192],[4.06702532 1.59367236],[7.10768678 2.5348756 ],[-0.34100447  4.40247429],[3.25598231 3.80844465],[-2.12081176  0.96790426],[1.32839887 5.45361583],[-3.48922678  3.72869517],[1.33397981 5.95132619],[ 0.55444652 -3.65335034],[9.03920939 6.52494055],[ 2.83383569 -4.0815824 ],[2.0374908  8.16500166],[-1.44454705 -3.14185865],[6.72493135 4.95543001],[ 0.34040687 -4.43932873],[0.55856333 1.01387883],[-4.88671683  1.20362776],[5.84694808 2.0485424 ],[-3.83850622  1.62560255],[4.73734328 8.38926978],[ 3.2019166  -1.70099511],[8.0846335  2.31490358],[4.87650168 1.91182345],[6.41506374 7.87296559],[4.48859845 4.32202647],[2.83604579 9.92945014],[-0.40900636 -4.52634101],[1.97369916 3.21344036],[-4.57513412  2.0071407 ],[2.19528717 0.07008058],[-1.85006603  0.19642513],[4.71052176 0.32650757],[-4.33041855 -1.11017702],[6.70054578 4.55246751],[-4.17001369  0.92445449],[1.80300671 1.4773385 ],[-4.90118583  0.76815755],[8.10674152 0.40062785],[ 2.42654505 -0.61939835],[4.99838515 2.90491985],[ 1.58740466 -4.84255661],[7.24183155 6.87324572],[0.25726831 0.59363978],[3.94069178 8.57011083],[ 2.28272093 -4.6646093 ],[1.73618993 6.55221559],[-3.48196134  1.2937288 ],[2.57857206 7.80412865],[-4.88184844  2.9327118 ]
[ 5.73588655 10.36572755],[0.72838976 0.57313713],[3.12482501 0.2588016 ],[-0.72960343 -0.55013663],[2.49522267 0.79016113],[-0.43201572 -0.79060768],[2.25951514 2.12897461],[ 1.29426842 -0.09471129],[9.37313639 8.5251381 ],[ 0.12659369 -1.32778581],[6.75705676 9.99371897],[-0.00754575  0.91059923],[1.12282587 4.93544156],[0.9352561  0.93512373],[2.71166002 5.26750644],[1.22673436 0.3696317 ],[6.95585334 3.50044259],[-0.37498429  1.2516437 ],[2.55050157 4.1750159 ],[-0.95048212  0.58985354],[0.73248083 6.1616315 ],[-0.57002597  0.88085442],[1.55094947 5.04347621],[ 0.45336429 -1.18311629],[9.45525242 5.6781311 ],[ 0.17717145 -1.16961061],[1.73928282 7.28399519],[-0.20739439 -1.27782582],[6.72274694 4.01155126],[-0.18507219 -1.18116686],[-0.29870483  1.35998192],[-0.85138972  0.70957217],[4.97612099 2.47465318],[-1.11528029  0.6764838 ],[5.50397293 7.87098362],[ 0.90302245 -0.87782038],[8.90271974 2.75275404],[0.77635469 0.74043353],[7.10117371 8.50500785],[0.74603994 0.6091045 ],[2.79372298 8.91246647],[ 0.03884942 -1.41419618],[1.14338498 3.65207934],[-0.89252368  0.67006678],[1.51420532 0.3062036 ],[-0.89083553  0.68961566],[3.78116432 0.22078319],[-1.18406985  0.18243306],[5.75148075 4.75641616],[-1.26670986  0.25498729],[0.90387918 1.72426221],[-0.97455325  0.55123817],[8.83547006 0.32648044],[0.87403741 0.19317943],[5.28446603 2.01891755],[ 0.31932592 -1.00973693],[7.27912529 7.17086104],[-0.14584071  0.48511041],[4.35159266 7.63915957],[ 0.46641871 -1.26079408],[0.92275755 6.83038044],[-0.9643585   0.26282782],[1.75329944 8.24129674],[-0.96425141  0.34852639]
[ 5.77194471 10.39272383],[0.71535466 0.50805551],[3.08848625 0.23256564],[-0.72392115 -0.49920542],[2.4740122 0.7516502],[-0.4184692 -0.752058 ],[2.3237336  2.12511979],[ 1.27560806 -0.05916281],[9.37769215 8.45881615],[ 0.05544473 -1.32593686],[ 6.7559296  10.03789885],[-0.0383536   0.85642055],[1.16977781 4.98139271],[0.93996953 0.90039097],[2.77247197 5.28551943],[1.20573309 0.35051659],[6.93641291 3.56219793],[-0.40118775  1.22065497],[2.50369959 4.2044559 ],[-0.92063159  0.58940008],[0.70512437 6.20516988],[-0.52468973  0.86124151],[1.57406339 4.98507001],[ 0.47268647 -1.15229069],[9.46243553 5.61998198],[ 0.10880142 -1.15843223],[1.72991868 7.22045443],[-0.16944797 -1.26613642],[6.71283429 3.95337177],[-0.2115434  -1.14693477],[-0.33965719  1.39633143],[-0.78578536  0.74598819],[4.92101953 2.50857351],[-1.08877152  0.68111241],[5.54806435 7.82675013],[ 0.86139448 -0.89147537],[8.93989738 2.79025049],[0.71059674 0.75903452],[7.13756296 8.53427961],[0.71058207 0.56272588],[2.79600612 8.84217157],[ 0.0536054  -1.39694043],[1.09988801 3.68567783],[-0.84826119  0.67388275],[1.47081881 0.34187375],[-0.84548065  0.73633539],[3.72273087 0.23125025],[-1.15283377  0.23699221],[5.68875975 4.76904453],[-1.24370469  0.24940551],[0.85656341 1.75272032],[-0.92030185  0.58558462],[8.87801082 0.33765971],[0.82471026 0.25086024],[5.30010862 1.96947345],[ 0.30592218 -0.96944647],[7.27083189 7.19492927],[-0.18657455  0.47698782],[4.37441695 7.57648479],[ 0.44717473 -1.24642368],[0.87554869 6.84290766],[-0.92299942  0.24014604],[1.70594993 8.25770228],[-0.93196792  0.30646309]
[ 5.80746488 10.41655044],[0.7040413  0.44346844],[3.05241305 0.20888438],[-0.71806758 -0.44699763],[2.45352886 0.71510141],[-0.40194604 -0.71111459],[2.38717328 2.12309848],[ 1.26213715 -0.0221259 ],[9.37878693 8.39261088],[-0.01146893 -1.3226168 ],[ 6.75318517 10.07937657],[-0.0727537   0.80190855],[1.2168332  5.02550905],[0.94340461 0.86570185],[2.8322481  5.30253642],[1.18626492 0.33078072],[6.91582369 3.62264324],[-0.42174967  1.19817959],[2.45842912 4.23400238],[-0.89144072  0.59176632],[0.6800614  6.24787502],[-0.478988   0.8465936],[1.59825295 4.9282258 ],[ 0.49300053 -1.12385877],[9.46620561 5.56231953],[ 0.04126193 -1.14933026],[1.72237305 7.157407  ],[-0.13316089 -1.25655917],[6.70151352 3.89673265],[-0.24137594 -1.1192447 ],[-0.37735054  1.43455941],[-0.7223225   0.78318702],[4.86715403 2.54273562],[-1.06664855  0.68515764],[5.59006189 7.78173164],[ 0.82114077 -0.9071642 ],[8.97399487 2.82887793],[0.6548921  0.78747084],[7.17236394 8.5614011 ],[0.68043358 0.52102768],[2.79897332 8.7726288 ],[ 0.06599028 -1.38409661],[1.0585217  3.71950173],[-0.80588204  0.68031751],[1.42973859 0.37991356],[-0.79812887  0.78475306],[3.66575727 0.24439019],[-1.12710043  0.28771306],[5.62706822 4.78137818],[-1.22541312  0.24310683],[0.81171882 1.78274491],[-0.87300335  0.61639093],[8.91805115 0.35169039],[0.77789374 0.31127726],[5.31496871 1.92181788],[ 0.28971169 -0.93624131],[7.26040451 7.21851043],[-0.23203822  0.46478061],[4.39637747 7.51451606],[ 0.43253576 -1.2318004 ],[0.83021557 6.85421019],[-0.89003446  0.21287618],[1.6601407  8.27204456],[-0.90259061  0.26579482]
[ 5.84250004 10.43719122],[0.69796272 0.38262043],[3.01671696 0.18793122],[-0.71046748 -0.39166233],[2.43380392 0.68052143],[-0.38564675 -0.67078214],[2.44974549 2.12265099],[1.24350057 0.00627601],[9.37658696 8.32656593],[-0.07664094 -1.31972142],[ 6.74874965 10.11822825],[-0.10445474  0.75278291],[1.26415831 5.06801834],[0.94871837 0.83404325],[2.89121459 5.31868843],[1.17421369 0.31695876],[6.89420609 3.68201432],[-0.44216717  1.17770532],[2.41456944 4.26369112],[-0.86423407  0.59496329],[0.65704881 6.2897079 ],[-0.44069221  0.82820471],[1.62343554 4.87271933],[ 0.51557548 -1.09553238],[9.46651958 5.50498803],[-0.02736114 -1.1429762 ],[1.71652104 7.09471749],[-0.10036442 -1.25041823],[6.68875036 3.84146762],[-0.26897237 -1.09166347],[-0.41197022  1.47459571],[-0.66395132  0.81704199],[4.81433973 2.57712031],[-1.04557475  0.6910347 ],[5.63010079 7.73591706],[ 0.78245531 -0.92376838],[9.00514894 2.86876923],[0.5930183  0.80979023],[7.2056065  8.58636975],[0.65117956 0.47954398],[2.8024892  8.70362725],[ 0.07441372 -1.37630196],[1.01936276 3.75382921],[-0.76105778  0.69280027],[1.39087109 0.42019939],[-0.75726468  0.82579923],[3.61001673 0.26003022],[-1.10237774  0.33806061],[5.56619961 4.79338503],[-1.21211989  0.23481262],[0.7692667  1.81440285],[-0.82502753  0.65035009],[8.95576485 0.36878259],[0.73066345 0.37243921],[5.32918065 1.87589592],[ 0.27992513 -0.90012138],[7.24755696 7.24134881],[-0.2832263   0.44740438],[4.41761272 7.45319106],[ 0.41679861 -1.22181997],[0.78653424 6.86422428],[-0.85723869  0.1882003 ],[1.61572674 8.28436271],[-0.87598615  0.22551751]
[ 5.87717248 10.45469032],[0.6908938  0.31912148],[2.98121618 0.16959615],[-0.70778504 -0.33980483],[2.41498388 0.64804053],[-0.36955542 -0.63092525],[2.51155072 2.1237151 ],[1.22899018 0.03606419],[9.37121142 8.26070662],[-0.13799911 -1.31468208],[ 6.74258381 10.15453381],[-0.14134432  0.70063317],[1.31185684 5.10907887],[0.95935686 0.80876183],[2.94968047 5.33423404],[1.16184481 0.30214573],[6.87158365 3.74041202],[-0.46417092  1.15696604],[2.37207454 4.29360377],[-0.8340888   0.60343053],[0.63603305 6.33077758],[-0.39985974  0.81515342],[1.64962343 4.81845753],[ 0.53504512 -1.07208288],[9.46351969 5.44805981],[-0.09320008 -1.13504067],[1.71235024 7.0323787 ],[-0.0676573  -1.24420317],[6.67471309 3.78763236],[-0.29382914 -1.06346842],[-0.44366521  1.51635627],[-0.60163598  0.85568949],[4.76265271 2.61193496],[-1.02166945  0.70219189],[5.66845847 7.68947628],[ 0.74913367 -0.93688944],[9.03318818 2.90976258],[0.52765095 0.82894417],[7.23748081 8.60934218],[0.62278676 0.43825501],[2.8064665  8.63504436],[ 0.08682511 -1.36506543],[0.98244651 3.78885616],[-0.7172473   0.70708848],[1.35414363 0.46260283],[-0.71136249  0.87055208],[3.55555812 0.27824272],[-1.07689562  0.38947918],[5.50587506 4.80490751],[-1.20118389  0.2261141 ],[0.7291889  1.84778011],[-0.77921305  0.68385803],[8.99111876 0.38897415],[0.68506379 0.43689271],[5.34276339 1.83156671],[ 0.26655277 -0.8703458 ],[7.23226376 7.26344149],[-0.33097022  0.43379841],[4.43797871 7.39222143],[ 0.4003081  -1.21492267],[0.74457843 6.87314975],[-0.82336054  0.16690753],[1.57252001 8.29460231],[-0.85195569  0.18483175]
[ 5.91149781 10.46897576],[0.68294447 0.25291165],[2.94590717 0.15395104],[-0.70500961 -0.28627649],[2.3967817  0.61736624],[-0.35923371 -0.59676081],[2.5727796  2.12636735],[1.21850391 0.06803254],[9.3628466  8.19513819],[-0.19517572 -1.30703068],[ 6.73456455 10.18826914],[-0.18152057  0.64699183],[1.3600795  5.14889395],[0.96948317 0.78400899],[3.00755488 5.34904262],[1.15277257 0.28974415],[6.84785655 3.79779815],[-0.48536403  1.13819248],[2.33114513 4.32405175],[-0.80443765  0.61347779],[0.61702722 6.37121715],[-0.3605981   0.80259918],[1.67688671 4.76543351],[ 0.55442374 -1.05013101],[9.45730592 5.39158545],[-0.1554741  -1.12435052],[1.70974302 6.97028988],[-0.03804333 -1.24051969],[6.65935077 3.73508448],[-0.32116139 -1.03926954],[-0.47237591  1.55992128],[-0.54390653  0.88980967],[4.71203516 2.64723232],[-1.00247381  0.71056833],[5.70505115 7.64224663],[ 0.71401674 -0.95306925],[9.05813126 2.9518969 ],[0.47015525 0.85638758],[7.26790737 8.63020323],[0.59633588 0.39815239],[2.81118435 8.56710798],[ 0.10031566 -1.35405578],[0.94748798 3.82442084],[-0.67961138  0.71734918],[1.31969187 0.50718221],[-0.66730844  0.91171656],[3.50229125 0.29893932],[-1.05420304  0.43780325],[5.4460145  4.81595357],[-1.1921997   0.21702016],[0.69142724 1.88288622],[-0.73007015  0.72171562],[9.02415059 0.4123966 ],[0.63681928 0.50073448],[5.35583981 1.78882904],[ 0.25430079 -0.84176087],[7.21440537 7.28467873],[-0.3819313   0.41704297],[4.45769624 7.33171334],[ 0.38483432 -1.20927705],[0.70421892 6.88095667],[-0.79221657  0.1445231 ],[1.53047617 8.30280957],[-0.82964937  0.14393121]
[ 5.94554824 10.48002552],[0.67906316 0.18887771],[2.91054096 0.1408235 ],[-0.70579543 -0.23484043],[2.37914642 0.58845714],[-0.34581785 -0.55924462],[2.63341598 2.13050866],[1.20875562 0.09909374],[9.35172735 8.13001538],[-0.24807038 -1.29680918],[ 6.7245461  10.21937095],[-0.21906532  0.59744116],[1.40879703 5.18748439],[0.97969725 0.76032303],[3.06498844 5.36323141],[1.14444834 0.27760205],[6.82320662 3.85439722],[-0.5020127   1.12442969],[2.29162535 4.3549711 ],[-0.77763846  0.6222928 ],[0.60003906 6.41112307],[-0.31945599  0.79340239],[1.70508503 4.71345093],[ 0.57271691 -1.03006737],[9.44797001 5.33561977],[-0.21881051 -1.11525645],[1.70856981 6.90836354],[-0.00741879 -1.2349161 ],[6.64255904 3.68365814],[-0.34971067 -1.017242  ],[-0.4981777   1.60520369],[-0.48660687  0.92296881],[4.6623193  2.68292779],[-0.98433674  0.71929273],[5.73979668 7.59409573],[ 0.67553108 -0.97333865],[9.08019832 2.9954069 ],[0.41207104 0.88340606],[7.29706303 8.64909245],[0.57031573 0.35773857],[2.81658673 8.49971328],[ 0.11510152 -1.34256571],[0.91452047 3.86065058],[-0.63998826  0.73122421],[1.28748871 0.55381586],[-0.62189169  0.95221494],[3.45019895 0.32207405],[-1.02923568  0.48767383],[5.38670654 4.82668771],[-1.17965717  0.21314084],[0.655966   1.91974208],[-0.68722529  0.75372554],[9.05474402 0.4390378 ],[0.58639316 0.56451211],[5.3682986  1.74747241],[ 0.24355713 -0.81333618],[7.19398766 7.30506199],[-0.43498519  0.39794138],[4.47660161 7.27141521],[ 0.37154073 -1.20280078],[0.66536938 6.88762695],[-0.76039926  0.12393457],[1.48950965 8.30895884],[-0.80970412  0.10155951]
[ 5.97931653 10.48773753],[0.67304151 0.12076206],[2.87519497 0.13036689],[-0.70824577 -0.18349179],[2.36217414 0.56142439],[-0.3333027  -0.52226477],[2.69369977 2.13631484],[1.20204535 0.13244172],[9.33799696 8.06539389],[-0.30238312 -1.28959049],[ 6.7125999  10.24797048],[-0.25986326  0.5456233 ],[1.45791576 5.22480427],[0.98429113 0.7318827 ],[3.12187663 5.37666743],[1.13213658 0.26074386],[6.79758312 3.91017687],[-0.52289237  1.10683229],[2.25341901 4.38633832],[-0.75054617  0.6326892 ],[0.58504473 6.45053298],[-0.2800556   0.78348855],[1.7341954  4.66245509],[ 0.59002556 -1.01150775],[9.43552042 5.28015787],[-0.28046014 -1.1046672 ],[1.70903024 6.846829  ],[ 0.0263416  -1.22588226],[6.62439698 3.63337054],[-0.37560173 -0.99334942],[-0.52113728  1.6520983 ],[-0.43171573  0.95275997],[4.61346309 2.7190414 ],[-0.96981923  0.72550443],[5.77272327 7.54502767],[ 0.64247533 -0.98854609],[9.09927906 3.04018818],[0.35026642 0.90681204],[7.32508922 8.66611382],[0.54976374 0.32205475],[2.82269313 8.43283944],[ 0.13026577 -1.33135   ],[0.88348015 3.8975518 ],[-0.60131976  0.74534798],[1.25750853 0.60237199],[-0.57657175  0.9904033 ],[3.39935806 0.34768286],[-1.0042055   0.53663553],[5.32780086 4.83703633],[-1.17491539  0.20258369],[0.62270716 1.95825956],[-0.64375294  0.78632712],[9.08275297 0.4688566 ],[0.53438976 0.62875885],[5.38020368 1.7074845 ],[ 0.23194855 -0.78713162],[7.17093062 7.32448986],[-0.48823746  0.37803008],[4.49475069 7.2113166 ],[ 0.35361804 -1.20208127],[0.62800315 6.89318151],[-0.73270348  0.09995782],[1.44938501 8.31284119],[-0.79518526  0.05391371]
[ 6.01279711 10.492009  ],[0.66642436 0.05014726],[2.83977529 0.12256354],[-0.70791527 -0.12787536],[2.34590285 0.53632829],[-0.31666338 -0.48065387],[2.7535335  2.14365301],[1.19278748 0.16236706],[9.32149213 8.00105558],[-0.35735893 -1.28370173],[ 6.69853642 10.27392083],[-0.30173605  0.49342742],[1.50732569 5.26078083],[0.99408723 0.70937886],[3.17834158 5.38943948],[1.12572881 0.24937217],[6.77087266 3.96504469],[-0.5439689   1.08946091],[2.2164265  4.41811144],[-0.73010153  0.63745869],[0.57202331 6.48946775],[-0.2405583  0.7743188],[1.76415281 4.61236188],[ 0.6083324  -0.99219587],[9.41999852 5.22523464],[-0.34012111 -1.09212114],[1.71101464 6.78559401],[ 0.0519156  -1.22436652],[6.60491525 3.58423426],[-0.40401483 -0.9726252 ],[-0.54119996  1.70060148],[-0.37187049  0.98605927],[4.56535664 2.75551004],[-0.95380221  0.73402553],[5.8040372  7.49523148],[ 0.60930871 -1.00412759],[9.11504639 3.08592464],[0.28381267 0.92588277],[7.35187049 8.68111366],[0.52161346 0.27794102],[2.82942721 8.36638491],[ 0.13832885 -1.3274645 ],[0.85437287 3.93518115],[-0.56297694  0.75996922],[1.229744   0.65272874],[-0.53409861  1.0234215 ],[3.34972407 0.37566239],[-0.98079888  0.58258401],[5.26933341 4.84708396],[-1.16384329  0.19948483],[0.59169946 1.99847467],[-0.59714465  0.8216007 ],[9.10814075 0.50191257],[0.47958866 0.69197426],[5.39160486 1.66885626],[ 0.22397502 -0.75836861],[7.14519552 7.34288292],[-0.54017339  0.35841903],[4.51214033 7.15137124],[ 0.34115921 -1.19676091],[0.59199616 6.8975202 ],[-0.70693431  0.07432932],[1.410193   8.31454437],[-0.77512937  0.01168901]
[ 6.04603374 10.49279189],[ 0.662896   -0.01909741],[2.80434072 0.11754681],[-0.70825934 -0.07145039],[2.33048883 0.51335281],[-0.30255215 -0.44095046],[2.8130107  2.15257999],[1.18693814 0.19522119],[9.30230272 7.93705925],[-0.41008246 -1.2762679 ],[ 6.68231627 10.29720755],[-0.34707595  0.43807564],[1.55724929 5.29567929],[1.00340225 0.68730418],[3.23455724 5.40171216],[1.12121274 0.23990939],[6.74320836 4.01914549],[-0.56260323  1.07455659],[2.18048029 4.45016731],[-0.70828329  0.64439235],[0.56101492 6.52798957],[-0.20224678  0.76423088],[1.79508028 4.56328316],[ 0.62975793 -0.97001001],[9.40142879 5.1708752 ],[-0.40171097 -1.0814286 ],[1.71423098 6.72442533],[ 0.07862907 -1.22027398],[6.58400737 3.5361201 ],[-0.43386114 -0.9536256 ],[-0.55834392  1.75065091],[-0.3155771   1.01402525],[4.51803488 2.79240651],[-0.94004069  0.74096471],[5.83370899 7.44467239],[ 0.57869161 -1.01714895],[9.12772967 3.13284778],[0.22296374 0.95021799],[7.37742015 8.69406149],[0.49862115 0.23811107],[2.83654562 8.30012221],[ 0.1473903  -1.32200509],[0.82720709 3.97357937],[-0.52394969  0.77577047],[1.20427507 0.70484784],[-0.48437438  1.06117089],[3.30131375 0.40595195],[-0.95777015  0.62649175],[5.2114069 4.8569968],[-1.15500699  0.19545458],[0.56302666 2.04043718],[-0.55090457  0.85561738],[9.13078434 0.5381596 ],[0.42189443 0.75357966],[5.40259589 1.63163108],[ 0.21379451 -0.73269527],[7.11684116 7.36023895],[-0.59264321  0.3368474 ],[4.52881827 7.09158185],[ 0.3259689  -1.19491087],[0.5573295  6.90062891],[-0.67916102  0.05066737],[1.37184159 8.31396302],[-0.7602165  -0.03624528]
[ 6.07909689 10.49007938],[ 0.66032289 -0.08877535],[2.76894856 0.11544662],[-0.70634521 -0.01134738],[2.31564124 0.4922437 ],[-0.29134894 -0.40331448],[2.87217131 2.16311969],[1.1791741  0.22590106],[9.28070949 7.87364012],[-0.45300271 -1.26031288],[ 6.66397627 10.3178736 ],[-0.38708724  0.38798096],[1.60753566 5.32939097],[1.00793215 0.66119494],[3.290404   5.41336412],[1.11451298 0.22800534],[6.714594   4.07248073],[-0.58222828  1.05859531],[2.14548687 4.48244841],[-0.69046579  0.64796097],[0.55187215 6.5659624 ],[-0.16161551  0.75659868],[1.82694374 4.51517547],[ 0.64646061 -0.95259887],[9.37992735 5.11719847],[-0.45869084 -1.06619136],[1.71881192 6.66351522],[ 0.10624737 -1.21435562],[6.56166585 3.48901039],[-0.46114051 -0.93221147],[-0.57256167  1.80216146],[-0.25562615  1.04360644],[4.47145751 2.82971901],[-0.92404095  0.75064709],[5.86178987 7.39340405],[ 0.5456093  -1.03248876],[9.13723763 3.18084028],[0.15849863 0.9703388 ],[7.40184822 8.70502393],[0.47707827 0.19885832],[2.84417899 8.2341955 ],[ 0.15728958 -1.3156311 ],[0.80185176 4.01263463],[-0.48937424  0.78741897],[1.18132662 0.75881557],[-0.43553745  1.09512571],[3.25405266 0.43838574],[-0.93245163  0.67071619],[5.15378853 4.86659255],[-1.14958753  0.18862978],[0.5366323  2.08403935],[-0.50426337  0.88886397],[9.15047655 0.57744135],[0.36515591 0.8168179 ],[5.41295023 1.59555037],[ 0.20047713 -0.71056941],[7.08595775 7.37656698],[-0.64303994  0.31553361],[4.54480021 7.03193408],[ 0.31162157 -1.1928179 ],[0.52397777 6.90247419],[-0.65433962  0.02372082],[1.33425869 8.31098378],[-0.74208045 -0.08191909]
[ 6.11196012 10.48378454],[ 0.65688104 -0.1603376 ],[2.73357119 0.11630341],[-0.70915035  0.04523736],[2.30130536 0.47299196],[-0.28253748 -0.36708478],[2.93096062 2.17520033],[1.17269486 0.25754918],[9.25697673 7.81098057],[-0.49623368 -1.2463491 ],[ 6.64346854 10.33585837],[-0.4334534   0.33109456],[1.6581365  5.36190182],[1.01395181 0.63726005],[3.34605592 5.42456455],[1.10985898 0.21831462],[6.68500097 4.12501948],[-0.60018096  1.0442035 ],[2.11158238 4.51511956],[-0.66623343  0.65847083],[0.54481134 6.60359609],[-0.12097863  0.74862382],[1.85973992 4.46803746],[ 0.66429613 -0.93398566],[9.35548053 5.06418613],[-0.51686561 -1.05214974],[1.72476064 6.60290826],[ 0.13316998 -1.20827466],[6.53790839 3.44291711],[-0.48982063 -0.91227437],[-0.58388842  1.85499072],[-0.19834931  1.06839949],[4.42563722 2.8674836 ],[-0.91001011  0.75875558],[5.88825515 7.34141674],[ 0.51505444 -1.04497633],[9.1437417  3.23002785],[0.09932626 0.99436363],[7.42509468 8.71389654],[0.45250263 0.15564398],[2.8522095  8.16850084],[ 0.16404986 -1.31196158],[0.77832205 4.05237175],[-0.45240529  0.80151641],[1.16075249 0.81434624],[-0.38848183  1.12469489],[3.20808168 0.47300524],[-0.9083125   0.71173959],[5.09649061 4.87591136],[-1.14350119  0.18308042],[0.51261113 2.12930769],[-0.45622337  0.92198736],[9.16721802 0.61976761],[0.30283183 0.87421724],[5.42269572 1.56062644],[ 0.19079817 -0.68504529],[7.0526196  7.39184107],[-0.69211609  0.29334773],[4.56000134 6.97231981],[ 0.29513212 -1.19309707],[0.49191243 6.90300242],[-0.62896678 -0.00329497],[1.29765101 8.30576537],[-0.72251144 -0.1271725 ]
[ 6.14466351 10.47391016],[ 0.65172756 -0.23406761],[2.69801149 0.11996701],[-0.71325984  0.10124404],[2.28755701 0.45572613],[-0.26784281 -0.32385775],[2.98940917 2.18884354],[1.16539761 0.28822654],[9.2311881  7.74908687],[-0.53564928 -1.23014276],[ 6.62069769 10.35103507],[-0.4781568   0.27504808],[1.70897596 5.39316781],[1.01983092 0.61376161],[3.40128292 5.43507952],[1.10151909 0.20457256],[6.65451712 4.17683809],[-0.62009743  1.02756389],[2.07875516 4.54819251],[-0.64678316  0.66460441],[0.53982973 6.64086607],[-0.07835989  0.74207212],[1.89341703 4.42182417],[ 0.68250698 -0.91478957],[9.32832575 5.01206771],[-0.56989806 -1.03337233],[1.73204164 6.54261349],[ 0.15815446 -1.20323476],[6.51260139 3.39770823],[-0.5224263  -0.89611292],[-0.59232563  1.90903224],[-0.13790763  1.09414633],[4.38055509 2.90569767],[-0.89602739  0.76709925],[5.9132559  7.28887254],[ 0.48388139 -1.05785688],[9.14710528 3.28019488],[0.03673023 1.01333587],[7.44708095 8.72055231],[0.42927553 0.11279371],[2.86061766 8.10304042],[ 0.17283709 -1.30584822],[0.75664669 4.0928163 ],[-0.41536278  0.81551931],[1.14243177 0.87119823],[-0.34426432  1.14913679],[3.16336037 0.50966329],[-0.87974315  0.75499045],[5.03953268 4.88500479],[-1.13751694  0.17804281],[0.49099292 2.17618893],[-0.40976148  0.95175643],[9.18082849 0.66492509],[0.2419146  0.93186378],[5.4319011  1.52691779],[ 0.17815431 -0.6626061 ],[7.01668339 7.40579525],[-0.74282292  0.26679278],[4.57447157 6.91278025],[ 0.28239585 -1.189902  ],[0.46124574 6.90229069],[-0.59913126 -0.02663382],[1.26184563 8.29807378],[-0.7078702  -0.17880121]
[ 6.17702934 10.46026848],[ 0.6423131  -0.31198958],[2.6623901  0.12658695],[-0.71022124  0.16488672],[2.27448415 0.44059299],[-0.25653291 -0.28276748],[3.04728998 2.20380472],[1.15044793 0.31059828],[9.2032827  7.68782423],[-0.58066321 -1.22070948],[ 6.59538937 10.36307626],[-0.53161525  0.2089197 ],[1.76025974 5.42342872],[1.03294743 0.59834622],[3.45614195 5.44495045],[1.09649716 0.19392907],[6.62312015 4.22790066],[-0.63767892  1.01297507],[2.04691364 4.58159328],[-0.62739875  0.67097379],[0.53707856 6.67788683],[-0.03246425  0.73789101],[1.9279172  4.37649034],[ 0.69785392 -0.89814416],[9.29845871 4.96081779],[-0.62401608 -1.01609093],[1.74050018 6.48252809],[ 0.18135218 -1.1987412 ],[6.48575059 3.35339869],[-0.55106093 -0.87581249],[-0.59777632  1.96426348],[-0.0794468   1.11546247],[4.33615417 2.94431539],[-0.88055598  0.77710863],[5.93662815 7.23562859],[ 0.45125712 -1.07158655],[9.14734871 3.33126629],[-0.02732052  1.0286779 ],[7.46791629 8.72505219],[0.40257885 0.06551387],[2.86959485 8.03800873],[ 0.18360201 -1.29797849],[0.73689563 4.13402453],[-0.37559568  0.83182926],[1.12635344 0.92924835],[-0.29931626  1.17214238],[3.12007354 0.5484348 ],[-0.8507563   0.79643442],[4.98277255 4.89374999],[-1.13191702  0.17284459],[0.47166505 2.2244818 ],[-0.36385094  0.97919859],[9.19135703 0.71287207],[0.17883189 0.98489818],[5.44040798 1.4942685 ],[ 0.16253744 -0.64296387],[6.97827416 7.41840832],[-0.79377074  0.23691452],[4.58834097 6.8534237 ],[ 0.26995027 -1.1869127 ],[0.43192872 6.90024501],[-0.57434381 -0.05609248],[1.22692731 8.28791542],[-0.68726823 -0.22605658]
