[9.88424269 3.28039331],[-1.84940613 -3.06325497],[5.00337111 3.1385692 ],[-3.1099257  -0.59882909],[4.68819745 9.95803713],[-3.75466288 -2.50733847],[3.36565309 1.68488914],[-3.6885048 -3.6285723],[0.65230521 7.54510897],[-4.7396125  1.9276967],[6.41537492 4.3590607 ],[-3.8413879  -1.09547562],[7.90126422 3.28513849],[-3.56609095 -1.05533913],[2.25635422 9.98553971],[-0.91075889 -1.99387045],[1.6614203  0.97759462],[-3.15177414 -1.16364601],[4.84133697 3.5493092 ],[-0.03677743 -2.3499609 ]
[2.47429905 2.99976779],[-0.7957787   0.31414537],[1.58452227 4.8375323 ],[0.12462456 1.03857677],[1.41085174 4.06742227],[-0.26235061 -0.56884606],[1.89074255 4.23488677],[-0.42087257  0.85797872],[1.63596652 4.39875162],[-0.64984846 -0.09285259],[1.8102379  4.11419802],[-0.19562673  1.02308279],[1.70174009 3.85082976],[-0.33623855  0.94484187],[1.389431   3.93335311],[-0.25796182 -0.54219732],[1.88022274 4.34212606],[-0.43958794  0.82758731],[2.26257817 3.57743858],[-0.74033089  0.47918482]
[2.39597665 3.03425506],[-0.76827297  0.3774761 ],[1.60051805 4.94139188],[0.19711157 1.03966424],[1.38758995 4.01021097],[-0.20123508 -0.57451115],[1.85192294 4.3225165 ],[-0.35588335  0.89323414],[1.57268498 4.39032199],[-0.6133502  -0.07341303],[1.79420718 4.21757305],[-0.12478378  1.04373813],[1.67124928 3.94666999],[-0.27025257  0.97423031],[1.36669871 3.87905753],[-0.19591448 -0.5437746 ],[1.83939459 4.42665475],[-0.37952649  0.85959419],[2.1903832  3.62788839],[-0.7013902   0.53140546]
[2.32076687 3.07528   ],[-0.73356433  0.44475256],[1.62359417 5.04496953],[0.26481159 1.03175333],[1.37052109 3.95225952],[-0.13513386 -0.58032861],[1.81926091 4.4130499 ],[-0.29659531  0.91734992],[1.51309904 4.38384113],[-0.57912675 -0.05718184],[1.78506446 4.3225461 ],[-0.05607941  1.05689817],[1.64783293 4.04558722],[-0.19611413  1.00492211],[1.35031226 3.82447735],[-0.12736748 -0.54425484],[1.80488896 4.51442788],[-0.30998336  0.89548501],[2.12208666 3.68338067],[-0.66058721  0.58171148]
[2.24945405 3.12326886],[-0.68975478  0.51723044],[1.65367366 5.14780196],[0.33280668 1.02044487],[1.36045686 3.89384874],[-0.06313477 -0.58569197],[1.79253716 4.50575016],[-0.23908136  0.93468678],[1.45710004 4.37907626],[-0.54169773 -0.0391959 ],[1.78297874 4.42875541],[0.01349851 1.0656581 ],[1.63185154 4.14724376],[-0.1218864   1.02867533],[1.34145098 3.77022237],[-0.05054554 -0.54245928],[1.77726363 4.60540072],[-0.24240064  0.92312088],[2.05814335 3.74396557],[-0.61716981  0.63032661]
[2.1826499  3.17839845],[-0.6453024   0.58542693],[1.6903089  5.24913017],[0.40138414 1.00714153],[1.35778921 3.83483388],[ 0.0124813  -0.59265367],[1.77210766 4.60047013],[-0.16840381  0.95979388],[1.40479444 4.37597505],[-0.50747787 -0.02624311],[1.78751297 4.53529608],[0.07959026 1.06701337],[1.62341175 4.25105558],[-0.04439286  1.04902475],[1.34047265 3.71605132],[ 0.03071969 -0.54209307],[1.75648883 4.69892466],[-0.17293516  0.94651017],[1.99898843 3.80961864],[-0.56635637  0.68144055]
[2.12073874 3.24049705],[-0.5945459   0.65378535],[1.73381432 5.34898951],[0.46754068 0.98854805],[1.36325314 3.77544871],[ 0.10023145 -0.59231379],[1.75906751 4.69767809],[-0.09523238  0.98047828],[1.35644493 4.37459168],[-0.46039541 -0.00261896],[1.7989697  4.64207135],[0.14889297 1.06723939],[1.62283607 4.35667613],[0.03193792 1.06146568],[1.34773424 3.66175701],[ 0.1163179  -0.54271141],[1.74240346 4.79424219],[-0.10666573  0.96109536],[1.94521866 3.88041359],[-0.50521706  0.73726733]
[2.06380489 3.30898298],[-0.54210112  0.71669584],[1.78381899 5.44676621],[0.53156493 0.96587433],[1.37786986 3.71625709],[ 0.19278878 -0.5913027 ],[1.75341218 4.79669926],[-0.01734373  0.99939923],[1.31304165 4.37569794],[-0.40811886  0.02389106],[1.81765687 4.74894051],[0.22295103 1.06762038],[1.62992578 4.46328913],[0.11055745 1.07050074],[1.36426717 3.60787621],[ 0.21595665 -0.53387896],[1.73569521 4.89144992],[-0.02947834  0.98004397],[1.89770891 3.95661449],[-0.44439656  0.7862001 ]
[2.0126541 3.383901 ],[-0.47991146  0.78123213],[1.84052549 5.54248885],[0.60105137 0.94682059],[1.40226684 3.65755108],[ 0.2939925  -0.58414565],[1.75553686 4.89726473],[0.06059831 1.01162465],[1.27503438 4.37948554],[-0.35122322  0.05216943],[1.84357765 4.85546583],[0.29559262 1.06246278],[1.64446939 4.57014288],[0.18279503 1.0684691 ],[1.3910524  3.55499579],[ 0.32072936 -0.52297936],[1.73644133 4.98997192],[0.04691284 0.99193967],[1.85654859 4.03762622],[-0.37883099  0.83279866]
[1.96812325 3.46522218],[-0.41134243  0.84294547],[1.9036568  5.63571761],[0.66289655 0.91908582],[1.43700246 3.59974946],[ 0.40095775 -0.57133183],[1.76531505 4.99860386],[0.13635451 1.01572232],[1.24312958 4.38634667],[-0.28782888  0.08349013],[1.87666158 4.9611908 ],[0.36534349 1.05088507],[1.66647145 4.67681223],[0.25930344 1.0663852 ],[1.42863176 3.50347523],[ 0.43330802 -0.50470719],[1.74506425 5.08959214],[0.12608362 1.00002105],[1.82218764 4.12316235],[-0.30765621  0.87731403]
[1.93046904 3.55225497],[-0.34063297  0.89714184],[1.97280213 5.72598825],[0.72265551 0.88907449],[1.4825353  3.54345205],[ 0.50693181 -0.55647382],[1.78311955 5.10050104],[0.21629246 1.0178449 ],[1.21778364 4.39635272],[-0.21537067  0.11961121],[1.91645733 5.06537053],[0.43204937 1.03394056],[1.69599042 4.78293751],[0.33495162 1.05942841],[1.47777081 3.45420277],[ 0.54849711 -0.48076959],[1.7614422  5.18955464],[0.1996563 0.9967056],[1.79518813 4.21298188],[-0.23119836  0.91876757]
[1.90053296 3.64483598],[-0.25782079  0.9528433 ],[2.04772126 5.81307048],[0.77598871 0.85306074],[1.53884147 3.48912403],[ 0.61899932 -0.52875071],[1.80869234 5.20212571],[0.29655222 1.01525649],[1.20040702 4.41044604],[-0.13118155  0.16233526],[1.96296477 5.16779001],[0.49830608 1.01445064],[1.73309964 4.88820211],[0.40967771 1.0478824 ],[1.53840794 3.40763402],[ 0.66480381 -0.44836074],[1.78536037 5.28912762],[0.27886396 0.99408195],[1.7760626 4.3067286],[-0.15368186  0.95244815]
[1.87878014 3.74234515],[-0.17311619  0.99963983],[2.12774818 5.89637715],[0.82488674 0.81372044],[1.60582134 3.43752945],[ 0.72062424 -0.50102319],[1.8422854  5.30323201],[0.3745883  1.00550895],[1.19198546 4.42904629],[-0.0371829   0.20865486],[2.01610268 5.26818027],[0.56501811 0.99376492],[1.77785754 4.99232213],[0.48394125 1.03266329],[1.61044785 3.36463297],[ 0.77468874 -0.41061755],[1.8175313 5.3884887],[0.36447876 0.99218822],[1.76476013 4.40350739],[-0.06811549  0.98584765]
[1.86536959 3.84387192],[-0.09354302  1.03105596],[2.21246457 5.97562157],[0.8707236  0.77281652],[1.6830856  3.38949242],[ 0.82283772 -0.45893671],[1.8836483  5.40312947],[0.45294697 0.99222344],[1.19326764 4.4522256 ],[0.06167738 0.2525418 ],[2.07538443 5.36593015],[0.62312921 0.96378759],[1.82962828 5.09440979],[0.54910655 1.00672292],[1.6929674  3.32563129],[ 0.87653932 -0.36569637],[1.85818236 5.48730668],[0.44712537 0.98210033],[1.76212878 4.50327023],[0.01608416 1.00868687]
[1.86020705 3.94837031],[-0.01086618  1.0564538 ],[2.30168588 6.05078884],[0.91214383 0.72938299],[1.77025398 3.3461493 ],[ 0.92074041 -0.40475203],[1.93267759 5.50136499],[0.52864218 0.97317714],[1.20533286 4.48028686],[0.18166486 0.30934691],[2.14061454 5.46080072],[0.67811388 0.93044423],[1.88780005 5.19376112],[0.61205077 0.97808874],[1.78512651 3.29144803],[ 0.96299794 -0.31864362],[1.9066075  5.58444233],[0.5204274  0.95935632],[1.768388   4.60535417],[0.10864417 1.03104568]
[1.86339758 4.05508102],[0.07518925 1.07692115],[2.39463572 6.12129396],[0.9492187  0.68353111],[1.86663864 3.30854746],[ 1.00396084 -0.34727717],[1.98907734 5.597384  ],[0.60013585 0.94785569],[1.2294701  4.51366773],[0.30245009 0.35827683],[2.21118658 5.55220688],[0.73328808 0.89781258],[1.95203318 5.29001772],[0.67507484 0.94961008],[1.88552736 3.26244678],[ 1.04583509 -0.25738245],[1.96235748 5.67918728],[0.59612369 0.93690063],[1.78376365 4.70909937],[0.19660528 1.04052957]
[1.87566465 4.16386717],[0.16674245 1.09412161],[2.49155255 6.18759743],[0.98847973 0.6424564 ],[1.97063337 3.27684016],[ 1.07438232 -0.28556061],[2.05230908 5.69049801],[0.66391857 0.91390842],[1.26600244 4.55184096],[0.43421351 0.41002168],[2.28701321 5.64011908],[0.78100466 0.85846976],[2.02256119 5.38342263],[0.73630882 0.91948712],[1.99345055 3.23972939],[ 1.11050616 -0.19631502],[2.02533241 5.77126325],[0.6635761  0.90479202],[1.80744735 4.81300172],[0.27686864 1.03658261]
[1.89651922 4.27345822],[0.247051   1.09363515],[2.59222118 6.24977195],[1.02277196 0.5994803 ],[2.08084952 3.25126485],[ 1.13067751 -0.22285902],[2.12202067 5.78031115],[0.72970347 0.88185795],[1.31601857 4.59515355],[0.5650527  0.45440307],[2.36768537 5.72422987],[0.8320915 0.8237044],[2.09913727 5.47377551],[0.79259853 0.8852796 ],[2.10733505 3.22341198],[ 1.16283811 -0.1320716 ],[2.09511672 5.86016572],[0.73019284 0.87146599],[1.83929474 4.91640742],[0.36120155 1.03189654]
[1.925413   4.38278678],[0.33042414 1.09178402],[2.69595868 6.30743587],[1.04983692 0.55215993],[2.19622787 3.23217463],[ 1.17189123 -0.16208249],[2.19807621 5.86670425],[0.79032762 0.84518909],[1.37928616 4.64287587],[0.69573063 0.49532555],[2.45325938 5.80473207],[0.87743398 0.78478101],[2.18113282 5.5605778 ],[0.84568308 0.8495447 ],[2.22549308 3.21317942],[ 1.19792965 -0.07338721],[2.17123134 5.94542633],[0.79359748 0.83548768],[1.87941063 5.01895016],[0.4403843 1.0177406]
[1.96248222 4.49154875],[0.40694264 1.07902743],[2.80234388 6.36044846],[1.07649306 0.50727711],[2.31528795 3.21922207],[ 1.20617624 -0.09862189],[2.27975373 5.94905318],[0.84408552 0.80302931],[1.4548399  4.69390439],[0.81089337 0.52126799],[2.54309407 5.8811629 ],[0.9181599  0.74317412],[2.26789089 5.64336528],[0.88990104 0.80709542],[2.34659584 3.20868531],[ 1.22172656 -0.01778162],[2.2532671  6.02672832],[0.84371232 0.78752492],[1.92738614 5.11986426],[0.52034501 1.00142737]
[2.00719118 4.5989061 ],[0.48653296 1.06695929],[2.91126825 6.40900268],[1.10232053 0.46484428],[2.43678833 3.21197948],[ 1.2220783  -0.04724899],[2.36674288 6.02721695],[0.89367996 0.75868054],[1.54120757 4.747004  ],[0.91136711 0.53669603],[2.63691722 5.95345901],[0.95863917 0.70358692],[2.35904243 5.72200154],[0.93317441 0.76619275],[2.46972675 3.20969776],[1.23929326 0.03726775],[2.34032218 6.10333269],[0.89847973 0.7461402 ],[1.98338622 5.21904742],[0.60129256 0.98362675]
[2.05934923 4.70444095],[0.55288701 1.04006863],[3.02241966 6.45314012],[1.1184564  0.41604337],[2.55990353 3.2101025 ],[1.23938552 0.00961783],[2.45835361 6.10072213],[0.93915685 0.71258449],[1.63662469 4.80097019],[0.99558713 0.54259403],[2.7345139  6.02165043],[0.99580006 0.66332113],[2.45433471 5.79649864],[0.97245633 0.72412871],[2.5945052  3.21634509],[1.25350417 0.09363818],[2.43283251 6.17591198],[0.94706548 0.70137029],[2.0470504  5.31594325],[0.66965652 0.95207057]
[2.11812752 4.8072768 ],[0.62162327 1.01560436],[3.13532718 6.49267662],[1.13747821 0.37309333],[2.684477   3.21384948],[1.2492949  0.06290371],[2.55417752 6.16941518],[0.9787661  0.66330088],[1.73961779 4.85509552],[1.06027925 0.53738928],[2.83557903 6.08571743],[1.02390833 0.61692879],[2.55345596 5.86684588],[1.00742138 0.6808754 ],[2.72003114 3.22808998],[1.25593556 0.14028499],[2.52953895 6.24349236],[0.98842173 0.65216617],[2.117307   5.40946156],[0.73387538 0.91694431]
[2.18378066 4.90765652],[0.68834373 0.98907929],[3.25007955 6.52803725],[1.15725206 0.33467373],[2.80960124 3.22256631],[1.25251917 0.11076104],[2.6542629  6.23364875],[1.01792353 0.61704583],[1.84802625 4.90804155],[1.1056477  0.52052376],[2.93932052 6.14513236],[1.05166121 0.57266578],[2.65553731 5.93247031],[1.03706358 0.63502179],[2.84561942 3.24433782],[1.25524749 0.18394792],[2.63036716 6.30630693],[1.02774157 0.60440527],[2.19405452 5.4995903 ],[0.79889172 0.88378572]
[2.25594625 5.00526283],[0.75101652 0.95937999],[3.36663928 6.55960728],[1.17256128 0.29614065],[2.93461331 3.23561018],[1.25175787 0.15411063],[2.75778331 6.29293828],[1.0528954  0.56989966],[1.96076407 4.95946204],[1.14658581 0.5066713 ],[3.0457791  6.20021171],[1.07918629 0.53121478],[2.76072341 5.99381577],[1.06628244 0.59211177],[2.97119702 3.26500445],[1.25665737 0.22982135],[2.73512282 6.36454665],[1.06201255 0.55575804],[2.27677515 5.58596685],[0.85437135 0.84309143]
[2.33388553 5.09949051],[0.80538102 0.92325886],[3.4841988  6.58695393],[1.17827545 0.25090471],[3.0597417  3.25321101],[1.24950572 0.19639829],[2.86458117 6.34748626],[1.08465276 0.52336066],[2.07697667 5.00923734],[1.17625759 0.48850103],[3.1548744  6.25121063],[1.10211957 0.48870319],[2.86867559 6.05088401],[1.09179385 0.54895216],[3.09667553 3.29003436],[1.25153684 0.26916738],[2.84290841 6.41770394],[1.09365138 0.50816029],[2.36493719 5.66829785],[0.90637918 0.80162401]
[2.41701779 5.18998296],[0.85404479 0.88391725],[3.60258349 6.61016227],[1.18862704 0.21322147],[3.18461358 3.27498464],[1.24492379 0.2358429 ],[2.9742742  6.39730617],[1.11025932 0.47466885],[2.19573867 5.05707562],[1.19624707 0.46641546],[3.26603577 6.29788374],[1.1209128  0.44513972],[2.97898827 6.10361176],[1.11355528 0.50537795],[3.22160238 3.31890165],[1.24690651 0.30778727],[2.95372373 6.46620139],[1.12025991 0.46004104],[2.45781153 5.74614552],[0.95200243 0.75689461]
[2.50486324 5.27652922],[0.90108077 0.84580508],[3.72174142 6.62952047],[1.19386415 0.17364635],[3.30880824 3.30039743],[1.23853879 0.27190218],[3.08630133 6.44220573],[1.13232397 0.42613983],[2.31623915 5.10266478],[1.21381367 0.44630638],[3.37921721 6.3405169 ],[1.13985097 0.40529789],[3.09143857 6.15211574],[1.13536637 0.46531811],[3.34563598 3.3511114 ],[1.23466882 0.33674341],[3.06712303 6.51002132],[1.14796485 0.41755672],[2.55509837 5.81954566],[0.99264028 0.71069285]
[2.597186   5.35919286],[0.94338897 0.80609751],[3.84122001 6.64484378],[1.19510716 0.13246732],[3.43247782 3.32949051],[1.23281467 0.30766087],[3.20109253 6.48306919],[1.15774594 0.38642859],[2.43845383 5.14645156],[1.22701266 0.4265697 ],[3.49394685 6.37897721],[1.15512995 0.36489741],[3.20587438 6.19660621],[1.1524296  0.42422981],[3.46880535 3.38646764],[1.22744633 0.36887539],[3.18293887 6.54949743],[1.16860758 0.37303359],[2.65648039 5.88854769],[1.03335286 0.66851946]
[2.69345472 5.43776841],[0.97668392 0.76069716],[3.96089631 6.65622999],[1.19808243 0.09544643],[3.55553457 3.3620647 ],[1.22595069 0.3411836 ],[3.31772446 6.51948592],[1.17544324 0.34314663],[2.56167217 5.18810746],[1.23688745 0.40671336],[3.6101618  6.41352757],[1.16772423 0.32529356],[3.32169002 6.23681384],[1.16434608 0.38087553],[3.59077081 3.42444659],[1.21191375 0.39006465],[3.30048808 6.58440985],[1.18157026 0.32501284],[2.76143639 5.95304012],[1.0657346  0.62207094]
[2.792796   5.51169769],[1.0092471  0.71759347],[4.08089113 6.66407927],[1.20303868 0.06352763],[3.6778815 3.3979038],[1.21894444 0.37329   ],[3.43604695 6.55172087],[1.1862651  0.29746691],[2.68568417 5.22773889],[1.24189005 0.3848294 ],[3.72772514 6.44438084],[1.18201626 0.29105848],[3.43877415 6.27290483],[1.17741153 0.34174702],[3.71146792 3.46468065],[1.20086701 0.4130594 ],[3.41931659 6.61468372],[1.19395343 0.28009105],[2.86969528 6.0131701 ],[1.09731233 0.57922326]
[2.89554696 5.58164681],[1.04333698 0.67966117],[4.20137757 6.66893351],[1.20749671 0.0350194 ],[3.79943559 3.43678882],[1.20960883 0.40164397],[3.5555386  6.57964583],[1.2027398  0.26117918],[2.81003981 5.26511698],[1.24577357 0.36358689],[3.84615228 6.4714083 ],[1.1886068  0.25200161],[3.55714257 6.30525162],[1.18771326 0.30343558],[3.83097485 3.50701352],[1.18937094 0.43325237],[3.53914456 6.64040098],[1.20203413 0.23437482],[2.98059025 6.06869846],[1.12129489 0.53276233]
[3.00124436 5.64752541],[1.06838965 0.63626403],[4.32211896 6.67092712],[1.20640896 0.00441433],[3.9198147  3.47816099],[1.19872829 0.4261116 ],[3.67602535 6.60350287],[1.20850772 0.2179708 ],[2.93461761 5.30028649],[1.24744444 0.34167319],[3.96548019 6.49493443],[1.1952691  0.21641452],[3.67676829 6.33417807],[1.20055613 0.27166468],[3.94944746 3.55137883],[1.17952831 0.45321146],[3.65978059 6.66171478],[1.21400545 0.1960639 ],[3.09384569 6.11974114],[1.14313244 0.48824129]
[3.10961382 5.70940308],[1.10053438 0.60364942],[4.44246397 6.66967161],[ 1.20007133 -0.0296846 ],[4.03913227 3.52190434],[1.18738322 0.44815126],[3.79729894 6.62342404],[1.21582349 0.18000412],[3.0595916  5.33358917],[1.25393344 0.32673906],[4.08520422 6.51475858],[1.19749616 0.17877855],[3.79705907 6.35946899],[1.20433768 0.23364028],[4.06668989 3.5973843 ],[1.16582147 0.46702524],[3.78138231 6.67920837],[1.21749512 0.15373374],[3.20933905 6.16660827],[1.16448878 0.44769953]
[3.22070746 5.76774964],[1.12229709 0.56495135],[4.56229303 6.66519636],[ 1.19669263 -0.0591864 ],[4.15739961 3.56783766],[1.17829795 0.47058374],[3.91901111 6.63942636],[1.21724982 0.1392623 ],[3.18477611 5.36506095],[1.25233736 0.30545799],[4.2049533  6.53070583],[1.20029687 0.14339419],[3.91767731 6.3810176 ],[1.20777344 0.19748523],[4.18287252 3.64498407],[1.15882741 0.48573052],[3.90310462 6.69236944],[1.21756383 0.11045106],[3.32619826 6.20882869],[1.1729001  0.39726326]
[3.33379483 5.82222122],[1.1407173  0.52643336],[4.68171239 6.6578136 ],[ 1.18988707 -0.08998535],[4.27447618 3.61564101],[1.16163336 0.48332201],[4.04082609 6.65142985],[1.22119623 0.10356127],[3.30996272 5.39462866],[1.24966344 0.28433093],[4.32507679 6.54336501],[1.20033061 0.10822224],[4.03850111 6.39892362],[1.20935977 0.16166839],[4.29824573 3.6942843 ],[1.14908359 0.50047453],[4.02532471 6.70185807],[1.22783166 0.0813479 ],[3.44444233 6.24670753],[1.19039887 0.3594995 ]
[3.44845498 5.87273007],[1.15466756 0.48653816],[4.8004654  6.64743767],[ 1.18658527 -0.11569776],[4.3898731  3.66454477],[1.14756561 0.49554065],[4.16300609 6.6600239 ],[1.2210234  0.06737271],[3.4350568  5.42230661],[1.24841565 0.26568445],[4.44543131 6.55286187],[1.20398619 0.07954202],[4.15936205 6.41323627],[1.20702267 0.1239399 ],[4.4128357  3.74518437],[1.14319768 0.51794452],[4.14795215 6.70804869],[1.22669755 0.04487288],[3.56377781 6.28033938],[1.19700219 0.31416572]
[3.56441741 5.91930526],[1.16588171 0.44678618],[4.91879589 6.63452374],[ 1.18171877 -0.14057372],[4.50436558 3.71508928],[1.14057977 0.51351842],[4.28497647 6.66491723],[1.22168027 0.03425348],[3.55986858 5.44799342],[1.24669859 0.24716322],[4.56578708 6.5592569 ],[1.20268532 0.04837159],[4.28038774 6.42428319],[1.21211753 0.0963217 ],[4.52665136 3.79760963],[1.13124421 0.52827733],[4.27051057 6.71077818],[1.22432303 0.01005386],[3.68437011 6.31021424],[1.21345888 0.28295889]
[3.68150567 5.96205546],[1.17546917 0.40824557],[5.03658606 6.61916966],[ 1.17631651 -0.16381902],[4.61756241 3.76675089],[1.12522112 0.52107215],[4.40695439 6.66659259],[1.22015644 0.00212042],[3.6845665  5.47194548],[1.24683649 0.231703  ],[4.68592926 6.56256227],[1.19855856 0.01646352],[4.40192299 6.43277985],[1.21304293 0.06846562],[4.63931517 3.85101368],[1.12057868 0.53810642],[4.3923237  6.70959805],[ 1.21285122 -0.03269396],[3.80608635 6.33669673],[1.21765598 0.24388867]
[3.79943056 6.00095172],[1.1832159 0.3703643],[5.15381256 6.60158608],[ 1.16902069 -0.18680172],[4.72945045 3.81928664],[1.11284165 0.52962294],[4.52875596 6.66518079],[ 1.21605982 -0.02974381],[3.80907891 5.49419837],[1.24626978 0.21664414],[4.80539285 6.56246792],[ 1.19135265 -0.01751554],[4.52321349 6.43825869],[1.21043098 0.03901631],[4.75073975 3.90513345],[1.11074463 0.54690501],[4.51363832 6.70486981],[ 1.21238531 -0.06220067],[3.92800387 6.35915583],[1.22167611 0.20685299]
[3.9182154  6.03629009],[1.19026426 0.33469598],[5.27031488 6.58179606],[ 1.16060837 -0.2091044 ],[4.84034811 3.87286279],[1.10256289 0.53901948],[4.64995621 6.66048726],[ 1.20904061 -0.0627151 ],[3.93355752 5.51506774],[1.24186269 0.19941419],[4.92451376 6.55945622],[ 1.18741923 -0.04599983],[4.64431438 6.44096662],[1.2097539  0.01383028],[4.8612784  3.96018207],[1.09944604 0.55314388],[4.63475368 6.69721418],[ 1.20938242 -0.09093017],[4.0500742  6.37779356],[1.21979303 0.16633648]
[4.0374552  6.06793058],[1.19318695 0.29711949],[5.38588763 6.55976718],[ 1.14875675 -0.23350381],[4.95027524 3.9273708 ],[1.09491039 0.54991065],[4.77029669 6.65241402],[ 1.19801563 -0.09835958],[4.05748199 5.53410997],[1.23598739 0.18094473],[5.04274405 6.55314851],[ 1.17961141 -0.0774378 ],[4.76477443 6.44065928],[ 1.20213363 -0.0170777 ],[4.97066869 4.015765  ],[1.084094   0.55384878],[4.75517563 6.6864116 ],[ 1.20005987 -0.12392488],[4.1721936  6.39274107],[1.21951998 0.12990087]
[4.15691237 6.09582484],[1.19689853 0.26224684],[5.50009475 6.53514173],[ 1.13419297 -0.26018743],[5.0591851  3.98266651],[1.08240426 0.55484326],[4.88971983 6.64101679],[ 1.19181266 -0.12771052],[4.1809651  5.55148908],[1.23283166 0.16590066],[5.16030186 6.54389729],[ 1.17342389 -0.10545939],[4.88443264 6.43727552],[ 1.19314519 -0.04833702],[5.07857458 4.07136059],[1.07563801 0.55950543],[4.87504493 6.67280499],[ 1.1963112  -0.14868962],[4.29379347 6.40361667],[1.21385518 0.08922959]
[4.276762   6.12039203],[1.19916175 0.22864945],[5.61304005 6.50807382],[ 1.12346119 -0.2820953 ],[5.16660085 4.03812575],[1.06604752 0.554125  ],[5.00824699 6.62650599],[ 1.1810884  -0.15979289],[4.3039778 5.567252 ],[1.22608299 0.14802876],[5.27728297 6.53199904],[ 1.16462432 -0.13383072],[5.00302846 6.43063609],[ 1.1803795 -0.0827997],[5.18544996 4.12729274],[1.06171957 0.55868855],[4.99393966 6.65622949],[ 1.18179033 -0.18260651],[4.41501941 6.41070388],[1.21167212 0.05399058]
[4.39648309 6.14133357],[1.19620023 0.19145371],[5.72464915 6.47861176],[ 1.10829892 -0.30747231],[5.27267143 4.09372054],[1.05756573 0.5598958 ],[5.12569606 6.60886426],[ 1.16782138 -0.19286987],[4.42642451 5.58136434],[1.21889947 0.13035799],[5.39312541 6.51705218],[ 1.15304075 -0.16400879],[5.12030496 6.420522  ],[ 1.16355163 -0.12110386],[5.29102113 4.18315861],[1.05057526 0.55932076],[5.11211178 6.63708733],[ 1.17879181 -0.20248551],[4.53584212 6.4142014 ],[1.20438756 0.01586364]
