[9.88424269 3.28039331],[-1.84940613 -3.06325497],[5.00337111 3.1385692 ],[-3.1099257  -0.59882909],[4.68819745 9.95803713],[-3.75466288 -2.50733847],[3.36565309 1.68488914],[-3.6885048 -3.6285723],[0.65230521 7.54510897],[-4.7396125  1.9276967],[6.41537492 4.3590607 ],[-3.8413879  -1.09547562],[7.90126422 3.28513849],[-3.56609095 -1.05533913],[2.25635422 9.98553971],[-0.91075889 -1.99387045],[1.6614203  0.97759462],[-3.15177414 -1.16364601],[4.84133697 3.5493092 ],[-0.03677743 -2.3499609 ]
[2.26985558 6.29796893],[0.71423325 0.99093788],[2.30010348 6.30114996],[0.72529492 0.99922149],[2.34018815 6.30684782],[0.71231511 0.99363029],[2.28434099 6.29944516],[0.70775154 0.9963074 ],[2.28588115 6.31294971],[0.70881787 0.9931321 ],[2.32200145 6.32194367],[0.71783988 0.9936414 ],[2.34150116 6.32917628],[0.70911305 0.98979215],[2.32097202 6.30417265],[0.71999372 0.98672812],[2.31664494 6.32219029],[0.71093566 0.99234716],[2.29347759 6.316294  ],[0.70790694 0.9915863 ]
[2.34372774 6.3952878 ],[0.76254317 0.95473325],[2.37510512 6.39932124],[0.77459898 0.96405487],[2.41369434 6.40433118],[0.75957456 0.95770311],[2.35765989 6.39737799],[0.75690185 0.96058322],[2.35934763 6.41060892],[0.76065507 0.96009645],[2.39620151 6.41952486],[0.7661988  0.95798856],[2.41489451 6.4264625 ],[0.75699558 0.95412461],[2.39538035 6.40111331],[0.76956693 0.95336746],[2.38997152 6.41945837],[0.75500199 0.9524158 ],[2.36651694 6.41348179],[0.75157949 0.95086452]
[2.4222299  6.48875079],[0.80609546 0.91314768],[2.45482148 6.49373774],[0.81880973 0.92340409],[2.49204578 6.49829805],[0.81063276 0.92473454],[2.4360044  6.49181021],[0.80909003 0.92713042],[2.43758443 6.50451161],[0.80280001 0.91669468],[2.47501593 6.51329007],[0.81205963 0.91927615],[2.49276477 6.5198359 ],[0.80149193 0.91439595],[2.47471937 6.49464306],[0.81767929 0.91768106],[2.46783675 6.51283237],[0.80271761 0.91545515],[2.44383317 6.50648077],[0.79445741 0.90878583]
[2.50540887 6.57835462],[0.85846292 0.87990769],[2.53887139 6.58399371],[0.86087266 0.88047002],[2.57513036 6.58856041],[0.8502387  0.87974733],[2.51938662 6.58268864],[0.85551733 0.88745834],[2.52002204 6.59404282],[0.84486011 0.87286225],[2.5586423 6.6033837],[0.86019289 0.88236271],[2.57506121 6.60918147],[0.8453222  0.87339762],[2.55854684 6.58425761],[0.85954262 0.87532901],[2.55034219 6.60234716],[0.84858007 0.87602444],[2.52583714 6.59563395],[0.84329422 0.87192356]
[2.59337599 6.66417132],[0.89862286 0.83425786],[2.62743738 6.67026483],[0.90911879 0.84374409],[2.6622604  6.67439915],[0.89350214 0.83822434],[2.60689669 6.66908256],[0.89242982 0.83825319],[2.6070405  6.67954904],[0.89341705 0.83523441],[2.64657953 6.68927545],[0.89847742 0.83547815],[2.66168979 6.69435328],[0.88872811 0.8315529 ],[2.64659447 6.66966106],[0.89969613 0.83109616],[2.63762894 6.68809399],[0.89429418 0.83612314],[2.6126562  6.68100673],[0.89101623 0.8335148 ]
[2.68502922 6.74509228],[0.93349105 0.783268  ],[2.7200106  6.75205512],[0.94433861 0.79417504],[2.75355463 6.75591976],[0.93188949 0.79177725],[2.69811859 6.75057523],[0.93302868 0.79273453],[2.69860942 6.7609875 ],[0.93694154 0.79264558],[2.73841451 6.7705483 ],[0.93973948 0.79161226],[2.75261551 6.77528799],[0.92884295 0.78626965],[2.73862077 6.75060216],[0.94135699 0.78837169],[2.72885875 6.76921813],[0.93035535 0.78647183],[2.70422116 6.76251259],[0.93709583 0.79356571]
[2.78028748 6.82102942],[0.97283862 0.73679649],[2.81623213 6.82902884],[0.97868957 0.744015  ],[2.84852829 6.83263643],[0.96921832 0.744311  ],[2.79319634 6.82732064],[0.96819115 0.74191999],[2.79433814 6.83799344],[0.97474511 0.7447404 ],[2.83443516 6.84751229],[0.97962248 0.74682233],[2.84748971 6.8516339 ],[0.96732043 0.73943808],[2.83455151 6.82702115],[0.97605298 0.73892647],[2.82409316 6.84578234],[0.97184019 0.74247114],[2.79967363 6.83931535],[0.97504698 0.7457071 ]
[2.8792736  6.89213109],[1.00732852 0.68583989],[2.9157571  6.90086565],[1.01020784 0.69127141],[2.94725786 6.90464803],[1.00464796 0.69533889],[2.89169108 6.8988908 ],[1.00013992 0.68801936],[2.8938105 6.9101981],[1.01321242 0.6980767 ],[2.9341139  6.91969443],[1.01492845 0.69798122],[2.94598409 6.92307624],[1.00285225 0.68989909],[2.93397003 6.89852423],[1.01125876 0.6903155 ],[2.92319496 6.91769247],[1.00752526 0.69321175],[2.89897241 6.91141191],[1.00780153 0.6932514 ]
[2.98168437 6.95813331],[1.04265241 0.63626467],[3.01849387 6.96750564],[1.04369664 0.6409394 ],[3.04923449 6.97148001],[1.03749263 0.64410763],[2.99370491 6.96541733],[1.03808203 0.64069746],[2.99655814 6.97719575],[1.04198442 0.64222975],[3.03724476 6.98695094],[1.04715681 0.64684471],[3.04797856 6.98953761],[1.03746865 0.63997946],[3.03668722 6.9649694 ],[1.04329453 0.63902164],[3.02556128 6.98438879],[1.04189559 0.64306193],[3.00152522 6.97825883],[1.04466466 0.64537293]
[3.08774385 7.01936428],[1.07554785 0.58569989],[3.12451979 7.02910365],[1.07323389 0.58765609],[3.15452217 7.03325784],[1.06835964 0.59176729],[3.09934211 7.02709952],[1.07396633 0.5926473 ],[3.10231106 7.03876041],[1.07226143 0.58849863],[3.14350449 7.04904394],[1.07827762 0.59547905],[3.15340746 7.05102621],[1.07398912 0.59300765],[3.14254162 7.02625482],[1.07426709 0.58743374],[3.13153952 7.04631173],[1.076396   0.59443971],[3.10762511 7.0402456 ],[1.0758278  0.59314106]
[3.19677168 7.07527344],[1.10375701 0.53159193],[3.23329609 7.08520646],[1.10076637 0.53313772],[3.26276916 7.08972279],[1.09345206 0.53461318],[3.20826682 7.08376303],[1.10303928 0.53937509],[3.21081708 7.09471608],[1.09685218 0.52977661],[3.25249455 7.10565862],[1.10469033 0.54020535],[3.26208663 7.10750292],[1.09763047 0.53462625],[3.25150168 7.08245634],[1.10223442 0.53418396],[3.24076293 7.10325098],[1.10563776 0.54217619],[3.21670563 7.09692646],[1.10638734 0.54150378]
[3.30864249 7.12587262],[1.13119689 0.47836025],[3.34473344 7.1358182 ],[1.12899871 0.48055049],[3.37348975 7.14046703],[1.12273316 0.48238548],[3.32013655 7.13522228],[1.13152401 0.48733804],[3.3219931  7.14505171],[1.12871239 0.47950559],[3.36420504 7.15688914],[1.13020096 0.48543103],[3.37336439 7.15841281],[1.12755085 0.48362102],[3.36287157 7.132989  ],[1.12309165 0.47459733],[3.35272224 7.15484623],[1.1305133  0.48703333],[3.32852609 7.148204  ],[1.13029146 0.48465533]
[3.42297954 7.17095885],[1.15384667 0.42202567],[3.45859612 7.18085919],[1.14708293 0.41930069],[3.48689658 7.18584182],[1.14493543 0.4249567 ],[3.43462496 7.18134494],[1.15712957 0.43443355],[3.43596014 7.19008333],[1.15252486 0.42340636],[3.4783337  7.20258591],[1.15041107 0.42689353],[3.48734776 7.20404012],[1.15075635 0.42796144],[3.4764533  7.17772638],[1.14791607 0.42000561],[3.46687689 7.20070027],[1.1499567  0.42755204],[3.44253248 7.19364136],[1.15318282 0.42784313]
[3.53955477 7.21047619],[1.1777755  0.36900945],[3.57451605 7.22008038],[1.17101453 0.36539416],[3.60240608 7.2254309 ],[1.1638581  0.36571587],[3.55110759 7.22169801],[1.17303509 0.37326287],[3.55247596 7.22980237],[1.17525617 0.36891252],[3.59432251 7.24232737],[1.16713733 0.36592252],[3.60325812 7.24377596],[1.16718831 0.36670501],[3.59243971 7.21703485],[1.17286026 0.36779405],[3.58296951 7.2406516 ],[1.16821214 0.36812979],[3.55890827 7.23358138],[1.17490283 0.37211069]
[3.65828763 7.24460124],[1.19568892 0.31275828],[3.69236907 7.25356395],[1.18701234 0.30560955],[3.71992274 7.25930741],[1.18319397 0.30902037],[3.66907202 7.25586487],[1.18778473 0.31191539],[3.67070286 7.26359471],[1.18907416 0.30710725],[3.71203087 7.27608358],[1.18338828 0.30598374],[3.72070684 7.27732478],[1.18371602 0.30657227],[3.71074827 7.25111037],[1.19058747 0.31143446],[3.70083102 7.27467546],[1.18881138 0.31269481],[3.67713117 7.26773373],[1.18952798 0.31117995]
[3.77866298 7.27307056],[1.20968454 0.25501542],[3.81182736 7.28117936],[1.20243936 0.24743091],[3.83902911 7.2872783 ],[1.19586845 0.24768261],[3.78861942 7.28410386],[1.20190971 0.25203018],[3.79009705 7.29105618],[1.19846591 0.24192263],[3.83150023 7.30409332],[1.20282926 0.25178019],[3.84006391 7.30525009],[1.20145958 0.25054977],[3.83034132 7.27913593],[1.20068639 0.2488057 ],[3.82041131 7.30293553],[1.20405786 0.25434527],[3.79645825 7.29548132],[1.19833398 0.24528235]
[3.90024435 7.29568535],[1.22136018 0.19711976],[3.93273779 7.30302588],[1.21460482 0.18875477],[3.95938573 7.30918958],[1.20994405 0.18983743],[3.90944607 7.30633678],[1.21334674 0.19169342],[3.91077795 7.31243632],[1.21314952 0.1843516 ],[3.9523213  7.32623421],[1.21015014 0.18789055],[3.96108611 7.32762891],[1.21533776 0.19397066],[3.95114335 7.30119887],[1.21354504 0.19099852],[3.94125491 7.32521387],[1.21307082 0.19195483],[3.91681133 7.31684988],[1.20890071 0.18268801]
[4.02257102 7.3121816 ],[1.22720829 0.13519423],[4.05455517 7.31880698],[1.22179078 0.12734429],[4.08099194 7.32531987],[1.21756935 0.12866238],[4.03149053 7.32274818],[1.22557688 0.13525227],[4.03253605 7.32781614],[1.22114853 0.12286166],[4.07415041 7.34235648],[1.22474374 0.13377473],[4.08319157 7.3441792 ],[1.2264559  0.13733794],[4.07301643 7.31738297],[1.22379268 0.13325422],[4.06330961 7.34170481],[1.22615479 0.13670625],[4.03852153 7.33242044],[1.22390104 0.12805498]
[4.14574452 7.32289067],[1.23499949 0.07830119],[4.17704994 7.32852924],[1.2279236  0.06748748],[4.20318419 7.33525819],[1.22587881 0.07042699],[4.15430446 7.33320332],[1.23308529 0.07692524],[4.15501402 7.33709431],[1.22927907 0.06430881],[4.19702594 7.35285432],[1.22931616 0.07327615],[4.20576758 7.3545389 ],[1.22610483 0.07115263],[4.19586231 7.32791984],[1.23175496 0.07662987],[4.18635537 7.35253587],[1.23312597 0.07881194],[4.16105424 7.34201496],[1.22771463 0.06529912]
[4.26920434 7.32755357],[1.23314338 0.01416944],[4.29997025 7.33222016],[1.23250237 0.0089836 ],[4.32593583 7.33926651],[1.22920735 0.01043996],[4.2778138 7.3379653],[1.23706138 0.01870864],[4.27831419 7.34073078],[1.23529662 0.00782018],[4.32021162 7.35727996],[1.23415535 0.01552122],[4.3285768  7.35865052],[1.22924215 0.01070932],[4.31904993 7.33247494],[1.23074024 0.01356704],[4.30999237 7.35763402],[1.23671126 0.02082121],[4.28415371 7.34568051],[1.2334613  0.00785466]
[4.3925064  7.32591217],[ 1.23487228 -0.04426232],[4.42310375 7.32998732],[ 1.23006018 -0.05323252],[4.44903772 7.33747282],[ 1.23246948 -0.0459696 ],[4.40174277 7.33710737],[ 1.23976105 -0.0369749 ],[4.40169707 7.33837259],[ 1.231688   -0.05533783],[4.44383645 7.35607305],[ 1.23569927 -0.04164709],[4.45139449 7.35655174],[ 1.22707249 -0.05239548],[4.44202274 7.33070035],[ 1.22900285 -0.04831948],[4.4336311  7.35670942],[ 1.23428542 -0.04069039],[4.4072753  7.34319824],[ 1.22924038 -0.05676956]
[4.51608136 7.31874624],[ 1.23502534 -0.09985292],[4.54593896 7.3216134 ],[ 1.22842503 -0.11183543],[4.57222632 7.32998576],[ 1.23339023 -0.10088853],[4.5255012  7.33039718],[ 1.23508106 -0.09708508],[4.52511024 7.33025336],[ 1.23295894 -0.10979616],[4.56701678 7.34867883],[ 1.22781752 -0.10605691],[4.57377916 7.34803266],[ 1.22305761 -0.11490969],[4.56490606 7.322979  ],[ 1.22691827 -0.10722155],[4.55676194 7.34945353],[ 1.22963087 -0.10243427],[4.53013592 7.33454651],[ 1.23117772 -0.112225  ]
[4.63959857 7.30616589],[ 1.23288112 -0.15346792],[4.66864786 7.30762108],[ 1.22613379 -0.16679477],[4.69532225 7.31704194],[ 1.2294865  -0.15645789],[4.64860866 7.31761554],[ 1.22889038 -0.15621727],[4.64804428 7.31626156],[ 1.22544245 -0.16983585],[4.68956825 7.33512842],[ 1.22069038 -0.16701044],[4.69579325 7.33347526],[ 1.21653864 -0.17622884],[4.68684633 7.30875041],[ 1.21199456 -0.17711494],[4.67922119 7.33596521],[ 1.21765311 -0.16892287],[4.65293968 7.32034177],[ 1.22361981 -0.17260093]
[4.76256802 7.28807744],[ 1.22358339 -0.210632  ],[4.79075312 7.28796215],[ 1.21490692 -0.22696156],[4.81764235 7.29831119],[ 1.21863936 -0.21596373],[4.77093839 7.29891022],[ 1.21825587 -0.21668288],[4.77022367 7.29641817],[ 1.2177619  -0.22669159],[4.81132203 7.31553921],[ 1.21483122 -0.22345853],[4.81704394 7.312849  ],[ 1.21064929 -0.23336514],[4.80760508 7.2879247 ],[ 1.20658507 -0.2350994 ],[4.80076663 7.31623591],[ 1.20957039 -0.22854665],[4.77434872 7.29955933],[ 1.2061665 -0.2412272]
[4.88430578 7.26409323],[ 1.21171875 -0.26788538],[4.9112579  7.26190977],[ 1.19694738 -0.29198858],[4.93921919 7.27414527],[ 1.21169718 -0.26761292],[4.8922889  7.27441694],[ 1.2068607  -0.27447251],[4.8918392  7.27132318],[ 1.21062154 -0.27833436],[4.93231127 7.29034402],[ 1.20694863 -0.27772925],[4.93735704 7.28636802],[ 1.19706526 -0.29421042],[4.92736852 7.26106677],[ 1.19080495 -0.29947824],[4.92116768 7.29037619],[ 1.19758657 -0.28873622],[4.89408743 7.27208023],[ 1.18990964 -0.30648747]
[5.00458647 7.23425746],[ 1.1941781  -0.32801866],[5.03029258 7.22982915],[ 1.18411149 -0.34854809],[5.05971205 7.24462341],[ 1.19777948 -0.32257797],[5.01235539 7.24417535],[ 1.19189395 -0.33239325],[5.01198815 7.24047598],[ 1.19234939 -0.33825705],[5.05198798 7.25938018],[ 1.18921228 -0.33837619],[5.0566935  7.25440228],[ 1.18692137 -0.3469686 ],[5.04596627 7.22838206],[ 1.18026933 -0.35420858],[5.04014816 7.25845694],[ 1.18218633 -0.34878859],[5.01260915 7.23868602],[ 1.18218604 -0.35874381]
[5.12303464 7.19847074],[ 1.17292613 -0.38911542],[5.14819937 7.19248852],[ 1.17172562 -0.39971208],[5.17881072 7.20978545],[ 1.18121157 -0.37669515],[5.13085837 7.20823849],[ 1.17871355 -0.38500787],[5.1301006 7.2035442],[ 1.16869351 -0.40122418],[5.16984532 7.22245879],[ 1.16803197 -0.39943414],[5.17455133 7.21690085],[ 1.17200509 -0.40054679],[5.163206   7.19015477],[ 1.16428933 -0.40981203],[5.15776522 7.22093347],[ 1.16664332 -0.40447733],[5.13011161 7.2001137 ],[ 1.16430228 -0.41563833]
[5.23949778 7.156869  ],[ 1.15377584 -0.44480843],[5.26407594 7.14942576],[ 1.14626121 -0.46065497],[5.29554452 7.16893494],[ 1.15307605 -0.4404857 ],[5.24778335 7.16699827],[ 1.15676003 -0.44226635],[5.24599264 7.16059317],[ 1.14762243 -0.45866017],[5.28588528 7.17991459],[ 1.15125422 -0.45220982],[5.29071412 7.17404694],[ 1.1503239  -0.45685778],[5.27862178 7.14634278],[ 1.14667843 -0.46298904],[5.27362196 7.17783955],[ 1.1482944  -0.45881768],[5.24558092 7.1557864 ],[ 1.14337941 -0.47196878]
[5.35338245 7.10918284],[ 1.12790522 -0.5043692 ],[5.37746001 7.10046889],[ 1.12139273 -0.51786009],[5.40974239 7.12208769],[ 1.13090323 -0.49567379],[5.36204846 7.1196901 ],[ 1.13045567 -0.50148452],[5.35978115 7.1120957 ],[ 1.12797484 -0.51065106],[5.39994635 7.13199731],[ 1.13071224 -0.50464736],[5.40474723 7.12577753],[ 1.12928211 -0.50890464],[5.39230852 7.0974816 ],[ 1.12778466 -0.51271634],[5.38755233 7.12943045],[ 1.12891884 -0.50986876],[5.35897689 7.10603808],[ 1.12557564 -0.52099921]
[5.46502966 7.05609828],[ 1.1048034  -0.55679675],[5.48853257 7.04616987],[ 1.09881    -0.56856665],[5.52169104 7.0698954 ],[ 1.10823656 -0.54733364],[5.47365561 7.06659934],[ 1.10243687 -0.55901662],[5.4712217  7.05822703],[ 1.10000998 -0.56691221],[5.51145373 7.07852644],[ 1.09969146 -0.56408306],[5.51644888 7.07226938],[ 1.10171853 -0.5637149 ],[5.50388939 7.04365401],[ 1.10226578 -0.56485603],[5.49912662 7.07570258],[ 1.10293247 -0.56365693],[5.47018089 7.05120309],[ 1.10066079 -0.57282109]
[5.57400876 6.9976144 ],[ 1.07919666 -0.60771881],[5.59689082 6.98654697],[ 1.06783613 -0.62374185],[5.63134583 7.01272614],[ 1.08360721 -0.59662792],[5.5824972  7.00797852],[ 1.0751874  -0.61186122],[5.579954   6.99901118],[ 1.0720346  -0.61929426],[5.62005288 7.01946406],[ 1.07338645 -0.61524865],[5.6252908  7.01333658],[ 1.0756186  -0.61370287],[5.61253529 6.9843841 ],[ 1.07160866 -0.61896181],[5.60786439 7.01653838],[ 1.07456232 -0.61627454],[5.57883863 6.9913348 ],[ 1.07170374 -0.62468465]
[5.68055272 6.93440977],[ 1.04637223 -0.6611932 ],[5.70177977 6.92120846],[ 1.03115705 -0.68124361],[5.73807869 6.950351  ],[ 1.0520969  -0.64918031],[5.68871299 6.94440063],[ 1.04779347 -0.6603276 ],[5.68565982 6.93451945],[ 1.04386536 -0.66800639],[5.72596153 6.95544515],[ 1.04512735 -0.66401373],[5.73122005 6.94929717],[ 1.0452599  -0.66413423],[5.71820586 6.91997642],[ 1.04080772 -0.66950038],[5.71374363 6.95228937],[ 1.0436288  -0.66743192],[5.68442817 6.92628704],[ 1.03952364 -0.6761889 ]
[5.78384525 6.86606236],[ 1.01753804 -0.70694393],[5.80339694 6.85071846],[ 1.00051752 -0.7284656 ],[5.84172957 6.88297641],[ 1.02137956 -0.69710205],[5.79190017 6.87589364],[ 1.01431737 -0.71073033],[5.78859301 6.86542422],[ 1.01243979 -0.71551882],[5.82864941 6.88635683],[ 1.00840379 -0.71734505],[5.83411462 6.88041309],[ 1.0137221  -0.71176042],[5.82039888 6.85030158],[ 1.00325205 -0.72325243],[5.81664051 6.88324086],[ 1.01250725 -0.71466194],[5.78659163 6.85606398],[ 1.00370119 -0.72771927]
[5.88383098 6.79292286],[ 0.98156516 -0.75583202],[5.9015235  6.77529454],[ 0.96215716 -0.77914351],[5.94203087 6.81073066],[ 0.98772389 -0.74411745],[5.89123318 6.80202256],[ 0.97429789 -0.76405599],[5.88799165 6.79137975],[ 0.97647729 -0.76380647],[5.92796926 6.81243432],[ 0.97841835 -0.7598958 ],[5.93361078 6.80671816],[ 0.97565607 -0.76208455],[5.91910169 6.77570927],[ 0.96873297 -0.76998844],[5.91578798 6.80901474],[ 0.97247785 -0.76719468],[5.88531613 6.78102555],[ 0.96758478 -0.77555896]
[5.98002353 6.71488921],[ 0.9424034  -0.80406387],[5.99606818 6.69527274],[ 0.92553302 -0.82377758],[6.03891179 6.73392945],[ 0.9484694  -0.79273087],[5.98685535 6.72331632],[ 0.9396076  -0.80788027],[5.98377753 6.71268582],[ 0.94001061 -0.80862657],[6.02394723 6.73412924],[ 0.93978547 -0.80693088],[6.02901119 6.72788088],[ 0.93370605 -0.81264469],[6.01376738 6.69605407],[ 0.92614467 -0.8208948 ],[6.01131652 6.73011942],[ 0.93753266 -0.81057647],[5.98049767 6.7014731 ],[ 0.93349759 -0.81732138]
[6.07228719 6.63222044],[ 0.89919349 -0.8523199 ],[6.08627409 6.61031796],[ 0.88157087 -0.87163029],[6.13191062 6.65249978],[ 0.90860033 -0.83810609],[6.07886313 6.64029875],[ 0.90108658 -0.85125473],[6.07595515 6.6297512 ],[ 0.90067911 -0.85227428],[6.11575996 6.65100884],[ 0.89641856 -0.8548683 ],[6.12051363 6.64448723],[ 0.8956922  -0.85518061],[6.1046609  6.61200303],[ 0.89117408 -0.85996771],[6.10313113 6.64687276],[ 0.8957573  -0.85669857],[6.07222158 6.61789935],[ 0.9015269 -0.8529254]
[6.16022428 6.544922  ],[ 0.86163576 -0.89086773],[6.17246646 6.52117323],[ 0.84426401 -0.90858938],[6.22037635 6.56618196],[ 0.86490735 -0.88337664],[6.1672864  6.55341679],[ 0.86429283 -0.88880473],[6.16382417 6.54227113],[ 0.85561713 -0.89774536],[6.20345235 6.56351182],[ 0.85733676 -0.894487  ],[6.20780978 6.55664135],[ 0.84947052 -0.90180791],[6.19172309 6.52391851],[ 0.84932119 -0.90179916],[6.19109538 6.55953993],[ 0.85941992 -0.89340249],[6.16043069 6.53064313],[ 0.86146446 -0.89277512]
[6.24424111 6.45380916],[ 0.81741281 -0.93200201],[6.25482594 6.42843326],[ 0.80222049 -0.94625798],[6.30497369 6.47604129],[ 0.82569318 -0.92012373],[6.25151262 6.46246017],[ 0.81786816 -0.93202013],[6.247267   6.45052519],[ 0.81190673 -0.93783479],[6.2870591  6.47207737],[ 0.81535394 -0.93299719],[6.29060003 6.46445747],[ 0.80619569 -0.94133293],[6.27411093 6.43136795],[ 0.7995797  -0.94734916],[6.27478975 6.46809913],[ 0.81437989 -0.93484383],[6.24451638 6.43946979],[ 0.81906029 -0.93126827]
[6.32390713 6.35885574],[ 0.77395626 -0.96839638],[6.33283684 6.33198115],[ 0.75755019 -0.98259609],[6.38527115 6.38204616],[ 0.7793032  -0.96004496],[6.33130182 6.36758668],[ 0.77581048 -0.96695011],[6.32640747 6.35503823],[ 0.7721942  -0.97000702],[6.36682246 6.37733596],[ 0.77758298 -0.96359527],[6.36910995 6.36857032],[ 0.76298289 -0.97679051],[6.35165993 6.3346124 ],[ 0.75459144 -0.98391102],[6.3538734  6.37260774],[ 0.76663789 -0.97494481],[6.32428407 6.34455547],[ 0.77538491 -0.9673225 ]
[6.39868501 6.25992618],[ 0.72129806 -1.00976262],[6.40658196 6.23228306],[ 0.71697076 -1.01117161],[6.4608475  6.28418223],[ 0.73301057 -0.9958119 ],[6.40631291 6.26884706],[ 0.72365025 -1.007873  ],[6.4014754  6.25641239],[ 0.72863494 -1.00243293],[6.44232496 6.27923133],[ 0.72749148 -1.00277524],[6.44309739 6.26913556],[ 0.71897327 -1.0091032 ],[6.4246865 6.2343741],[ 0.70589301 -1.0202452 ],[6.42825224 6.27337693],[ 0.72005016 -1.00989842],[6.39989078 6.24641875],[ 0.73387334 -0.99773025]
[6.46840021 6.15727926],[ 0.67428481 -1.04131644],[6.47609101 6.12971719],[ 0.67249562 -1.04023289],[6.53178806 6.18293218],[ 0.68913071 -1.02532173],[6.4764272  6.16654187],[ 0.67787189 -1.03844126],[6.47185446 6.15440174],[ 0.67764493 -1.03842359],[6.5124381 6.1770517],[ 0.67565927 -1.03925574],[6.5125501  6.16652033],[ 0.66847538 -1.0441584 ],[6.49291667 6.13077596],[ 0.6586169 -1.0512149],[6.49783146 6.17070757],[ 0.67227478 -1.04211433],[6.47070457 6.14478658],[ 0.68171577 -1.03491049]
[6.53334994 6.05160145],[ 0.62786065 -1.06861544],[6.54103983 6.02431142],[ 0.62499123 -1.06886087],[6.59810607 6.07867184],[ 0.63588187 -1.06052239],[6.54141624 6.06083177],[ 0.62342643 -1.07352736],[6.53719106 6.04904984],[ 0.62894726 -1.06810214],[6.57748797 6.07154534],[ 0.6252412  -1.07036539],[6.57679412 6.06045336],[ 0.61509428 -1.07785183],[6.55614411 6.02400376],[ 0.60680474 -1.08276318],[6.56267492 6.06504144],[ 0.62438439 -1.07081116],[6.5364983  6.03983103],[ 0.63360869 -1.06415746]
[6.59356584 5.94326711],[ 0.57669986 -1.09721061],[6.60108387 5.91607081],[ 0.57453847 -1.09671049],[6.65892135 5.97093642],[ 0.57866331 -1.09517712],[6.60104647 5.95190766],[ 0.56914734 -1.10428111],[6.5973009 5.9405757],[ 0.57552083 -1.09848576],[6.63742768 5.96304889],[ 0.57392797 -1.09853153],[6.635729   5.95124938],[ 0.56133528 -1.10778155],[6.6141981  5.91427963],[ 0.55267124 -1.11269772],[6.62276231 5.95671118],[ 0.57499541 -1.09758754],[6.59730695 5.93195995],[ 0.58356505 -1.09166986]
[6.64886999 5.83244912],[ 0.52684435 -1.12107477],[6.65610919 5.80525635],[ 0.52631389 -1.11876098],[6.71407644 5.86002646],[ 0.52540069 -1.12146918],[6.65558047 5.84042291],[ 0.52172519 -1.12474578],[6.65261819 5.82977536],[ 0.52797737 -1.11992923],[6.69207334 5.85176648],[ 0.52044387 -1.12501277],[6.68912096 5.83909699],[ 0.50681648 -1.13427727],[6.66672048 5.8016574 ],[ 0.50041327 -1.13655222],[6.67754263 5.84553377],[ 0.52306299 -1.12285203],[6.65326214 5.82164971],[ 0.5318131  -1.11763626]
[6.69887042 5.71912336],[ 0.4765504  -1.14155685],[6.70612876 5.69221393],[ 0.470933   -1.14462557],[6.7640303 5.7467844],[ 0.47349138 -1.14308217],[6.70522193 5.72688519],[ 0.46914245 -1.14742599],[6.70268198 5.71650912],[ 0.47050323 -1.14753888],[6.74140726 5.738057  ],[ 0.46575353 -1.14910414],[6.73707814 5.72450023],[ 0.45289112 -1.15651024],[6.71397969 5.6867761 ],[ 0.44370348 -1.16143817],[6.72715845 5.73203222],[ 0.46969283 -1.14610182],[6.70404    5.70892407],[ 0.48305378 -1.13704138]
[6.7441552  5.60418326],[ 0.4259148  -1.15993855],[6.75054657 5.57673624],[ 0.41767702 -1.16421347],[6.80865358 5.63141082],[ 0.4190115  -1.16384537],[6.74920143 5.61088832],[ 0.41220177 -1.17023874],[6.74720524 5.60089938],[ 0.42200017 -1.1623024 ],[6.78551459 5.62234761],[ 0.41481697 -1.16626418],[6.77995684 5.60814113],[ 0.40386616 -1.17114611],[6.75591716 5.56993072],[ 0.39330883 -1.17679241],[6.77146345 5.61641396],[ 0.41795841 -1.16426286],[6.74933916 5.59384032],[ 0.42268799 -1.16411962]
[6.78406056 5.487277  ],[ 0.37179316 -1.17812132],[6.78961496 5.45943206],[ 0.36190969 -1.18300078],[6.84790981 5.51420179],[ 0.36451018 -1.1813511 ],[6.7880359  5.49329914],[ 0.35955839 -1.1860058 ],[6.78651734 5.48358434],[ 0.36458019 -1.18295072],[6.8242046 5.5047668],[ 0.36079719 -1.18307474],[6.81790849 5.49041398],[ 0.35623817 -1.18202082],[6.79261146 5.45149073],[ 0.33902544 -1.19310396],[6.81087031 5.49938204],[ 0.37104489 -1.1752233 ],[6.78880107 5.47646712],[ 0.36610577 -1.18318859]
[6.81843184 5.36860747],[ 0.3140365  -1.19621724],[6.82303379 5.34036823],[ 0.30613384 -1.19813971],[6.88153254 5.39524468],[ 0.3109653  -1.19429563],[6.82092888 5.3736696 ],[ 0.29961661 -1.20464218],[6.82048013 5.36476498],[ 0.3136057  -1.19413842],[6.85745452 5.38563014],[ 0.30691554 -1.19654876],[6.85084772 5.37146765],[ 0.30333079 -1.19559139],[6.82403738 5.33172855],[ 0.28904911 -1.20230768],[6.84485958 5.3806819 ],[ 0.30946333 -1.19724847],[6.82238917 5.35716373],[ 0.30749925 -1.20032486]
