[9.7803942  7.80386973],[ 3.10425333 -2.93719318],[3.44055187 9.8203091 ],[-4.85467104  3.30460226],[7.1311259  1.89577513],[ 1.14286695 -3.30021654],[4.42911105 3.94885856],[-0.94243545  3.19267967],[9.70130368 8.69295679],[3.23886918 2.69351453],[0.36739226 8.0247451 ],[-3.52546773  2.80256258],[2.53028635 8.41872774],[-3.0708844  -1.87925259],[5.8172056 2.1625362],[-1.83251155  2.93762731],[6.89075194 7.50558791],[ 1.64406202 -3.4561128 ],[2.94501111 8.02288023],[ 2.24089442 -3.13014657],[2.02464279 9.49057504],[0.11994915 0.67791287],[0.38776823 3.96684632],[-2.90488925 -1.40646159],[1.28660715 4.81870401],[3.99901044 0.10526574],[8.38920725 0.48650377],[-1.8076547  -0.38985987],[2.07569776 8.4242328 ],[ 2.61559238 -0.1719607 ],[8.31082483 9.84987563],[2.548417   3.77757139],[7.80262899 5.55413525],[-3.90884287  1.68140048],[9.39966111 0.3413489 ],[-1.96568444  0.43296734],[0.74068989 2.37587369],[ 0.56622405 -0.0827636 ],[0.85090233 7.87643476],[-4.33022435  4.77261819],[8.03670292 4.58670631],[-2.94179544 -3.3485199 ],[1.15827574 8.1016303 ],[-4.2373829   1.57023602],[1.57738003 8.24270165],[ 4.46121359 -3.27073909],[1.04460673 4.67082415],[4.18714745 1.22082148],[3.83733594 0.49223235],[-1.11426558 -3.52143014],[4.47480788 8.62004152],[2.24081265 4.87715487],[2.31686828 9.35064147],[1.31767937 4.54604487],[0.86701471 4.45093517],[-0.29465267 -1.16874006],[9.13180519 5.03301624],[4.63727035 4.10871538],[6.37163164 3.97482642],[2.07387105 3.1514579 ],[9.98292265 4.86999327],[-1.39636003 -2.91852654],[9.8781843  4.91841753],[2.62744888 2.04605318]
[11.72791623  1.97827521],[0.8078951  0.53709402],[10.37127915  1.42075956],[0.71903961 0.45482043],[8.88657284 1.45301192],[-0.76138971  0.24925165],[10.88293972  0.51187374],[0.5911824  0.87894735],[12.37145774  2.61199392],[ 0.22917062 -0.5531889 ],[12.16518998  2.05558084],[ 0.01049111 -0.75731246],[ 9.51370854 -0.36625761],[-0.37505389 -0.26530694],[11.37665514  3.21427451],[1.09067688 1.12163646],[13.60214043  6.38653656],[0.82970305 0.62445584],[11.01669296  2.04620539],[0.3274638  0.22611836],[10.04010582  1.61985344],[-0.77128209 -0.90899115],[10.85879936  2.19545044],[-0.97336348 -1.40319434],[10.46694425  1.33853962],[-1.04061209 -1.2684188 ],[12.04381081  1.6836086 ],[ 0.132521   -0.17418274],[11.28431277  0.50658491],[-1.20111732 -1.24782191],[11.69694748  1.4921967 ],[-0.28828902  0.33996338],[11.9144324   2.81099064],[1.33383497 1.17652882],[9.57292406 0.06311957],[1.21271807 0.5858106 ],[12.58384268  2.28068157],[0.92134095 0.81829831],[9.77267252 0.57788433],[0.80436371 0.97220339],[11.6316053  2.4933059],[-0.93242817 -0.94482181],[11.40229107  2.07290176],[0.6642703  0.00414017],[ 9.81400342 -0.67417226],[-0.26454374 -0.38817463],[ 8.6032283  -0.39702471],[ 0.03310163 -0.5317411 ],[9.1948247 3.0142842],[-1.22154883 -0.97142091],[ 8.62205457 -0.2725458 ],[-1.07104322 -1.1451056 ],[ 8.06835119 -1.18355328],[0.23689067 0.05030855],[10.90807521  2.76747413],[0.87888308 0.70784942],[ 8.34945707 -0.9650805 ],[0.97481434 0.52829294],[ 7.9202934  -1.14810334],[0.79638979 0.51841949],[ 9.67304251 -0.06379432],[0.57205568 0.5284446 ],[11.03669333  1.44611928],[0.74174999 0.24247206]
[11.79524786  2.01871048],[0.78870769 0.52215046],[10.46355613  1.48665354],[0.96271881 0.70012948],[8.81863742 1.48592679],[-0.71737607  0.28992297],[10.92028423  0.57981803],[0.09664529 0.42469416],[12.39680512  2.55731866],[ 0.19166686 -0.62606115],[12.16831932  1.98136157],[ 0.03233404 -0.74629525],[ 9.49690646 -0.37074166],[0.28148395 0.41876827],[11.49360557  3.33282193],[1.03263485 1.03447764],[13.69672901  6.45850586],[0.92321015 0.67820765],[11.03995922  2.05857312],[0.31463518 0.19752395],[9.97314633 1.53839301],[-0.52607012 -0.68131427],[10.77183501  2.06802949],[-0.67514474 -1.06068581],[10.37547591  1.22555076],[-0.7713214  -0.97641744],[12.05704447  1.66619505],[ 0.29480351 -0.01103016],[11.17069877  0.39060822],[-0.98434907 -0.987037  ],[11.70010152  1.56127123],[0.14036823 0.82395514],[12.05239448  2.93491409],[1.26332757 1.13799876],[9.6764594  0.10523687],[1.06363327 0.46160143],[12.6619451  2.3498857],[0.95042505 0.87576903],[9.83215228 0.65408828],[0.55452029 0.72264962],[11.5272095   2.38767191],[-0.98314439 -0.99574258],[11.48751337  2.09137175],[0.97698941 0.30602224],[ 9.79130957 -0.70810263],[-0.20435973 -0.30504596],[ 8.58776867 -0.47036289],[-0.00770285 -0.60148183],[9.07365912 2.91285034],[-1.14936767 -1.0044547 ],[ 8.52429716 -0.37761757],[-0.76011254 -0.83393895],[ 8.08127976 -1.19015182],[ 0.06296536 -0.14125042],[11.00767217  2.84925069],[0.91749734 0.73199564],[ 8.42318498 -0.93634973],[0.68814092 0.22922387],[ 7.99011501 -1.10642098],[0.30226317 0.01419867],[9.74218611e+00 1.59450347e-03],[0.99654372 0.96589871],[11.14031509  1.50116253],[0.96557771 0.49605425]
[11.86070333  2.05772774],[0.6467257  0.38344297],[10.5648582   1.56231665],[0.95980025 0.70715373],[8.73754113 1.50457451],[-0.67438728  0.31356686],[10.93614566  0.63116538],[0.27105966 0.65091073],[12.41793479  2.49502947],[ 0.00981992 -0.83679312],[12.19927929  1.93340617],[ 0.46078474 -0.3418928 ],[ 9.51266409 -0.33986339],[-0.09616819  0.07001259],[11.59756604  3.43568452],[0.97257225 0.94913667],[13.75655898  6.49089462],[0.31610836 0.0080038 ],[11.05651255  2.06255311],[0.18919031 0.05425124],[9.92303239 1.47151064],[-0.44931063 -0.62815657],[10.74756423  2.00441355],[-3.62939281e-04 -4.13577089e-01],[10.2834654   1.11396324],[-0.79906266 -0.98426301],[12.06001975  1.63871344],[-0.19015547 -0.49243643],[11.06130262  0.28282496],[-1.21416132 -1.18026199],[11.74369844  1.67306717],[0.52690341 1.20042276],[12.15073683  3.02132667],[0.77736708 0.65926647],[9.78905367 0.15994238],[1.19613257 0.63779846],[12.73982965  2.42175788],[0.82890796 0.7825608 ],[9.89767557 0.73630002],[0.7684523  0.93327137],[11.41543409  2.27463131],[-1.22441031 -1.23714578],[11.58358717  2.12032833],[0.95890943 0.29469346],[ 9.78691509 -0.7213728 ],[0.34491139 0.26819733],[ 8.59264363 -0.52725358],[-0.35090055 -0.98652286],[8.95387097 2.80291758],[-1.09773801 -1.04507095],[ 8.45790909 -0.45173511],[-0.55444947 -0.63619894],[ 8.07880243 -1.213984  ],[-0.15645331 -0.37870701],[11.07879981  2.90041009],[0.69547709 0.47918888],[ 8.50962093 -0.89586821],[0.84003215 0.38188287],[ 8.03592239 -1.09061588],[ 0.30595526 -0.00712649],[9.82952813 0.08661521],[0.80359773 0.7872312 ],[11.24420874  1.55937444],[1.27811457 0.83911497]
[11.92732549  2.09824358],[0.49233249 0.23393529],[10.67857653  1.65142824],[1.54333694 1.31310136],[8.63581058 1.49937072],[-1.13100447 -0.20194556],[10.93842558  0.67418643],[-0.07122646  0.36664607],[12.42517437  2.41691155],[ 0.2007458  -0.65814665],[12.21346852  1.86669377],[ 0.28875568 -0.52666735],[ 9.50795711 -0.32632807],[0.07354083 0.27249211],[11.70913229  3.54376006],[1.28879052 1.24384369],[13.78500497  6.48455163],[ 0.24877433 -0.13972446],[11.07972971  2.0713173 ],[0.32239628 0.16846936],[9.86745972 1.39691491],[-0.71142027 -0.91210679],[10.75442683  1.96759692],[ 0.1992688  -0.26270043],[10.19682539  1.00962717],[-0.79102906 -0.96233369],[12.02456301  1.57375816],[-0.68987619 -0.97490415],[10.94690736  0.17337787],[-1.10065218 -1.0355591 ],[11.79503718  1.79028522],[0.36065829 1.01050303],[12.2188882   3.07751712],[0.38280178 0.25985734],[9.89897401 0.216312  ],[0.88275325 0.36409463],[12.79978928  2.47841449],[0.55718727 0.5370663 ],[9.95246393 0.80761467],[0.67239943 0.83790966],[11.30055664  2.15847187],[-1.22037046 -1.23340279],[11.6607878   2.13058054],[ 0.60554168 -0.07650698],[ 9.85442624 -0.66005658],[0.81024679 0.76445315],[ 8.54569051 -0.63707204],[-0.7871701  -1.39653986],[8.83631573 2.68661894],[-1.15307519 -1.17879576],[ 8.4330706 -0.4853957],[-0.05215982 -0.14848795],[ 8.05067484 -1.26493977],[-0.00899099 -0.24345603],[11.13332979  2.93122643],[0.89906838 0.64360817],[ 8.58184139 -0.87026441],[0.74946916 0.2778259 ],[ 8.06280085 -1.09666377],[ 0.24979328 -0.09524313],[9.91550684 0.17160755],[1.16601629 1.16261513],[11.35698657  1.63041712],[1.24750328 0.85341407]
[11.96736949  2.11214212],[0.43068135 0.16571734],[10.82056584  1.77297213],[1.30679475 1.12286066],[8.5154217  1.46605878],[-1.0938463  -0.27094894],[10.93507193  0.71767894],[-0.06313159  0.43682608],[12.43207324  2.33722025],[ 0.23317195 -0.63391795],[12.27438269  1.84509669],[ 0.63880139 -0.19453323],[ 9.54761989 -0.26545798],[0.42495829 0.64708479],[11.84234366  3.67170188],[1.40937212 1.35011615],[13.79419767  6.45062026],[-0.12159584 -0.59549181],[11.11764187  2.09288514],[0.28159111 0.10890172],[9.80309379 1.31163625],[-0.70599806 -0.92253894],[10.77431517  1.93864273],[ 0.29766336 -0.21769441],[10.11403816  0.91036938],[-0.6563491 -0.8172524],[11.9756783  1.4978343],[-0.39967745 -0.65870045],[10.85534978  0.08991693],[-0.80785878 -0.70917258],[11.80757531  1.86959441],[-0.15575835  0.53439288],[12.27898124  3.12493612],[0.73371415 0.6031879 ],[9.97777079 0.24301315],[0.72129621 0.19870083],[12.8442324   2.52215265],[0.5516901  0.55783343],[10.02131939  0.89282148],[0.82414274 0.98299882],[11.20094619  2.05750928],[-0.7817043  -0.79616542],[11.7370301   2.13720561],[0.91274243 0.21323452],[ 9.97877255 -0.53848162],[1.17549548 1.16618078],[ 8.48089969 -0.75941704],[-0.57341008 -1.12900849],[8.71508456 2.55949724],[-1.08673315 -1.17835123],[ 8.4212161  -0.50778356],[-0.27940145 -0.39361892],[ 8.04201577 -1.29790321],[ 0.21357896 -0.03927896],[11.2177692   2.98921049],[0.78827498 0.5092715 ],[ 8.66977988 -0.82959665],[0.83388683 0.36588412],[ 8.06425308 -1.13139564],[-0.14867205 -0.52659829],[10.00741938  0.26379642],[0.95262554 0.96133964],[11.46715086  1.70341523],[0.8826649  0.52922149]
[12.03112598  2.1494676 ],[0.78400934 0.52235133],[10.96409948  1.9003304 ],[0.99399991 0.84949846],[8.41674072 1.44630661],[-0.76489703 -0.00194973],[10.92982336  0.76547106],[-0.12158202  0.44112965],[12.45438146  2.27205907],[ 0.56140641 -0.32598914],[12.33285278  1.81930879],[ 0.49063694 -0.3619242 ],[ 9.61427587 -0.17610755],[0.66250568 0.89157215],[11.96342006  3.78621061],[0.87605918 0.80112301],[13.77664793  6.38202793],[-0.03625269 -0.58246827],[11.18005283  2.13722885],[1.00846813 0.8236442 ],[9.74330092 1.22928109],[-0.81274959 -1.04744518],[10.79415406  1.90418814],[ 0.46720643 -0.10346125],[10.06452602  0.84456438],[-0.24346255 -0.4106985 ],[11.94394959  1.44106893],[-0.14345987 -0.38604506],[10.73518621 -0.01916977],[-1.44113389 -1.32483013],[11.77560876  1.91004496],[-0.28687181  0.4715119 ],[12.34677311  3.17943396],[0.48822679 0.35190505],[10.03978598  0.2518933 ],[0.73743061 0.19557349],[12.88619427  2.56609228],[0.61453541 0.64811074],[10.08297044  0.97002042],[0.42085564 0.5757279 ],[11.11368293  1.96867328],[-1.10606118 -1.12276537],[11.8353733   2.16609191],[0.94400028 0.25805446],[10.07880651 -0.4378165 ],[0.82047896 0.84195629],[ 8.38445613 -0.9069453 ],[-1.09076269 -1.5374998 ],[8.64520389 2.47685834],[-0.29769351 -0.46514825],[ 8.3658644  -0.57519972],[-0.62868751 -0.75351064],[ 8.08522664 -1.28089941],[0.35948786 0.08839805],[11.28819313  3.03022795],[0.5151213  0.20143764],[ 8.7799815 -0.7645735],[0.92736696 0.49672501],[ 8.07265353 -1.16256519],[ 0.07087683 -0.34354027],[10.08845524  0.34627076],[0.69592655 0.71594382],[11.59475381  1.79859555],[1.22075664 0.93028336]
[12.08613014  2.17863004],[0.30600267 0.04597166],[11.07816286  2.00045432],[1.28327588 1.1516486 ],[8.34831585 1.45286505],[-0.5962646   0.14534891],[10.93472912  0.82952406],[0.11437046 0.73205495],[12.48413414  2.21173296],[ 0.35941952 -0.55117887],[12.37608006  1.77621533],[ 0.53382377 -0.33898808],[ 9.67546133 -0.09145252],[0.63773999 0.87659538],[12.06155717  3.8758603 ],[0.7200049  0.62400812],[13.77155095  6.31819092],[-0.17854559 -0.80434575],[11.28973857  2.22892255],[1.38692971 1.21532942],[9.65410244 1.11683069],[-1.02271354 -1.25161173],[10.8264737  1.8766189],[ 0.18116362 -0.4463994 ],[10.04310641  0.80575111],[-0.005901   -0.18776385],[11.93149066  1.40488376],[-0.05028682 -0.28227204],[10.60884554 -0.13338912],[-1.04933985 -0.91982216],[11.73459111  1.94823853],[-0.61580777  0.20939301],[12.40941216  3.2280212 ],[0.46521463 0.32105959],[10.13551784  0.29468405],[0.74542277 0.22390567],[12.95547848  2.64005459],[1.02014783 1.07873813],[10.13171634  1.03419431],[0.29381136 0.44888752],[11.00108949  1.85435101],[-1.45060332 -1.46811684],[11.94382991  2.20673411],[1.25543042 0.60898215],[10.15274378 -0.36023429],[0.5253172  0.57702984],[ 8.26710883 -1.06324184],[-1.20145211 -1.5373131 ],[8.64864332 2.45873637],[ 0.19333625 -0.07221783],[ 8.33452601 -0.61980822],[-0.02776748 -0.16996027],[ 8.12338073 -1.27089235],[ 0.22446496 -0.06787719],[11.36648638  3.07530149],[1.17031157 0.827233  ],[ 8.87426613 -0.71259696],[0.77480254 0.35808917],[ 8.04686722 -1.2311483 ],[-0.59081317 -1.02097909],[10.17317779  0.43352045],[1.03908188 1.06906932],[11.70486091  1.88162546],[1.00058136 0.74776161]
[12.11938759  2.18545373],[0.58046064 0.31418224],[11.20639571  2.11666281],[1.14612469 1.0335056 ],[8.31952121 1.49774869],[-0.02164151  0.7083    ],[10.95829591  0.91673431],[0.3645215  1.01109069],[12.52695656  2.16216615],[ 0.53986855 -0.39686352],[12.4324639   1.74456094],[ 0.43290147 -0.45564839],[ 9.74048619e+00 -2.11240812e-03],[0.67777345 0.9219907 ],[12.13744726  3.94077836],[0.68659495 0.56270129],[13.7209232   6.20338503],[-1.11445669 -1.74082139],[11.42320936  2.34661753],[1.34548491 1.20236511],[9.53888214 0.98015946],[-1.15461449 -1.35499786],[10.83087509  1.81577498],[-0.01860745 -0.69415545],[10.09965118  0.8434706 ],[0.77352338 0.58412876],[11.93554787  1.38618541],[-0.03252947 -0.25538233],[10.52491436 -0.20272724],[-0.93350038 -0.77117455],[11.65633069  1.95492421],[-0.99202897 -0.12624511],[12.45500386  3.2586266 ],[0.37672271 0.21968623],[10.20513836  0.31141389],[0.96533387 0.4338413 ],[13.03601504  2.72749375],[0.64160799 0.72250072],[10.15746259  1.07565458],[0.05682644 0.21753272],[10.89303622  1.74450077],[-1.04056577 -1.05950604],[12.06863222  2.27075409],[1.27990989 0.70482879],[10.20340383 -0.30274358],[0.63576593 0.72005813],[ 8.14292908 -1.21671311],[-1.4094406  -1.65967505],[8.7051325  2.48377886],[0.81767777 0.46033237],[ 8.30677635 -0.66279837],[-0.51285215 -0.67416884],[ 8.14251543 -1.28225762],[ 0.07976257 -0.23826578],[11.44693564  3.12080378],[0.54940913 0.18077943],[ 8.92692045 -0.70253334],[0.46698405 0.02862473],[ 7.95785311 -1.36066781],[-1.16117298 -1.53167741],[10.26174338  0.52552061],[0.95919007 0.99778864],[11.81044502  1.96356863],[1.06548341 0.84463849]
[12.18212733  2.22167341],[0.73386256 0.47087658],[11.32101847  2.22043997],[1.18701193 1.08401154],[8.31337935 1.56342158],[-0.06677785  0.6398708 ],[11.00136428  1.02439179],[0.73341112 1.37371374],[12.574682    2.11502563],[ 0.45958469 -0.50064627],[12.49132164  1.713993  ],[ 0.46854019 -0.43246177],[9.78428931 0.06683795],[0.49610716 0.75803664],[12.22114603  4.01078191],[0.69952853 0.55052485],[13.60648639  6.03392719],[-1.05691987 -1.55032997],[11.53795564  2.44775821],[1.15474051 1.02419698],[9.45983989 0.88100169],[-0.74356341 -0.94982435],[10.82269946  1.73816819],[-0.27350583 -0.98210318],[10.1559486   0.88033355],[0.56585873 0.36499299],[11.9257337   1.35465414],[-0.03007381 -0.24099364],[10.42921701 -0.28088874],[-1.12984013 -0.94197397],[11.57369532  1.9603795 ],[-0.90516534 -0.00497324],[12.47548535  3.26250697],[ 0.06710211 -0.10849372],[10.31077091  0.36541003],[1.14079441 0.64594316],[13.08178738  2.78268177],[0.25439803 0.36385467],[10.14093022  1.07566386],[-0.35267091 -0.18265259],[10.77825792  1.62775822],[-1.2120896  -1.23197923],[12.16041109  2.30671053],[0.72785486 0.16921512],[10.26194284 -0.23422725],[0.50600465 0.62164422],[ 8.01217527 -1.36896214],[-1.40210649 -1.58560841],[8.76761282 2.50579131],[0.46003768 0.0036469 ],[ 8.2715542  -0.71505923],[-0.16822538 -0.34829417],[ 8.17532149 -1.28255803],[0.53939662 0.19584696],[11.50024649  3.13478953],[ 0.33629699 -0.08356422],[ 8.97975706 -0.69480235],[0.53960293 0.07787147],[ 7.8593379  -1.49226263],[-0.76849397 -1.07799599],[10.35536342  0.62335371],[1.11303251 1.1583778 ],[11.88986389  2.02170464],[0.81719181 0.60958255]
[12.26126418  2.27521659],[0.93042018 0.68140673],[11.43021857  2.31970279],[1.17813835 1.08127152],[8.30892588 1.62802287],[-0.26600854  0.41213756],[11.08271011  1.16596119],[0.80467549 1.35885621],[12.65016411  2.09413679],[ 0.71558559 -0.25021664],[12.56067612  1.69310867],[ 0.68014839 -0.22507641],[9.86726316 0.17537963],[0.68427864 0.93088835],[12.28134976  4.0543422 ],[0.54675415 0.36262275],[13.49126983  5.87427969],[-0.92161188 -1.3288114 ],[11.65538018  2.55273081],[1.18509034 1.06711926],[9.38292532 0.78323336],[-0.50095505 -0.71416456],[10.83229403  1.67523555],[ 0.29332104 -0.45826179],[10.17701421  0.88035901],[-0.13593719 -0.35693991],[11.89396398  1.30259444],[-0.56004482 -0.75154939],[10.33184732 -0.35853655],[-0.90616797 -0.69549436],[11.50403875  1.9826406 ],[-0.60256153  0.34194538],[12.47378081  3.24222954],[-0.09107508 -0.28686693],[10.40186779  0.4081954 ],[0.9467935  0.46947713],[13.08347732  2.79709212],[1.32541248e-04 1.45701757e-01],[10.09814496  1.05021541],[-0.52061777 -0.34482813],[10.66632586  1.51377257],[-1.13109712 -1.15243737],[12.21613755  2.30544641],[ 0.51835872 -0.06511409],[10.29313532 -0.18961092],[0.29979914 0.45341449],[ 7.92018516 -1.47774474],[-0.64108362 -0.80339503],[8.78220281 2.46888538],[-0.01734103 -0.59067305],[ 8.28268718 -0.7232707 ],[-0.10256036 -0.30978554],[ 8.24104673 -1.25197328],[0.82838715 0.47236086],[11.54937868  3.1390076 ],[0.67829357 0.20153745],[ 9.03266684 -0.68905848],[ 0.2747626  -0.21017675],[ 7.80792864 -1.57433935],[-0.51777854 -0.8272618 ],[10.43775149  0.71059753],[0.74131726 0.79418245],[11.99931408  2.11191948],[0.97385075 0.79941341]
[12.33846475  2.32838309],[0.84366127 0.60871019],[11.54192502  2.42207446],[1.16867457 1.0780832 ],[8.27677864 1.66281223],[-0.22449946  0.43619299],[11.15051456  1.28647058],[0.48395381 1.00020507],[12.72185545  2.06874422],[ 0.80396026 -0.1704135 ],[12.60985015  1.6511538 ],[ 0.269554   -0.64818046],[9.95249879 0.28475258],[1.00822201 1.2403508 ],[12.34782943  4.10059675],[0.7060823  0.48760787],[13.41119017  5.75388181],[-0.72926957 -1.1341534 ],[11.76577082  2.65174493],[0.90782321 0.79755939],[9.3428725  0.72047749],[-0.26311995 -0.50487342],[10.87309221  1.63801292],[ 0.34012115 -0.46866655],[10.16844241  0.84862887],[ 0.06219523 -0.18039453],[11.83549122  1.22642085],[-0.67634123 -0.83766864],[10.26861083 -0.39862566],[-0.73863513 -0.48534129],[11.42712399  2.00236472],[-0.92692629  0.05340641],[12.47060895  3.21841113],[ 0.06381354 -0.15397356],[10.50507533  0.46543253],[0.78647524 0.34456065],[13.06678169  2.79688638],[-0.32033935 -0.13579233],[10.06878374  1.03879709],[-0.31613181 -0.13236226],[10.56201145  1.40720853],[-1.10533003 -1.12889679],[12.24179935  2.27112034],[ 0.21228466 -0.40374005],[10.31900968 -0.14638981],[0.0578813  0.25209178],[ 7.86574365 -1.54828246],[-0.36460643 -0.52785571],[8.77203102 2.3961765 ],[-0.05883369 -0.73413787],[ 8.25573247 -0.77216387],[-0.35791232 -0.58812605],[ 8.31299434 -1.21592292],[0.55771988 0.1933632 ],[11.59112033  3.12997367],[ 0.30175401 -0.23848596],[ 9.0624544  -0.70941432],[ 0.21821219 -0.29999362],[ 7.76047873 -1.65290917],[-0.4713673  -0.78419533],[10.52601347  0.80449257],[1.23929509 1.29739788],[12.08151206  2.17770548],[0.48594704 0.327904  ]
[12.41753162  2.3846348 ],[0.9235755  0.70392177],[11.66800402  2.53955096],[1.4345854 1.3548537],[8.25496928 1.70604586],[-0.23034537  0.40995439],[11.19265384  1.38091029],[0.64823288 1.17167157],[12.78746065  2.03657632],[ 0.56707067 -0.4169679 ],[12.64765899  1.59673453],[ 0.25479473 -0.67155046],[10.05317375  0.40753033],[1.06079871 1.26602307],[12.42165854  4.15104688],[0.54995775 0.29941403],[13.34599486  5.64742205],[-0.46407093 -0.88768244],[11.81073518  2.68514989],[0.23607687 0.11264249],[9.31123261 0.66288076],[-0.72135336 -0.99439648],[10.89415999  1.57568431],[ 0.1733778  -0.68435018],[10.17562397  0.83033024],[ 0.10273672 -0.16476381],[11.77230293  1.14880151],[-0.51569935 -0.64516698],[10.23912352 -0.40013891],[-0.38310709 -0.07430013],[11.30172498  1.97288474],[-1.37934452 -0.46660105],[12.50312721  3.22799524],[0.6175809  0.37892353],[10.57109047  0.48706484],[0.81387017 0.36710286],[13.01972075  2.77017529],[-0.73467656 -0.51495369],[10.05572901  1.04456237],[-0.2285769  -0.03574533],[10.44313243  1.28595841],[-0.93238986 -0.95680756],[12.24035109  2.20685526],[-0.08286183 -0.71779314],[10.32721558 -0.11645747],[0.05834422 0.29912599],[ 7.85195508 -1.57900606],[ 0.14255132 -0.03391378],[8.76425291 2.31591254],[-0.02371002 -0.79774124],[ 8.22111252 -0.83067947],[-0.0352767 -0.2854831],[ 8.38124724 -1.18482172],[0.66720906 0.29206663],[11.60935086  3.09083693],[ 0.06558207 -0.54012242],[ 9.1249942  -0.69983602],[0.92933467 0.40137578],[ 7.751457   -1.69427593],[-0.02981985 -0.36655186],[10.66449179  0.94839166],[1.41765855 1.46822227],[12.13017461  2.21078305],[0.46373086 0.30938318]
[12.52409686  2.4707852 ],[1.09542235 0.91020176],[11.78127296  2.64521844],[1.0807975  1.00576076],[8.23848917 1.75241039],[-0.17056431  0.44528023],[11.2450314   1.48457956],[0.24369688 0.75650077],[12.84100365  1.99099271],[ 0.4913004  -0.50687916],[12.6670204   1.52350026],[-0.01781169 -0.93933862],[10.12948047  0.50389332],[0.62528548 0.82564295],[12.48046089  4.18278011],[ 0.25506928 -0.03701365],[13.28874359  5.54648285],[-0.58207843 -1.03080813],[11.80949815  2.67063505],[-0.20894444 -0.35134411],[9.27442373 0.59756495],[-0.12688657 -0.42926504],[10.9011476   1.49558014],[ 0.24076838 -0.64691041],[10.1777148   0.80441805],[0.37559591 0.0824257 ],[11.71287462  1.07787343],[-0.65485885 -0.75495145],[10.19739001 -0.40803289],[-0.72724416 -0.36149131],[11.18101305  1.93911626],[-1.05515904 -0.20156895],[12.54137326  3.24142155],[ 0.15880637 -0.10173587],[10.64282479  0.51405748],[0.66102868 0.21442841],[12.93000232  2.70354049],[-1.17976432 -0.94694244],[10.0374075   1.04598076],[-0.20690646 -0.00487727],[10.36089798  1.20107084],[-0.46276256 -0.49183783],[12.22853555  2.13102924],[-0.14215701 -0.78572636],[10.37073372 -0.04700627],[0.68531588 0.95939689],[ 7.88139709 -1.56798226],[0.61873709 0.42760917],[8.76919628 2.23853949],[ 0.28516776 -0.59205488],[ 8.22829618 -0.85010127],[ 0.04789891 -0.23502671],[ 8.44516469 -1.15910707],[0.66371841 0.27375598],[11.61267225  3.03056241],[ 0.03010522 -0.63628212],[ 9.23822545 -0.6376755 ],[1.31112851 0.83013603],[ 7.74731911 -1.73345428],[ 0.02299885 -0.3410289 ],[10.7928459   1.08163999],[1.39212758 1.43883371],[12.1623533   2.22755409],[0.36616871 0.21216989]
[12.63706194  2.56699073],[1.20612243 1.05733966],[11.91413703  2.77097102],[1.58261049 1.51762521],[8.24191965 1.81568389],[0.18798235 0.76421937],[11.22954299  1.52244282],[-0.43387916  0.12408968],[12.8620303   1.91218995],[-0.01249376 -1.00338613],[12.660233    1.42639131],[-0.02199429 -0.90291755],[10.20791517  0.60196924],[0.77319954 0.96720292],[12.52282387  4.19330571],[0.55074031 0.20593216],[13.2454626   5.45672502],[-0.35969126 -0.84828119],[11.77540076  2.62149128],[-0.3148123  -0.47315917],[9.25904268 0.54983584],[-0.12115636 -0.46542867],[10.94636398  1.44958935],[ 0.6905316  -0.24523926],[10.25386671  0.85085006],[0.90888608 0.61049296],[11.66566342  1.02211068],[-0.19717426 -0.26965235],[10.13374836 -0.43300763],[-0.34255843  0.07115852],[11.0940226   1.93726237],[-0.75660418  0.10714691],[12.54641424  3.21901981],[-0.22274818 -0.51060783],[10.72485799  0.55193891],[0.74710799 0.31153136],[12.82848487  2.62541489],[-1.17328804 -0.93618432],[10.04753176  1.07670036],[0.17207325 0.38083513],[10.30974417  1.14663457],[-0.5154594  -0.55207064],[12.2355115   2.07250498],[ 0.06557022 -0.60192393],[10.43942568  0.04992823],[0.81065805 1.09723009],[ 7.90406456 -1.56511084],[-0.14387756 -0.34994529],[8.80879374 2.18430913],[ 0.47095689 -0.52772881],[ 8.2576302  -0.85074062],[0.44092803 0.12378036],[ 8.52149271 -1.12202613],[0.80501832 0.40985619],[11.60032176  2.94933823],[-0.12253324 -0.83025058],[ 9.3730554  -0.54730468],[1.45358713 1.05829764],[ 7.75389805 -1.76483516],[ 0.0199487 -0.3752491],[10.9032073   1.19668437],[1.10650062 1.15341021],[12.18714168  2.23690377],[0.23717307 0.08230031]
