[9.7803942  7.80386973],[ 3.10425333 -2.93719318],[3.44055187 9.8203091 ],[-4.85467104  3.30460226],[7.1311259  1.89577513],[ 1.14286695 -3.30021654],[4.42911105 3.94885856],[-0.94243545  3.19267967],[9.70130368 8.69295679],[3.23886918 2.69351453],[0.36739226 8.0247451 ],[-3.52546773  2.80256258],[2.53028635 8.41872774],[-3.0708844  -1.87925259],[5.8172056 2.1625362],[-1.83251155  2.93762731],[6.89075194 7.50558791],[ 1.64406202 -3.4561128 ],[2.94501111 8.02288023],[ 2.24089442 -3.13014657],[2.02464279 9.49057504],[0.11994915 0.67791287],[0.38776823 3.96684632],[-2.90488925 -1.40646159],[1.28660715 4.81870401],[3.99901044 0.10526574],[8.38920725 0.48650377],[-1.8076547  -0.38985987],[2.07569776 8.4242328 ],[ 2.61559238 -0.1719607 ],[8.31082483 9.84987563],[2.548417   3.77757139],[7.80262899 5.55413525],[-3.90884287  1.68140048],[9.39966111 0.3413489 ],[-1.96568444  0.43296734],[0.74068989 2.37587369],[ 0.56622405 -0.0827636 ],[0.85090233 7.87643476],[-4.33022435  4.77261819],[8.03670292 4.58670631],[-2.94179544 -3.3485199 ],[1.15827574 8.1016303 ],[-4.2373829   1.57023602],[1.57738003 8.24270165],[ 4.46121359 -3.27073909],[1.04460673 4.67082415],[4.18714745 1.22082148],[3.83733594 0.49223235],[-1.11426558 -3.52143014],[4.47480788 8.62004152],[2.24081265 4.87715487],[2.31686828 9.35064147],[1.31767937 4.54604487],[0.86701471 4.45093517],[-0.29465267 -1.16874006],[9.13180519 5.03301624],[4.63727035 4.10871538],[6.37163164 3.97482642],[2.07387105 3.1514579 ],[9.98292265 4.86999327],[-1.39636003 -2.91852654],[9.8781843  4.91841753],[2.62744888 2.04605318]
[12.74330881  2.65994084],[0.8609414  0.74190874],[12.03239397  2.88298726],[1.14552223 1.08405656],[8.2823689  1.91024326],[0.57913857 1.07492683],[11.16025779  1.51093817],[-0.91217337 -0.32252834],[12.88301869  1.83488716],[ 0.32395661 -0.65928375],[12.64258135  1.32316015],[-0.32028271 -1.14559537],[10.29883412  0.71168188],[1.03372001 1.21235667],[12.58600226  4.21969895],[0.49783537 0.10660426],[13.23991486  5.39891622],[-0.0489911  -0.61065358],[11.72998302  2.55948986],[-0.5134753  -0.68452891],[9.22100411 0.47570969],[-0.59912292 -0.96984136],[11.03608806  1.44461511],[1.1406648  0.19242597],[10.3261117   0.89304404],[0.68591317 0.3790586 ],[11.65494525  1.00536524],[-0.24989964 -0.29764767],[10.10191157 -0.42019005],[-0.18352488  0.29656574],[11.02265715  1.95376458],[-0.71266166  0.18279466],[12.50614566  3.14940599],[-0.35783259 -0.65769012],[10.76295364  0.54591399],[ 0.31708572 -0.1333826 ],[12.71719074  2.53766265],[-1.12739195 -0.89513839],[10.02236345  1.07275892],[-0.49359466 -0.27942233],[10.23873403  1.07161873],[-0.96051334 -1.00320765],[12.23304311  2.00233363],[-0.14510769 -0.82512899],[10.52626316  0.16540664],[0.92347912 1.20135273],[ 7.87100054 -1.61940887],[-0.4750032  -0.69192046],[8.88344982 2.1536662 ],[ 0.72204636 -0.37799802],[ 8.32561946 -0.8156569 ],[0.78016503 0.4427196 ],[ 8.61204605 -1.07062881],[0.905094   0.51962636],[11.56031043  2.83846336],[-0.56749219 -1.26396989],[ 9.5149992  -0.44042313],[1.36673292 1.06010642],[ 7.77290726 -1.78704023],[ 0.28535696 -0.14378303],[11.02323176  1.32131902],[1.23556849 1.28017756],[12.23262729  2.2669499 ],[0.80329852 0.65220807]
[12.82336694  2.72901582],[0.57711749 0.4756448 ],[12.15638821  3.00098059],[1.30165644 1.24452835],[8.35317643 2.02479674],[0.50236333 0.88416454],[11.08436948  1.49556057],[-0.96698028 -0.35084389],[12.9016272   1.75555552],[ 0.27462979 -0.69823624],[12.58917209  1.19388832],[-0.33131676 -1.03180181],[10.38805306  0.8179909 ],[0.79241891 0.95809624],[12.63995422  4.23167983],[0.57204258 0.12646149],[13.24984928  5.3487299 ],[ 0.06911898 -0.57430145],[11.69547025  2.50708102],[-0.41839992 -0.60672209],[9.15250349 0.37046831],[-0.65318533 -1.01943004],[11.18587294  1.50598018],[1.6521292  0.85377379],[10.38751826  0.9228125 ],[0.85420905 0.53159084],[11.65299025  0.99996231],[-0.07357899 -0.09453822],[10.09148458 -0.37920842],[-0.06945332  0.47880321],[10.93733888  1.9587435 ],[-0.72002776  0.18784076],[12.48579248  3.09808497],[-0.0278505  -0.35020852],[10.76076187  0.4978911 ],[-0.2299878  -0.69132981],[12.62584701  2.46997239],[-1.08396593 -0.84146989],[9.94736193 1.01882442],[-0.71685519 -0.51313261],[10.14361272  0.97209788],[-0.74980132 -0.79546306],[12.2254798   1.92617911],[-0.26562716 -0.95167761],[10.62265727  0.28887063],[1.06910633 1.32970089],[ 7.82797793 -1.68456845],[-0.45121837 -0.67488421],[8.95581188 2.11105802],[ 0.82737262 -0.3703624 ],[ 8.42164271 -0.75367595],[1.28160466 0.94965304],[ 8.71323661 -1.00684519],[1.01417759 0.65138816],[11.50706908  2.71738291],[-0.58558076 -1.2480043 ],[ 9.64196828 -0.34113894],[1.37874947 1.12969916],[ 7.84550883 -1.75823768],[0.83371672 0.3927408 ],[11.13288201  1.43531431],[0.90724112 0.95128252],[12.31327085  2.33324561],[0.89565584 0.75910331]
[12.85811785  2.75406285],[0.31578255 0.22249747],[12.28345033  3.12255506],[1.28017669 1.22685472],[8.37620993 2.08287214],[0.1075338  0.43012648],[10.97550382  1.4477128 ],[-1.26842003 -0.67731167],[12.93643591  1.69294512],[ 0.42504805 -0.55122156],[12.54883937  1.08728113],[-0.38777132 -1.01821951],[10.48590083  0.93161917],[0.95756008 1.10558241],[12.69700584  4.24139653],[ 0.42268846 -0.07974639],[13.22385852  5.25553887],[-0.61078932 -1.28866618],[11.63921888  2.43147598],[-0.48216901 -0.67868445],[9.09465839 0.27600878],[-0.35839682 -0.73171623],[11.33843     1.58722706],[1.47715939 0.82971088],[10.47876408  0.98205777],[1.00242706 0.68619404],[11.6496159   0.99592529],[0.10590466 0.1139601 ],[10.08056682 -0.331954  ],[-0.19421893  0.42212592],[10.87990907  1.99374596],[-0.31361395  0.62890353],[12.48600767  3.06450079],[-0.19758219 -0.54985792],[10.73591275  0.42698208],[-0.25620298 -0.71641966],[12.50797377  2.37571801],[-0.95810296 -0.72925638],[9.86654187 0.95771421],[-0.88818837 -0.69885537],[10.06299139  0.8866593 ],[-0.61232776 -0.66347839],[12.1654142   1.80151086],[-0.53508327 -1.13881639],[10.71721171  0.40842745],[0.86510748 1.1126031 ],[ 7.77681686 -1.75820949],[-0.53682248 -0.76332591],[9.01398363 2.04487663],[ 0.4564114  -0.82925198],[ 8.55380619 -0.65209785],[1.12642524 0.84273659],[ 8.80621477 -0.94936365],[0.82853425 0.47979247],[11.45120404  2.59697746],[-0.62041154 -1.24949696],[ 9.78682166 -0.2178502 ],[1.52542647 1.34564526],[ 7.92616294 -1.72162212],[0.74952272 0.30418006],[11.24085842  1.54768089],[1.13837459 1.18177449],[12.41796001  2.42547789],[1.01798018 0.9061784 ]
[12.90264904  2.78973065],[0.52366058 0.44003739],[12.39519116  3.22896657],[1.12532487 1.07136283],[8.36718068 2.1033696 ],[-0.18365428  0.08419564],[10.84697654  1.37543094],[-1.3812791  -0.85678901],[12.98915317  1.64777698],[ 0.50868618 -0.47200605],[12.49981967  0.97873173],[-0.6268767  -1.18172169],[10.57551153  1.0353111 ],[0.84233394 0.97901321],[12.74922062  4.24011979],[0.67427902 0.10894571],[13.1499353   5.11642893],[-0.88806618 -1.5056086 ],[11.56954683  2.34206933],[-0.68957012 -0.88704502],[9.08036786 0.22251508],[ 0.0796728  -0.33512319],[11.46703608  1.65555465],[1.27361638 0.70300827],[10.57168501  1.04396945],[0.75271409 0.44526326],[11.63475449  0.98341867],[-0.39717946 -0.35782268],[10.05723123 -0.29013734],[-0.60005347  0.08723   ],[10.83560973  2.04536199],[-0.32753894  0.64634439],[12.45695017  2.9990835 ],[-0.5876268  -0.95732233],[10.71654639  0.36154304],[-0.09564894 -0.55869496],[12.41272532  2.30361985],[-0.89513066 -0.66042332],[9.78844019 0.89774753],[-0.92931603 -0.75446328],[10.05187009  0.86985834],[0.44168008 0.37844195],[12.12225466  1.69959861],[-0.74076758 -1.30722607],[10.80587469  0.52168584],[0.99609622 1.23732127],[ 7.7229368  -1.83475196],[-0.49283839 -0.72052936],[9.04079565 1.94083618],[ 0.28257428 -1.03816138],[ 8.64701148 -0.58731629],[1.10028687 0.81886286],[ 8.90992348 -0.8796452 ],[1.1693441  0.84851755],[11.39538487  2.47915692],[-0.8148206  -1.41327345],[ 9.94758872 -0.07186662],[1.76552828 1.65287142],[ 7.99564694 -1.69753594],[0.78023498 0.31913249],[11.34665991  1.65773237],[0.75873196 0.80143058],[12.51692259  2.51427959],[1.08335456 0.99213708]
[12.94459884  2.8237958 ],[0.55837259 0.48464955],[12.51538985  3.34390284],[0.85934091 0.80652509],[8.33391461 2.09394949],[-0.50241271 -0.29571562],[10.72696456  1.30547295],[-1.22360977 -0.74754224],[13.02416025  1.584687  ],[-0.06249581 -1.03496725],[12.42076494  0.8496716 ],[-0.89640312 -1.33580986],[10.6295614   1.10316719],[0.51174032 0.65217695],[12.77806468  4.20896371],[ 0.32326334 -0.31199689],[13.05209811  4.96162672],[-0.90572278 -1.42470331],[11.50265984  2.25534787],[-0.46717263 -0.66726462],[9.10609109 0.20403421],[ 0.45208571 -0.01734717],[11.58242567  1.71599167],[1.03825903 0.51548265],[10.66985001  1.11206086],[0.87826724 0.58529707],[11.59522961  0.94945173],[-0.52613869 -0.4542485 ],[ 9.99212402 -0.28355343],[-0.5979018   0.14986802],[10.81946282  2.12739072],[-0.01746187  0.96193238],[12.41637601  2.92125994],[-0.4270801  -0.80548517],[10.70723755  0.30554548],[ 0.14267628 -0.32955033],[12.3217264   2.23656531],[-0.97512918 -0.73243559],[9.68425035 0.80974459],[-1.16572895 -1.02056264],[10.10358845  0.91464949],[0.68733526 0.61266239],[12.06136125  1.58595885],[-0.31109148 -0.81555697],[10.89549274  0.6350984 ],[0.91730937 1.15154995],[ 7.71385305 -1.86738764],[-0.04167638 -0.28730897],[9.07672008 1.84218421],[ 0.25887608 -1.10414055],[ 8.74918001 -0.51205729],[0.67659558 0.40842928],[ 9.01677572 -0.80319768],[1.13265864 0.84191784],[11.34290854  2.36858866],[-0.51441139 -1.09391742],[10.10996732  0.08196491],[1.50715361 1.44267397],[ 8.08182646 -1.65768761],[0.90445409 0.44490824],[11.38106246  1.69677715],[0.19160404 0.24210201],[12.60915783  2.59831787],[0.91484014 0.84098435]
[13.00430388  2.87676014],[0.52649755 0.46538381],[12.60314091  3.42604873],[0.94370251 0.8847445 ],[8.29103732 2.0682033 ],[-0.2773459  -0.14089743],[10.59865724  1.22209885],[-1.41175732 -0.99992047],[13.03478486  1.49999259],[ 0.31375514 -0.63079598],[12.34482471  0.73454375],[-0.62596221 -0.9771715 ],[10.66591267  1.15384117],[-0.02658735  0.12162905],[12.78055737  4.14472492],[-0.16152898 -0.85114861],[12.96900191  4.82848652],[-1.08133015 -1.56188118],[11.46000721  2.19212355],[-0.20390713 -0.4184327 ],[9.14180831 0.18995191],[ 0.52009323 -0.00589941],[11.70075165  1.78476617],[1.02794284 0.55867189],[10.75715497  1.17031958],[0.76907935 0.48044385],[11.56185075  0.92495113],[-0.18763723 -0.08076544],[ 9.94245183 -0.25508214],[-0.47699219  0.33847119],[10.83157793  2.23578309],[0.18928584 1.12546747],[12.39971543  2.86564297],[-0.1533648  -0.55688279],[10.7293593   0.27949526],[ 0.38473854 -0.10617081],[12.20987267  2.14848648],[-1.00277127 -0.77111225],[9.56125111 0.69928548],[-1.12469744 -1.0178181 ],[10.17250723  0.97559782],[0.91047407 0.82653047],[12.03899448  1.51341696],[-0.19502135 -0.69591161],[10.94246245  0.70627426],[0.18242263 0.43938823],[ 7.72653707 -1.88035229],[ 0.06228657 -0.20554001],[9.12415544 1.75092759],[ 0.42373978 -0.98415382],[ 8.80568028 -0.48342614],[0.59373904 0.30296321],[ 9.08103264 -0.76778747],[0.45856169 0.16501946],[11.3025717   2.26993749],[-0.30118775 -0.88468442],[10.2313723   0.19824045],[0.82135198 0.77988111],[ 8.16170505 -1.62387675],[0.77696635 0.31289021],[11.37675929  1.69798011],[-0.38722509 -0.32761154],[12.69595424  2.67848918],[0.89917524 0.84032844]
[13.05556137  2.92253428],[0.50676536 0.45769268],[12.67263593  3.48920701],[0.71486809 0.6462682 ],[8.29238022 2.07956798],[0.05016788 0.11299731],[10.45455309  1.11493993],[-1.51328719 -1.18809827],[13.04156963  1.41381598],[ 0.10958774 -0.80522283],[12.30305544  0.66021108],[-0.28421138 -0.59024772],[10.65821453  1.16164254],[-0.09993785  0.06196388],[12.76182945  4.05519097],[-0.14605941 -0.86814162],[12.85272853  4.66856966],[-1.17251325 -1.56036177],[11.44495256  2.15435346],[-0.4489492  -0.68825308],[9.23877244 0.23335782],[1.30723951 0.78091181],[11.84019126  1.88083377],[1.577847  1.2008863],[10.82958693  1.21363584],[0.70168978 0.40659105],[11.53001994  0.90570098],[-0.18436609 -0.0397096 ],[ 9.87820536 -0.23459833],[-0.74925232  0.12667375],[10.82385622  2.32126835],[-0.241805    0.69176307],[12.3522728   2.77760859],[-0.70060934 -1.10255431],[10.77289845  0.27306956],[0.62932886 0.12191801],[12.10636541  2.06780378],[-0.91946032 -0.69211513],[9.43199653 0.57884321],[-1.1980392  -1.12735133],[10.25831879  1.05286644],[0.54122349 0.4520257 ],[12.02702678  1.4510917 ],[-0.12109368 -0.62639219],[10.96727842  0.75850539],[0.27074782 0.56279341],[ 7.7354302  -1.89945196],[ 0.06613872 -0.22603224],[9.16850226 1.65352794],[ 0.70228311 -0.73240454],[ 8.85457456 -0.46499598],[0.52854345 0.20999252],[ 9.10539383 -0.77366423],[ 0.1455896  -0.16689976],[11.27825067  2.18591925],[-0.40823481 -1.01566009],[10.31299815  0.27639386],[0.77981485 0.75168427],[ 8.24772948 -1.58450865],[1.0042946  0.54366826],[11.33850704  1.66607456],[0.00425104 0.07180442],[12.76739459  2.74468691],[0.34146484 0.29458928]
[13.06828602  2.93089811],[-0.05726334 -0.09570187],[12.74067529  3.54985061],[0.80331427 0.72423344],[8.31817571 2.10763571],[0.41413683 0.39547155],[10.3092549   0.99806952],[-1.46409722 -1.21559632],[13.03561723  1.31826416],[-0.06610962 -0.93245197],[12.28772168  0.6158453 ],[ 0.0108031  -0.26487474],[10.63113481  1.15144116],[-0.77009325 -0.59670503],[12.74000484  3.95980951],[-0.3174459  -1.06242791],[12.75044983  4.53037925],[-0.52206979 -0.86978423],[11.41904925  2.10335564],[-0.48804097 -0.74937432],[9.35778598 0.30144757],[1.14073592 0.64692459],[11.984222    1.99176554],[1.35962008 1.0702755 ],[10.88088365  1.23453472],[0.5373473  0.22342382],[11.52091173  0.91314626],[0.2990278 0.4855026],[ 9.80852173 -0.21394272],[-0.78552889  0.14458787],[10.77982566  2.3717632 ],[-0.17148644  0.78379025],[12.26744811  2.65502289],[-0.99929729 -1.35344323],[10.85322101  0.3031373 ],[0.74807277 0.25221916],[11.99224633  1.97578324],[-1.10142301 -0.88816738],[9.33353908 0.48618004],[-0.86273143 -0.81526811],[10.3133866   1.09836232],[0.32617669 0.22368508],[12.0372498   1.41025647],[ 0.45596791 -0.06230848],[10.98209912  0.80448888],[0.14839026 0.47989216],[ 7.75105808 -1.91431706],[0.33742282 0.01952839],[9.23462474 1.57429192],[ 0.89229204 -0.57910103],[ 8.92167906 -0.43078935],[0.55540338 0.21799311],[ 9.13332121 -0.77798098],[ 0.12893844 -0.20410905],[11.2132096   2.06212682],[-0.58608511 -1.14653311],[10.40225316  0.36349615],[0.84925044 0.83428999],[ 8.35954766 -1.51734205],[1.28906679 0.86849367],[11.3560095   1.69080074],[0.15190128 0.22867548],[12.80372584  2.7767445 ],[0.36483302 0.32636927]
[13.08913649  2.94844795],[0.44196983 0.41464169],[12.81959273  3.62049399],[0.76604519 0.67864551],[8.36166384 2.14490731],[0.30911437 0.2020273 ],[10.19373552  0.90547602],[-1.27848155 -1.06522749],[13.05317072  1.25012166],[ 0.37422783 -0.47705815],[12.27173864  0.57384   ],[-0.19784225 -0.44132986],[10.52029237  1.05695072],[-1.21561775 -1.06334316],[12.67693946  3.82552225],[-0.54133732 -1.21674777],[12.68961916  4.43352378],[-0.56088007 -0.93042514],[11.36656954  2.02418137],[-0.80600489 -1.07548165],[9.46613441 0.36145658],[1.15316701 0.67373876],[12.08964209  2.06983679],[1.27106941 1.01322633],[10.94543557  1.26692428],[0.84945008 0.52288449],[11.56670787  0.97927668],[0.44857221 0.66735134],[ 9.73579106 -0.1912571 ],[-0.74178914  0.23739025],[10.73747982  2.42569388],[-0.71066108  0.26113929],[12.15925585  2.51495086],[-1.09543266 -1.3802403 ],[10.91848016  0.31864179],[0.85795466 0.36056595],[11.9021497   1.90703197],[-0.96563335 -0.7485092 ],[9.29083402 0.4473999 ],[-0.29803313 -0.26658201],[10.36383099  1.13774379],[0.73263898 0.61526966],[12.09841356  1.41926107],[0.6231553  0.10016302],[11.00978892  0.86703232],[0.29268703 0.65688464],[ 7.74860825 -1.94984302],[-0.30935103 -0.65129064],[9.32214997 1.51334357],[ 1.0146971 -0.4782215],[ 8.95850007 -0.42939493],[ 0.31500904 -0.05750449],[ 9.16640933 -0.77927159],[ 0.30701404 -0.04715907],[11.18428329  1.97647327],[-0.06435594 -0.64409389],[10.4848694   0.44520901],[0.96845292 0.96531618],[ 8.51553706 -1.39764129],[1.38291501 1.07556018],[11.34700497  1.68997678],[0.10639024 0.19327472],[12.8179066   2.78748638],[-0.26399658 -0.29433513]
[13.1048104   2.96197658],[0.03139558 0.01582445],[12.90120646  3.69298326],[0.69254785 0.59729979],[8.39344363 2.16117203],[0.43151928 0.22697402],[10.06884355  0.79979675],[-1.28416921 -1.1112469 ],[13.08580648  1.19780413],[ 0.26371375 -0.58270131],[12.24359069  0.52316995],[-0.42256869 -0.627868  ],[10.40921761  0.95975345],[-0.99602037 -0.86490295],[12.63326405  3.71505489],[-0.29923182 -0.96418171],[12.62307313  4.32977222],[-0.21333195 -0.59415646],[11.30131872  1.9323092 ],[-0.55161322 -0.81909552],[9.57289235 0.4210678 ],[0.93469462 0.46740204],[12.21743506  2.17460748],[1.16545976 0.95890702],[11.03733734  1.32678051],[0.77131103 0.45490683],[11.64220749  1.0774766 ],[0.80567092 1.03609716],[ 9.64532256 -0.18246093],[-0.9912551   0.00992782],[10.67886727  2.46495458],[-0.59345293  0.39284925],[12.05993824  2.38943343],[-1.01643719 -1.25829438],[11.01316123  0.36535077],[0.82514175 0.35998006],[11.8022255   1.82855105],[-0.94657622 -0.733229  ],[9.24826762 0.40714026],[-0.5036509  -0.48942869],[10.4495277   1.21141083],[0.75983944 0.63693777],[12.15349991  1.42159376],[0.54941962 0.01786315],[11.03287376  0.92831193],[0.23701683 0.63598624],[ 7.71531873 -2.01789333],[-0.46656835 -0.81989955],[9.42793365 1.46979993],[ 1.16395705 -0.32179268],[ 8.97195351 -0.4551662 ],[ 0.14982271 -0.2621432 ],[ 9.20736801 -0.77472095],[ 0.25714445 -0.11757057],[11.16627567  1.89854948],[-0.43397973 -1.04000934],[10.56018316  0.52077153],[0.72362431 0.73165247],[ 8.6478608  -1.29313626],[1.49644768 1.24865543],[11.35696823  1.70914014],[0.19943447 0.29644   ],[12.77107552  2.73808594],[-0.61964247 -0.64037064]
[13.08520786  2.94143432],[-0.28417208 -0.2872659 ],[12.96965619  3.75140369],[0.392431   0.28560785],[8.4611784  2.20373604],[0.79772668 0.50143171],[9.94486473 0.69113108],[-1.1436884  -1.00640751],[13.09856286  1.12660668],[-0.40459314 -1.22155672],[12.1910959   0.45266483],[-0.44268314 -0.59866333],[10.34586408  0.90930118],[-0.63879756 -0.50857188],[12.62634493  3.63948699],[-0.29552134 -1.00435588],[12.60196558  4.26773471],[-0.34971801 -0.78546097],[11.23117901  1.83568569],[-0.74724855 -1.00886041],[9.65003495 0.45041868],[0.863767   0.37109482],[12.30642662  2.24386568],[0.78313802 0.59344873],[11.13046412  1.38862097],[1.14819448 0.84313502],[11.69317493  1.1525862 ],[0.40461922 0.66193863],[ 9.51837903 -0.21208139],[-1.18184756 -0.24949282],[10.6375092   2.52280251],[0.02205752 1.01425357],[11.98493632  2.29116528],[-0.69828758 -0.92538896],[11.11045127  0.41743237],[1.35599488 0.92982385],[11.69985795  1.74721234],[-0.99044148 -0.78333258],[9.21983962 0.37920501],[-0.29167805 -0.29632831],[10.52751582  1.27664627],[0.84486898 0.71339713],[12.21341413  1.42824014],[ 0.52636409 -0.00922165],[11.0570944   0.99438198],[0.65815471 1.08468936],[ 7.65622975 -2.11189503],[-0.59704592 -0.93818699],[9.55143695 1.44693864],[ 1.18044225 -0.25919553],[ 8.98581748 -0.48458436],[ 0.25534847 -0.19895696],[ 9.23763415 -0.78317372],[ 0.29032909 -0.10926622],[11.16673771  1.83708928],[ 0.31522054 -0.32909204],[10.6341526   0.59607513],[0.80244503 0.82105672],[ 8.77153353 -1.19183338],[1.34169446 1.13794503],[11.38017281  1.74252668],[0.38613699 0.4923126 ],[12.69929494  2.66476253],[-0.80810505 -0.81817505]
[13.0151868   2.87174849],[-0.98378967 -0.97421881],[13.00497257  3.77508187],[0.64544278 0.5194779 ],[8.52544402 2.23336734],[0.82577073 0.42945846],[9.83685279 0.59546431],[-0.89463868 -0.78101515],[13.03856727  0.99182722],[-0.82289677 -1.49148733],[12.15920498  0.4074359 ],[-0.125941   -0.23757806],[10.30478883  0.88147271],[-0.20411507 -0.06901037],[12.59447226  3.53665584],[-0.32964583 -1.04098193],[12.5516294   4.17229318],[-0.56983287 -1.02847821],[11.13350247  1.7131701 ],[-1.09295999 -1.32324373],[9.77738202 0.53011014],[1.55145108 1.11145577],[12.40135169  2.32081221],[0.98907313 0.81953652],[11.23412318  1.46316366],[0.83923887 0.55663081],[11.73766458  1.22425886],[0.40352872 0.69100331],[ 9.41518426 -0.22275576],[-1.11873467 -0.19449   ],[10.64827227  2.63007787],[0.08486932 1.02203984],[11.90063431  2.18488758],[-1.01814848 -1.22393849],[11.25344771  0.52304403],[1.48956556 1.17088763],[11.58269992  1.65009511],[-1.39519925 -1.20688253],[9.21162103 0.36948821],[-0.00329112 -0.02901481],[10.60105157  1.33651767],[0.74291903 0.60110827],[12.25239904  1.41319025],[ 0.27978253 -0.26748425],[11.11592384  1.0952848 ],[0.58944719 1.01020329],[ 7.59204088 -2.20925326],[-0.5880333  -0.91290914],[9.65558693 1.40775481],[ 0.95482195 -0.48201814],[ 9.02310689 -0.49489649],[ 0.43678506 -0.06064242],[ 9.28176997 -0.78012232],[0.502212   0.08063298],[11.19832763  1.80134842],[ 0.35682938 -0.3455986 ],[10.72959794  0.69381548],[1.01325394 1.04005435],[ 8.91699769 -1.06386409],[1.52095456 1.37388218],[11.42735316  1.80056093],[0.3031526 0.414187 ],[12.63919259  2.60416107],[-0.61217236 -0.61214384]
[12.91392716  2.77200759],[-1.03856676 -1.01805127],[13.06809333  3.82501985],[0.52631402 0.38615001],[8.6182968  2.28268331],[0.89597966 0.42148854],[9.74001407 0.509124  ],[-0.89010788 -0.79397085],[12.96956014  0.86306616],[-0.65962203 -1.19735251],[12.14885537  0.38814939],[-0.15183635 -0.21858695],[10.30021     0.89079757],[0.20751319 0.35025995],[12.54905299  3.42134882],[-0.50934169 -1.1958306 ],[12.50846645  4.08180663],[-0.51939122 -1.00837205],[11.03747538  1.59555129],[-0.76395607 -0.97065947],[9.94301879 0.65694608],[1.74318364 1.42319739],[12.48134046  2.38452978],[0.82208017 0.66474716],[11.30684735  1.50742517],[0.71593929 0.42935245],[11.78602716  1.30285036],[0.66945705 0.98162971],[ 9.2857796  -0.26261753],[-1.29965151 -0.45546666],[10.63515303  2.70993017],[-0.27611375  0.64871946],[11.80951256  2.07460178],[-0.89203064 -1.07456737],[11.38321509  0.62554707],[1.15923198 0.91854772],[11.46723572  1.55219262],[-0.82793837 -0.65696568],[9.23512348 0.38927406],[0.1777766  0.12886685],[10.67519583  1.39594173],[0.70506325 0.55276974],[12.25699859  1.36247941],[ 0.08644318 -0.46939468],[11.19027736  1.21066647],[0.85157067 1.2441882 ],[ 7.55242554 -2.28152151],[-0.27103463 -0.60160061],[9.73538462 1.34325705],[ 0.65495551 -0.79763831],[ 9.07706097 -0.49264915],[ 0.47548397 -0.06057335],[ 9.33137707 -0.77377248],[0.66196995 0.22018357],[11.21738685  1.7473994 ],[-0.02155553 -0.77413641],[10.81749384  0.78481694],[1.16081021 1.19537546],[ 9.04951884 -0.94388087],[1.1904809 1.0807541],[11.44180757  1.82658117],[-0.00145524  0.11930124],[12.57821416  2.5436828 ],[-0.46778697 -0.45778429]
[12.83134322  2.69201761],[-0.56852414 -0.5367628 ],[13.12362867  3.86565798],[0.60942385 0.45127783],[8.67476206 2.28614601],[ 0.38506243 -0.20613388],[9.6523254 0.4303849],[-0.94689038 -0.86506537],[12.89969784  0.74474257],[-0.78064757 -1.21308019],[12.11556296  0.35061246],[-0.29247471 -0.30981371],[10.29297783  0.89821752],[-0.01358149  0.13678289],[12.48318375  3.29027957],[-0.49700604 -1.11922348],[12.44606923  3.970545  ],[-0.49179519 -0.97966117],[10.93945583  1.47787277],[-0.99012736 -1.17520464],[10.09961822  0.78658086],[1.27568035 1.03576483],[12.5654832   2.45377843],[0.58853498 0.44568487],[11.34118079  1.5121844 ],[0.33349453 0.02625672],[11.87523546  1.42249612],[0.989121   1.28397894],[ 9.15349097 -0.3148216 ],[-1.34533766 -0.58753028],[10.59258734  2.76012985],[-0.56331106  0.36763009],[11.70784226  1.95613732],[-0.80110418 -0.95672385],[11.50480758  0.72605098],[1.34694982 1.16554585],[11.37671973  1.47882871],[-0.95888543 -0.78801788],[9.26327406 0.41126429],[0.52456917 0.45024798],[10.74241305  1.44738422],[0.32507226 0.15971186],[12.29083535  1.34001855],[ 0.36546961 -0.20420352],[11.27897533  1.3365513 ],[0.94792488 1.29673554],[ 7.54031742 -2.32766936],[-0.1654461  -0.51671472],[9.82161259 1.28338087],[ 1.03814683 -0.42385792],[ 9.12396519 -0.50154327],[ 0.42800386 -0.15232443],[ 9.39219065 -0.75772859],[ 0.34461397 -0.11165655],[11.22193154  1.67467177],[-0.06850588 -0.85976042],[10.91262084  0.88366946],[0.75229714 0.79283928],[ 9.17632519 -0.82668733],[1.45505715 1.37300169],[11.45447411  1.85182873],[0.17929433 0.31016502],[12.54088592  2.50787647],[-0.42205127 -0.40156092]
