[4.28936145 6.02892859],[-4.59089833  1.32718776],[8.92682127 3.29573363],[ 3.49229569 -3.21829073],[0.28834369 4.35865179],[-2.59546132  1.87457371],[5.41058783 8.0304389 ],[ 0.80984093 -3.46200289],[0.77211737 9.64212573],[-2.65961465  0.86487663],[3.41267263 6.28008232],[-3.9413112  -1.48871783],[4.73695794 4.28097266],[1.60978156 0.90056169],[0.93031606 4.61478429],[ 1.9965315  -0.41481723],[2.76786802 5.41664622],[-4.56518542  0.21147663],[5.9573616 7.1832247],[-1.29884987 -2.4920136 ]
[3.04699654 6.8052141 ],[-0.99877791  0.26070129],[0.23672195 4.07924959],[ 0.87650628 -0.69429382],[0.05939495 4.78675842],[-0.17410419  0.92732692],[3.5317255  5.64336877],[ 0.35962517 -0.99435513],[1.46694228 4.49882832],[-0.78076396  0.64704083],[1.25396919 6.85317816],[-0.85778642 -0.63181227],[3.58559977 3.32382054],[0.63812375 0.76254439],[1.83554858 2.62544511],[ 0.82198686 -0.37407512],[1.23007279 3.08160432],[-0.92065627  0.40047621],[3.69276286 4.94407381],[ 0.12666691 -1.01534592]
[2.94606863 6.82838075],[-1.01730945  0.20443138],[0.32536855 4.01136137],[ 0.89412293 -0.66536553],[0.04430116 4.87979216],[-0.12841316  0.93231178],[3.56562303 5.54339792],[ 0.3172266  -1.00575565],[1.3895554  4.56355826],[-0.76575696  0.64870603],[1.16960304 6.78759703],[-0.83049138 -0.68062705],[3.64736162 3.40169784],[0.59785719 0.79560167],[1.91837967 2.58996337],[ 0.83449404 -0.33527674],[1.13905326 3.12362686],[-0.89861775  0.44065558],[3.70318532 4.8423806 ],[ 0.08343274 -1.01660575]
[2.84392781 6.846393  ],[-1.02645556  0.1544329 ],[0.41565808 3.94636239],[ 0.91181827 -0.63410754],[0.03372354 4.97314506],[-0.08527079  0.93227273],[3.5955861  5.44268967],[ 0.28100989 -1.00933044],[1.3136462  4.62840826],[-0.75472227  0.6459156 ],[1.08856502 6.71776519],[-0.79573526 -0.72125724],[3.70504144 3.48280675],[0.55670281 0.82736179],[2.00263718 2.55868163],[ 0.85200397 -0.28845349],[1.05026173 3.16956629],[-0.87593634  0.47893672],[3.70902698 4.74041351],[ 0.0324785  -1.02317436]
[2.74054968 6.85891326],[-1.04059341  0.09587499],[0.50796335 3.88485706],[ 0.93332383 -0.59659172],[0.02801261 5.06691081],[-0.03006564  0.94131772],[3.62167445 5.34144339],[ 0.23925412 -1.01688057],[1.23886937 4.69297942],[-0.74252002  0.64373355],[1.01091819 6.64383041],[-0.75589866 -0.75587225],[3.75862197 3.5670685 ],[0.51210513 0.85494551],[2.08838147 2.53199072],[ 0.86382958 -0.24395483],[0.96430142 3.21978574],[-0.84824236  0.5200385 ],[3.71028934 4.63843943],[-0.0056001 -1.0146777]
[2.63580362 6.86541928],[-1.05439807  0.03338121],[0.60196919 3.82676699],[ 0.94331487 -0.56848643],[0.02745373 5.16104049],[0.01881765 0.94078519],[3.64350831 5.23947037],[ 0.19864458 -1.02109229],[1.16550566 4.75750151],[-0.72544663  0.6459696 ],[0.93704169 6.56627894],[-0.72301528 -0.79625586],[3.80759602 3.65391047],[0.46447282 0.87884885],[2.17521762 2.50981271],[ 0.87427895 -0.19767372],[0.88104536 3.27391788],[-0.81783735  0.56119406],[3.70728832 4.53691492],[-0.05378088 -1.01470727]
[2.53039401 6.8662064 ],[-1.05233292 -0.0163983 ],[0.69727202 3.77186704],[ 0.95841794 -0.53354504],[0.03183056 5.25502702],[0.06972879 0.93955549],[3.66088625 5.13678928],[ 0.14904924 -1.03183966],[1.09356262 4.82193901],[-0.71375782  0.6423743 ],[0.86646119 6.4847694 ],[-0.68721475 -0.83221787],[3.85199448 3.74328881],[0.42125181 0.90615348],[2.26324866 2.49259217],[ 0.88552118 -0.14695205],[0.8009607  3.33216998],[-0.78946028  0.59773621],[3.69966536 4.43570956],[-0.09592995 -1.00651864]
[2.42509708 6.86183819],[-1.05286445 -0.07062847],[0.79392107 3.72038592],[ 0.97499749 -0.49529573],[0.04128539 5.3487338 ],[0.1192299  0.93407152],[3.67350379 5.03338306],[ 0.1018366  -1.03742627],[1.02299735 4.88620229],[-0.69580975  0.64458417],[0.79980454 6.40008705],[-0.64521117 -0.86039472],[3.89204859 3.83529155],[0.37752373 0.93129705],[2.35221686 2.48043979],[ 0.89469571 -0.09464631],[0.72341283 3.39361866],[-0.76178104  0.63045972],[3.68745319 4.33503845],[-0.1456949  -1.00388473]
[2.31997143 6.85215207],[-1.04772506 -0.12130245],[0.8917171  3.67231096],[ 0.98348194 -0.46351336],[0.05585742 5.44192401],[0.17236534 0.92944716],[3.68184337 4.92995837],[ 0.06320393 -1.03280423],[0.95420232 4.95064227],[-0.67970132  0.64454897],[0.73735987 6.31267778],[-0.60191541 -0.88570548],[3.92769329 3.92967928],[0.33425011 0.95491142],[2.44178686 2.47338227],[ 0.89927102 -0.04340296],[0.64878232 3.45834031],[-0.72989385  0.66444537],[3.6705025  4.23498349],[-0.19242238 -0.99599686]
[2.21532651 6.8372804 ],[-1.04230599 -0.17348566],[0.99040176 3.6275216 ],[ 0.99033258 -0.4319554 ],[0.07532565 5.5341071 ],[0.2166526  0.91368372],[3.68615524 4.82688345],[ 0.02187911 -1.02968213],[0.88724893 5.01528797],[-0.66393285  0.6437349 ],[0.67903322 6.22261141],[-0.56351055 -0.91411594],[3.9584528 4.0257784],[0.27847024 0.96446032],[2.53188976 2.47171327],[0.90305414 0.01089901],[0.57729194 3.5262687 ],[-0.70168395  0.69186303],[3.64895597 4.13589726],[-0.23686294 -0.98398715]
[2.11111216 6.81698294],[-1.04008358 -0.23106784],[1.08959605 3.58576553],[ 0.99252688 -0.4040968 ],[0.09947477 5.62487942],[0.26582747 0.90087161],[3.68634775 4.72420631],[-0.01860862 -1.02429558],[0.82170368 5.07965906],[-0.64755084  0.64304587],[0.62454844 6.12981714],[-0.52561297 -0.94079132],[3.98366687 4.12282927],[0.22375155 0.97426418],[2.62230744 2.47560823],[0.9035719  0.06587114],[0.5087781  3.59694922],[-0.66785462  0.72201412],[3.62315508 4.0382577 ],[-0.28069192 -0.97013853]
[2.00770457 6.79140841],[-1.02840659 -0.28089593],[1.18892614 3.54673689],[ 0.99622748 -0.37419432],[0.12856575 5.71427861],[0.3163132  0.88707946],[3.682416   4.62206433],[-0.05774535 -1.01608968],[0.75793047 5.14407065],[-0.62872973  0.6443025 ],[0.5740327  6.03465037],[-0.48434517 -0.96179543],[4.00339365 4.22079342],[0.17270581 0.9864922 ],[2.71264644 2.48505726],[0.90227932 0.1227609 ],[0.4437295  3.67058459],[-0.63302101  0.75032014],[3.59297439 3.9420886 ],[-0.32092343 -0.95121075]
[1.90527602 6.7605896 ],[-1.01808003 -0.33363007],[1.2888767  3.51101766],[ 1.00339297 -0.33930794],[0.16241526 5.80190068],[0.36011541 0.86463541],[3.6746823  4.52089955],[-0.09704672 -1.00716695],[0.69593716 5.20847974],[-0.61139713  0.64354707],[0.52778343 5.937625  ],[-0.44229612 -0.97997873],[4.01804987 4.31989303],[0.11925127 0.9940131 ],[2.80265749 2.50018762],[0.89438796 0.17679681],[0.38231905 3.74706058],[-0.59849623  0.77544205],[3.55866856 3.84776181],[-0.3631842  -0.93320314]
[1.80441322 6.72498602],[-1.00069471 -0.37994983],[1.38922429 3.47853763],[ 1.00534797 -0.30836137],[0.20107745 5.88762144],[0.41302694 0.84932684],[3.66304621 4.42071472],[-0.13737613 -0.99806605],[0.6360649  5.27317209],[-0.59165467  0.64461169],[0.4857285  5.83887575],[-0.40145262 -0.99713136],[4.02723139 4.41952762],[0.06437273 0.99827152],[2.89175503 2.52075669],[0.88535913 0.23290861],[0.32447103 3.82602019],[-0.55938776  0.80235204],[3.5202039 3.7553594],[-0.40529922 -0.9138285 ]
[1.705501   6.68495633],[-0.97977674 -0.42287897],[1.49025181 3.44972488],[ 1.01282357 -0.26991943],[0.244864   5.97152817],[0.46085384 0.82674002],[3.64727148 4.32142168],[-0.17873129 -0.98829963],[0.57765761 5.33743434],[-0.57536123  0.64168615],[0.44745768 5.73825507],[-0.36395945 -1.01468942],[4.03088158 4.5194434 ],[0.00677764 0.99777747],[2.97966617 2.54681293],[0.8750147  0.29087394],[0.27027418 3.90727236],[-0.52346088  0.82335611],[3.47775411 3.66517587],[-0.44405333 -0.89006098]
[1.60841276 6.64034036],[-0.95974905 -0.46718459],[1.5916485  3.42446839],[ 1.01204258 -0.23817265],[0.29349047 6.05314886],[0.51092751 0.80469912],[3.62706975 4.22291053],[-0.22547929 -0.98175297],[0.52103021 5.40152487],[-0.55481916  0.6423995 ],[0.41342162 5.63648898],[-0.31672045 -1.02035619],[4.02856486 4.61902766],[-0.05170214  0.9948516 ],[3.06667137 2.57898153],[0.86462955 0.35262619],[0.21958048 3.99040979],[-0.48781066  0.84158907],[3.43110659 3.57710956],[-0.48770017 -0.8698752 ]
[1.51376942 6.59174412],[-0.93291933 -0.50437763],[1.69278187 3.40223064],[ 1.0090143  -0.20808783],[0.34673502 6.13210443],[0.55510218 0.77539482],[3.60225615 4.12523384],[-0.2705318 -0.9711743],[0.46648346 5.46567879],[-0.53382032  0.64287266],[0.38408896 5.53419285],[-0.27222539 -1.02740588],[4.02064086 4.71843708],[-0.10671596  0.9927634 ],[3.15225716 2.61712026],[0.84669218 0.41015857],[0.17282692 4.0756096 ],[-0.44930429  0.85992898],[3.38061433 3.4916344 ],[-0.52409195 -0.84150505]
[1.42168935 6.53933194],[-0.91116708 -0.54629605],[1.79367432 3.38310316],[ 1.00727936 -0.17583597],[0.40460038 6.20827033],[0.60144674 0.74707414],[3.57324244 4.0290111 ],[-0.30780294 -0.95131521],[0.41400575 5.52981228],[-0.51404175  0.64139163],[0.35899452 5.43108937],[-0.23247447 -1.03694666],[4.00716961 4.81743916],[-0.16289863  0.98655985],[3.23620042 2.66131611],[0.82940904 0.47144095],[0.12982805 4.16242399],[-0.40929064  0.87735944],[3.32652815 3.40907944],[-0.55906758 -0.81095789]
[1.3319016  6.48284491],[-0.88640115 -0.58520252],[1.89430785 3.36716692],[ 1.00892684 -0.13913055],[0.4668264  6.28128487],[0.64322476 0.71333886],[3.54012666 3.93445364],[-0.35480418 -0.93981955],[0.36370245 5.59395529],[-0.49138235  0.64198216],[0.33771029 5.3270203 ],[-0.19408653 -1.04483097],[3.9880983  4.91569174],[-0.21494449  0.98144042],[3.31779804 2.71115432],[0.7995864  0.52256102],[0.09100106 4.25101397],[-0.36853412  0.89276512],[3.26863465 3.32931693],[-0.59667356 -0.78208751]
[1.24438985 6.42226719],[-0.86170131 -0.62410499],[1.99471903 3.35458978],[ 1.00268286 -0.10894009],[0.53305412 6.35072063],[0.68135509 0.6754056 ],[3.50273513 3.84156049],[-0.39569431 -0.92059561],[0.31564755 5.6580951 ],[-0.47088639  0.63953693],[0.32004532 5.22209946],[-0.15691812 -1.05068129],[3.96428303 5.0136704 ],[-0.26209237  0.9766316 ],[3.39589914 2.76566447],[0.76468512 0.57005643],[0.05609216 4.34086868],[-0.3301386   0.90350545],[3.2071404  3.25264122],[-0.63369312 -0.75183221]
[1.15984955 6.35833179],[-0.83082257 -0.65615117],[2.09479631 3.34538727],[ 0.99967038 -0.07412175],[0.60305283 6.41630215],[0.71789681 0.63553886],[3.46094375 3.7503623 ],[-0.43735368 -0.90042732],[0.26954845 5.72185616],[-0.45075841  0.63591086],[0.30625598 5.11688577],[-0.11772468 -1.05203268],[3.93555896 5.11076662],[-0.31423938  0.96281964],[3.470446   2.82493629],[0.7272418  0.61650806],[0.02541689 4.43206652],[-0.28519165  0.91816859],[3.14237421 3.17945677],[-0.66482236 -0.71500607]
[1.07809257 6.29091794],[-0.8036251  -0.69127024],[2.19440644 3.33957315],[ 0.99347111 -0.04110708],[0.67632775 6.47750702],[0.74414478 0.58511313],[3.4153672  3.66161097],[-0.47584231 -0.87618331],[0.22547257 5.78522225],[-0.4293983   0.63263505],[0.2962305  5.01151323],[-0.07890254 -1.05120451],[3.90168583 5.20637662],[-0.36452469  0.94737885],[3.54150178 2.88917566],[0.69266059 0.66719354],[-7.11602698e-04  4.52463844e+00],[-0.23896552  0.9311921 ],[3.07430483 3.10979871],[-0.69610554 -0.67765754]
[0.99883497 6.2198041 ],[-0.78215369 -0.73144527],[2.29325959 3.33697678],[ 0.9840684  -0.01021971],[0.75270752 6.53413596],[0.78387634 0.54804062],[3.36610192 3.57549013],[-0.51104231 -0.84775508],[0.1837413 5.8484168],[-0.4070081   0.62932676],[0.29043163 4.90664118],[-0.03836221 -1.04721225],[3.86288297 5.30035116],[-0.41443551  0.92856616],[3.60852687 2.9579663 ],[0.64892414 0.70976283],[-0.02240011  4.61819772],[-0.19525378  0.93911959],[3.00315711 3.04395719],[-0.72695482 -0.63925346]
[0.92204718 6.14503942],[-0.75443599 -0.76443218],[2.39122948 3.33757773],[0.97717893 0.0242846 ],[0.83277207 6.58679504],[0.81823895 0.50612125],[3.31296046 3.49190743],[-0.55235872 -0.8243307 ],[0.14448966 5.91146421],[-0.38000926  0.62944354],[0.28837913 4.80197865],[-0.00176213 -1.04474227],[3.81911618 5.39229492],[-0.46107913  0.90941454],[3.67148356 3.03135617],[0.60730074 0.75511062],[-0.03956009  4.71257154],[-0.14992018  0.946087  ],[2.92866779 2.98172423],[-0.76026121 -0.602863  ]
[0.84843315 6.06743685],[-0.71907018 -0.78857883],[2.48829789 3.34148565],[0.96513933 0.05498949],[0.91590152 6.63492033],[0.84415367 0.45636256],[3.2558077  3.41084716],[-0.59184248 -0.79790865],[0.1076505  5.97417576],[-0.35483703  0.62652366],[0.28995768 4.69765146],[ 0.03174257 -1.04290822],[3.77086594 5.48230245],[-0.50416898  0.88976479],[3.7298528 3.1088753],[0.55953308 0.79469089],[-0.05241556  4.80730974],[-0.10569907  0.94983414],[2.85110904 2.92340773],[-0.79079908 -0.56337927]
[0.778058   5.98718518],[-0.68948326 -0.81721298],[2.58435971 3.34873315],[0.95465987 0.08868927],[1.00184398 6.67832899],[0.87405746 0.41148722],[3.19498813 3.33275795],[-0.62427595 -0.76356333],[0.07372275 6.03691447],[-0.32600953  0.62571653],[0.29507052 4.59381548],[ 0.06977229 -1.03413695],[3.7180019  5.56984789],[-0.55282466  0.86085767],[3.78347421 3.19038326],[0.51033166 0.8327734 ],[-0.06060534  4.90253323],[-0.05949108  0.95294468],[2.77061525 2.86916599],[-0.8190056  -0.52142604]
[0.71072544 5.9042271 ],[-0.65630142 -0.840773  ],[2.67932412 3.35937194],[0.9447708  0.12453285],[1.09070548 6.71725786],[0.89984519 0.36414417],[3.130526   3.25774232],[-0.66175682 -0.73348077],[0.04246624 6.0992865 ],[-0.2971518   0.62345303],[0.30348147 4.49047621],[ 0.09867383 -1.03183843],[3.66078837 5.65483521],[-0.59290103  0.83672266],[3.83209454 3.27559574],[0.45786202 0.86714181],[-0.06424994  4.99788044],[-0.01296347  0.95408577],[2.68739202 2.81921273],[-0.84496712 -0.47724659]
[0.64704044 5.81930734],[-0.62064362 -0.86058307],[2.77298487 3.37336501],[0.92910562 0.15609661],[1.18181472 6.7511941 ],[0.92265769 0.31530956],[3.06256351 3.18601653],[-0.69777431 -0.7012821 ],[0.01422854 6.16147705],[-0.26878983  0.61891622],[0.31527205 4.38798367],[ 0.13818495 -1.01678112],[3.59923701 5.7368908 ],[-0.6361851  0.8056998],[3.87544483 3.364193  ],[0.40844022 0.90370654],[-0.06319592  5.09326724],[0.03541778 0.95462862],[2.60129178 2.77337047],[-0.87410614 -0.43679756]
[0.58679881 5.73235788],[-0.58392609 -0.87790108],[2.86494987 3.3904368 ],[0.91271805 0.18806993],[1.27492749 6.78006617],[0.93675404 0.25956299],[2.99100662 3.11754513],[-0.73202125 -0.66680276],[-0.01101156  6.22328561],[-0.23333481  0.61960818],[0.33103709 4.28705954],[ 0.17559935 -1.00287455],[3.53338348 5.81568609],[-0.67983464  0.77065248],[3.91362733 3.45613761],[0.35575146 0.93537219],[-0.05748108  5.18841146],[0.07934455 0.9484593 ],[2.51282316 2.73209542],[-0.89627964 -0.3898636 ]
[0.5303526  5.64386022],[-0.54576685 -0.89259276],[2.95560644 3.41113438],[0.89874348 0.22453   ],[1.36969632 6.80369398],[0.95602068 0.21096365],[2.91647534 3.05299274],[-0.75819614 -0.62382695],[-0.03280008  6.28495693],[-0.20181932  0.61409791],[0.35022481 4.18730664],[ 0.20867944 -0.99127066],[3.46328915 5.89091708],[-0.72204884  0.73334248],[3.94648072 3.55109237],[0.30514111 0.96694971],[-0.04673909  5.28344067],[0.13156659 0.94779528],[2.42207522 2.69540914],[-0.91831869 -0.3436506 ]
[0.47774576 5.55397289],[-0.50735728 -0.90589586],[3.04479272 3.43551223],[0.88364458 0.26198241],[1.46581564 6.82199976],[0.96889805 0.15816992],[2.83910566 2.99253699],[-0.78860897 -0.58473265],[-0.05120257  6.3461963 ],[-0.16677514  0.60977196],[0.37260288 4.08870667],[ 0.23873737 -0.98041569],[3.38905918 5.96231402],[-0.76046655  0.69604238],[3.97421379 3.64899067],[0.25314766 0.99398099],[-0.03131079  5.37775401],[0.17712246 0.93843517],[2.32909176 2.66325063],[-0.93891357 -0.29738225]
[0.42901157 5.46284269],[-0.46669526 -0.91584345],[3.13206533 3.46332303],[0.86348997 0.29615128],[1.56324396 6.83519137],[0.97787246 0.10438625],[2.75858304 2.93587987],[-0.81792435 -0.54454492],[-0.06621002  6.4067719 ],[-0.1316483  0.6030393],[0.39816214 3.99147761],[ 0.2725254  -0.96378022],[3.31137562 6.03018158],[-0.79306782  0.66083067],[3.99654757 3.74922319],[0.19428381 1.01090957],[-0.01117849  5.47118261],[0.22455846 0.92894484],[2.23457055 2.63618602],[-0.95053922 -0.24305917]
[0.3842239 5.3706464],[-0.43012587 -0.92884881],[3.21725523 3.49457478],[0.84165167 0.33049224],[1.66141665 6.84297763],[0.98617614 0.05259402],[2.67564318 2.88376411],[-0.83947887 -0.49636518],[-0.07758314  6.46665691],[-0.09438536  0.59563314],[0.42700523 3.89590323],[ 0.30428236 -0.94742432],[3.23016552 6.09407372],[-0.82880423  0.61873742],[4.01331037 3.85130431],[0.13936625 1.02839322],[0.01372084 5.56358398],[0.27280593 0.91823579],[2.13887761 2.61450925],[-0.96120887 -0.18865166]
[0.34333363 5.27744903],[-0.39161364 -0.93879606],[3.30051245 3.52962564],[0.82097483 0.36832401],[1.76003361 6.84535224],[ 0.98588194 -0.00492872],[2.5903612  2.83629018],[-0.86599966 -0.45308386],[-0.0846376  6.5262276],[-0.04600771  0.59588479],[0.45922681 3.80224851],[ 0.33593847 -0.9296189 ],[3.14579093 6.15398351],[-0.85921467  0.57836221],[4.0241535  3.95454323],[0.07819028 1.03661443],[0.04325575 5.65463562],[0.31720619 0.9019313 ],[2.04213971 2.59823606],[-0.973857   -0.13748562]
[0.30569721 5.18276214],[-0.35496772 -0.9485283 ],[3.38148967 3.56835714],[0.79667868 0.40473286],[1.85840405 6.84187317],[ 0.98057675 -0.06515833],[2.50274515 2.79345126],[-0.8889583 -0.4064719],[-0.08684532  6.58563421],[0.0015646  0.59132107],[0.49455338 3.71041038],[ 0.36985991 -0.90762239],[3.05873263 6.21004401],[-0.88325216  0.54106389],[4.02894429 4.05852737],[0.01992165 1.04462673],[0.07739419 5.74414109],[0.36437962 0.88675544],[1.94465605 2.5875271 ],[-0.98088569 -0.08210518]
[0.27215627 5.08757557],[-0.31554524 -0.95462762],[3.46001938 3.61082484],[0.77121183 0.44224431],[1.95615428 6.83239105],[ 0.97720006 -0.12107414],[2.41281098 2.75521949],[-0.90923643 -0.35783729],[-0.08419563  6.64447589],[0.05134291 0.58475643],[0.53332373 3.62089562],[ 0.40454975 -0.88342105],[2.96903141 6.26197136],[-0.9103126   0.49739597],[4.02818897 4.16338107],[-0.03339376  1.05322284],[0.11589776 5.83170765],[0.40756616 0.86630258],[1.84605182 2.58180203],[-0.98990789 -0.0316043 ]
[0.2423279  4.99162051],[-0.27926528 -0.9623608 ],[3.53576045 3.65691172],[0.74418728 0.4804037 ],[2.05381204 6.81776519],[ 0.97386664 -0.1727833 ],[2.32092213 2.72189325],[-0.92787652 -0.30825316],[-0.07664237  6.70236787],[0.10253483 0.57516861],[0.57560534 3.5339171 ],[ 0.44180173 -0.85517935],[2.87698445 6.30972989],[-0.93006905  0.45791589],[4.02191655 4.2686843 ],[-0.09058484  1.05355782],[0.15886282 5.91730094],[0.4513984  0.84512003],[1.74701781 2.58148059],[-0.99138866  0.02407775]
[0.21628273 4.89512225],[-0.24192909 -0.96763162],[3.60874369 3.70687881],[0.71630611 0.52010608],[2.15088495 6.79791137],[ 0.96726906 -0.22382052],[2.22748147 2.69380189],[-0.94311381 -0.25587779],[-0.06396077  6.7590728 ],[0.15471344 0.56177879],[0.62125839 3.44949215],[ 0.47618691 -0.82804617],[2.78250072 6.35291597],[-0.95696608  0.40785419],[4.00989734 4.3737959 ],[-0.14865196  1.04918031],[0.20591005 6.00042849],[0.49249427 0.82026422],[1.64761586 2.58636092],[-0.99385667  0.07574344]
[0.19390188 4.79810151],[-0.20701499 -0.97367249],[3.6788612  3.76086107],[0.6835111  0.55730621],[2.24729995 6.77317838],[ 0.95954585 -0.27158132],[2.1326028  2.67098886],[-0.95513402 -0.20129241],[-0.04553539  6.81470258],[0.21320241 0.54936641],[0.67062283 3.36813443],[ 0.51389832 -0.79599847],[2.68590864 6.39150803],[-0.97273314  0.36575942],[3.99220268 4.47840942],[-0.20525198  1.04228416],[0.25724198 6.08118666],[0.53157107 0.79229359],[1.54819564 2.59648385],[-0.99541298  0.1252054 ]
[0.17482343 4.70039985],[-0.17166047 -0.97701907],[3.74576503 3.81874197],[0.65254209 0.59858559],[2.3425422  6.74347385],[ 0.94612862 -0.32101272],[2.03633269 2.65337477],[-0.96977869 -0.1509396 ],[-0.02142562  6.86865317],[0.26878271 0.52860423],[0.72350996 3.28982816],[ 0.54528681 -0.768308  ],[2.5879517  6.42599053],[-0.98659284  0.32331708],[3.96916795 4.58243506],[-0.25410924  1.03862074],[0.31225985 6.1588981 ],[0.56971285 0.76278859],[1.44915011 2.61191423],[-0.98380744  0.184732  ]
[0.15958836 4.60274101],[-0.13436715 -0.97720444],[3.80930912 3.88059634],[0.6168337  0.63725955],[2.43662265 6.70922386],[ 0.93376395 -0.36493753],[1.93897218 2.64106982],[-0.97495323 -0.09293615],[0.00885384 6.920857  ],[0.33673716 0.51450168],[0.77955897 3.21442703],[ 0.5733435 -0.7416397],[2.48881669 6.45632557],[-0.99869534  0.28046749],[3.94110654 4.6857072 ],[-0.30636489  1.0268259 ],[0.37102799 6.23356184],[0.6072103  0.73198654],[1.35140679 2.63333425],[-0.97115275  0.24318408]
[0.14825888 4.50530049],[-0.0950934  -0.97425308],[3.86927065 3.94640388],[0.57769051 0.67441172],[2.52912924 6.6704567 ],[ 0.91379586 -0.41233915],[1.84116999 2.63457534],[-0.98043341 -0.0366111 ],[0.04567876 6.97111024],[0.40199884 0.49194074],[0.83837345 3.14177881],[ 0.6025527  -0.71131771],[2.38849311 6.48227858],[-1.01214234  0.23382832],[3.90785866 4.78763153],[-0.35862987  1.01096309],[0.43400795 6.3055718 ],[0.6520087  0.70779885],[1.25490633 2.66043303],[-0.9582219   0.29884633]
[0.14083948 4.40819813],[-0.05511784 -0.96939841],[3.92484115 4.01554277],[0.53633391 0.71116745],[2.61933872 6.62682455],[ 0.89082281 -0.45927886],[1.74299586 2.63379477],[-0.98454177  0.01904242],[0.0892534  7.01905154],[0.46877083 0.46537572],[0.89990415 3.07208169],[ 0.63063693 -0.67964401],[2.28665665 6.50323162],[-1.02426502  0.18516582],[3.86948091 4.88787295],[-0.40907792  0.99298919],[0.50118342 6.37485556],[0.69044519 0.67686409],[1.15996911 2.69320801],[-0.94291158  0.35359331]
[0.13711258 4.31135479],[-0.01926044 -0.96703172],[3.97612663 4.08828401],[0.49012797 0.74458043],[2.70708985 6.57851687],[ 0.86627919 -0.50413919],[1.64427571 2.63828822],[-0.98571482  0.0743941 ],[0.13953506 7.06411152],[0.5387895  0.43708395],[0.96461398 3.00604543],[ 0.66308508 -0.64113553],[2.18400447 6.51959907],[-1.03103015  0.13956848],[3.82626546 4.98632118],[-0.45384248  0.97656579],[0.57173341 6.44057154],[0.71969536 0.63665979],[1.06658142 2.73127751],[-0.92540412  0.40654291]
[0.13702167 4.21488398],[ 0.01723227 -0.9623261 ],[4.02321968 4.16484722],[0.44782095 0.78280127],[2.79217661 6.52570403],[ 0.83519072 -0.551811  ],[1.54610125 2.64886991],[-0.97631757  0.13831966],[0.19644094 7.10574721],[0.60055884 0.39631595],[1.03239247 2.94381529],[ 0.69498156 -0.60050942],[2.08039786 6.53098813],[-1.03749265  0.09135595],[3.77891172 5.08322842],[-0.49604449  0.9580224 ],[0.64539485 6.50245383],[0.75277564 0.60032424],[0.97470518 2.7741834 ],[-0.90934821  0.4535195 ]
[0.14076742 4.11914004],[ 0.05740396 -0.95261301],[4.06543397 4.24462333],[0.3943669  0.81069328],[2.87433104 6.46848089],[ 0.80679304 -0.59306268],[1.44854256 2.66540309],[-0.97625652  0.19013917],[0.25988506 7.14349765],[0.6659432  0.35603398],[1.10324328 2.88567343],[ 0.72432516 -0.55955661],[1.97653541 6.53784619],[-1.03892455  0.04639601],[3.72729498 5.17803936],[-0.53541572  0.93837281],[0.72222663 6.56057502],[0.78537997 0.56377586],[0.88483422 2.82197052],[-0.88607549  0.50348673]
[0.14840264 4.02429821],[ 0.09583085 -0.94334717],[4.10260435 4.32751505],[0.34780901 0.84577903],[2.95342055 6.4071012 ],[ 0.77528561 -0.63360587],[1.35155709 2.68748131],[-0.96300141  0.2514356 ],[0.32933453 7.17657698],[0.72275996 0.30512004],[1.17705801 2.83181022],[ 0.75240981 -0.51676123],[1.87249174 6.54007709],[-1.04058451e+00 -7.59700664e-04],[3.6717754  5.27072151],[-0.57228732  0.91729219],[0.8021461  6.61489579],[0.81299203 0.52275862],[0.7973299  2.87458848],[-0.86498005  0.54713102]
[0.16012077 3.93068165],[ 0.13762866 -0.92967225],[4.13490869 4.41367506],[0.29419707 0.8731381 ],[3.02920441 6.34170142],[ 0.7414526  -0.67268135],[1.25614409 2.71580192],[-0.94618411  0.31346515],[0.40480357 7.20486847],[0.78510595 0.25942474],[1.25349472 2.78219657],[ 0.7782615  -0.47302467],[1.76871621 6.53794776],[-1.03557212 -0.04258051],[3.61235868 5.36090529],[-0.61078855  0.89106108],[0.88466059 6.66497235],[0.83737189 0.47902251],[0.71252177 2.93194489],[-0.83201818  0.59851344]
[0.17598203 3.83845229],[ 0.18024247 -0.91407848],[4.16157939 4.5022722 ],[0.23903844 0.89844982],[3.1016065  6.27258615],[ 0.70937591 -0.70620245],[1.16212553 2.74984812],[-0.9313176   0.36953924],[0.48599594 7.22814351],[0.83739938 0.20520824],[1.33256378 2.73717582],[ 0.80237061 -0.42760154],[1.66553736 6.5316789 ],[-1.02717135 -0.08198217],[3.54912395 5.44832917],[-0.65147485  0.85932632],[0.9699288 6.7110354],[0.86627323 0.44083579],[0.63062072 2.99384472],[-0.80239201  0.64237957]
[0.19622424 3.74794922],[ 0.22527167 -0.89513589],[4.18241065 4.59303159],[0.17867549 0.91754899],[3.17065256 6.20015808],[ 0.67029576 -0.74299458],[1.06974973 2.78944138],[-0.91588072  0.42184852],[0.57219602 7.24590836],[0.88893334 0.15325973],[1.41408263 2.69691378],[ 0.82529312 -0.37977739],[1.56328372 6.52152625],[-1.01866376 -0.12187972],[3.48229569 5.53289207],[-0.68722177  0.82927641],[1.05766486 6.75291738],[0.88947618 0.39814507],[0.55197486 3.06021619],[-0.76850633  0.68635533]
