[1.37680096 0.37655935],[-4.26094988 -4.03060817],[3.44987912 6.84891591],[3.71552603 2.97180114],[5.53458426 3.42652324],[ 2.9000969  -4.96818392],[9.07320641 9.30347639],[0.76089219 0.95470331],[9.04124769 7.66563801],[-1.22270571 -0.32506457],[6.29894861 9.6299828 ],[-2.87293659 -2.60798584],[9.47704415 1.10322127],[ 2.32357407 -2.85783583],[5.77664015 1.66206253],[ 1.41643759 -4.53362632],[6.17698815 3.19976125],[-3.26379907  3.89593528],[8.96616116 5.29815037],[0.82146543 0.88477005]
[8.27459456 2.1303073 ],[-0.96662693 -0.49541258],[6.03022429 4.86287497],[0.92196259 0.47171032],[7.03548297 1.57323256],[ 0.90874119 -0.3448795 ],[8.57944765 2.56413277],[0.35194739 0.956203  ],[6.90898213 5.32548268],[-0.98665046 -0.28046679],[6.64908551 4.74779921],[-0.95275731 -0.42658537],[7.22366    2.37018282],[ 0.5978461  -0.76929637],[6.77215073 1.97184324],[ 0.86786802 -0.50763678],[4.83085537 2.30900315],[-0.36679078  0.84673545],[9.32844528 3.83626862],[-0.40300929  0.92028075]
[8.17756848 2.08265863],[-0.97315506 -0.45706413],[6.12368766 4.90797788],[0.94478447 0.42823463],[7.12688905 1.54081354],[ 0.91614062 -0.30651205],[8.61243527 2.65996016],[0.30964979 0.96199948],[6.8109924  5.29488248],[-0.97320374 -0.33173613],[6.55476041 4.70322411],[-0.93198688 -0.46313251],[7.2835973  2.29413933],[ 0.59924036 -0.75315824],[6.8596953  1.92295368],[ 0.88211155 -0.47071853],[4.79730619 2.39575269],[-0.30581467  0.88563215],[9.28544843 3.92733807],[-0.45327507  0.90390309]
[8.07971126 2.03861785],[-0.98415207 -0.42422033],[6.21932176 4.94872544],[0.96501657 0.38425885],[7.21898993 1.51227765],[ 0.92627401 -0.26338301],[8.6416121  2.75672869],[0.27337843 0.9725315 ],[6.71485433 5.25961214],[-0.94954435 -0.3736397 ],[6.46272791 4.65520798],[-0.90861933 -0.49716992],[7.34350383 2.21956734],[ 0.60092585 -0.73618764],[6.94825357 1.87743544],[ 0.88764443 -0.44092941],[4.76943795 2.48568263],[-0.24977662  0.91387279],[9.23762141 4.01670609],[-0.50430499  0.88161232]
[7.98089744 1.99793692],[-0.99506804 -0.39270017],[6.31636877 4.98454307],[0.97679069 0.33322928],[7.31216551 1.48825542],[ 0.93684616 -0.21695518],[8.66698968 2.85430845],[0.23557525 0.98013224],[6.62058931 5.21961951],[-0.93572238 -0.42638748],[6.37299734 4.6037418 ],[-0.88521533 -0.53137543],[7.40352721 2.14666352],[ 0.60039255 -0.72095674],[7.037264   1.83485117],[ 0.88944738 -0.41378321],[4.74730817 2.57829661],[-0.19193083  0.93842681],[9.18446363 4.1033958 ],[-0.55533928  0.85493021]
[7.88084197 1.96015226],[-1.00446491 -0.36179435],[6.41474871 5.01549029],[0.9904448  0.28577492],[7.40619612 1.46882095],[ 0.9425393  -0.17261253],[8.68835329 2.95234682],[0.18969037 0.97854995],[6.52786163 5.17441658],[-0.91185595 -0.47070599],[6.28585607 4.54910433],[-0.86006492 -0.56383634],[7.46383728 2.07564659],[ 0.6054649 -0.6996719],[7.1270969  1.79569334],[ 0.90349481 -0.37269125],[4.73156523 2.6736723 ],[-0.12205215  0.96884412],[9.12627755 4.18726083],[-0.60682217  0.82316983]
[7.7802261  1.92576447],[-1.00626597 -0.32451429],[6.51453554 5.0418478 ],[1.0038127  0.24036625],[7.50049083 1.45362482],[ 0.94206893 -0.13232667],[8.70557839 3.05064625],[0.15403424 0.98614111],[6.43775348 5.12500381],[-0.88903003 -0.51632297],[6.2012677  4.49124963],[-0.83290762 -0.59442298],[7.52435484 2.00648245],[ 0.60465486 -0.68376304],[7.21761579 1.7600198 ],[ 0.90720583 -0.34029826],[4.72234428 2.77131158],[-0.06304775  0.98253733],[9.06325705 4.26803289],[-0.65211139  0.79293428]
[7.67927658 1.89490724],[-1.01149929 -0.2916738 ],[6.61580583 5.06395173],[1.02005903 0.20091279],[7.59468676 1.44249884],[ 0.93915055 -0.09270213],[8.71903402 3.14940104],[0.11397575 0.98755054],[6.34993365 5.07099988],[-0.86683865 -0.56328237],[6.11948445 4.43042358],[-0.80412825 -0.62339693],[7.58486841 1.93901474],[ 0.60520535 -0.66592071],[7.30863631 1.72778972],[ 0.91299579 -0.30424829],[4.71914193 2.87020719],[-0.00395919  0.99182545],[8.99583988 4.34567647],[-0.6939193   0.76144266]
[7.57802027 1.86748905],[-1.01308445 -0.25634369],[6.71801229 5.08156494],[1.02588909 0.15363972],[7.68849777 1.43532032],[ 0.93424945 -0.05346003],[8.72866927 3.24840308],[0.07931046 0.99259464],[6.26452917 5.01246547],[-0.83878788 -0.60490673],[6.04061506 4.36673556],[-0.77213682 -0.64916946],[7.64544525 1.87336872],[ 0.60960901 -0.6436478 ],[7.39984387 1.69884197],[ 0.91423872 -0.27145047],[4.7219477  2.96993708],[0.05981413 1.00166586],[8.92459631 4.42029084],[-0.7309181   0.73011718]
[7.47686208 1.84383219],[-1.01331032 -0.22023997],[6.82093232 5.09471715],[1.03078676 0.10811991],[7.78175917 1.43207789],[ 0.93230466 -0.00963442],[8.73467871 3.3476411 ],[0.04236924 0.99324618],[6.18194713 4.94977961],[-0.81051287 -0.64641106],[5.96504573 4.30057498],[-0.73982085 -0.67455444],[7.70643336 1.80994931],[ 0.6124134  -0.62239486],[7.49122094 1.67329422],[ 0.91433237 -0.23833806],[4.73120116 3.07048343],[0.12366562 1.00703867],[8.84957932 4.49147661],[-0.76939227  0.69290273]
[7.37566869 1.8237226 ],[-1.01437064 -0.18601994],[6.92384447 5.10291177],[1.02769578 0.05629752],[7.87485547 1.43337759],[0.9315966 0.038042 ],[8.73680492 3.44665971],[-0.00222389  0.98465275],[6.10243133 4.88318462],[-0.77718211 -0.68274747],[5.89278943 4.23195642],[-0.70693311 -0.6994004 ],[7.76755525 1.74854062],[ 0.61071302 -0.60499679],[7.58282801 1.65136043],[ 0.91742557 -0.20046017],[4.7464607  3.17101189],[0.18162748 1.00322399],[8.77076653 4.55877536],[-0.80030269  0.6589648 ]
[7.27424045 1.80682075],[-1.01359504 -0.15165546],[7.02624642 5.10578497],[1.01923383e+00 2.24103292e-04],[7.96785024 1.43956787],[0.92925676 0.08713769],[8.73464516 3.54495236],[-0.04126043  0.98065479],[6.02631898 4.81304221],[-0.74234049 -0.71725134],[5.82378716 4.16081443],[-0.67356149 -0.72384603],[7.82879931 1.68919846],[ 0.61308392 -0.58283048],[7.67453031 1.63308836],[ 0.91612771 -0.16520379],[4.76783352 3.27131601],[0.24330837 0.999882  ],[8.68896814 4.62258821],[-0.8323773   0.61991741]
[7.1733069  1.79373968],[-1.00763918 -0.11258973],[7.12824114 5.10356876],[ 1.01763417 -0.04712965],[8.06028542 1.4504822 ],[0.91808247 0.12999603],[8.72841648 3.64260395],[-0.08339009  0.97205455],[5.95379164 4.73956978],[-0.70730998 -0.75115631],[5.75806185 4.08716449],[-0.63809027 -0.74624429],[7.89013738 1.63196656],[ 0.6133853 -0.5619923],[7.76604571 1.61836429],[ 0.91315077 -0.13007978],[4.7947489  3.37054773],[0.29629841 0.98588983],[8.6040122  4.68234856],[-0.86561726  0.57574984]
[7.07307447 1.78465713],[-0.99819548 -0.07033591],[7.23000008 5.09666775],[ 1.01883151 -0.08893829],[8.15150804 1.46567665],[0.90617849 0.17394786],[8.7182125  3.73955287],[-0.12126257  0.96594396],[5.8849417  4.66290539],[-0.66818263 -0.7804739 ],[5.69590822 4.01129336],[-0.60795355 -0.77405307],[7.95157512 1.57692731],[ 0.61809384 -0.53594829],[7.85722463 1.60719149],[ 0.90861689 -0.09496379],[4.82720695 3.46853503],[0.35480827 0.97550701],[8.51605167 4.73781588],[-0.89467899  0.53186808]
[6.97358401 1.77957674],[-0.99195462 -0.03176606],[7.33148878 5.0853614 ],[ 1.01249601 -0.13511121],[8.24170786 1.48554878],[0.89589276 0.22196322],[8.70410084 3.83566777],[-0.15953782  0.95753643],[5.820287   4.58361409],[-0.62558267 -0.80589325],[5.63688484 3.9327695 ],[-0.56999868 -0.79385233],[8.01325353 1.52430627],[ 0.61859108 -0.51322513],[7.9479327  1.59958222],[ 0.90859305 -0.05375327],[4.8655988  3.56544452],[0.41174862 0.96118027],[8.4252455  4.78876077],[-0.9229166   0.48493994]
[6.87457655 1.77815623],[-0.98753163  0.00370666],[7.4324474  5.06968801],[ 1.00853881 -0.17582463],[8.33039028 1.50983838],[0.87849816 0.26486495],[8.68652065 3.93118229],[-0.19281543  0.95148771],[5.75982692 4.50173849],[-0.58303896 -0.83090041],[5.5815885  3.85219685],[-0.53327625 -0.81484511],[8.07496265 1.47398477],[ 0.61862775 -0.49003729],[8.03824438 1.59581295],[ 0.89927307 -0.01986322],[4.90951506 3.66067184],[0.46627067 0.94293963],[8.33210385 4.83531957],[-0.94007055  0.44566094]
[6.77653038 1.78075924],[-0.97678209  0.04485322],[7.53264056 5.04973559],[ 0.99576595 -0.22234266],[8.41771134 1.53891437],[0.86612494 0.3152674 ],[8.66542488 4.02577688],[-0.2304083   0.93876754],[5.7036287 4.4173911],[-0.5449715  -0.85984085],[5.53032928 3.76988865],[-0.49249044 -0.83188459],[8.13651549 1.42587075],[ 0.61453721 -0.47002489],[8.12773517 1.59561778],[0.89142184 0.01705572],[4.95865792 3.75379701],[0.51620725 0.91916405],[8.23691738 4.87746673],[-0.96376424  0.3965638 ]
[6.67910214 1.78694955],[-0.97116189  0.07925033],[7.63147185 5.02515601],[ 0.98312523 -0.26645136],[8.50348903 1.57285   ],[0.848222   0.36259141],[8.64052457 4.11896992],[-0.26326647  0.92894332],[5.65087236 4.32985496],[-0.51010415 -0.89051749],[5.48330761 3.68602551],[-0.4504635 -0.8478669],[8.19778405 1.37993042],[ 0.61155572 -0.44790622],[8.21658635 1.59936199],[0.88567789 0.05821873],[5.01276298 3.84448592],[0.56301964 0.89172363],[8.13950733 4.91466137],[-0.98286401  0.34830678]
[6.58225524 1.7965024 ],[-0.9659041   0.11130475],[7.72932643 4.99662374],[ 0.96981064 -0.30789783],[8.58740162 1.61155779],[0.82832673 0.41013901],[8.61241582 4.21111788],[-0.29912689  0.91344356],[5.60176047 4.23949157],[-0.47311058 -0.9174124 ],[5.44033943 3.60041784],[-0.4113205  -0.86659127],[8.25919354 1.33669926],[ 0.61599901 -0.41711833],[8.30490238 1.6073869 ],[0.8802818  0.10232229],[5.07165363 3.93252197],[0.61368266 0.86786012],[8.04012828 4.94678457],[-1.00016999  0.29819314]
[6.48622551 1.80945425],[-0.95400793  0.14818143],[7.82556024 4.96378141],[ 0.95502345 -0.34830574],[8.66893801 1.65472815],[0.8036771  0.45473216],[8.58069558 4.3015877 ],[-0.33686805  0.89412833],[5.55639374 4.14657387],[-0.43596888 -0.94227856],[5.40078879 3.51248867],[-0.37699685 -0.88901984],[8.32067031 1.29623833],[ 0.61491039 -0.39052527],[8.39251812 1.61980077],[0.86793856 0.1421199 ],[5.13555603 4.01809896],[0.66315082 0.84252791],[7.93946181 4.97419943],[-1.01092992  0.25184242]
[6.39145059 1.8260975 ],[-0.94125372  0.18460412],[7.92018098 4.92690913],[ 0.93413561 -0.39198128],[8.74803146 1.70246886],[0.77934897 0.50146999],[8.54523499 4.39007269],[-0.37588924  0.87172993],[5.51529031 4.0518075 ],[-0.38225742 -0.9491746 ],[5.36510381 3.42279717],[-0.33630613 -0.90423929],[8.38232894 1.25880203],[ 0.61873186 -0.35747342],[8.47909224 1.63649667],[0.86074605 0.18947776],[5.20399861 4.10074604],[0.70946557 0.81433136],[7.83804727 4.99719635],[-1.01807874  0.20700859]
[6.29811081 1.84647027],[-0.92443883  0.22376784],[8.01262625 4.88569749],[ 0.91332609 -0.43327578],[8.82479253 1.75507865],[0.75519638 0.55025845],[8.50589617 4.4762586 ],[-0.40952372  0.85297527],[5.47926118 3.95606253],[-0.33733557 -0.96441987],[5.3338317 3.3319474],[-0.29075855 -0.91424719],[8.44423106 1.2246188 ],[ 0.61989128 -0.32531947],[8.56449795 1.65761696],[0.84497237 0.2307956 ],[5.27667842 4.18020665],[0.74525577 0.7762339 ],[7.73628798 5.01599361],[-1.01903548  0.16672051]
[6.20666396 1.87092252],[-0.90605699  0.26356626],[8.10288979 4.84038437],[ 0.89204401 -0.47240898],[8.89893566 1.81244415],[0.7245403  0.59407362],[8.46328712 4.56053881],[-0.44273448  0.83216688],[5.44787227 3.85900839],[-0.28925612 -0.97524495],[5.30706836 3.24007681],[-0.24337414 -0.92195722],[8.50620608 1.19370195],[ 0.6194194 -0.2929133],[8.64845882 1.68311633],[0.83185659 0.27719581],[5.35307601 4.25604181],[0.7800534  0.73806065],[7.63424637 5.03048028],[-1.02087719  0.12368829]
[6.11678623 1.89900431],[-0.88868719  0.30056059],[8.19089418 4.7911664 ],[ 0.86843056 -0.51108545],[8.96972416 1.87395683],[0.69200232 0.63705151],[8.41698215 4.64226228],[-0.47868882  0.80658118],[5.42122379 3.76086617],[-0.24149624 -0.98507891],[5.28521225 3.14760917],[-0.19229297 -0.92583743],[8.56818745 1.16618108],[ 0.61790428 -0.25946927],[8.73072195 1.71299036],[0.81651908 0.32375289],[5.43284419 4.32800055],[0.81515763 0.70122715],[7.53233758 5.04091207],[-1.01906625  0.08295343]
[6.0290122  1.93108191],[-0.86941326  0.33809021],[8.27619379 4.73786576],[ 0.84065933 -0.55134723],[9.03713968 1.9396943 ],[0.6571156  0.67854364],[8.3671697  4.72139828],[-0.51665868  0.77668447],[5.3996525 3.6620885],[-0.19180959 -0.99205913],[5.26835516 3.05465363],[-0.14591817 -0.93410912],[8.62988965 1.14198216],[ 0.61915792 -0.22109527],[8.81176477 1.74798568],[0.80024398 0.37248843],[5.51575565 4.39596498],[0.84283964 0.6580692 ],[7.43044175 5.04700516],[-1.01536204  0.04217013]
[5.94299334 1.96663378],[-0.8501795  0.3734183],[8.35893996 4.6809076 ],[ 0.8146331  -0.58694799],[9.10109534 2.0096391 ],[0.62295828 0.72128932],[8.31420422 4.79806591],[-0.54515439  0.75369818],[5.38272231 3.56237722],[-0.14621013 -1.00115851],[5.2562006  2.96099709],[-0.09660786 -0.93831442],[8.69206004 1.12210851],[ 0.62226136 -0.17790972],[8.89069133 1.78748466],[0.77951395 0.41907479],[5.60161749 4.45985356],[0.87276368 0.61837622],[7.32880726 5.04883558],[-1.02039126 -0.00911051]
[5.8594708  2.00620916],[-0.82247042  0.41562822],[8.43898419 4.62043673],[ 0.78566994 -0.62257648],[9.16151863 2.08374911],[0.58365016 0.75898692],[8.25827843 4.87219287],[-0.57152021  0.73022099],[5.37103965 3.46251484],[-0.08476419 -0.99342671],[5.24901553 2.86700389],[-0.04709471 -0.94128956],[8.75451818 1.10668842],[ 0.62456191 -0.13230082],[8.9673629  1.83157896],[0.75426269 0.46344482],[5.6904873 4.5198621],[0.90355784 0.58110618],[7.2265799 5.0452563],[-1.02210601 -0.06094977]
[5.77839864 2.0495879 ],[-0.79593724  0.45463468],[8.51583563 4.55624607],[ 0.75121595 -0.66091699],[9.2174468  2.16106901],[0.53621904 0.78863841],[8.19953776 4.94366014],[-0.60293731  0.69906521],[5.36476591 3.36271896],[-0.03776824 -0.99907255],[5.24667455 2.77267581],[-0.00255167 -0.94764532],[8.81709302 1.09588992],[ 0.62661089 -0.08342069],[9.04141235 1.88011938],[0.72723947 0.50812462],[5.78208043 4.57587565],[0.92494096 0.53610187],[7.12488154 5.03708311],[-1.01348156 -0.10433888]
[5.70030539 2.0970976 ],[-0.76646023  0.49464387],[8.58893888 4.48805938],[ 0.71134185 -0.70183576],[9.2688242  2.24153944],[0.49323976 0.82253661],[8.13741203 5.01164335],[-0.6400227   0.65973016],[5.36371219 3.26297164],[ 0.01625238 -0.99599264],[5.24904743 2.67808402],[ 0.04902363 -0.94489644],[8.87970767 1.09000627],[ 0.62854086 -0.03073459],[9.11278187 1.93325144],[0.69759364 0.55220358],[5.87592172 4.62756959],[0.95145211 0.4977748 ],[7.02415562 5.02460684],[-1.00076303 -0.14496977]
[5.6250637  2.14839355],[-0.73736393  0.53184284],[8.65847962 4.41635706],[ 0.67808863 -0.73307793],[9.31623417 2.32568039],[0.45213992 0.85714193],[8.07199137 5.07597334],[-0.66968815  0.6251086 ],[5.36768828 3.16326298],[ 0.06342017 -0.99742076],[5.25659941 2.5838647 ],[ 0.1014182 -0.9397701],[8.94277061 1.0898797 ],[0.63075796 0.0269977 ],[9.18110567 1.99080028],[0.66635976 0.59644715],[5.97227389 4.6754053 ],[0.9737603  0.45753975],[6.92451294 5.00781954],[-0.99347074 -0.19247611]
[5.55295444 2.20350348],[-0.70380489  0.57091999],[8.72484551 4.34183363],[ 0.64904627 -0.75709224],[9.35927527 2.41295814],[0.40861376 0.88794911],[8.0035241  5.13661735],[-0.69785152  0.58909713],[5.37651855 3.0637003 ],[ 0.11562323 -0.99105309],[5.26935925 2.49021928],[ 0.15618862 -0.93041077],[9.00592836 1.09564756],[0.63248199 0.08926175],[9.24634536 2.05289027],[0.63835646 0.64542935],[6.07041707 4.71887272],[0.98749823 0.41047715],[6.8257334  4.98630101],[-0.9796244  -0.23562423]
[5.48434651 2.26253025],[-0.66804086  0.6094384 ],[8.78789316 4.26464138],[ 0.61249371 -0.78566572],[9.39783744 2.50309929],[0.36026028 0.91215997],[7.93248532 5.19375956],[-0.72221046  0.55398014],[5.39061091 2.96491974],[ 0.16832788 -0.9820415 ],[5.28734584 2.39735463],[ 0.20466116 -0.92517565],[9.06925814 1.10791922],[0.63107115 0.15400684],[9.30845619 2.11961045],[0.60175167 0.68694633],[6.17015469 4.75793753],[1.00418991 0.36820851],[6.72870372 4.96077547],[-0.959938   -0.27380297]
[5.41927247 2.32521596],[-0.6350447   0.64214228],[8.84738909 4.18484254],[ 0.57791688 -0.80935893],[9.43121943 2.59524631],[0.30590156 0.92908284],[7.85906782 5.24730152],[-0.74734958  0.51515315],[5.40986195 2.86704527],[ 0.21544705 -0.97606238],[5.31023244 2.30521417],[ 0.25418202 -0.91597159],[9.13210813 1.12660646],[0.62421708 0.21890337],[9.3669523  2.19056747],[0.5677185  0.73172164],[6.27119327 4.79249654],[1.01926693 0.32607195],[6.6338319  4.93160203],[-0.93798888 -0.31021012]
[5.35781216 2.39132504],[-0.59203497  0.68160549],[8.90317185 4.10256143],[ 0.53846542 -0.83501752],[9.45936703 2.68921607],[0.25620619 0.9490454 ],[7.78325108 5.29692181],[-0.76827724  0.47747958],[5.43373829 2.76985865],[ 0.26301444 -0.966109  ],[5.33811842 2.21419029],[ 0.30598257 -0.90157827],[9.1937629  1.15154936],[0.60923556 0.28116185],[9.42164133 2.26561299],[0.52591865 0.76898509],[6.37374833 4.82297851],[1.03216301 0.28436414],[6.54065995 4.8982305 ],[-0.92542568 -0.35752782]
[5.30052526 2.4610797 ],[-0.5508155   0.71579209],[8.95527544 4.01812308],[ 0.50502747 -0.8519483 ],[9.48250622 2.78502973],[0.20617934 0.96630875],[7.70504556 5.34232283],[-0.79532417  0.43042397],[5.46235551 2.67381533],[ 0.30842203 -0.95510317],[5.37140611 2.12495437],[ 0.35833985 -0.88406118],[9.25416638 1.1832475 ],[0.5982581  0.35313719],[9.47221477 2.34444408],[0.482085   0.80405778],[6.47740428 4.84922211],[1.0406907  0.24060832],[6.44924201 4.86053023],[-0.90284017 -0.39650474]
[5.24759086 2.53429806],[-0.51048513  0.7453569 ],[9.00383292 3.93190945],[ 0.46608504 -0.8718917 ],[9.50060426 2.88239947],[0.15454732 0.97931283],[7.62428832 5.38298636],[-0.81779135  0.38431325],[5.49572242 2.57924062],[ 0.35649944 -0.93827413],[5.41011545 2.03780383],[ 0.41622819 -0.85812921],[9.31280603 1.22175978],[0.57540844 0.41877383],[9.51797709 2.42634688],[0.43259299 0.83332231],[6.58195427 4.87124545],[1.04891859 0.1989357 ],[6.35987858 4.81866197],[-0.88464898 -0.44128945]
[5.19878159 2.61038153],[-0.46618623  0.77522514],[9.04859316 3.84392983],[ 0.42915511 -0.88725605],[9.51346493 2.98086251],[0.10243828 0.98925953],[7.54185165 5.41944921],[-0.83325011  0.34214799],[5.53385264 2.48646012],[ 0.40442244 -0.91848333],[5.45448308 1.95326001],[ 0.47211627 -0.83119612],[9.3689137  1.26684568],[0.5505928  0.48753228],[9.5587247  2.51109238],[0.38152313 0.86057102],[6.68688674 4.88875428],[1.05291473 0.15479278],[6.27243906 4.77233439],[-0.86158336 -0.48288813]
[5.15442407 2.68928216],[-0.4217598   0.80136257],[9.0896834  3.75455066],[ 0.38996927 -0.9025846 ],[9.52104378 3.08011152],[0.04552005 0.99164272],[7.45766605 5.45132879],[-0.85335873  0.29192572],[5.57665865 2.39570412],[ 0.45280412 -0.89500205],[5.50438034 1.87152523],[ 0.52910467 -0.7996122 ],[9.42253556 1.3190425 ],[0.52011111 0.5552769 ],[9.59428325 2.59844806],[0.33074234 0.88734679],[6.79223933 4.90198671],[1.05246781 0.10848835],[6.18785966 4.72234994],[-0.82787058 -0.51464071]
[5.11481128 2.77089934],[-0.37050097  0.83027519],[9.1264128  3.66334653],[ 0.34784278 -0.91783886],[9.52297271 3.17953337],[-0.00752559  0.99560148],[7.37171182 5.47823952],[-0.86806695  0.2433643 ],[5.62435347 2.30749449],[ 0.50024916 -0.86942834],[5.55972295 1.79288697],[ 0.57714172 -0.77301272],[9.47286666 1.37796859],[0.48682119 0.62399565],[9.62478604 2.68843107],[0.28001765 0.9126773 ],[6.89741115 4.91052548],[1.05058888 0.06215959],[6.10629716 4.66880511],[-0.80125091 -0.55427941]
[5.08060275 2.85545555],[-0.31539277  0.85837589],[9.15892386 3.57074614],[ 0.30670877 -0.92944831],[9.51957319 3.27917019],[-0.06102301  0.99598031],[7.28395965 5.49976701],[-0.88877432  0.18462036],[5.6766202  2.22184399],[ 0.54647159 -0.84163038],[5.62030339 1.71756331],[ 0.63268059 -0.73450974],[9.51993846 1.44397575],[0.45425807 0.69597647],[9.64992385 2.78057036],[0.2249088  0.93198415],[7.00255107 4.91468044],[1.05039383 0.01968943],[6.02785815 4.61171026],[-0.76692601 -0.58708987]
[5.05218536 2.94285805],[-0.25311624  0.88859348],[9.18764486 3.47740569],[ 0.26830884 -0.93642349],[9.51078746 3.37865279],[-0.11334458  0.99439896],[7.19462565 5.5156881 ],[-0.89995066  0.13110439],[5.73351441 2.1391485 ],[ 0.5936357  -0.80945034],[5.68597205 1.64585389],[ 0.68080041 -0.69874462],[9.56330486 1.51679655],[0.41385394 0.76116887],[9.66993043 2.87490188],[0.17297907 0.95187537],[7.10762566 4.91467441],[ 1.04907503 -0.02136271],[5.95247385 4.55091378],[-0.74221139 -0.63043485]
[5.02985568 3.03287288],[-0.19404081  0.91035549],[9.21243002 3.38336965],[ 0.22345504 -0.94777785],[9.49684699 3.47787612],[-0.16338893  0.99146193],[7.10422871 5.52611339],[-0.90825075  0.07650562],[5.79488299 2.05960841],[ 0.63289139 -0.78155669],[5.75636533 1.57787961],[ 0.72628533 -0.66068071],[9.60262525 1.59611343],[0.37313096 0.82538599],[9.68470239 2.97103985],[0.12133286 0.9691432 ],[7.21224453 4.91035584],[ 1.04107219 -0.0669914 ],[5.88014723 4.48632016],[-0.70734684 -0.66450493]
[5.01353298 3.12491533],[-0.13367211  0.92848933],[9.23282034 3.28842898],[ 0.18315472 -0.95190552],[9.47794122 3.57664805],[-0.21374919  0.98431316],[7.0133996 5.5312967],[-0.90901905  0.02606288],[5.8600667  1.98294062],[ 0.6705194  -0.75139664],[5.83098971 1.51364331],[ 0.76767976 -0.62172689],[9.63740491 1.68128505],[0.3248176  0.87985759],[9.69382229 3.06828196],[0.06420274 0.97835873],[7.31618833 4.90169033],[ 1.03714694 -0.10649475],[5.81142625 4.41840609],[-0.66859483 -0.69532617]
[5.00309137 3.21839081],[-0.0731256   0.94234766],[9.24881758 3.19283759],[ 0.13723504 -0.95911574],[9.45397424 3.6744979 ],[-0.26442597  0.97325663],[6.92273929 5.53154063],[-0.90550654 -0.02290688],[5.92933698 1.90980267],[ 0.71296711 -0.71265558],[5.90985443 1.4536558 ],[ 0.81042312 -0.5763514 ],[9.66735111 1.77173279],[0.27391882 0.92807994],[9.69735822 3.16642228],[0.00582412 0.98323338],[7.41966014 4.8891378 ],[ 1.03016005 -0.14619302],[5.74639102 4.34719335],[-0.62824603 -0.72507938]
[4.99884535 3.31315201],[-0.01324035  0.95084451],[9.26063459 3.09704663],[ 0.09922776 -0.95637565],[9.42520036 3.77131433],[-0.31129698  0.96209947],[6.83197232 5.52625404],[-0.90706805 -0.08062707],[6.0022832  1.84015917],[ 0.74815085 -0.67738863],[5.99300779 1.39848362],[ 0.85252278 -0.52630201],[9.69195573 1.86652799],[0.21693457 0.96578103],[9.6951907  3.26503114],[-0.04914989  0.98833431],[7.52203208 4.87231097],[ 1.02052144 -0.18663259],[5.68549698 4.27308595],[-0.58915498 -0.7565698 ]
[5.00066872 3.40864382],[0.05049148 0.95898375],[9.26869072 3.00163612],[ 0.06217142 -0.95138526],[9.39182854 3.86690078],[-0.35832141  0.94680686],[6.74147748 5.51544728],[-0.90223754 -0.1354346 ],[6.07901874 1.77450593],[ 0.78344469 -0.63815402],[6.0799858  1.34819584],[ 0.88913897 -0.47653355],[9.71088361 1.96487491],[0.16220374 1.00065604],[9.6875336  3.36397022],[-0.10502458  0.98873265],[7.62389805 4.85206597],[ 1.01238223 -0.22214675],[5.62862449 4.19592705],[-0.54995366 -0.78821617]
[5.00893547 3.50478797],[0.11605396 0.96441838],[9.27283331 2.90659077],[ 0.0210556  -0.94881979],[9.35343296 3.96047498],[-0.40831823  0.92537389],[6.65149164 5.4990133 ],[-0.89594671 -0.19227657],[6.1590924 1.7127743],[ 0.81761047 -0.59625699],[6.17052799 1.30304949],[ 0.92245286 -0.42483152],[9.72433765 2.06640456],[0.11182965 1.03363842],[9.67448113 3.4629435 ],[-0.15650854  0.98945448],[7.72479069 4.82824651],[ 1.0041748  -0.25502677],[5.57582421 4.11575381],[-0.50742607 -0.81652811]
[5.02384777 3.60133019],[0.18116072 0.96487888],[9.27253903 2.81159466],[-0.0265087  -0.95019127],[9.3103261  4.05201804],[-0.45274066  0.90592924],[6.5623793  5.47696974],[-0.88742805 -0.25019174],[6.24208787 1.65492173],[ 0.84381891 -0.5587254 ],[6.26419025 1.26311219],[ 0.95053349 -0.37337384],[9.7327424  2.17084721],[0.05848905 1.05618167],[9.6560673  3.56156613],[-0.2107531  0.9833166],[7.82440299 4.80080611],[ 0.98886903 -0.29266726],[5.52751896 4.03299308],[-0.45932512 -0.8392516 ]
[5.04496922 3.69744061],[0.24101475 0.9566855 ],[9.26783354 2.71693198],[-0.06918252 -0.94435548],[9.26241156 4.14107957],[-0.50274079  0.87750971],[6.47450705 5.4493604 ],[-0.87033673 -0.30262925],[6.32776116 1.60105265],[ 0.87130527 -0.51642938],[6.36048142 1.22837784],[ 0.97501896 -0.32093813],[9.73592265 2.27729926],[0.00681069 1.0733575 ],[9.63253004 3.65966194],[-0.25950792  0.97821971],[7.92231278 4.76951732],[ 0.97142261 -0.33061147],[5.48379083 3.94773989],[-0.41094829 -0.86142094]
[5.07228313 3.79278544],[0.30393076 0.94842248],[9.25848119 2.62260305],[-0.11352337 -0.93756076],[9.2101507  4.22776645],[-0.5439058   0.85410315],[6.38807378 5.4160888 ],[-0.85394106 -0.35883416],[6.41651844 1.55194425],[ 0.90139139 -0.46752467],[6.45926158 1.19915862],[ 0.9980166  -0.26527741],[9.73360228 2.38481779],[-0.05258089  1.07673706],[9.60397903 3.75688153],[-0.31120416  0.96579245],[8.01874085 4.73481263],[ 0.95862224 -0.36145721],[5.44523005 3.86059624],[-0.36110203 -0.88213756]
