[2.26684583 2.68453959],[ 4.63468721 -0.76505396],[6.7295788  9.77351871],[0.16699609 0.97863446],[5.45305741 4.03839294],[-0.94473155  2.04417208],[2.29494954 5.21403366],[-2.09989482  4.83891096],[8.27598893 8.30801275],[-3.79443531  1.54866186],[3.80115035 8.68727486],[-3.56685477 -2.167764  ],[5.50005434 1.61323315],[0.53507397 1.6292694 ],[2.18729807 8.4311973 ],[-1.04784915  4.1174973 ],[2.30300232 9.74068831],[-4.11897167  2.68164183],[9.25899189 0.49067419],[-2.05499407  3.69520597]
[3.05510403 5.58852068],[ 0.82746991 -0.43870709],[4.510533   8.33397078],[-0.79466077  0.69334999],[3.84106347 4.66667662],[-0.64213454 -0.37699128],[1.62640852 7.6156912 ],[-0.22789557  0.91480991],[4.80493824 8.80048051],[-0.61809212  0.76054735],[1.58972876 7.89559735],[-0.40588777 -0.91390355],[3.64445702 5.68820509],[ 0.84483974 -0.32022271],[2.202457  8.6084001],[0.50640897 0.7984495 ],[3.0186492  8.65738386],[-0.97550665 -0.45475674],[3.10408157 7.0658734 ],[ 0.42248169 -0.93972964]
[3.13852146 5.5466043 ],[ 0.83961155 -0.40050089],[4.42975185 8.40152407],[-0.81895464  0.65934641],[3.77408747 4.63100562],[-0.69250733 -0.33123136],[1.60523991 7.70711235],[-0.19567325  0.91322048],[4.74101116 8.87482799],[-0.65939013  0.72684577],[1.55101082 7.80340717],[-0.37070783 -0.93180943],[3.72913052 5.65796951],[ 0.84948927 -0.28331949],[2.25424945 8.68672512],[0.52991127 0.76849173],[2.92251197 8.61107723],[-0.94856497 -0.47243845],[3.14645603 6.9726833 ],[ 0.42700862 -0.92212825]
[3.22296476 5.50842697],[ 0.85063389 -0.36133838],[4.34669427 8.46571232],[-0.84135852  0.62488132],[3.70275024 4.60070875],[-0.73244171 -0.2726326 ],[1.58753061 7.79854117],[-0.15727935  0.9162627 ],[4.67273404 8.94540242],[-0.70420509  0.68596551],[1.51614689 7.70984175],[-0.32658106 -0.93934472],[3.8138998  5.63114312],[ 0.84708641 -0.25180137],[2.30882128 8.76244856],[0.56104276 0.7453577 ],[2.82840561 8.56237246],[-0.93570688 -0.50385214],[3.18896294 6.88093157],[ 0.42379761 -0.91218681]
[3.30852919 5.47430446],[ 0.85842458 -0.32300437],[4.26118303 8.5261171 ],[-0.86630393  0.58537026],[3.62732706 4.57626969],[-0.77519172 -0.21528073],[1.57376779 7.89026874],[-0.11951075  0.91643128],[4.60000869 9.01172908],[-0.74759928  0.64259711],[1.48540375 7.61528353],[-0.28667842 -0.94993087],[3.89876584 5.607897  ],[ 0.84873843 -0.21432576],[2.36641491 8.83571807],[0.59195076 0.72106024],[2.73592596 8.51084227],[-0.91394084 -0.5266323 ],[3.23131677 6.79036639],[ 0.42390333 -0.89847939]
[3.3947274  5.44397125],[ 0.8657671  -0.28308431],[4.17376049 8.58304025],[-0.88262418  0.55232232],[3.54775638 4.55770907],[-0.81465151 -0.1545202 ],[1.56417243 7.98228563],[-0.07410191  0.92173904],[4.52349748 9.07407104],[-0.78323869  0.60296791],[1.45869377 7.51978378],[-0.24400032 -0.95632265],[3.9837522  5.58845555],[ 0.8520511 -0.1730006],[2.42679327 8.90620951],[0.61514834 0.6882445 ],[2.64535492 8.45677274],[-0.89454978 -0.55173575],[3.27334693 6.7008649 ],[ 0.4201727  -0.88800047]
[3.48202873 5.41813645],[ 0.87919758 -0.23415955],[4.0845914  8.63644239],[-0.90173933  0.51435829],[3.464712   4.54566646],[-0.84682221 -0.08722301],[1.55845811 8.07406622],[-0.03699296  0.91684183],[4.44367631 9.13250661],[-0.81468335  0.56359791],[1.43631731 7.42376032],[-0.2034392  -0.96378352],[4.06857082 5.57275801],[ 0.84672107 -0.13825237],[2.4897076  8.97360005],[0.64391349 0.66026735],[2.55677115 8.4002446 ],[-0.87374226 -0.57533529],[3.31527959 6.61270317],[ 0.41829696 -0.875392  ]
[3.57047825 5.39716909],[ 0.8862062  -0.18835663],[3.99351366 8.6859345 ],[-0.92218921  0.47266295],[3.37834184 4.54014612],[-0.88310995 -0.02650491],[1.55688044 8.16567469],[0.00641405 0.9159376 ],[4.36065406 9.18675096],[-0.8467032   0.51967745],[1.41812738 7.3271992 ],[-0.15911444 -0.96606387],[4.15341126 5.56121506],[ 0.84702426 -0.09523891],[2.55496539 9.03762181],[0.66481498 0.62367146],[2.47079674 8.34191164],[-0.84793193 -0.5933679 ],[3.35689406 6.52569721],[ 0.41648699 -0.86219283]
[3.65921561 5.3804862 ],[ 0.89136235 -0.14203006],[3.90037487 8.73109967],[-0.93855323  0.43231317],[3.28876932 4.54090559],[-0.90814482  0.04105133],[1.55952193 8.25694843],[0.04508831 0.90795713],[4.27425018 9.23620785],[-0.87998978  0.47017282],[1.40418471 7.23028527],[-0.11779244 -0.96989244],[4.23772892 5.55353757],[ 0.84129711 -0.05606693],[2.62262    9.09825288],[0.68722532 0.58782734],[2.38725958 8.28164886],[-0.8227809  -0.61175797],[3.39819161 6.43989464],[ 0.40725415 -0.8559336 ]
[3.74846926 5.36859454],[ 0.89060467 -0.09855103],[3.80613386 8.77267631],[-0.95021902  0.3949883 ],[3.19689471 4.54837607],[-0.92898269  0.10766562],[1.56573332 8.34705749],[0.07942527 0.89435089],[4.18522251 9.28122464],[-0.90259936  0.42756454],[1.3943963  7.13309793],[-0.07747003 -0.97302194],[4.32160481 5.55003804],[ 0.83592755 -0.0138944 ],[2.69257027 9.15531588],[0.70989923 0.55148982],[2.30646671 8.21979718],[-0.79802556 -0.63016712],[3.43855781 6.35476365],[ 0.40139432 -0.8452389 ]
[3.83779214 5.36132759],[ 0.89255988 -0.04962291],[3.71049865 8.81018277],[-0.9634829   0.35376222],[3.10325913 4.56252369],[-0.94162051  0.17622279],[1.57533957 8.43571117],[0.11407118 0.87989502],[4.09379807 9.32166153],[-0.92798865  0.37843261],[1.38888138 7.03591968],[-0.03242743 -0.96986376],[4.40491306 5.5508645 ],[0.82929973 0.02984897],[2.76467882 9.20859711],[0.73207399 0.5138818 ],[2.22773307 8.15568539],[-0.77767949 -0.65304831],[3.47837171 6.27076184],[ 0.39247905 -0.83706861]
[3.92689255 5.35866961],[ 8.92298874e-01 -2.63659972e-04],[3.61361013 8.8435216 ],[-0.97332945  0.31365275],[3.00883259 4.58367612],[-0.94500864  0.2475904 ],[1.58859398 8.52302559],[0.15469538 0.86973923],[3.99997435 9.35712386],[-0.95095914  0.32771477],[1.38774862 6.93901058],[ 0.01020955 -0.96763654],[4.48751617 5.55616603],[0.82294169 0.07687612],[2.83902386 9.25810285],[0.75633303 0.4777023 ],[2.15132371 8.0895757 ],[-0.74843658 -0.66698791],[3.51724023 6.18757154],[ 0.38688887 -0.82469704]
[4.01576378 5.36089691],[0.88581948 0.04589866],[3.51577883 8.87278723],[-0.98056638  0.27411263],[2.91439278 4.61195929],[-0.94226868  0.31831817],[1.60609729 8.60938729],[0.1985293  0.86021594],[3.90365658 9.38709566],[-0.97347662  0.27292847],[1.39099462 6.84251602],[ 0.05360659 -0.96304035],[4.56909946 5.56593778],[0.81064099 0.12094758],[2.91561384 9.30378534],[0.77468202 0.43511615],[2.07766929 8.0219115 ],[-0.72494454 -0.68654754],[3.55576594 6.10584382],[ 0.38193062 -0.81148955]
[4.10405123 5.3679399 ],[0.88124809 0.09681557],[3.41707127 8.89784023],[-0.99072948  0.22944793],[2.82015659 4.64686444],[-0.94038126  0.38042131],[1.62815109 8.69481718],[0.24267557 0.84809562],[3.80548433 9.41179034],[-0.99191812  0.21837503],[1.39865993 6.7466437 ],[ 0.09938367 -0.95442309],[4.64975219 5.58058796],[0.80049537 0.17066777],[2.99439546 9.34554812],[0.79758331 0.39677062],[2.00681399 7.9527424 ],[-0.69176775 -0.69639614],[3.59371587 6.02537932],[ 0.37621862 -0.79856683]
[4.19166689 5.38001972],[0.87269997 0.14685883],[3.31765404 8.91861979],[-0.99424549  0.18925476],[2.72654696 4.68800856],[-0.9285066   0.44442602],[1.65457872 8.77886349],[0.28544013 0.83201116],[3.70570108 9.43106893],[-1.00446259  0.16590545],[1.41067055 6.65149238],[ 0.14169484 -0.94739218],[4.72910365 5.60009736],[0.78519966 0.21865792],[3.07492932 9.38291719],[0.81167839 0.34914115],[1.93914622 7.88245615],[-0.66083741 -0.70855936],[3.63122626 5.94635913],[ 0.37348757 -0.78232563]
[4.27816439 5.39698781],[0.85780586 0.19337063],[3.21778093 8.93518161],[-1.00103496  0.14378035],[2.63441545 4.73546574],[-0.9137517   0.50374614],[1.68518017 8.86107762],[0.32538621 0.81079403],[3.60496648 9.44525036],[-1.01207691  0.11540373],[1.42686234 6.55710491],[ 0.18511112 -0.93704719],[4.80684047 5.62448989],[0.76856366 0.26872648],[3.15712263 9.41574655],[0.83215513 0.30756467],[1.87418714 7.81056302],[-0.6382295  -0.72916077],[3.66831141 5.86882739],[ 0.36563123 -0.77084969]
[4.36321951 5.41878257],[0.84337233 0.24304802],[3.11773579 8.94759809],[-0.99972143  0.10464582],[2.54399251 4.78869903],[-0.89245564  0.56192426],[1.71988815 8.94117275],[0.36794111 0.78992149],[3.50356046 9.45432683],[-1.01707641  0.06470149],[1.44729275 6.4637486 ],[ 0.22286537 -0.93023045],[4.88289911 5.65405613],[0.75047475 0.32102149],[3.2412582  9.44433059],[0.84983867 0.26354541],[1.81178133 7.73689779],[-0.61357083 -0.74778893],[3.70413719 5.79201889],[ 0.35188588 -0.76416276]
[4.44659449 5.44544838],[0.82619597 0.29272829],[3.01769432 8.95590402],[-1.00155472  0.06061288],[2.45576857 4.84745705],[-0.87134489  0.61265028],[1.75844768 9.01866901],[0.40478878 0.76125411],[3.40166645 9.45820547],[-1.02062495  0.01259279],[1.47190673 6.37160038],[ 0.26835972 -0.91344945],[4.95660568 5.68848044],[0.72317242 0.36743802],[3.32712687 9.46849546],[0.87008491 0.22265791],[1.75174201 7.66127243],[-0.58935825 -0.76680498],[3.73892067 5.71625664],[ 0.34525213 -0.74955159]
[4.52826895 5.47725135],[0.80488208 0.34128603],[2.91756293 8.9597831 ],[-1.0003669   0.01734003],[2.36962966 4.91089768],[-0.84949685  0.65695263],[1.80084502 9.09334345],[0.44318249 0.73194405],[3.29915409 9.45644097],[-1.02801758 -0.04690826],[1.50097204 6.28112458],[ 0.30999998 -0.89862783],[5.02749668 5.72762098],[0.69561239 0.41682301],[3.41437881 9.4879751 ],[0.87540027 0.16743366],[1.69405188 7.58368203],[-0.56485536 -0.78534372],[3.77331984 5.6422489 ],[ 0.3429943  -0.73032417]
[4.60770503 5.51393368],[0.78385929 0.3927842 ],[2.81771662 8.9594094 ],[-0.99827019 -0.02687221],[2.28642058 4.9791928 ],[-0.81470219  0.70793429],[1.84729912 9.16518458],[0.483281   0.70191223],[3.1962292 9.448864 ],[-1.02545588 -0.09999595],[1.53397857 6.19204176],[ 0.35035887 -0.88241956],[5.0956623  5.77190289],[0.66856908 0.47019758],[3.5021984  9.50196541],[0.87959009 0.11097761],[1.63914619 7.50457729],[-0.53285031 -0.79633856],[3.80733429 5.57001822],[ 0.33778131 -0.71372879]
[4.68481173 5.55567788],[0.7587203  0.44292112],[2.71798182 8.95439009],[-0.99581502 -0.0732612 ],[2.20657601 5.05217805],[-0.7803448   0.75265978],[1.89764321 9.23378376],[0.5252313  0.67135369],[3.09364287 9.43594658],[-1.02634423 -0.15889734],[1.57117293 6.10484451],[ 0.39114304 -0.86347457],[5.16096871 5.82154058],[0.63731622 0.52276661],[3.59080495 9.51070136],[0.8902438  0.06173649],[1.58722913 7.42415833],[-0.50086962 -0.80738861],[3.84074507 5.49939218],[ 0.32983942 -0.69930834]
[4.75952479 5.60269318],[0.73599123 0.49821437],[2.61889357 8.94503067],[-0.98500217 -0.11311652],[2.13025252 5.12944346],[-0.74474091  0.79314266],[1.95228121 9.29929913],[0.57053859 0.64162235],[2.99141726 9.4174406 ],[-1.01736877 -0.21064143],[1.61204209 6.01927812],[ 0.42615247 -0.84741147],[5.22297292 5.8764142 ],[0.6037713  0.57610911],[3.68012462 9.51422791],[0.89547516 0.00836356],[1.53886436 7.34296832],[-0.46716441 -0.81716652],[3.87306021 5.4299505 ],[ 0.31892893 -0.68691241]
[4.83170336 5.65510732],[0.70677144 0.54956164],[2.52078113 8.93151411],[-0.97694845 -0.1572543 ],[2.05773556 5.21074388],[-0.7045827   0.83304694],[2.01137023 9.36163895],[0.61220953 0.60584356],[2.8904565  9.39406215],[-1.00177504 -0.25701078],[1.65693293 5.93596921],[ 0.46925155 -0.82082798],[5.28141902 5.93655712],[0.56705682 0.62897083],[3.76964876 9.51215815],[ 0.89403899 -0.05048469],[1.49369239 7.26061381],[-0.43535609 -0.82895379],[3.90464873 5.36215293],[ 0.31437774 -0.66748619]
[4.90076571 5.71256721],[0.67509369 0.60048797],[2.42367998 8.91369312],[-0.96710311 -0.20140883],[1.98915259 5.2957098 ],[-0.66636615  0.86623766],[2.07488681 9.42055234],[0.6581935  0.57226026],[2.79080565 9.36572926],[-0.99031803 -0.3090134 ],[1.70559805 5.85490804],[ 0.50435767 -0.79955154],[5.33595714 6.00186174],[0.52195313 0.67560488],[3.85914368 9.50438955],[ 0.89505098 -0.10530293],[1.45168604 7.1770673 ],[-0.4039812  -0.84118258],[3.93581021 5.2963466 ],[ 0.30653162 -0.65083012]
[4.96645555 5.77500191],[0.64216756 0.65182365],[2.32731085 8.89108316],[-0.95837038 -0.24928908],[1.92443006 5.38381484],[-0.62781507  0.89545163],[2.14282097 9.47583563],[0.69851028 0.53123709],[2.69251446 9.33232201],[-0.97567026 -0.35952369],[1.75786938 5.77621288],[ 0.54262765 -0.77234011],[5.38604948 6.07198035],[0.47703959 0.72403597],[3.94855525 9.49106373],[ 0.89493915 -0.1589307 ],[1.41264744 7.09213993],[-0.3734837  -0.85395534],[3.96579527 5.23186631],[ 0.29227603 -0.63950849]
[5.02861402 5.84239442],[0.5985098  0.69361711],[2.23233719 8.86410554],[-0.94023179 -0.28952742],[1.86383292 5.4749079 ],[-0.58489101  0.92495533],[2.21467991 9.52683179],[0.73716024 0.48703831],[2.59590887 9.29401086],[-0.9569234  -0.40731021],[1.81410948 5.70050927],[ 0.57977583 -0.74368624],[5.43147105 6.14681399],[0.42967215 0.77089343],[4.0376982 9.4722628],[ 0.88857081 -0.2159588 ],[1.37757759 7.00683114],[-0.33150439 -0.85596241],[3.99446212 5.16868399],[ 0.27971469 -0.62531268]
[5.08634098 5.91394598],[0.55701792 0.7383867 ],[2.13929795 8.83317116],[-0.9228109  -0.33165809],[1.80761494 5.56883604],[-0.54218031  0.95035098],[2.28981274 9.57274258],[0.76851744 0.43402192],[2.50127784 9.25096339],[-0.93644546 -0.45448131],[1.87374093 5.627491  ],[ 0.61476363 -0.71429293],[5.47191204 6.22609873],[0.37478169 0.81033754],[4.12597789 9.44766761],[ 0.87780583 -0.27459036],[1.34628626 6.92087606],[-0.29553698 -0.86433134],[4.02181342 5.10692325],[ 0.26997187 -0.60709498]
[5.13992266 5.98999064],[0.51329989 0.7810921 ],[2.04788236 8.79780799],[-0.90647756 -0.37682262],[1.75556123 5.66503156],[-0.49858751  0.97329335],[2.36823899 9.61344612],[0.80121171 0.3812207 ],[2.4087285  9.20317692],[-0.91476768 -0.50155579],[1.93730303 5.55798309],[ 0.65371643 -0.67813757],[5.50648473 6.30895091],[0.31735651 0.8471775 ],[4.21310377 9.41729165],[ 0.86337685 -0.33365778],[1.31876916 6.8342533 ],[-0.25368656 -0.86702025],[4.04829316 5.04713644],[ 0.26062592 -0.58748464]
[5.18909229 6.07024924],[0.46998326 0.82374642],[1.95837954 8.75812054],[-0.88601236 -0.41961384],[1.70762388 5.76312302],[-0.4607902  0.987538 ],[2.45012787 9.64904273],[0.83306279 0.32721428],[2.31841    9.15069621],[-0.89087692 -0.54739609],[2.00468278 5.4921629 ],[ 0.69048651 -0.64113988],[5.53553502 6.3956428 ],[0.26397758 0.88651783],[4.29851453 9.38090293],[ 0.8437728 -0.394556 ],[1.29522912 6.74713561],[-0.21634626 -0.87450549],[4.07359396 4.98912602],[ 0.24695178 -0.57094321]
[5.23360738 6.1544024 ],[0.42165052 0.86033648],[1.87105973 8.71420719],[-0.86212351 -0.46060048],[1.66395218 5.86298843],[-0.41353271  1.00833119],[2.53470037 9.67871357],[0.85625853 0.26407254],[2.23040184 9.09351119],[-0.8686593  -0.59576862],[2.07544981 5.4299103 ],[ 0.72360819 -0.60462675],[5.55904288 6.48593805],[0.20766346 0.92022159],[4.38194965 9.33859286],[ 0.8272924  -0.44845313],[1.27558265 6.65943072],[-0.17506639 -0.87801114],[4.09738966 4.93270633],[ 0.23058405 -0.5555773 ]
[5.27319926 6.24205122],[0.37231235 0.89435593],[1.78604793 8.66602667],[-0.83306112 -0.49805976],[1.62479245 5.9645638 ],[-0.37014097  1.02228887],[2.622143   9.70263084],[0.89251408 0.214614  ],[2.14514879 9.03199352],[-0.83758805 -0.63571015],[2.14915444 5.3710924 ],[ 0.74916076 -0.57256104],[5.57682204 6.57933095],[0.14597631 0.94504594],[4.4637274  9.29112782],[ 0.80476094 -0.50356155],[1.25993535 6.57125195],[-0.13442153 -0.88203165],[4.12003909 4.87838701],[ 0.21924146 -0.53374952]
[5.30783423 6.33296672],[0.3192136 0.9223268],[1.70426428 8.61437723],[-0.80109182 -0.53355759],[1.59014862 6.06757798],[-0.32274988  1.03747832],[2.71244836 9.7209324 ],[0.91369844 0.15182781],[2.06338311 8.9668634 ],[-0.79952209 -0.66860002],[2.22595725 5.31618548],[ 0.78177553 -0.53013282],[5.58879898 6.67537619],[0.09387306 0.97509944],[4.54287505 9.23799743],[ 0.77920968 -0.55719144],[1.24845546 6.48277724],[-0.0932965  -0.88544225],[4.14138935 4.82616699],[ 0.20674619 -0.51142594]
[5.33702651 6.4264301 ],[0.26312184 0.94502296],[1.62580459 8.55924606],[-0.76770742 -0.56879414],[1.56004409 6.17176969],[-0.28072506  1.04476824],[2.80486426 9.73302548],[0.93784249 0.09381972],[1.98531144 8.89833534],[-0.76406109 -0.70404658],[2.30553785 5.26519966],[ 0.81150867 -0.48735585],[5.59515534 6.77373987],[0.03178519 0.98986006],[4.61903728 9.17931528],[ 0.74553573 -0.6141275 ],[1.24170371 6.3945653 ],[-0.04407808 -0.88118778],[4.16142355 4.77620245],[ 0.19688037 -0.48465606]
[5.3606854  6.52211497],[0.21125476 0.96918043],[1.55081295 8.50065814],[-0.73409222 -0.60507271],[1.53424504 6.27670465],[-0.23351148  1.05522334],[2.89960546 9.73940242],[0.95488664 0.03222778],[1.91057236 8.82604653],[-0.73145776 -0.74238719],[2.38821883 5.21880241],[ 0.84074787 -0.44139148],[5.59534407 6.87338909],[-0.0280165   1.00214519],[4.69182136 9.11517782],[ 0.71321113 -0.66465217],[1.23963968 6.3065382 ],[ 0.00244216 -0.87959982],[4.18092    4.72944989],[ 0.19257736 -0.4506014 ]
[5.37897372 6.61984954],[0.15395443 0.98438902],[1.47908171 8.43826995],[-0.70109552 -0.64341049],[1.51307881 6.38246166],[-0.19207865  1.05740257],[2.99580229 9.73953492],[ 0.96952299 -0.02842098],[1.83922049 8.75005656],[-0.69420759 -0.7759367 ],[2.47365935 5.17701586],[ 0.86993171 -0.39183439],[5.58945911 6.97391218],[-0.08874432  1.00827212],[4.76115028 9.04603184],[ 0.67322835 -0.71750047],[1.24224639 6.21871259],[ 0.05144421 -0.87510213],[4.19974673 4.68596216],[ 0.18349964 -0.41926534]
[5.39190424 6.7192921 ],[0.10378021 1.00275159],[1.4107509 8.372081 ],[-0.66586626 -0.68085277],[1.49620575 6.48851525],[-0.1436258   1.06485736],[3.09292255 9.73324951],[ 0.97386575 -0.09566732],[1.77163571 8.67076785],[-0.6557838  -0.80801308],[2.56193865 5.14030873],[ 0.89425433 -0.34310021],[5.57789605 7.07513935],[-0.14613409  1.01168338],[4.82640389 8.97179494],[ 0.62759488 -0.77053745],[1.25003137 6.13161944],[ 0.10565303 -0.86530235],[4.21756179 4.64562399],[ 0.17240604 -0.38747093]
[5.39963145 6.82015461],[0.04918147 1.01222732],[1.34600335 8.30214772],[-0.62950152 -0.71833935],[1.48412014 6.59511027],[-0.09983829  1.06502399],[3.19070063 9.72067577],[ 0.97954545 -0.15708232],[1.70780971 8.58821026],[-0.62024994 -0.84245551],[2.65242532 5.1084301 ],[ 0.91710722 -0.29227937],[5.56056011 7.17639424],[-0.20068442  1.01224354],[4.8873949  8.89283466],[ 0.5910572  -0.80895874],[1.26319277 6.04547008],[ 0.15797385 -0.85704564],[4.23383012 4.60817248],[ 0.15604022 -0.35800186]
[5.40199645 6.92185247],[-0.00426804  1.01859685],[1.28502179 8.22854568],[-0.58887346 -0.75251135],[1.47601638 6.70127673],[-0.06064647  1.05974838],[3.28860828 9.70175962],[ 0.9794416  -0.21955301],[1.64791478 8.50261864],[-0.58139651 -0.87290471],[2.74500363 5.08162765],[ 0.93504946 -0.24265682],[5.53814391 7.27774883],[-0.25027156  1.01114311],[4.94462178 8.81017773],[ 0.55106281 -0.84576711],[1.28170347 5.96030589],[ 0.20855044 -0.84959817],[4.24889009 4.57425615],[ 0.1412439  -0.32370709]
[5.39864184 7.02362351],[-0.06409746  1.01502324],[1.22844928 8.15182617],[-0.54330594 -0.78267436],[1.47183617 6.80687542],[-0.02190933  1.05308129],[3.38626929 9.67661504],[ 0.97416041 -0.28204748],[1.5923215  8.41443544],[-0.5304178  -0.89062138],[2.8392712  5.05985456],[ 0.95105952 -0.19154558],[5.51020761 7.37815995],[-0.30534096  0.99933763],[4.99734555 8.72359863],[ 0.50477573 -0.88361646],[1.305148   5.87585705],[ 0.25701919 -0.84228976],[4.26218725 4.54367188],[ 0.12275147 -0.28930386]
[5.38938151 7.1249558 ],[-0.11961213  1.01241779],[1.17631013 8.07192997],[-0.50085682 -0.81660936],[1.47199908 6.91218408],[0.02189799 1.04955728],[3.4831001  9.64517757],[ 0.96219617 -0.34610305],[1.54158147 8.32424599],[-0.48360679 -0.91223612],[2.93517865 5.04341243],[ 0.9653422  -0.13846307],[5.47715778 7.47750882],[-0.35688683  0.9855202 ],[5.04518461 8.63323819],[ 0.45260821 -0.92204562],[1.33366941 5.79248262],[ 0.31321049 -0.82510433],[4.27376746 4.51687212],[ 0.10789721 -0.24694868]
[5.37448023 7.22573623],[-0.17565824  1.00535136],[1.1283842  7.98860339],[-0.45643775 -0.84860891],[1.47675637 7.01724726],[0.07118677 1.0491369 ],[3.57889173 9.60776464],[ 0.95174074 -0.40302481],[1.49535651 8.23176733],[-0.43917624 -0.93539383],[3.0320333  5.03194863],[ 0.97100129 -0.09119256],[5.4387404  7.57502525],[-0.41177964  0.96371404],[5.08814231 8.53962253],[ 0.40709959 -0.94897379],[1.36768852 5.71080219],[ 0.36792493 -0.80729032],[4.28375333 4.49443802],[ 0.08959433 -0.20314548]
[5.35415818 7.32578833],[-0.23084742  0.99482995],[1.08529491 7.90246449],[-0.40650912 -0.87518884],[1.48582731 7.12154969],[0.1113033  1.03793335],[3.67319391 9.56450003],[ 0.93458329 -0.46105656],[1.45400412 8.13743693],[-0.38991711 -0.95309786],[3.12957729 5.02546351],[ 0.97953932 -0.03836361],[5.395037   7.67033964],[-0.46136791  0.94269257],[5.12663241 8.44359263],[ 0.36070415 -0.97290999],[1.40726022 5.63110952],[ 0.42208751 -0.78746224],[4.29173573 4.47648602],[ 0.07204139 -0.15297983]
[5.32852621 7.42478367],[-0.27978893  0.98623166],[1.04750435 7.8139737 ],[-0.34869558 -0.89402922],[1.49910456 7.22486603],[0.15561404 1.02944536],[3.76582589 9.51576713],[ 0.91548032 -0.5152258 ],[1.41752678 8.04132934],[-0.34021838 -0.96945581],[3.22794164 5.02439351],[0.98379654 0.01345843],[5.34640392 7.76334028],[-0.51287591  0.9150354 ],[5.16019807 8.34509496],[ 0.31110138 -0.99590596],[1.452197   5.55350382],[ 0.47698738 -0.76368856],[4.2978125  4.46371165],[ 0.05114333 -0.09980643]
[5.29785507 7.52254557],[-0.3304971   0.97132488],[1.01505837 7.72316805],[-0.29876033 -0.92038401],[1.51718047 7.32757194],[0.20420467 1.02263003],[3.85609419 9.46143272],[ 0.88877546 -0.57168622],[1.38584009 7.9434666 ],[-0.29443485 -0.9883627 ],[3.32662989 5.02853188],[0.990166   0.07005175],[5.29264239 7.85338608],[-0.55934029  0.88818154],[5.18874009 8.24443192],[ 0.26089991 -1.01560797],[1.50263335 5.47845949],[ 0.53055788 -0.7377147 ],[4.30199659 4.45680293],[ 0.0341205  -0.03560972]
[5.26261514 7.61907423],[-0.37448623  0.9582254 ],[0.98781179 7.6299883 ],[-0.2473198  -0.94406091],[1.53974044 7.4291247 ],[0.24655576 1.00775652],[3.94383808 9.40186481],[ 0.86798173 -0.61682503],[1.3588761  7.84394719],[-0.24490287 -1.00173831],[3.42553853 5.0380694 ],[0.98632294 0.11922277],[5.23443312 7.94071478],[-0.60185293  0.86058314],[5.2121536  8.14187097],[ 0.20527999 -1.03702512],[1.55829249 5.40607864],[ 0.581033   -0.71075421],[4.30415395 4.45637967],[0.01137734 0.03078524]
[5.22268086 7.71377253],[-0.42543634  0.93393112],[0.96602974 7.53483376],[-0.18861916 -0.95909254],[1.56624139 7.52884733],[0.28613784 0.98927352],[4.02938674 9.33795207],[ 0.84238145 -0.66115098],[1.3369687  7.74327502],[-0.19166496 -1.00994568],[3.52410425 5.05266153],[0.98234957 0.17026079],[5.17215295 8.02523237],[-0.64276423  0.83000397],[5.22984949 8.03723754],[ 0.15042095 -1.05328051],[1.61912341 5.33673757],[ 0.63396731 -0.67690968],[4.30380624 4.46278894],[-0.01667659  0.10042319]
[5.17810309 7.80629771],[-0.46865554  0.91334583],[0.94988502 7.43801809],[-0.13373533 -0.97619541],[1.59640222 7.62638481],[0.3164322  0.96093033],[4.11218124 9.26966663],[ 0.81265405 -0.70458302],[1.3201883  7.64165714],[-0.14238925 -1.02044268],[3.62204413 5.07221822],[0.97602145 0.22068636],[5.10593543 8.10662823],[-0.68200131  0.79681445],[5.24255115 7.93161191],[ 0.10498265 -1.05763576],[1.68488851 5.2706561 ],[ 0.68271922 -0.64250527],[4.300568   4.47652112],[-0.04414098  0.17954834]
[5.12894566 7.89631378],[-0.51224928  0.88853103],[0.93949454 7.33986437],[-0.0770269  -0.98936534],[1.63006703 7.72155131],[0.35908716 0.94434979],[4.19210507 9.19737924],[ 0.78502852 -0.74118745],[1.30900792 7.53972317],[-0.08448526 -1.0212802 ],[3.71952538 5.09710117],[0.97060453 0.27430084],[5.03581568 8.18452323],[-0.72124889  0.759568  ],[5.25064686 7.82556556],[ 0.05759515 -1.06235137],[1.75567803 5.20841434],[ 0.7334775  -0.60103988],[4.29481771 4.49883895],[-0.07284458  0.2661003 ]
[5.07579426 7.98400276],[-0.55376188  0.86159989],[0.93485964 7.24061447],[-0.01482334 -0.99438616],[1.66799896 7.81496448],[0.40056718 0.92470516],[4.2686502  9.12103751],[ 0.74585687 -0.78494855],[1.30310014 7.43727896],[-0.03540559 -1.02884326],[3.81578992 5.12674217],[0.95613701 0.32001658],[4.96192795 8.2586529 ],[-0.75531943  0.72356443],[5.25380884 7.71895892],[ 0.00584418 -1.06918731],[1.83146171 5.15050524],[ 0.78245263 -0.55594939],[4.28585975 4.52987154],[-0.10534599  0.3565334 ]
