[2.31864775 4.55133475],[4.93877671 0.89660961],[0.63735868 8.43105787],[-2.18369651  1.81851772],[4.57433747 9.29941805],[-1.46844934 -4.47209365],[0.98282766 4.49585331],[ 0.39749486 -1.8240335 ],[9.41106139 9.74065174],[-0.68810105  1.99738055],[6.93005828 7.11165221],[-2.13075261  0.50978113],[7.49740966 2.40028493],[1.38987054 1.92413358],[7.89480989 4.72185321],[-0.65724028  3.89457483],[9.97190841 4.02011123],[1.11444362 0.88598162],[7.91688236 5.71154967],[3.48784401 2.10039248]
[2.77191328 5.4518095 ],[ 0.08316598 -0.93584502],[3.33761389 6.20629602],[-0.93862727  0.41348618],[2.36969006 7.04618857],[-0.42980964 -0.94278296],[2.58396408 6.91331422],[-0.07900602 -1.08692843],[3.35651678 8.17796887],[-0.04049537  0.81257095],[3.96741239 8.67169051],[-1.00949542 -0.54604956],[3.92657204 4.83561142],[ 0.79087922 -0.43902408],[6.35366009 6.18604989],[0.18588417 0.83851068],[3.11833169 4.95882638],[ 0.92874395 -0.39895923],[4.88228934 4.5746387 ],[0.81803761 0.42687984]
[2.78163668 5.35896903],[ 0.1112587  -0.92103834],[3.24440936 6.24765652],[-0.92835657  0.41061329],[2.32858662 6.95143128],[-0.39041208 -0.95043412],[2.57747645 6.80488064],[-0.04987934 -1.08079584],[3.3527019 8.258163 ],[-0.03276538  0.79417495],[3.86761501 8.61492334],[-0.98827355 -0.59106555],[4.00582432 4.79293257],[ 0.7934321  -0.41518193],[6.36902993 6.27102701],[0.12290493 0.86214535],[3.21205352 4.92096789],[ 0.94151103 -0.36206675],[4.96332751 4.61999089],[0.80020356 0.47789881]
[2.79427899 5.26770006],[ 0.14204389 -0.90399529],[3.15234607 6.28879624],[-0.91335383  0.41169675],[2.2917637  6.85623823],[-0.34788775 -0.95524552],[2.57402316 6.69720358],[-0.01864586 -1.07212549],[3.35002787 8.33681412],[-0.02031071  0.77899871],[3.77044472 8.55418689],[-0.95747936 -0.62576902],[4.08554544 4.7529068 ],[ 0.79967595 -0.38648568],[6.37831383 6.35847129],[0.05920848 0.88269275],[3.30681361 4.88665482],[ 0.95213171 -0.32543218],[5.04216915 4.67011477],[0.77486278 0.52294244]
[2.8097547  5.17787144],[ 0.16664902 -0.89317745],[3.06169315 6.3299317 ],[-0.89878778  0.41191915],[2.2585527  6.75995286],[-0.31566293 -0.96944576],[2.5734459  6.59017967],[ 0.00818053 -1.06702504],[3.34830541 8.41358406],[-0.01302232  0.75736799],[3.6762071  8.48988528],[-0.92729108 -0.6600598 ],[4.16596968 4.71590098],[ 0.80613397 -0.35608033],[6.38098227 6.44759808],[-0.00690309  0.89822489],[3.40265792 4.85612794],[ 0.9645443 -0.2848779],[5.11845374 4.7247779 ],[0.75110987 0.57073216]
[2.82789969 5.0893579 ],[ 0.19495086 -0.87831504],[2.97273067 6.37131711],[-0.88239096  0.41383951],[2.22872318 6.66247804],[-0.28016752 -0.97898624],[2.57558989 6.48375453],[ 0.03222644 -1.06358241],[3.34739935 8.48821713],[-0.0053016  0.7349588],[3.5846993  8.42190568],[-0.90052774 -0.69699008],[4.24705286 4.68202448],[ 0.81365417 -0.32302999],[6.37698941 6.5380582 ],[-0.07370638  0.90956188],[3.4995384  4.82957254],[ 0.97108492 -0.24797641],[5.19222345 4.78413457],[0.72184465 0.61401667]
[2.84837638 5.00187017],[ 0.21525013 -0.87052003],[2.88503599 6.41249258],[-0.86851464  0.4125287 ],[2.20268641 6.56434409],[-0.23866488 -0.98172668],[2.58031085 6.37792572],[ 0.06096299 -1.05417357],[3.34723998 8.56052367],[6.54324536e-04 7.09529377e-01],[3.49612957 8.35054142],[-0.87238507 -0.73158501],[4.32860894 4.65125283],[ 0.81848947 -0.29114312],[6.36618971 6.62932229],[-0.14432602  0.91294652],[3.59648098 4.80616176],[ 0.96939401 -0.21856181],[5.26282066 4.84760348],[0.69009762 0.65535294]
[2.87097289 4.9153164 ],[ 0.23843531 -0.85865069],[2.79909384 6.45388218],[-0.84737952  0.41829999],[2.18072447 6.46588265],[-0.19723789 -0.98407362],[2.58767396 6.27285459],[ 0.08850078 -1.04490629],[3.34761705 8.63016636],[0.00605594 0.68234024],[3.41054754 8.27594074],[-0.84086101 -0.76179183],[4.41067424 4.62378145],[ 0.82173459 -0.2591171 ],[6.34837756 6.72076205],[-0.209572    0.91711591],[3.69376484 4.7862662 ],[ 0.9726515 -0.1827402],[5.33005552 4.91503472],[0.65350903 0.69213413]
[2.89610472 4.83020026],[ 0.26475808 -0.84302159],[2.71523315 6.4958253 ],[-0.82799464  0.42237241],[2.16294054 6.3672375 ],[-0.15959731 -0.98972727],[2.59783322 6.16878807],[ 0.11539318 -1.03561129],[3.3487692  8.69725105],[0.01645699 0.65852914],[3.32792495 8.19817935],[-0.81178355 -0.79337995],[4.49289637 4.59942052],[ 0.82375439 -0.22683423],[6.323959   6.81224225],[-0.28104745  0.90927861],[3.79076214 4.76937607],[ 0.96849986 -0.15380468],[5.39382621 4.98634144],[0.61823175 0.73022621]
[2.92372566 4.74653773],[ 0.28820702 -0.82950047],[2.63343269 6.53828759],[-0.80380582  0.43111734],[2.1488641  6.26805086],[-0.11938345 -0.99131867],[2.61062685 6.06563691],[ 0.13968501 -1.02789216],[3.35127134 8.76215376],[0.03063561 0.63620402],[3.24826566 8.11737227],[-0.77917378 -0.8202727 ],[4.57520346 4.57824754],[ 0.82531437 -0.19343321],[6.29274069 6.90300178],[-0.34620594  0.90189183],[3.88729816 4.75535269],[ 0.96230094 -0.12648806],[5.4539075  5.06128429],[0.58315188 0.76823299]
[2.95376476 4.66434578],[ 0.31258179 -0.81415124],[2.55362815 6.5811945 ],[-0.79173537  0.42741462],[2.13914163 6.16906068],[-0.07606212 -0.98938669],[2.62622028 5.9636742 ],[ 0.17064221 -1.01289247],[3.35476321 8.82428643],[0.04237144 0.60926652],[3.17175929 8.03383004],[-0.75033089 -0.84966276],[4.657606   4.56044371],[ 0.8239467  -0.16117059],[6.25499145 6.99268694],[-0.41179905  0.88760573],[3.98334107 4.74421867],[ 0.95868866 -0.09600519],[5.50999842 5.1395214 ],[0.53973531 0.79740937]
[2.98632981 4.58382171],[ 0.34062116 -0.79430422],[2.47547981 6.62413846],[-0.77074391  0.43191479],[2.13361607 6.07017156],[-0.03385556 -0.98761796],[2.64502186 5.86332058],[ 0.20263958 -0.99686051],[3.35961654 8.88378254],[0.05523037 0.58077117],[3.09853927 7.94781593],[-0.71476864 -0.87106274],[4.73989677 4.54597557],[ 0.82240741 -0.12734446],[6.21068674 7.08062198],[-0.47558648  0.86862467],[4.07893166 4.73607729],[ 0.95357396 -0.06616645],[5.5619094  5.22080574],[0.50093954 0.83047825]
[3.02191893 4.50552825],[ 0.37205966 -0.77060025],[2.39911804 6.66719075],[-0.75665399  0.42884837],[2.13203818 5.97125302],[ 0.00172558 -0.99088599],[2.66690265 5.7644707 ],[ 0.23441594 -0.98059125],[3.36575951 8.94029016],[0.06746055 0.54875011],[3.02891867 7.85976292],[-0.67923219 -0.89133691],[4.82206839 4.53502412],[ 0.81855792 -0.09387511],[6.15995736 7.1662805 ],[-0.53476354  0.84758202],[4.17411335 4.73107877],[ 0.95003641 -0.03361774],[5.60963922 5.30504115],[0.45707412 0.8573895 ]
[3.06071194 4.42968974],[ 0.4028152  -0.74702656],[2.32412489 6.70984583],[-0.74139228  0.42591704],[2.13395673 5.87206787],[ 0.03835147 -0.9906648 ],[2.6920539  5.66735638],[ 0.26750456 -0.96271186],[3.37330665 8.99361867],[0.08579847 0.51954355],[2.9625767 7.7694724],[-0.64764416 -0.91420188],[4.90412186 4.52779029],[ 0.82078798 -0.0521256 ],[6.10339151 7.24956078],[-0.59688659  0.81652665],[4.26882165 4.72927975],[ 0.94538219 -0.00097031],[5.65325766 5.39216687],[0.41428671 0.88379095]
[3.102585   4.35625516],[ 0.43290107 -0.72321154],[2.25032245 6.75181637],[-0.73149892  0.4164397 ],[2.14024851 5.7736681 ],[ 0.08244219 -0.98221039],[2.71991234 5.57148342],[ 0.29184844 -0.95219162],[3.38265881 9.04380301],[0.10104085 0.48334053],[2.8996247  7.67719545],[-0.61238651 -0.93208893],[4.98595957 4.52441465],[ 0.81581834 -0.01523675],[6.04117552 7.32995546],[-0.6475552   0.79003405],[4.36352501 4.73130785],[0.94509803 0.03830129],[5.69235973 5.48161775],[0.3677104  0.90489041]
[3.14743623 4.28523314],[ 0.4649576  -0.69623857],[2.17802502 6.79330312],[-0.71549374  0.41210455],[2.15085345 5.67607701],[ 0.12924198 -0.96991072],[2.75005761 5.4766101 ],[ 0.31240313 -0.94358556],[3.39367835 9.09030166],[0.12009226 0.44667374],[2.84011201 7.58310728],[-0.57777869 -0.9493161 ],[5.06721494 4.52474837],[0.80873112 0.02165966],[5.97422819 7.40768589],[-0.69405729  0.7607933 ],[4.45780855 4.7369633 ],[0.94053995 0.07502109],[5.72645198 5.57276326],[0.31474753 0.91841887]
[3.19533321 4.21680961],[ 0.49300326 -0.67194984],[2.10744466 6.83442645],[-0.6963384   0.41003234],[2.16592406 5.57954845],[ 0.17269412 -0.95986541],[2.78256926 5.38298894],[ 0.33787889 -0.92853995],[3.40652034 9.13281258],[0.13981438 0.40579733],[2.78429718 7.48758981],[-0.53887348 -0.96121778],[5.14782927 4.52895189],[0.80457033 0.0638149 ],[5.90231938 7.48185818],[-0.74247552  0.72324393],[4.55151852 4.74625596],[0.93556387 0.1129817 ],[5.75577989 5.66571318],[0.26903541 0.93732961]
[3.2456581  4.15052189],[ 0.51452273 -0.65245532],[2.03870955 6.8752302 ],[-0.68144375  0.4028067 ],[2.18557349 5.48431949],[ 0.22064726 -0.94417928],[2.81772211 5.2910164 ],[ 0.36339369 -0.91243561],[3.42103649 9.1706668 ],[0.15502536 0.35491314],[2.73231681 7.39086547],[-0.50023317 -0.97251663],[5.22784229 4.53732031],[0.7952115  0.10345615],[5.8255166  7.55191228],[-0.78981119  0.6805835 ],[4.64470486 4.75942183],[0.92509739 0.14740966],[5.78019383 5.76011554],[0.22202696 0.95302536]
[3.29876474 4.0869014 ],[ 0.54884312 -0.61846186],[1.97185975 6.91565466],[-0.65549001  0.40566364],[2.20925168 5.38998836],[ 0.25605266 -0.93877377],[2.8556005  5.20087759],[ 0.39189971 -0.89241771],[3.43780377 9.20385303],[0.18026189 0.30769611],[2.68396402 7.29282731],[-0.46735864 -0.9884331 ],[5.30697326 4.54983803],[0.78578535 0.14565933],[5.74453443 7.61795784],[-0.83158575  0.63761354],[4.7362432 4.7754555],[0.90456004 0.17205119],[5.7998691  5.85591487],[0.16756986 0.95880282]
[3.35531422 4.02677608],[ 0.58150241 -0.58436309],[1.90710657 6.95582333],[-0.63942154  0.39765933],[2.23688585 5.29673612],[ 0.29641645 -0.92609045],[2.89595353 5.11242486],[ 0.41568616 -0.87585443],[3.45721692 9.23208605],[0.20913817 0.256917  ],[2.63906121 7.19343399],[-0.43222758 -1.00067396],[5.38492784 4.56646519],[0.77319698 0.18726842],[5.65946951 7.6795145 ],[-0.86933712  0.5929648 ],[4.82590373 4.79412791],[0.89052067 0.20334334],[5.81405127 5.9521783 ],[0.11651069 0.96652834]
[3.41501338 3.97004729],[ 0.61276369 -0.54956125],[1.84431714 6.99548699],[-0.6172819   0.39454322],[2.26893169 5.20521951],[ 0.34291033 -0.90559647],[2.93884482 5.02585162],[ 0.44315498 -0.85446393],[3.47943226 9.25476174],[0.23793342 0.19804666],[2.59743898 7.09267236],[-0.39740567 -1.01151366],[5.46158235 4.58735282],[0.75925806 0.23025927],[5.57049338 7.736191  ],[-0.90837158  0.54142829],[4.91432495 4.81615698],[0.87897685 0.23849652],[5.82344246 6.04938626],[0.06707322 0.97291054]
[3.47768016 3.9167556 ],[ 0.64158097 -0.51486295],[1.78350937 7.0345411 ],[-0.59343363  0.39182585],[2.30521494 5.11543116],[ 0.37963962 -0.89274986],[2.9842708  4.94126037],[ 0.46791041 -0.83462402],[3.50444557 9.27103454],[0.26164717 0.1252817 ],[2.55970759 6.99127581],[-0.35879003 -1.01786227],[5.53694515 4.61278861],[0.74651537 0.27744768],[5.4782174  7.78805261],[-0.93791528  0.4943217 ],[5.00162323 4.84181803],[0.86504383 0.27297724],[5.82797916 6.14718095],[0.02141049 0.98007649]
[3.54338036 3.867215  ],[ 0.66906849 -0.4788852 ],[1.72518972 7.0733679 ],[-0.57460469  0.38283108],[2.34560151 5.02748854],[ 0.4274133  -0.86652645],[3.03224016 4.85877887],[ 0.49342835 -0.8128517 ],[3.53245406 9.2801853 ],[0.29634716 0.05405704],[2.52573073 6.88918428],[-0.31961975 -1.02267171],[5.61052662 4.64258007],[0.72550734 0.31914019],[5.38289685 7.8348735 ],[-0.9703605   0.43935812],[5.08741998 4.8708878 ],[0.84959717 0.30729984],[5.82770143 6.24527511],[-0.03015325  0.97822847]
[3.61179666 3.8213754 ],[ 0.69762045 -0.43909234],[1.66937002 7.11183681],[-0.54344742  0.38469471],[2.39018589 4.94169402],[ 0.46586967 -0.84731028],[3.08280031 4.77857198],[ 0.51857675 -0.79027857],[3.56411511 9.28191318],[ 0.33507926 -0.02277364],[2.49559998 6.78657937],[-0.2820629  -1.02823951],[5.68195014 4.67661285],[0.70587157 0.36485556],[5.28489997 7.87651924],[-0.98977385  0.39284255],[5.17166725 4.90345641],[0.83583184 0.34474878],[5.82223785 6.34302967],[-0.08387096  0.97169917]
[3.68297966 3.77957462],[ 0.72657652 -0.395857  ],[1.61654947 7.15030134],[-0.51462937  0.38267341],[2.43918234 4.85850332],[ 0.5113987  -0.81878599],[3.1356873  4.70050202],[ 0.54081511 -0.7692251 ],[3.59944907 9.27528829],[ 0.37075198 -0.11193115],[2.46908352 6.68334217],[-0.24555644 -1.0335369 ],[5.7514854  4.71544414],[0.68406395 0.41142294],[5.18458697 7.91293468],[-1.0150699   0.33608421],[5.25413365 4.93943865],[0.814049   0.37549678],[5.81089153 6.43954608],[-0.14005673  0.96119726]
[3.75730076 3.74251716],[ 0.7588193  -0.34569285],[1.56668106 7.18854352],[-0.48205206  0.38256993],[2.4924108  4.77796934],[ 0.55302163 -0.79158444],[3.19096734 4.62477624],[ 0.56745644 -0.74242347],[3.63854922 9.25953289],[ 0.41115378 -0.20427954],[2.44678626 6.58016384],[-0.20127812 -1.03088904],[5.81862833 4.75885963],[0.66112622 0.45961016],[5.08196806 7.94365988],[-1.03485309  0.28019204],[5.33465833 4.97878433],[0.79912923 0.41434281],[5.79423595 6.53518068],[-0.19318296  0.95088208]
[3.83459257 3.7104217 ],[ 0.78366135 -0.29900198],[1.52005327 7.22665684],[-0.44816526  0.38169308],[2.549796  4.7002863],[ 0.59305421 -0.76320211],[3.24897717 4.55185782],[ 0.59329897 -0.71516705],[3.68184942 9.23441456],[ 0.45244313 -0.30094005],[2.42862042 6.47696751],[-0.16202815 -1.03272531],[5.88346456 4.80722137],[0.63391393 0.50627216],[4.9777598  7.96898843],[-1.04634685  0.22891447],[5.41335465 5.02175698],[0.77534775 0.4457786 ],[5.77230985 6.62967806],[-0.2434496   0.94034002]
[3.91414433 3.68294718],[ 0.80804775 -0.24913657],[1.47661363 7.26436392],[-0.4197632   0.37291315],[2.61132628 4.62572841],[ 0.63343592 -0.73154942],[3.30961226 4.48177682],[ 0.61902209 -0.68659662],[3.72916254 9.19941294],[ 0.49155874 -0.40101726],[2.41433126 6.37359514],[-0.12613618 -1.03677769],[5.94527085 4.8600598 ],[0.60149301 0.55006651],[4.87285102 7.98951738],[-1.05196949  0.18122648],[5.489697   5.06795015],[0.75167131 0.47836575],[5.74571979 6.72328447],[-0.28847869  0.93096222]
[3.99634672 3.66089023],[ 0.8341429  -0.19309163],[1.43619317 7.30123579],[-0.3885619  0.3641571],[2.67655105 4.55414997],[ 0.67185712 -0.69869289],[3.37250785 4.41431945],[ 0.6420639  -0.65911338],[3.77980849 9.15397007],[ 0.52182187 -0.50613662],[2.40352644 6.26980969],[-0.09019534 -1.03882785],[6.00408008 4.91763008],[0.57017074 0.59706172],[4.76702484 8.00477923],[-1.06297     0.12498518],[5.56358434 5.11736543],[0.72703955 0.51103221],[5.71440467 6.81554204],[-0.33637216  0.91491595]
[4.08078984 3.64429544],[ 0.85136559 -0.14149841],[1.39919643 7.33738209],[-0.35069487  0.35893421],[2.74548697 4.48588552],[ 0.70439365 -0.66852342],[3.43784865 4.34983301],[ 0.66572257 -0.62936716],[3.83336499 9.09832565],[ 0.5474307 -0.6064734],[2.39651317 6.16608665],[-0.05085227 -1.03621886],[6.05969267 4.97992395],[0.53978328 0.64666961],[4.66070438 8.01487448],[-1.06468646  0.07536773],[5.63491519 5.17000643],[0.69963337 0.54193337],[5.67845075 6.90615522],[-0.38008372  0.89926482]
[4.16666285 3.63275148],[ 0.86662799 -0.08813753],[1.36586037 7.37270552],[-0.3142764   0.34869717],[2.81759569 4.42071845],[ 0.73693009 -0.63513575],[3.50552444 4.28837714],[ 0.69013471 -0.59712131],[3.88920524 9.03305855],[ 0.56558987 -0.69977511],[2.39363406 6.06286092],[-0.00742685 -1.02889128],[6.11204252 5.04701489],[0.50799962 0.69597403],[4.55426307 8.0199459 ],[-1.06339016  0.02648615],[5.70367075 5.22594988],[0.67391654 0.5754846 ],[5.6383355  6.99519958],[-0.42326451  0.87994499]
[4.25398604 3.62667855],[ 0.87830529 -0.03421971],[1.33657398 7.4072132 ],[-0.2740537   0.33818238],[2.89277017 4.35886173],[ 0.76639328 -0.60164163],[3.57569777 4.230297  ],[ 0.7117525  -0.56575394],[3.94626936 8.9587549 ],[ 0.57597506 -0.7827284 ],[2.39487998 5.96018648],[ 0.0334442  -1.02326549],[6.16095538 5.11880098],[0.46644626 0.73590311],[4.44771263 8.01976693],[-1.06668001 -0.02966909],[5.76927694 5.2847121 ],[0.64066082 0.60227476],[5.59387665 7.08210539],[-0.46389953  0.85945051]
[4.34277292 3.62651165],[0.89817578 0.03248391],[1.31146814 7.44059977],[-0.22990891  0.32692605],[2.97088931 4.3005117 ],[ 0.79400085 -0.56683949],[3.64811232 4.17553233],[ 0.73347614 -0.53229171],[4.0039127  8.87667153],[ 0.57684988 -0.85563112],[2.40014947 5.85807377],[ 0.0745555  -1.01621364],[6.20549022 5.19437085],[0.42427418 0.77538642],[4.34139073 8.01439278],[-1.05565896 -0.07386656],[5.83156799 5.34620102],[0.60684265 0.6292493 ],[5.54504903 7.16647052],[-0.51070405  0.82922744]
[4.43298073 3.63270931],[0.90695725 0.09307243],[1.29086971 7.47269243],[-0.18248372  0.3136117 ],[3.05169294 4.24571853],[ 0.82268997 -0.52786957],[3.72293089 4.12445267],[ 0.76126327 -0.4905094 ],[4.06151801 8.78813075],[ 0.57238737 -0.91495035],[2.40941382 5.75661104],[ 0.11329165 -1.01017187],[6.24537928 5.27344664],[0.37750842 0.81000699],[4.23591794 8.00429144],[-1.05402337 -0.12882621],[5.89071677 5.41066221],[0.57669702 0.66057893],[5.4917211 7.2478226],[-0.55787425  0.79520436]
[4.52393875 3.64504919],[0.91122942 0.15344646],[1.27543758 7.50357698],[-0.12473313  0.30446692],[3.13558331 4.19521356],[ 0.85304557 -0.48371693],[3.79991352 4.07705269],[ 0.78028886 -0.45519976],[4.11837859 8.69422903],[ 0.56074486 -0.96445178],[2.4229275  5.65617806],[ 0.1554116  -0.99976303],[6.2812343  5.35655939],[0.33762139 0.84981079],[4.13117294 7.98914383],[-1.04168739 -0.1751473 ],[5.94658963 5.47802243],[0.53759453 0.6835076 ],[5.43394178 7.32586476],[-0.59559302  0.76708614]
[4.61481203 3.66309113],[0.90814911 0.20974882],[1.26608768 7.53350557],[-0.06283229  0.29235159],[3.22205421 4.1488383 ],[ 0.87603335 -0.44368648],[3.87929812 4.03381339],[ 0.80687033 -0.40960915],[4.17378706 8.5958461 ],[ 0.54969657 -0.99888775],[2.44051326 5.55672007],[ 0.19581511 -0.98957124],[6.31272672 5.44316976],[0.29205396 0.88175639],[4.02754338 7.96916602],[-1.02934101 -0.223056  ],[5.99869523 5.54784654],[0.50013322 0.70861432],[5.37276548 7.40126799],[-0.62848094  0.73977741]
[4.70556963 3.68712288],[0.90820874 0.27267548],[1.26329042 7.56218869],[0.0050501  0.27812535],[3.31073972 4.10653058],[ 0.8987301  -0.40087703],[3.96113011 3.99507928],[ 0.82796357 -0.36645397],[4.22793452 8.49442803],[ 0.5307641  -1.03022801],[2.4625064  5.45871053],[ 0.24307596 -0.97148933],[6.33935203 5.5325504 ],[0.2427205  0.90767302],[3.92539668 7.94457907],[-1.01293673 -0.26811705],[6.04690388 5.62005493],[0.4642097  0.73571284],[5.30828723 7.47373544],[-0.66151292  0.708526  ]
[4.79595581 3.7172433 ],[0.89994243 0.33056704],[1.26754836 7.5892708 ],[0.08427125 0.26616509],[3.40164629 4.06861719],[ 0.91974169 -0.35647528],[4.04497879 3.96070962],[ 0.84925509 -0.32015344],[4.27995939 8.3901296 ],[ 0.50943591 -1.05473038],[2.48923666 5.36255613],[ 0.29093661 -0.95198038],[6.36102397 5.62436662],[0.18852602 0.92596622],[3.824957   7.91549535],[-0.99578904 -0.31355124],[6.0915362  5.69499466],[0.43013038 0.76466492],[5.24059598 7.54298522],[-0.6906285   0.67755621]
[4.88555021 3.75332588],[0.89149974 0.39104252],[1.28027765 7.61520877],[0.17183941 0.25248403],[3.49453265 4.03518615],[ 0.93948827 -0.31015109],[4.13086286 3.93104163],[ 0.86880268 -0.27231684],[4.32984321 8.28373146],[ 0.48742574 -1.07314997],[2.52054274 5.26821059],[ 0.33585391 -0.93394238],[6.37746385 5.71806215],[0.13558449 0.94266746],[3.72641835 7.88200564],[-0.97774138 -0.35915855],[6.13276508 5.7728099 ],[0.39299954 0.79006587],[5.17037739 7.60934623],[-0.71639764  0.64645161]
[4.97385737 3.7951305 ],[0.87393225 0.44451414],[1.3016917  7.63917815],[0.257228   0.22601165],[3.58905287 4.00619702],[ 0.954866   -0.26525948],[4.21900222 3.90664968],[ 0.89087996 -0.21797443],[4.37763069 8.17584941],[ 0.46655535 -1.08561338],[2.55617808 5.17560684],[ 0.37758358 -0.91702263],[6.3886365  5.81329689],[0.08490121 0.95842175],[3.62968689 7.84388013],[-0.95612571 -0.40269988],[6.17010225 5.8529645 ],[0.35293589 0.81205199],[5.09746643 7.67231297],[-0.74197082  0.61220333]
[5.0607885  3.84275358],[0.86013469 0.50363999],[1.33252431 7.66084483],[0.3578039  0.20409362],[3.68551375 3.98228066],[ 0.97233092 -0.21452478],[4.30881469 3.88734271],[ 0.90397956 -0.16906096],[4.4233687  8.06693749],[ 0.44880486 -1.09158679],[2.59637199 5.08517571],[ 0.42267894 -0.89481348],[6.39441174 5.9096135 ],[0.03175306 0.96840267],[3.53514272 7.80137107],[-0.93358775 -0.44642828],[6.2032399 5.9351013],[0.31236711 0.83300596],[5.02239494 7.73209421],[-0.76146438  0.58094266]
[5.14590795 3.89592688],[0.8408376  0.55849554],[1.37325915 7.67966245],[0.46014522 0.17413766],[3.78341275 3.96329099],[ 0.98737999 -0.16298673],[4.3994608 3.8725871],[ 0.91034317 -0.12425748],[4.46740488 7.95759957],[ 0.43017704 -1.09659391],[2.64129195 4.99728613],[ 0.47347981 -0.86490093],[6.39446337 6.0063642 ],[-0.02920015  0.96758722],[3.4430809  7.75466915],[-0.90810647 -0.48811659],[6.23213132 6.01909653],[0.26648645 0.84783316],[4.94489538 7.78811468],[-0.78783531  0.53961387]
[5.2289807  3.95450901],[0.81784251 0.61036652],[1.42480291 7.69565906],[0.56823168 0.14243434],[3.88276321 3.94958933],[ 0.99727016 -0.11300488],[4.49118968 3.8629182 ],[ 0.92089658 -0.07188066],[4.50952327 7.84779242],[ 0.41025608 -1.10116113],[2.69067781 4.91189151],[ 0.51398971 -0.84272201],[6.38864941 6.10312033],[-0.08483137  0.96904642],[3.35363483 7.70382533],[-0.88212752 -0.53020441],[6.25661928 6.10471675],[0.22323178 0.86427818],[4.86500888 7.84008985],[-0.8094591   0.49980949]
[5.30934687 4.01787485],[0.78648411 0.65382816],[1.48699842 7.70809279],[0.67595956 0.10636757],[3.98303087 3.94096051],[ 1.00507837 -0.06215649],[4.58362734 3.85829945],[ 0.9296551 -0.0181674],[4.54946524 7.73743864],[ 0.39145294 -1.10289442],[2.7438796  4.82863869],[ 0.5514022  -0.82044534],[6.37738606 6.19994227],[-0.13845876  0.96850406],[3.2670098  7.64895067],[-0.85085925 -0.56782409],[6.27693157 6.1920548 ],[0.18257516 0.88163508],[4.78280913 7.88777127],[-0.83538579  0.45236618]
[5.3867839  4.08577277],[0.75750837 0.69921758],[1.55994662 7.71691125],[0.78020905 0.06796427],[4.0839696  3.93744471],[ 1.01327093 -0.00810422],[4.67686144 3.85915633],[0.93616599 0.03696073],[4.58727753 7.62672335],[ 0.36981717 -1.10621445],[2.80096949 4.74791349],[ 0.59080933 -0.79312852],[6.36088738 6.29661617],[-0.19114718  0.96451621],[3.18341085 7.59017592],[-0.81926459 -0.6058413 ],[6.29284164 6.28070116],[0.13540515 0.89078656],[4.69834169 7.93085668],[-0.85567856  0.407065  ]
[5.46090047 4.15774888],[0.72470421 0.73995329],[1.64291767 7.72176961],[0.87629602 0.02799475],[4.18513677 3.93886293],[1.01403438 0.04079279],[4.77038115 3.86531906],[0.93588551 0.08845048],[4.62365951 7.51640104],[ 0.35515423 -1.10291727],[2.86182362 4.66989594],[ 0.62558771 -0.76735493],[6.33922407 6.3927714 ],[-0.24304485  0.95692278],[3.10360467 7.52821008],[-0.77652616 -0.63307942],[6.30407443 6.37022803],[0.09014622 0.90023298],[4.61211208 7.9695147 ],[-0.87063481  0.36390263]
[5.53182065 4.23382877],[0.69287125 0.78052158],[1.73462996 7.7222931 ],[ 0.95692383 -0.01620943],[4.28648323 3.94540491],[1.0142731  0.09168098],[4.86394197 3.87685512],[0.93438747 0.14180107],[4.65832859 7.40618069],[ 0.33844247 -1.1012763 ],[2.92657182 4.59502758],[ 0.666797  -0.7320893],[6.31270156 6.48826948],[-0.28960011  0.94994858],[3.02786135 7.46329295],[-0.73943089 -0.6664008 ],[6.31068389 6.46050144],[0.04467845 0.90748207],[4.5241627  8.00346577],[-0.88681234  0.31609529]
[5.59943586 4.31377132],[0.65771543 0.81627108],[1.83376089 7.71846822],[ 1.02459057 -0.058648  ],[4.38777462 3.95706988],[1.01235233 0.14277205],[4.95725858 3.89377787],[0.93106294 0.19623804],[4.69109218 7.2959258 ],[ 0.32084335 -1.09979406],[2.99502499 4.52342737],[ 0.70530444 -0.69634399],[6.28154379 6.58285336],[-0.33396609  0.94044163],[2.95553349 7.39471307],[-0.70318752 -0.70129473],[6.31320828 6.55181202],[0.00364864 0.91608288],[4.43491306 8.03279477],[-0.89893913  0.26918515]
[5.66330426 4.39697612],[0.62014347 0.84796383],[1.9389304  7.71048856],[ 1.07697663 -0.09985134],[4.48877157 3.97385467],[1.0084802  0.19409624],[5.05023416 3.9162867 ],[0.9284173  0.25438871],[4.72225379 7.18598032],[ 0.30444389 -1.09708293],[3.06715405 4.45538908],[ 0.73681091 -0.66433857],[6.24611088 6.67641179],[-0.37067121  0.9337622 ],[2.88713275 7.3229165 ],[-0.66467945 -0.73450508],[6.311276   6.64349932],[-0.04145965  0.91800533],[4.34448622 8.05730337],[-0.91088625  0.21916154]
