[5.80503326 2.80686357],[ 4.22141962 -3.89122168],[5.79654822 7.07584654],[ 0.53870353 -2.12637513],[0.78121514 0.16725332],[ 0.05268639 -2.04573964],[6.40563389 4.11992662],[-2.25903668  3.42049617],[9.58348262 7.70907276],[3.02735207 3.32920425],[5.04498543 3.37363073],[-2.7158341   1.12647029],[6.13868955 0.61834098],[ 0.21331384 -1.16054558],[9.05294954 0.85092044],[-1.50460967  4.49169326],[2.4350711  2.74879049],[1.39984726 3.50086995],[4.5530903 3.6786744],[-4.91157399 -3.07859411]
[3.82119262 1.00072284],[ 0.96193962 -0.31226255],[5.77498447 4.55732825],[ 0.85410413 -0.25578778],[3.36269527 2.58707586],[-0.06571046 -1.00598442],[5.73875941 4.25284017],[-1.09590922  0.21608181],[3.15477029 1.99677834],[0.40902135 1.05440866],[3.98828421 1.23536317],[-0.80727435  0.75170931],[5.22225772 1.77028217],[-0.44159712 -0.8690456 ],[6.71158694 2.97240193],[-0.14271842  0.98678407],[2.99559053 4.0864988 ],[0.3044579  0.84900935],[3.10987665 3.29595181],[-0.36188698 -0.96682253]
[3.91788405 0.97168659],[ 0.97375209 -0.26612762],[5.85941298 4.52916467],[ 0.83165637 -0.3099799 ],[3.35745677 2.48685533],[-0.03985572 -0.99908413],[5.62924454 4.27273961],[-1.09556951  0.18078978],[3.19685723 2.10190822],[0.42795414 1.04347831],[3.90874137 1.31142295],[-0.78315632  0.76961368],[5.17672242 1.68422127],[-0.46666524 -0.84961007],[6.6944535  3.07085609],[-0.19824771  0.98320994],[3.02839952 4.17083926],[0.34914819 0.83488259],[3.07526745 3.19882304],[-0.33349102 -0.97856235]
[4.01567439 0.94732478],[ 0.98275387 -0.2200281 ],[5.94171024 4.49578774],[ 0.81353633 -0.357848  ],[3.35467345 2.38724979],[-0.01450271 -0.99146975],[5.51938929 4.28869161],[-1.10247796  0.13694679],[3.24052233 2.20564845],[0.44355111 1.02962649],[3.83186316 1.38943702],[-0.75531391  0.78948599],[5.12900853 1.6004693 ],[-0.48883376 -0.82657694],[6.67180791 3.16877967],[-0.25727685  0.97198427],[3.06511577 4.25310553],[0.38276541 0.80789704],[3.04372227 3.10084673],[-0.29861878 -0.98203213]
[4.11442047 0.92776792],[ 0.99203969 -0.17080908],[6.0219416  4.45750273],[ 0.79222159 -0.40622875],[3.35446649 2.28849841],[ 0.01219248 -0.98166366],[5.40893567 4.30023561],[-1.10557218  0.09473924],[3.28560743 2.30789241],[0.45920498 1.01635045],[3.75780587 1.46939026],[-0.72709943  0.80804775],[5.07894967 1.51893708],[-0.51238923 -0.80403356],[6.64331629 3.26546199],[-0.31192861  0.96146469],[3.10503278 4.33246046],[0.42082275 0.78419721],[3.01560822 3.00252373],[-0.26359681 -0.98421458]
[4.21405345 0.91324552],[ 0.99795036 -0.12192433],[6.10008977 4.41458206],[ 0.76921958 -0.45313559],[3.35650678 2.19036212],[ 0.03072294 -0.97861337],[5.29856132 4.30789677],[-1.10245962  0.05788997],[3.33206455 2.40863567],[0.47160012 1.00024835],[3.68655    1.55109914],[-0.69867816  0.82519594],[5.02665363 1.43982071],[-0.53224249 -0.77694904],[6.60937983 3.3608892 ],[-0.36581749  0.9473179 ],[3.14900301 4.40959169],[0.46071192 0.76026912],[2.99071353 2.90376437],[-0.23222227 -0.98855837]
[4.3141124  0.90356822],[ 1.00193703 -0.07246045],[6.17571513 4.36690895],[ 0.74238719 -0.50062913],[3.36063335 2.09283724],[ 0.05007357 -0.97324056],[5.18822828 4.31154131],[-1.10050321  0.01863394],[3.37988287 2.50790653],[0.48666315 0.98712047],[3.61809974 1.63440776],[-0.67239127  0.83867846],[4.97251248 1.36358346],[-0.55162567 -0.74874685],[6.5701144  3.45474291],[-0.41588141  0.93251228],[3.19729245 4.48455078],[0.50412807 0.73768496],[2.96939772 2.80506146],[-0.19550847 -0.98678918]
[4.41425814 0.89864646],[ 1.00063959 -0.02609688],[6.24814733 4.31414387],[ 0.70686914 -0.55348636],[3.36676609 1.99600435],[ 0.07516281 -0.96070703],[5.07849191 4.31164255],[-1.09284901 -0.01513347],[3.42925752 2.60591568],[0.50454901 0.97674151],[3.55249575 1.71920882],[-0.64040511  0.85635925],[4.91620357 1.28998145],[-0.57527831 -0.72389515],[6.52599545 3.54701784],[-0.46797115  0.9107748 ],[3.24990612 4.55713183],[0.5480004  0.71352954],[2.95180564 2.70661991],[-0.154528   -0.98019769]
[4.51425162 0.89843351],[0.99826989 0.02125952],[6.31710118 4.25634662],[ 0.67378536 -0.60018728],[3.37566753 1.90068472],[ 0.10144735 -0.94698458],[4.96935642 4.30819548],[-1.09229647 -0.05650688],[3.48025532 2.70270268],[0.51447634 0.95821594],[3.48980611 1.80541754],[-0.61213345  0.86887162],[4.85741695 1.21880498],[-0.59806764 -0.69712634],[6.4767957  3.63703129],[-0.51831064  0.88642627],[3.30640584 4.62670745],[0.58234433 0.67814717],[2.93797756 2.60851965],[-0.12105761 -0.98054037]
[4.61377382 0.90281506],[0.99356202 0.06805802],[6.38276552 4.19410565],[ 0.63718546 -0.64622759],[3.38693437 1.80651098],[ 0.12455102 -0.93566064],[4.86056788 4.30082049],[-1.08325059 -0.09077078],[3.53209137 2.79752437],[0.52747402 0.9435053 ],[3.43003595 1.89289952],[-0.58308207  0.88074273],[4.79677702 1.1507759 ],[-0.61800888 -0.666628  ],[6.42261187 3.72444098],[-0.56544157  0.86094359],[3.36643159 4.69275985],[0.61962461 0.64417027],[2.9275313 2.5104891],[-0.0847579  -0.97675378]
[4.71274393 0.91189201],[0.98562163 0.11358728],[6.44456908 4.12727772],[ 0.60100023 -0.68746931],[3.40056292 1.71355724],[ 0.14788609 -0.92334794],[4.75278088 4.29010719],[-1.071086   -0.12202976],[3.58556473 2.89119523],[0.54058569 0.92854459],[3.37305304 1.98138665],[-0.55493907  0.89045532],[4.73387614 1.08557883],[-0.64308009 -0.64027486],[6.36355436 3.80892161],[-0.61727773  0.82640254],[3.43024306 4.75539664],[0.6573231  0.60912336],[2.92086819 2.41302555],[-0.04622358 -0.97015724]
[4.81090757 0.9256015 ],[0.97842165 0.16165695],[6.5025883  4.05638581],[ 0.55858171 -0.73038793],[3.41653948 1.62189291],[ 0.17378028 -0.90772715],[4.64614076 4.27620542],[-1.06360637 -0.15803133],[3.64009467 2.98313197],[0.55200162 0.91215942],[3.31910602 2.07099821],[-0.52222924  0.90328926],[4.66862878 1.02322554],[-0.66164161 -0.60646028],[6.29943451 3.88986094],[-0.66500985  0.79172737],[3.49762718 4.81426365],[0.68925435 0.56697234],[2.91846008 2.31662423],[-0.00323903 -0.95923441]
[4.90821609 0.94408758],[0.96756415 0.20808888],[6.55644698 3.98151819],[ 0.51755701 -0.76721387],[3.4352956 1.5319878],[ 0.19875132 -0.89289928],[4.54026732 4.25866906],[-1.05516894 -0.19423379],[3.69584839 3.07350936],[0.56232689 0.89467923],[3.26845743 2.16183517],[-0.49229174  0.91172265],[4.60140005 0.96417596],[-0.68458453 -0.57609451],[6.23094994 3.96751392],[-0.70583778  0.75939693],[3.5684504 4.8691005],[0.72654374 0.52901686],[2.91975256 2.22074765],[ 0.02808253 -0.95884814]
[5.00402853 0.96686836],[0.94996398 0.2489347 ],[6.60583366 3.90283676],[ 0.46731537 -0.8083848 ],[3.45642405 1.44348402],[ 0.22445708 -0.87649917],[4.43540304 4.23763015],[-1.04418716 -0.22874784],[3.75270078 3.16220587],[0.57317009 0.87776665],[3.22066564 2.25332428],[-0.46203135  0.91937213],[4.53166613 0.9079896 ],[-0.70695768 -0.54441281],[6.15839783 4.04172289],[-0.74282201  0.72642235],[3.64300161 4.92010175],[0.76413154 0.49064445],[2.92460424 2.12541785],[ 0.06665044 -0.94985372]
[5.09831245 0.99402951],[0.93608563 0.2948865 ],[6.65004444 3.82015472],[ 0.41727747 -0.84402622],[3.48056281 1.35706083],[ 0.25470224 -0.85554113],[4.33142719 4.21286203],[-1.03191723 -0.26328991],[3.81082208 3.24939165],[0.58740092 0.86407953],[3.17597318 2.34558285],[-0.43272477  0.92469744],[4.4602283  0.85555078],[-0.72481385 -0.50728245],[6.08200924 4.11227681],[-0.78564974  0.68322298],[3.72121434 4.9671529 ],[0.79966542 0.44998073],[2.93307089 2.03080852],[ 0.1037898  -0.94097729]
[5.19146186 1.02614368],[0.9275838  0.34845025],[6.68924308 3.73415423],[ 0.36463088 -0.87722894],[3.50726498 1.27230278],[ 0.27756889 -0.84117107],[4.22890953 4.18485289],[-1.01846919 -0.29701549],[3.87028685 3.33511631],[0.60059311 0.84910566],[3.13420046 2.43830419],[-0.40431408  0.92802516],[4.38715408 0.80702028],[-0.73782976 -0.46435499],[6.00166243 4.17861577],[-0.81921957  0.64492726],[3.80277858 5.00993913],[0.83110292 0.40533521],[2.94540987 1.9372965 ],[ 0.14074267 -0.93135568]
[5.28311793 1.06307837],[0.90704946 0.39183579],[6.72307747 3.64499586],[ 0.31113112 -0.90606173],[3.53655489 1.18933025],[ 0.31031131 -0.81612471],[4.12779701 4.15349088],[-1.00140584 -0.32780877],[3.93090176 3.41916754],[0.61117455 0.8313916 ],[3.09540887 2.53144337],[-0.37269297  0.93336345],[4.3125224  0.76257692],[-0.75439628 -0.42401289],[5.91848414 4.24145225],[-0.84402667  0.61155269],[3.88680074 5.0475671 ],[0.85215598 0.35007381],[2.96138098 1.84475065],[ 0.17802622 -0.91995309]
[5.37258639 1.1042723 ],[0.87957176 0.42929637],[6.75167082 3.55330531],[ 0.26143917 -0.92634924],[3.56900113 1.10875544],[ 0.33668918 -0.79714833],[4.02837113 4.11901706],[-0.9862426  -0.36085471],[3.99250585 3.50137403],[0.62199948 0.81384355],[3.05998868 2.62524322],[-0.33626683  0.94180872],[4.23593791 0.72190418],[-0.77626134 -0.38842398],[5.83250462 4.30044444],[-0.87149403  0.57176179],[3.97321134 5.07995832],[0.8752074  0.29700827],[2.9809158  1.75325991],[ 0.21288025 -0.90940007]
[5.45923165 1.14915642],[0.85362693 0.46871946],[6.77499337 3.45950243],[ 0.20195163 -0.9519683 ],[3.60428674 1.0303245 ],[ 0.36916039 -0.77123576],[3.930614   4.08136219],[-0.96936912 -0.39277006],[4.05503936 3.5816674 ],[0.62765923 0.79101844],[3.02824338 2.71982004],[-0.29890788  0.94913842],[4.15759451 0.68523676],[-0.78870153 -0.34292522],[5.74374649 4.35523982],[-0.90214641  0.52504747],[4.06215831 5.10731802],[0.9010412  0.24780757],[3.00426838 1.66322656],[ 0.25427253 -0.89106984]
[5.54314995 1.197886  ],[0.82469854 0.50590662],[6.79207648 3.36313206],[ 0.14111663 -0.97328688],[3.64287867 0.95457384],[ 0.40152984 -0.74481993],[3.8346399  4.04057894],[-0.94965473 -0.42241209],[4.11816808 3.65970582],[0.63380527 0.76863934],[3.00001182 2.81481793],[-0.26692838  0.94941474],[4.07796375 0.65311702],[-0.80523691 -0.30080766],[5.6523531  4.40560411],[-0.92510817  0.48234322],[4.15328535 5.12943168],[0.91725702 0.19038558],[3.03170648 1.57501631],[ 0.29351239 -0.87385044]
[5.62424411 1.25044256],[0.79608161 0.54419297],[6.80314248 3.26493668],[ 0.08110326 -0.9889643 ],[3.68433312 0.88114335],[ 0.42818104 -0.72293027],[3.74071122 3.99689267],[-0.93040176 -0.45284821],[4.18217161 3.73575482],[0.64281539 0.74887426],[2.97510855 2.90990714],[-0.23321594  0.95006854],[3.99708787 0.62563797],[-0.81229395 -0.24868521],[5.55835143 4.45119801],[-0.95086685  0.43297667],[4.24568995 5.14549009],[0.93111502 0.1313999 ],[3.0627345  1.48828224],[ 0.32793005 -0.85958865]
[5.70235036 1.30673737],[0.76893315 0.58467938],[6.80827287 3.16546067],[ 0.02416773 -0.99732739],[3.72843992 0.80996114],[ 0.45736643 -0.69706234],[3.64861229 3.95002427],[-0.90988054 -0.48279676],[4.24684454 3.80958309],[0.65152953 0.72855264],[2.95341694 3.00483404],[-0.20404579  0.94502687],[3.91519362 0.60309196],[-0.82539951 -0.20212411],[5.46241523 4.49233736],[-0.97217828  0.38490446],[4.33934505 5.1555933 ],[0.94087796 0.06990918],[3.09761776 1.40347331],[ 0.36987218 -0.83621542]
[5.77781264 1.36719749],[0.73918029 0.62343683],[6.80757625 3.06519863],[-0.03767415 -1.00690234],[3.77573208 0.74169519],[ 0.48810843 -0.66836622],[3.55900606 3.90059609],[-0.88444705 -0.50793055],[4.31223211 3.88120437],[0.65463642 0.70226243],[2.93503998 3.09960827],[-0.15958224  0.95385477],[3.83221847 0.58543086],[-0.83465805 -0.15169526],[5.36426562 4.52839198],[-0.98883238  0.33765874],[4.43379797 5.15945352],[0.94732175 0.00685591],[3.13657897 1.32095846],[ 0.40953337 -0.8135982 ]
[5.85024552 1.43150859],[0.70952215 0.66283595],[6.80098523 2.96444812],[-0.09727055 -1.01072538],[3.82614618 0.67642436],[ 0.52251908 -0.63445297],[3.47199077 3.84868967],[-0.85427415 -0.52852115],[4.37821944 3.95046615],[0.66367381 0.68148155],[2.92074199 3.1947478 ],[-0.12749012  0.94776102],[3.74831657 0.57279901],[-0.84257595 -0.10019674],[5.26469269 4.55981751],[-1.0029085   0.29016951],[4.52885237 5.15708043],[ 0.95100262 -0.05652741],[3.17937653 1.24066864],[ 0.44605    -0.79215543]
[5.91960959 1.49967501],[0.67554178 0.69823758],[6.78848086 2.86352636],[-0.15658326 -1.01101867],[3.88010429 0.61472937],[ 0.55662414 -0.59914552],[3.38788973 3.79462266],[-0.82829706 -0.55339516],[4.44482515 4.01733873],[0.66793974 0.65540577],[2.90975315 3.28932632],[-0.09229658  0.94357388],[3.66366435 0.5653377 ],[-0.8509407  -0.04974839],[5.16375065 4.5863808 ],[-1.01542774  0.24118733],[4.6242485  5.14848661],[ 0.95599195 -0.11555317],[3.22575126 1.16256288],[ 0.48058399 -0.77040225]
[5.98515505 1.57096855],[0.63521074 0.72742118],[6.76975036 2.76245857],[-0.2178251  -1.00971059],[3.9373535 0.5565475],[ 0.58763362 -0.56484755],[3.30638346 3.7380395 ],[-0.80233732 -0.57883376],[4.51192965 4.08164574],[0.67739111 0.63390319],[2.90235132 3.38347201],[-0.05699996  0.9377858 ],[3.57856897 0.56326817],[-0.85187295  0.00731212],[5.0616318  4.60798025],[-1.03065269  0.18645599],[4.71992716 5.13397559],[ 0.95663806 -0.17489212],[3.27556429 1.0867405 ],[ 0.51637807 -0.74495809]
[6.04701755 1.6455302 ],[0.60214095 0.76379745],[6.74502307 2.66179235],[-0.27836911 -1.00497309],[3.99762589 0.50183385],[ 0.61976298 -0.52706763],[3.22722864 3.67862869],[-0.77762288 -0.60630526],[4.57990923 4.14369959],[0.68492434 0.60981755],[2.89842903 3.47690846],[-0.02218386  0.93000774],[3.49294112 0.56639899],[-0.8610495   0.05445384],[4.95818419 4.62410378],[-1.03794261  0.13594815],[4.81527579 5.11333199],[ 0.95129966 -0.23623381],[3.32873975 1.01336899],[ 0.54943887 -0.71975009]
[6.10512367 1.72326475],[0.55973406 0.79054574],[6.71471063 2.56217352],[-0.32594259 -0.98551474],[4.06113558 0.45105405],[ 0.64960001 -0.48889476],[3.15055607 3.61644579],[-0.75397214 -0.63555897],[4.64874949 4.20341705],[0.6927257  0.58528999],[2.89847209 3.56994336],[0.02119812 0.92845188],[3.40699596 0.57473048],[-0.85932898  0.11033551],[4.85438191 4.63543751],[-1.03744179  0.09113501],[4.90993662 5.08661788],[ 0.94082073 -0.29836034],[3.3855121  0.94293171],[ 0.58547095 -0.68910824]
[6.15886051 1.80353396],[0.512526   0.81228669],[6.67994572 2.46479639],[-0.37273312 -0.96540985],[4.12757448 0.40418057],[ 0.67822094 -0.44903898],[3.07664785 3.55170457],[-0.72504925 -0.66015831],[4.71841378 4.26068836],[0.69876999 0.55823917],[2.90269143 3.66252919],[0.06171423 0.92145301],[3.32159344 0.58893611],[-0.85187238  0.17022299],[4.75083515 4.64243645],[-1.0363224   0.04573377],[5.00334471 5.05369624],[ 0.93032602 -0.35613659],[3.44593814 0.87573842],[ 0.62304817 -0.6543057 ]
[6.20817794 1.88626625],[0.47214845 0.84046142],[6.63982503 2.36881513],[-0.42752734 -0.95184993],[4.19655416 0.36112034],[ 0.70143024 -0.41161019],[3.00558166 3.4844239 ],[-0.69681609 -0.68603648],[4.7884001  4.31492351],[0.70348986 0.52885039],[2.91080778 3.75415825],[0.10318037 0.9133677 ],[3.23648845 0.60854776],[-0.84653563  0.22506086],[4.64720782 4.64458588],[-1.03404581e+00 -8.27546867e-04],[5.09549574 5.0150543 ],[ 0.91052008 -0.41805759],[3.50998676 0.81202986],[ 0.65916561 -0.61813258]
[6.25319853 1.97151699],[0.428762   0.86485105],[6.59431013 2.27434406],[-0.4812266  -0.93588233],[4.26825303 0.32236299],[ 0.73401063 -0.36142379],[2.93732512 3.41451412],[-0.66534544 -0.70922141],[4.85898823 4.36629817],[0.70845966 0.49870533],[2.92297548 3.8447702 ],[0.14427601 0.90263599],[3.15226882 0.63384498],[-0.83711442  0.28100488],[4.54357811 4.64173762],[-1.03886038 -0.0570094 ],[5.18573277 4.97052814],[ 0.89398884 -0.47178454],[3.57808517 0.75253134],[ 0.69984795 -0.5742389 ]
[6.29412373 2.05938936],[0.38819289 0.8906666 ],[6.54379518 2.18187841],[-0.53094751 -0.91533767],[4.34282997 0.28844337],[ 0.75730161 -0.3166805 ],[2.87217796 3.34222348],[-0.63722968 -0.73623501],[4.93023269 4.41476371],[0.71947447 0.47354767],[2.9395665  3.93448309],[0.18805587 0.89178843],[3.06911815 0.66468526],[-0.82440758  0.3366561 ],[4.43972844 4.63335259],[-1.03641153 -0.10930154],[5.27417625 4.92076567],[ 0.87176379 -0.52564522],[3.64975546 0.69709547],[ 0.73261907 -0.5348722 ]
[6.33057151 2.14934944],[0.33866492 0.90624788],[6.48837518 2.0915531 ],[-0.57679443 -0.89058218],[4.42025668 0.25972179],[ 0.78975046 -0.25846077],[2.81006801 3.26743933],[-0.60307362 -0.75757905],[5.00271752 4.4608153 ],[0.73010726 0.44725615],[2.95995515 4.02243155],[0.22153487 0.86881811],[2.98772395 0.70139714],[-0.80326805  0.39714542],[4.33672677 4.62025632],[-1.02475258 -0.15385482],[5.35995169 4.86542247],[ 0.84506951 -0.57897018],[3.72489856 0.64597149],[ 0.76894654 -0.48827939]
[6.36232516 2.24106979],[0.29560972 0.92695102],[6.42839976 2.00372694],[-0.61938343 -0.86272827],[4.50051223 0.2366465 ],[ 0.81507023 -0.20257032],[2.75149491 3.19061954],[-0.56658062 -0.77701611],[5.07594506 4.5038686 ],[0.73376048 0.41292904],[2.9843422  4.10863844],[0.26962517 0.85826191],[2.90849506 0.74401362],[-0.77974606  0.45600627],[4.23489454 4.60265209],[-1.01337498 -0.19986686],[5.44281609 4.80476507],[ 0.8136564  -0.63184707],[3.80331455 0.59933941],[ 0.79989113 -0.44322404]
[6.38985429 2.33482586],[0.25214889 0.94488809],[6.36443779 1.91892802],[-0.65946745 -0.83303988],[4.5831437  0.21924127],[ 0.83842613 -0.14383088],[2.69688087 3.11213606],[-0.52609857 -0.79306848],[5.14965851 4.54354199],[0.73904292 0.37895051],[3.01308809 4.19319552],[0.30891337 0.83621579],[2.83201866 0.79270127],[-0.75111741  0.51563259],[4.1344078  4.58058773],[-0.99656354 -0.24164244],[5.52277969 4.73932542],[ 0.78343084 -0.67823188],[3.88495359 0.55754817],[ 0.83164689 -0.39319767]
[6.41302684 2.43024406],[0.20806217 0.95975764],[6.29648709 1.83708257],[-0.69757667 -0.80209683],[4.66805386 0.20791591],[ 0.85963369 -0.08201266],[2.64633454 3.03203608],[-0.48528763 -0.80942565],[5.22399951 4.57985709],[0.74619    0.34562032],[3.04601544 4.27567959],[0.34885821 0.81237585],[2.75845329 0.84715665],[-0.71926335  0.57350329],[4.03575861 4.55447888],[-0.97950231 -0.283772  ],[5.5995476  4.66933303],[ 0.75159306 -0.72109281],[3.96913879 0.52032146],[ 0.85518831 -0.34756515]
[6.43138991 2.52664375],[0.15886299 0.96762565],[6.22480499 1.75836537],[-0.73768564 -0.77409666],[4.75470058 0.20264593],[ 0.87263939 -0.02339441],[2.60020393 2.95059749],[-0.4389212  -0.82106723],[5.29904457 4.6127693 ],[0.75455502 0.31235625],[3.08320158 4.3559215 ],[0.39677135 0.79395576],[2.6884205  0.90748209],[-0.68234757  0.63109649],[3.93857632 4.5238406 ],[-0.96443046 -0.32948764],[5.673309   4.59548175],[ 0.72162535 -0.75714087],[4.0558316  0.48801657],[ 0.87805876 -0.2985145 ]
[6.44501449 2.62390593],[0.11246911 0.9760384 ],[6.14939875 1.68268134],[-0.77509825 -0.74452366],[4.8427307  0.20355748],[0.8875627  0.04211988],[2.55827995 2.86753246],[-0.39953954 -0.84018833],[5.37496726 4.64235016],[0.76154572 0.27677587],[3.12507611 4.43407256],[0.44469745 0.77262562],[2.62194595 0.97314614],[-0.6473163   0.68100767],[3.84314022 4.48879715],[-0.94280415 -0.37003246],[5.74346084 4.51764829],[ 0.68150174 -0.79866475],[4.14481561 0.46082623],[ 0.90079904 -0.24541781]
[6.45407112 2.72195339],[0.06875833 0.98440246],[6.07045383 1.61008928],[-0.80334843 -0.70716783],[4.93174577 0.21076606],[0.891602  0.1015803],[2.52044352 2.78269666],[-0.35573181 -0.85501964],[5.45104885 4.66775899],[0.76201809 0.23307429],[3.17168804 4.50988775],[0.48610527 0.74194357],[2.55930874 1.0438355 ],[-0.60637249  0.73081366],[3.7500478  4.44984582],[-0.92202644 -0.41213634],[5.80943289 4.43572768],[ 0.64117057 -0.83578957],[4.23564076 0.43871564],[ 0.91311419 -0.19886085]
[6.45846853 2.82040823],[0.02124169 0.98634038],[5.98907775 1.54156035],[-0.82631386 -0.66582449],[5.0210697  0.22403382],[0.8945243  0.16409802],[2.48704281 2.69641517],[-0.31542561 -0.87359135],[5.5270774  4.68860864],[0.75893038 0.18399915],[3.22248816 4.58256722],[0.5313713  0.71277117],[2.50098147 1.11941298],[-0.55944058  0.78040513],[3.65884219 4.40641932],[-0.90333825 -0.45790206],[5.87151504 4.35045168],[ 0.60048251 -0.86903411],[4.32786055 0.42159198],[ 0.93142273 -0.14274508]
[6.45791696 2.91874579],[-0.03055944  0.98180546],[5.90508589 1.4767751 ],[-0.85029651 -0.62694408],[5.110487   0.24356621],[0.89392793 0.22728158],[2.45746974 2.60811891],[-0.27349106 -0.88966159],[5.60346141 4.70513806],[0.76651957 0.14430315],[3.27764609 4.65203705],[0.57127752 0.67582586],[2.44748659 1.19976839],[-0.51079569  0.82529108],[3.56968345 4.35851154],[-0.87858408 -0.49908425],[5.92950673 4.26203161],[ 0.55773141 -0.90029489],[4.42148026 0.40985807],[ 0.94194835 -0.09048018]
[6.45268522 3.01700446],[-0.07350309  0.98329687],[5.81887906 1.4159928 ],[-0.87031703 -0.58545353],[5.1994843  0.26924714],[0.88464591 0.28546172],[2.43245323 2.51859757],[-0.22357895 -0.89751875],[5.6805901  4.71765136],[0.77329241 0.10314469],[3.33698021 4.71788557],[0.61292709 0.63838068],[2.39919449 1.28462396],[-0.45500397  0.87075085],[3.48316934 4.30660931],[-0.85166122 -0.53899013],[5.98327215 4.17073176],[ 0.51802124 -0.92472001],[4.51643556 0.40383102],[ 0.95850051 -0.02794129]
[6.44317361 3.11524705],[-0.11799651  0.97974465],[5.73049381 1.35911255],[-0.89525994 -0.55038399],[5.28760943 0.300961  ],[0.87853454 0.35002266],[2.41257519 2.42841382],[-0.17647964 -0.90841157],[5.75814853 4.72576366],[0.77814232 0.0593492 ],[3.40042966 4.77983285],[0.65713988 0.60138654],[2.35639915 1.37361061],[-0.40015342  0.90869321],[3.39913495 4.25045208],[-0.83020432 -0.5854565 ],[6.03289416 4.07698317],[ 0.47271155 -0.951324  ],[4.61250807 0.40374528],[0.96376205 0.02758688]
[6.42906389 3.21284169],[-0.1655444   0.97034799],[5.64001374 1.30605202],[-0.91209586 -0.50886355],[5.37498365 0.33916488],[0.87008678 0.41568348],[2.3974514  2.33722981],[-0.12365776 -0.91283585],[5.83620914 4.72950288],[0.78053163 0.01282711],[3.46803532 4.83771854],[0.69499649 0.55611842],[2.31949915 1.46647282],[-0.33758819  0.9476185 ],[3.3179001  4.19025322],[-0.79605864 -0.62007834],[6.07809652 3.98086289],[ 0.43080947 -0.9711341 ],[4.70891068 0.40918364],[0.9626627  0.07998979]
[6.4100745  3.30925891],[-0.21080585  0.96091437],[5.54775966 1.25697626],[-0.93133589 -0.47133677],[5.46139801 0.38397943],[0.85691828 0.47967326],[2.38753798 2.24554431],[-0.07503333 -0.92098799],[5.91447341 4.72853945],[ 0.78111593 -0.03569742],[3.5398106  4.89137965],[0.7378883  0.51434322],[2.28886529 1.56289305],[-0.27558276  0.97924007],[3.23987107 4.12635685],[-0.76195582 -0.6553056 ],[6.11885301 3.88265835],[ 0.38372147 -0.99296329],[4.80503804 0.41981863],[0.96344747 0.13675263]
[6.38657678 3.40459839],[-0.25964802  0.94489779],[5.45394737 1.21193849],[-0.94696593 -0.43179304],[5.54615111 0.43495716],[0.83842858 0.54035992],[2.38275818 2.15336587],[-0.02254107 -0.92423232],[5.99251353 4.7224274 ],[ 0.77939003 -0.08675133],[3.61587778 4.94081375],[0.78154446 0.47237935],[2.263975   1.66173551],[-0.22160321  0.99751734],[3.16553514 4.05919845],[-0.72715955 -0.69026082],[6.15527743 3.78279635],[ 0.34610345 -1.00269348],[4.90125503 0.43632133],[0.95810958 0.19087077]
[6.35869072 3.49868639],[-0.29878855  0.93545364],[5.35868247 1.17087585],[-0.95785426 -0.38925708],[5.62911025 0.49213585],[0.82133934 0.60392895],[2.38337284 2.06106965],[ 0.03512313 -0.9212498 ],[6.07046609 4.7113182 ],[ 0.77651343 -0.13842331],[3.69597256 4.98569056],[0.81610488 0.42089304],[2.244772   1.76245982],[-0.16376617  1.01487567],[3.09448246 3.98832561],[-0.69257702 -0.72586552],[6.18774175 3.6818512 ],[ 0.30413335 -1.01489192],[4.99687502 0.45829809],[0.95206995 0.24681513]
[6.32677921 3.5915385 ],[-0.34033352  0.92010975],[5.26231772 1.1339831 ],[-0.96937632 -0.34889124],[5.70968199 0.5550332 ],[0.7886118  0.65243292],[2.38981364 1.96917096],[ 0.0912952  -0.91887501],[6.14762211 4.69454836],[ 0.76663135 -0.19672562],[3.77922545 5.0250909 ],[0.84684492 0.3650724 ],[2.23155547 1.86487646],[-0.10217717  1.03114285],[3.02732159 3.91430912],[-0.65465696 -0.75844844],[6.21580856 3.57960213],[ 0.25582659 -1.03091649],[5.09158384 0.4856773 ],[0.94146973 0.30043394]
[6.29028502 3.6822913 ],[-0.38593012  0.89815561],[5.1648527  1.10108312],[-0.97762688 -0.30711361],[5.78700495 0.62279272],[0.75560828 0.70035093],[2.40190214 1.87761994],[ 0.14972254 -0.9124986 ],[6.2236351  4.67183125],[ 0.75460348 -0.25638089],[3.86531081 5.05865518],[0.87475695 0.30619487],[2.22423273 1.96843901],[-0.04483849  1.03896698],[2.96407648 3.83714858],[-0.61014375 -0.78464445],[6.23962231 3.47644852],[ 0.21904154 -1.03347186],[5.18538138 0.51868408],[0.93305444 0.35863559]
[6.24943658 3.77091241],[-0.42986252  0.87493173],[5.06660321 1.07231675],[-0.98533936 -0.26647087],[5.86072195 0.69500517],[0.71961545 0.74455243],[2.42001305 1.78697259],[ 0.21149591 -0.90109573],[6.29849944 4.6432811 ],[ 0.74269867 -0.31423374],[3.95428382 5.08645453],[0.90359772 0.24892263],[2.22266533 2.07262489],[0.01308347 1.04382366],[2.90545684 3.75752413],[-0.56179048 -0.80738237],[6.25928319 3.37263702],[ 0.17238902 -1.04414684],[5.27798548 0.55727209],[0.91551208 0.40976844]
