[5.43789295 1.81633312],[-1.56167376 -3.55592478],[9.05350995 6.70514605],[-2.46243412 -4.92482385],[0.21622598 8.18311529],[ 4.84086137 -3.95229892],[8.95451031 2.23292933],[-4.70766435  1.23746042],[3.25083639 8.04753335],[-3.19754649  2.37702519],[6.13606293 8.57415863],[ 2.7585082  -3.77124439],[2.7287606  3.04495899],[ 2.65819999 -4.41872647],[1.36078897 1.18427029],[-4.60936665 -1.20819751],[9.73806647 7.51423737],[-4.02287534  3.68049531],[3.39493903 5.85024387],[-1.30950974 -0.83157073]
[3.50845575 2.17605878],[-0.89221948 -0.53340871],[4.18833749 3.32071438],[ 0.84365522 -0.41669707],[1.55404826 4.93904086],[0.38041283 0.71897742],[4.8187907  2.03410042],[0.78481225 0.30194329],[2.61694964 3.17387849],[-0.87649603  0.4690709 ],[3.88310968 4.82384742],[ 0.75687232 -0.78646925],[2.75837997 1.20005157],[ 0.822311   -0.45072461],[2.38569533 2.19752618],[-0.9451938   0.25951726],[3.9319481 2.306078 ],[0.50996837 0.91668627],[1.621002   3.63642959],[-0.27292365 -1.01108855]
[3.41942964 2.12425498],[-0.88968399 -0.50413977],[4.27177095 3.27830137],[ 0.82486133 -0.43167508],[1.59491867 5.00985103],[0.43622502 0.69584974],[4.89610586 2.06574512],[0.76219093 0.33188136],[2.52969863 3.22036674],[-0.86909698  0.46003648],[3.95702252 4.74359665],[ 0.72150479 -0.817905  ],[2.84163547 1.1570478 ],[ 0.84381456 -0.40790548],[2.29186887 2.22443179],[-0.93143663  0.27831679],[3.98180787 2.39823227],[0.48731796 0.92616854],[1.59547883 3.5347871 ],[-0.23492215 -1.01889805]
[3.33033022 2.07502719],[-0.89241854 -0.48069204],[4.35349141 3.23458458],[ 0.80713404 -0.44494772],[1.64099961 5.07778139],[0.48841869 0.6652439 ],[4.97141811 2.10073698],[0.74458811 0.36878208],[2.4432886  3.26600949],[-0.85783377  0.45405172],[4.02720629 4.66016444],[ 0.68286926 -0.84953035],[2.92699461 1.11842785],[ 0.85914932 -0.36829738],[2.19984648 2.25359772],[-0.91051835  0.30338897],[4.02957088 2.49142096],[0.47028135 0.93950783],[1.57402926 3.43269876],[-0.19382471 -1.02242726]
[3.24088487 2.02802799],[-0.8949791  -0.45795329],[4.43315403 3.18928041],[ 0.78558855 -0.46162903],[1.69257317 5.14273384],[0.5460664  0.63630092],[5.04460841 2.13916058],[0.72240123 0.40313537],[2.35803061 3.31105823],[-0.84742998  0.44672098],[4.0935399  4.57373508],[ 0.64375816 -0.87862752],[3.01365042 1.08364702],[ 0.87346304 -0.32745618],[2.10949983 2.28480355],[-0.8958061   0.32106084],[4.0750113  2.58523842],[0.44042939 0.93865123],[1.55648454 3.33012305],[-0.15627635 -1.02789948]
[3.15145033 1.98353929],[-0.89402741 -0.43221116],[4.51096109 3.14263526],[ 0.76849983 -0.47316779],[1.75000573 5.20470742],[0.60083754 0.60098117],[5.1155311  2.18107588],[0.69588231 0.43523974],[2.27409298 3.35563352],[-0.8338434   0.44222076],[4.15612531 4.48470051],[ 0.6070466  -0.90253861],[3.1012672  1.05258963],[ 0.87909461 -0.29327358],[2.02095593 2.31804581],[-0.87433232  0.34438995],[4.11762866 2.67910396],[0.41515179 0.94169424],[1.54287268 3.22726353],[-0.11642753 -1.0295225 ]
[3.06217124 1.94166452],[-0.89242419 -0.40616788],[4.58674176 3.09455203],[ 0.74781673 -0.48766169],[1.81265092 5.26273277],[0.6540388 0.5611429],[5.18360894 2.22610312],[0.66399208 0.46384918],[2.19157172 3.39979782],[-0.81698454  0.44066972],[4.21499197 4.39335832],[ 0.5709881  -0.92322088],[3.18970183 1.02529839],[ 0.89041832 -0.25134397],[1.9341779  2.35318042],[-0.85789745  0.3614431 ],[4.15778756 2.77328628],[0.3863731  0.94011957],[1.53303188 3.12411972],[-0.07952501 -1.03218096]
[2.97270068 1.90201014],[-0.89490123 -0.3850249 ],[4.66063482 3.04524038],[ 0.72852956 -0.49994977],[1.88092978 5.31696732],[0.71075532 0.52255216],[5.24870328 2.27429172],[0.63672514 0.49904889],[2.11055841 3.44361938],[-0.8039575   0.43497088],[4.27047344 4.30027712],[ 0.5391118  -0.93767631],[3.27922499 1.00229233],[ 0.89934742 -0.20914356],[1.84955281 2.39048332],[-0.8354175   0.38367513],[4.19534152 2.86754405],[0.36251154 0.94261523],[1.52694643 3.02087385],[-0.03977224 -1.03009975]
[2.88349292 1.86495283],[-0.8877168  -0.35450658],[4.73243027 2.99456904],[ 0.70726966 -0.51345604],[1.95456053 5.36694299],[0.76013689 0.47514334],[5.31083656 2.32587216],[0.60384775 0.53073601],[2.03092013 3.48691638],[-0.79053555  0.42916294],[4.32254792 4.20562449],[ 0.5034891  -0.95394551],[3.36954656 0.98353267],[ 0.90785988 -0.1648493 ],[1.7671716  2.42996142],[-0.81321446  0.40471029],[4.23004169 2.96155564],[0.33262866 0.93866532],[1.52515831 2.91820503],[ 0.00332383 -1.02387295]
[2.79442085 1.83035663],[-0.89098708 -0.33491991],[4.80210386 2.94259165],[ 0.68598387 -0.52616191],[2.03299691 5.41199814],[0.807119   0.42451525],[5.36970013 2.38074109],[0.57204963 0.56554909],[1.95274262 3.52972581],[-0.77537596  0.42460261],[4.37107633 4.10945665],[ 0.46589452 -0.97024922],[3.46065317 0.96927925],[ 0.91351017 -0.12063936],[1.68727845 2.47176381],[-0.78315162  0.43275035],[4.26198914 3.0553825 ],[0.30552367 0.93692707],[1.52759761 2.81612408],[ 0.04408101 -1.01883881]
[2.70530364 1.79795922],[-0.8912733  -0.31313675],[4.86937012 2.88910666],[ 0.66147453 -0.54127989],[2.11564948 5.45148916],[0.84787108 0.36735451],[5.42499919 2.43880898],[0.53471187 0.59685459],[1.87610799 3.57207948],[-0.75842898  0.42133864],[4.41583767 4.01176169],[ 0.43218329 -0.98061521],[3.55247384 0.9597342 ],[ 0.92375315 -0.06884712],[1.6099382  2.51587216],[-0.76167848  0.45120722],[4.2913161  3.14908675],[0.27821746 0.93425203],[1.53449145 2.71497616],[ 0.09014616 -1.00766629]
[2.61649396 1.76804982],[-0.88552165 -0.28567975],[4.9341801  2.83414931],[ 0.63633603 -0.5561109 ],[2.20220236 5.48510921],[0.8835937  0.30564117],[5.47623132 2.499776  ],[0.49308309 0.62591569],[1.80091903 3.6138291 ],[-0.7453531   0.41356456],[4.45739604 3.91325534],[ 0.39847594 -0.98983321],[3.6449068  0.95512769],[ 0.92219262 -0.02569701],[1.53529695 2.56232132],[-0.73094221  0.47784008],[4.3178412  3.24243329],[0.25082409 0.93105544],[1.54607198 2.61505435],[ 0.13651525 -0.99550619]
[2.52779241 1.74039027],[-0.88554201 -0.26468997],[4.99655318 2.77783647],[ 0.61049458 -0.57061567],[2.2922497  5.51253078],[0.92021991 0.24608254],[5.52330586 2.56375501],[0.45168908 0.65718155],[1.72690949 3.65463003],[-0.73301262  0.4041593 ],[4.49550359 3.81382278],[ 0.36474744 -0.99758764],[3.73716313 0.95491435],[0.92490917 0.02389179],[1.46350197 2.61115064],[-0.70422577  0.49925872],[4.34156834 3.33538062],[0.22288789 0.92687827],[1.56202064 2.51614778],[ 0.17943515 -0.9852299 ]
[2.43915835 1.71485988],[-0.88639707 -0.24536797],[5.0564021  2.72018778],[ 0.58421041 -0.58445169],[2.38568939 5.53384945],[0.94671718 0.17899163],[5.56638285 2.63108625],[0.40796491 0.68776816],[1.65456787 3.69489102],[-0.71276584  0.40207206],[4.53014644 3.71359241],[ 0.32966148 -1.0052541 ],[3.82979306 0.95992984],[0.92720469 0.07650534],[1.39453039 2.66220463],[-0.67436274  0.52241921],[4.36278777 3.42815878],[0.20429744 0.93115242],[1.58217327 2.41827937],[ 0.22074692 -0.97461062]
[2.35068491 1.69146054],[-0.87952434 -0.21910298],[5.11338196 2.66097464],[ 0.55521253 -0.59978451],[2.48196346 5.54879409],[0.97702176 0.11903891],[5.60500607 2.70147212],[0.36265567 0.71825532],[1.58402218 3.73468698],[-0.69565356  0.39625628],[4.56127083 3.61266108],[ 0.29652516 -1.00951842],[3.92234414 0.97005669],[0.9227142  0.12536072],[1.32871906 2.71567581],[-0.64334853  0.54526753],[4.38187861 3.52101226],[0.17841541 0.92671593],[1.60599004 2.32114469],[ 0.25800069 -0.96518999]
[2.26339053 1.67120283],[-0.86691499 -0.1864505 ],[5.16772542 2.60055692],[ 0.52984376 -0.61017798],[2.58050543 5.55718591],[0.99386655 0.04959703],[5.63909475 2.77495952],[0.31727916 0.74971155],[1.51501203 3.77368702],[-0.68453566  0.38358503],[4.58921273 3.5114689 ],[ 0.25963318 -1.01667997],[4.01449332 0.9852542 ],[0.91906959 0.17787411],[1.26596096 2.77130095],[-0.61127565  0.56749363],[4.39877162 3.61376181],[0.16033401 0.92884511],[1.63390155 2.22542566],[ 0.29933296 -0.9497086 ]
[2.17703167 1.65390836],[-0.85889722 -0.15810545],[5.21881974 2.53846204],[ 0.49696607 -0.62654801],[2.68065009 5.55875418],[ 1.01129338 -0.01492018],[5.66852776 2.85150565],[0.26925867 0.77901273],[1.44766508 3.81192465],[-0.66455578  0.37891248],[4.61352507 3.40971215],[ 0.22626474 -1.01869485],[4.10610605 1.00567227],[0.91621754 0.23408022],[1.20626799 2.82891703],[-0.58131414  0.58579761],[4.4136615  3.70645009],[0.13832019 0.92561473],[1.66595194 2.1313635 ],[ 0.34261208 -0.93030863]
[2.09142218 1.63939313],[-0.85088079 -0.12979926],[5.26668721 2.47487255],[ 0.46114332 -0.64419142],[2.78224751 5.55386987],[ 1.01792455 -0.08458321],[5.69319164 2.93101263],[0.22035521 0.80727993],[1.38191038 3.84924178],[-0.64778692  0.37003193],[4.63454333 3.30784651],[ 0.19589932 -1.01674325],[4.19731228 1.0317697 ],[0.90675301 0.2870567 ],[1.14995841 2.88865507],[-0.54510409  0.60841588],[4.42591304 3.79835115],[0.10805471 0.91382394],[1.70250527 2.0394961 ],[ 0.38853804 -0.9066631 ]
[2.00684911 1.62795728],[-0.83987503 -0.09819294],[5.31090994 2.40955265],[ 0.42407584 -0.66110953],[2.88460798 5.54239626],[ 1.02614961 -0.14690905],[5.71241242 3.01278339],[0.16499811 0.82894424],[1.31818049 3.88597552],[-0.62945054  0.36186197],[4.65252763 3.20620334],[ 0.16269854 -1.01708255],[4.28729734 1.06300597],[0.89448382 0.33957805],[1.09712334 2.95040594],[-0.50847079  0.62937672],[4.43541119 3.88934669],[0.08205448 0.90612065],[1.7433655  1.94980475],[ 0.42849776 -0.88686859]
[1.92326941 1.61958329],[-0.8290247 -0.0665599],[5.35192326 2.34313448],[ 0.39228399 -0.67086929],[2.98720165 5.52441123],[ 1.02450383 -0.2131091 ],[5.72625869 3.09683766],[0.11040448 0.85031286],[1.25639388 3.92194944],[-0.60723242  0.35654095],[4.667095   3.10449271],[ 0.12919978 -1.01636042],[4.37573494 1.09928922],[0.87482296 0.38681283],[1.04796476 3.01415541],[-0.47145637  0.64846703],[4.44267141 3.97988723],[0.05854632 0.89990345],[1.78826401 1.86226545],[ 0.47101396 -0.86197905]
[1.84048261 1.61407809],[-0.82307165 -0.04000068],[5.38926276 2.27535368],[ 0.35262753 -0.68624224],[3.08934854 5.49980644],[ 1.01978897 -0.27656037],[5.73430502 3.1826272 ],[0.05236198 0.86693364],[1.19684946 3.95736219],[-0.58542092  0.34978822],[4.67859729 3.00318433],[ 0.10173916 -1.00896139],[4.46216719 1.14033916],[0.85528229 0.43583872],[1.00297585 3.08015488],[-0.43174483  0.66768861],[4.44688884 4.069116  ],[0.02704829 0.88598366],[1.83731002 1.77722902],[ 0.50954348 -0.83858173]
[1.75889717 1.61184337],[-0.81062989 -0.00668081],[5.42282392 2.20634504],[ 0.31802143 -0.69415351],[3.1910957  5.46926511],[ 1.01331588 -0.33489038],[5.73669658 3.27011964],[-0.00436261  0.88253924],[1.13920607 3.99175472],[-0.56597359  0.33934033],[4.68707573 2.90236182],[ 0.06930624 -1.00581314],[4.54648981 1.18622068],[0.83196899 0.48277266],[0.96216927 3.14815514],[-0.38601692  0.69018974],[4.44813541 4.15713448],[-0.00272052  0.87382337],[1.8904808 1.6949413],[ 0.55337371 -0.80724888]
[1.67839221 1.61278197],[-0.80100166  0.02382622],[5.45270846 2.13644841],[ 0.28228815 -0.70075951],[3.29204356 5.4330753 ],[ 1.0057973  -0.38748236],[5.73314041 3.35876582],[-0.06693507  0.8896536 ],[1.08376771 4.02529515],[-0.54327683  0.33078286],[4.69233544 2.80193506],[ 0.03658964 -1.00180505],[4.62857612 1.23696798],[0.8104385  0.53306818],[0.92616167 3.21847368],[-0.33262196  0.71710522],[4.44652291 4.24404886],[-0.02975594  0.86415356],[1.94781696 1.61570231],[ 0.59345363 -0.77690603]
[1.59906255 1.61697714],[-0.78297886  0.06270788],[5.4790302  2.06602121],[ 0.24438395 -0.70713295],[3.39179462 5.39152106],[ 0.98918397 -0.44267149],[5.72361109 3.44825179],[-0.12348634  0.89947755],[1.0307073  4.05801558],[-0.51778818  0.3235403 ],[4.69387998 2.70155897],[-0.00540697 -1.00500228],[4.70851988 1.29283801],[0.78540167 0.58141482],[0.89535117 3.29115535],[-0.28280587  0.73673991],[4.441826   4.32960848],[-0.06326987  0.84800654],[2.00909646 1.53958378],[ 0.62936177 -0.74769582]
[1.52149537 1.62505236],[-0.76823657  0.09885639],[5.50127543 1.99481213],[ 0.20052837 -0.71654162],[3.48987917 5.34473925],[ 0.97051086 -0.49392068],[5.70793743 3.53804209],[-0.1894995   0.89621546],[0.9805266 4.0902669],[-0.48821128  0.31885537],[4.69191867 2.60164541],[-0.0362924  -0.99559172],[4.78572795 1.35336334],[0.7562623  0.62663784],[0.86978379 3.36587203],[-0.22915129  0.75633   ],[4.43389346 4.41367439],[-0.09642612  0.83227634],[2.07394251 1.46652444],[ 0.66443423 -0.71607152]
[1.44586004 1.63721572],[-0.74494865  0.14404672],[5.51921137 1.92289883],[ 0.15782808 -0.72159992],[3.58593679 5.29295827],[ 0.94840417 -0.54298329],[5.68602506 3.62767743],[-0.25116477  0.89326919],[0.93336439 4.1220232 ],[-0.45665247  0.31439327],[4.68673658 2.50259814],[-0.06569445 -0.98373792],[4.85967012 1.41809087],[0.72008505 0.66541571],[0.84969828 3.44245864],[-0.17102788  0.77620675],[4.42289583 4.49640726],[-0.12549045  0.82031184],[2.1426055  1.39710117],[ 0.70553816 -0.67512134]
[1.37271197 1.65409724],[-0.7195029   0.19218154],[5.53251627 1.85029353],[ 0.1100272  -0.72817513],[3.67955161 5.23629741],[ 0.92609327 -0.58708036],[5.65763045 3.71649723],[-0.31278072  0.8862281 ],[0.88931869 4.1531958 ],[-0.42438192  0.30862107],[4.67819558 2.40436846],[-0.10334705 -0.97881697],[4.9298857  1.48660729],[0.68179773 0.7024646 ],[0.83529829 3.52068188],[-0.11578932  0.78878861],[4.40887123 4.57780245],[-0.15375101  0.80866582],[2.2147415  1.33130571],[ 0.73752647 -0.63986908]
[1.30228932 1.67600606],[-0.69131766  0.24362366],[5.54123876 1.7774072 ],[ 0.06392833 -0.72945471],[3.77072336 5.17527673],[ 0.90148154 -0.62834691],[5.62332687 3.80460419],[-0.37237985  0.87592676],[0.84846582 4.18364372],[-0.39185548  0.30078006],[4.66624202 2.30705865],[-0.1359471 -0.9674393],[4.99621968 1.55879052],[0.64632831 0.74259305],[0.82656189 3.60008584],[-0.05610706  0.80145477],[4.39204576 4.65801682],[-0.17987738  0.7983082 ],[2.29047038 1.26960945],[ 0.77365395 -0.59685694]
[1.23386772 1.70222175],[-0.67268015  0.28497556],[5.54509923 1.7043367 ],[ 0.01268783 -0.73193032],[3.85991521 5.11087341],[ 0.88192516 -0.65935557],[5.58327806 3.89162203],[-0.4293601   0.86268857],[0.81128553 4.21359845],[-0.35236221  0.2972817 ],[4.65103487 2.21095465],[-0.16972752 -0.95609028],[5.05846213 1.63444906],[0.60031397 0.77232885],[0.8245616  3.68125466],[0.01413837 0.81905693],[4.37255628 4.7370878 ],[-0.21129276  0.78162422],[2.3695689  1.21215678],[ 0.80539786 -0.55446548]
[1.16761355 1.73283689],[-0.65067841  0.32884485],[5.54359562 1.63099695],[-0.0425706  -0.73389553],[3.94666918 5.04311437],[ 0.85070066 -0.69764157],[5.53731579 3.97683048],[-0.48834579  0.84207522],[0.77793812 4.24293955],[-0.31470509  0.28892503],[4.63265905 2.11625082],[-0.19885994 -0.93900052],[5.11677368 1.71374812],[0.56518793 0.81272102],[0.82933934 3.76366212],[0.08284039 0.82961125],[4.34997145 4.81450717],[-0.2393391   0.76770488],[2.45140396 1.15868596],[ 0.83128133 -0.51440051]
[1.1039538  1.76817948],[-0.62049936  0.37982607],[5.53627185 1.55741989],[-0.09882724 -0.73183557],[4.03033385 4.97174747],[ 0.81809005 -0.73357312],[5.48591858 4.06015539],[-0.54051102  0.82248476],[0.74818793 4.27110585],[-0.27790737  0.27622278],[4.61142959 2.02335341],[-0.22425521 -0.91746935],[5.17112062 1.79660291],[0.52230332 0.84475989],[0.84089002 3.84675794],[0.15167623 0.83504031],[4.32429774 4.89021452],[-0.27147667  0.74895132],[2.5361298 1.1097123],[ 0.86183267 -0.46579774]
[1.04338379 1.80862702],[-0.58932672  0.43039852],[5.52364853 1.48459863],[-0.15341619 -0.72362839],[4.11058369 4.89681164],[ 0.78526068 -0.76620809],[5.42918244 4.14111167],[-0.5927261   0.79715127],[0.7226849  4.29837463],[-0.23347088  0.26717849],[4.58759755 1.93256714],[-0.25284765 -0.89859961],[5.22133602 1.88277439],[0.4793879  0.87581495],[0.85939118 3.93020103],[0.21914924 0.83389985],[4.29565396 4.96423898],[-0.30616179  0.72667471],[2.62367393 1.06556619],[ 0.88978972 -0.4157315 ]
[0.98588175 1.85398552],[-0.56070927  0.47635088],[5.50536672 1.41263975],[-0.21403594 -0.7165836 ],[4.18703536 4.81826908],[ 0.74541804 -0.80243327],[5.36736458 4.21939084],[-0.64123046  0.76986552],[0.7018825  4.32477231],[-0.17975019  0.26284039],[4.56078083 1.84359942],[-0.28559392 -0.88257572],[5.26716728 1.97190387],[0.43472416 0.90396589],[0.88478931 4.01343763],[0.28832882 0.82968824],[4.26352213 5.0359886 ],[-0.33506018  0.70951932],[2.71373595 1.02634896],[ 0.91422063 -0.36514296]
[0.93165277 1.90422125],[-0.52068254  0.53105401],[5.4808183  1.34144835],[-0.27646151 -0.70594415],[4.26000341 4.73677062],[ 0.71285603 -0.8281091 ],[5.30112897 4.29509083],[-0.68134672  0.74532418],[0.68661203 4.35063742],[-0.12470987  0.25452834],[4.53055203 1.75619733],[-0.31964758 -0.86589705],[5.30829753 2.06355292],[0.38605999 0.92693332],[0.91736427 4.09627576],[0.359836   0.82311678],[4.22801185 5.10548068],[-0.37471334  0.68061966],[2.80611828 0.99228155],[ 0.93378233 -0.31529949]
[0.88175471 1.96009688],[-0.47784945  0.58525222],[5.45025206 1.27180444],[-0.33439464 -0.68573016],[4.32940496 4.65255029],[ 0.67759737 -0.85337175],[5.23075944 4.36794353],[-0.72362479  0.7132861 ],[0.67727933 4.37580818],[-0.06346068  0.246362  ],[4.49683801 1.67048379],[-0.35354234 -0.84702024],[5.34437692 2.15725949],[0.33494438 0.9463697 ],[0.95692262 4.1780877 ],[0.43279231 0.81405353],[4.18850923 5.17201486],[-0.41469639  0.65053148],[2.9002505  0.96317894],[ 0.94942802 -0.2657095 ]
[0.83621589 2.02126892],[-0.43375729  0.63661196],[5.41362881 1.20416436],[-0.40109776 -0.66929682],[4.39519128 4.56586093],[ 0.63931455 -0.87875123],[5.15631141 4.43748915],[-0.76670185  0.67543669],[0.67426153 4.40001576],[0.00404176 0.23758842],[4.45981141 1.58682307],[-0.38899426 -0.82786707],[5.37518005 2.2526945 ],[0.28311376 0.96398657],[1.00379657 4.25882726],[0.50416861 0.79977523],[4.14523167 5.23570027],[-0.45040795  0.62337046],[2.99592199 0.93918695],[ 0.96568445 -0.21179384]
[0.79556408 2.08781692],[-0.37620987  0.69643546],[5.37051273 1.13860341],[-0.4628572  -0.64285922],[4.45723476 4.47686151],[ 0.60195711 -0.90042827],[5.07776962 4.5032191 ],[-0.80481775  0.6376938 ],[0.67808948 4.42306411],[0.07328011 0.22289039],[4.41955647 1.50549322],[-0.41697562 -0.79943613],[5.40066308 2.34968412],[0.22743451 0.97636313],[1.05758932 4.33778365],[0.57102595 0.77843577],[4.09802269 5.29623001],[-0.49202046  0.58867465],[3.09329669 0.92088489],[ 0.97874789 -0.15665274]
[0.76041831 2.15980419],[-0.32352057  0.74548915],[5.32111442 1.0758132 ],[-0.5236138  -0.61081868],[4.51554756 4.38583226],[ 0.56805033 -0.91607643],[4.99562003 4.56514664],[-0.83756478  0.6007441 ],[0.68932036 4.4447088 ],[0.15262926 0.20994322],[4.37590371 1.42649994],[-0.45304421 -0.7770773 ],[5.42111333 2.44834868],[0.18092585 0.99561221],[1.11771727 4.41417588],[0.63331855 0.75108945],[4.04672807 5.35326939],[-0.53314094  0.5524723 ],[3.19155498 0.90784652],[ 0.98767494 -0.1022696 ]
[0.73043713 2.23628955],[-0.27547473  0.78387123],[5.26600831 1.01680316],[-0.58323778 -0.57355076],[4.57075512 4.29361503],[ 0.53598979 -0.92808109],[4.91035706 4.62332745],[-0.86614568  0.56378463],[0.70894777 4.46508048],[0.24017975 0.19636577],[4.32875431 1.34995922],[-0.48917927 -0.75266184],[5.43667494 2.54854751],[0.12917086 1.00679328],[1.18416672 4.48788395],[0.69421039 0.72166796],[3.99152255 5.40677152],[-0.56775292  0.52034868],[3.29078381 0.9005183 ],[ 0.99814353 -0.0423354 ]
[0.70600425 2.31704186],[-0.21298272  0.83016147],[5.20440876 0.96117515],[-0.64882207 -0.53865173],[4.62265234 4.2001891 ],[ 0.50217543 -0.9399796 ],[4.8223074  4.67769116],[-0.89327923  0.52442102],[0.73783213 4.4841544 ],[0.33773414 0.18403282],[4.27821015 1.27618396],[-0.52233307 -0.72319734],[5.44730823 2.64997457],[0.08265589 1.02018712],[1.25636414 4.55831453],[0.74773133 0.68513674],[3.93303847 5.45710932],[-0.60322595  0.48463027],[3.39084701 0.89918982],[1.00058267 0.01379874]
[0.68808169 2.40230289],[-0.14763207  0.87169499],[5.136459   0.90938616],[-0.70850563 -0.49518101],[4.67094866 4.10544791],[ 0.46285633 -0.9552748 ],[4.73162859 4.7280183 ],[-0.9197337  0.4820617],[0.77653837 4.50165543],[0.43944774 0.16797302],[4.22428335 1.20539209],[-0.55592748 -0.6920915 ],[5.45310763 2.75239369],[0.03548857 1.02960363],[1.33340745 4.62462724],[0.79499186 0.64326173],[3.87100732 5.50372432],[-0.63656413  0.44796873],[3.49080065 0.90327216],[0.99880652 0.06854447]
[0.67663997 2.49129096],[-0.08164604  0.90650243],[5.06235827 0.86185007],[-0.77116588 -0.45318243],[4.71569058 4.0096561 ],[ 0.42899868 -0.96328279],[4.63859719 4.77422614],[-0.94092039  0.44157659],[0.82553443 4.51735135],[0.54208166 0.14689194],[4.16706718 1.13788291],[-0.58966754 -0.65907131],[5.45435857 2.85572519],[-0.01213875  1.03465402],[1.41529072 4.68694278],[0.83984241 0.6006045 ],[3.80547918 5.54634216],[-0.67284837  0.40493245],[3.59054517 0.91294997],[0.99732007 0.12666658]
[0.67199049 2.58358471],[-0.01316881  0.93636436],[4.98244901 0.81899466],[-0.82632308 -0.40340081],[4.75673259 3.91284612],[ 0.39227142 -0.97220549],[4.54344179 4.81621709],[-0.95948677  0.40050231],[0.88450163 4.53046577],[0.63503627 0.11295679],[4.10673217 1.07403498],[-0.62101127 -0.62158766],[5.45043918 2.95901055],[-0.06460817  1.03231176],[1.50143949 4.74487367],[0.88166074 0.55702006],[3.73672361 5.58487392],[-0.70465064  0.36272755],[3.69007758 0.92854248],[0.99440062 0.18686198]
[0.67406762 2.67840489],[0.05656189 0.9607445 ],[4.89732052 0.78138298],[-0.87681797 -0.34977517],[4.79417519 3.8153016 ],[ 0.35485548 -0.98012601],[4.44642745 4.85395415],[-0.98029756  0.35420121],[0.95314668 4.54055522],[0.73441446 0.0860213 ],[4.04305911 1.01383593],[-0.65342535 -0.58309803],[5.44156674 3.06221229],[-0.11162989  1.0322974 ],[1.59202675 4.79884894],[0.92969294 0.52285391],[3.66493682 5.61913939],[-0.73110241  0.3219853 ],[3.78878318 0.94977224],[0.98281171 0.24112094]
[0.68297425 2.77519386],[0.12245126 0.97504357],[4.8071324  0.74901048],[-0.9224938  -0.29380362],[4.8280175  3.71718939],[ 0.32028708 -0.98358635],[4.34747268 4.88702866],[-0.99560395  0.31011487],[1.03140787 4.54785782],[0.82850225 0.05914461],[3.97607326 0.95751503],[-0.68611629 -0.54290232],[5.42792899 3.16517555],[-0.15925546  1.02828687],[1.6863856 4.8485645],[0.95591611 0.47037954],[3.59052723 5.6491629 ],[-0.75692299  0.27796044],[3.88645346 0.97669072],[0.96760273 0.29445834]
[0.69845688 2.87313567],[0.18822278 0.98410492],[4.71295882 0.72267806],[-0.95908923 -0.23159561],[4.85804021 3.6184666 ],[ 0.28387514 -0.98699215],[4.24711724 4.91569519],[-1.00910299  0.26522771],[1.11866799 4.55253137],[0.910043   0.02969727],[3.90585369 0.90534304],[-0.71704464 -0.49908273],[5.40961786 3.26765972],[-0.20674701  1.02097871],[1.78339026 4.89319204],[0.98455189 0.42322416],[3.51328688 5.67431901],[-0.79019923  0.2219958 ],[3.98258138 1.00902027],[0.9539573  0.35146785]
[0.72050018 2.97174017],[0.25371977 0.98841079],[4.61528171 0.70254409],[-0.99377106 -0.17136945],[4.8844155  3.51947294],[ 0.24747809 -0.98884713],[4.14572194 4.94006703],[-1.01634713  0.22441476],[1.21296743 4.55372752],[ 0.97562966 -0.00384021],[3.83260195 0.85770095],[-0.74535672 -0.45088488],[5.38632423 3.36903395],[-0.25766577  1.00756466],[1.88325759 4.93329742],[1.01270066 0.37958537],[3.43273879 5.69362689],[-0.8216011   0.16238148],[4.07716688 1.04699643],[0.93682896 0.40736243]
[0.74887929 3.07037504],[0.31326132 0.98326103],[4.51467742 0.68873484],[-1.01563534 -0.10300483],[4.9072249 3.4204286],[ 0.20929569 -0.99109344],[4.043491   4.96015342],[-1.02744091  0.17769036],[1.31328857 4.55171535],[ 1.03057191 -0.03411566],[3.75670412 0.81515461],[-0.77102885 -0.39825038],[5.35825881 3.46924112],[-0.30385442  0.99579273],[1.98567856 4.96899355],[1.03866277 0.33815052],[3.34933271 5.70697002],[-0.84618078  0.10400643],[4.16962458 1.090236  ],[0.91133456 0.45656578]
[0.7833419  3.16848743],[0.37387004 0.97657736],[4.41224112 0.68190324],[-1.03297983 -0.03435563],[4.9264233  3.32144456],[ 0.17269978 -0.99031151],[3.94030963 4.97559352],[-1.03596233  0.13098368],[1.41870339 4.54702274],[ 1.07386011 -0.06113296],[3.67823638 0.77795554],[-0.79937156 -0.34668806],[5.32571389 3.56823908],[-0.34774561  0.98289401],[2.09036541 5.00045625],[1.05461908 0.29145495],[3.26384131 5.71459157],[-0.86424307  0.0470706 ],[4.25965969 1.13858976],[0.88801959 0.50936621]
[0.82339748 3.2653857 ],[0.42972754 0.96367442],[4.30793983 0.68151736],[-1.04877651  0.02988038],[4.9415874  3.22226549],[ 0.12978407 -0.99364281],[3.83661398 4.98660457],[-1.04255988  0.08426012],[1.52750773 4.53935492],[ 1.10197935 -0.0904007 ],[3.59744009 0.74648917],[-0.81923749 -0.28517823],[5.28874689 3.66575549],[-0.39028609  0.96805891],[2.19666994 5.02749011],[1.06750813 0.24593057],[3.1765416  5.71626104],[-0.8793264  -0.01203533],[4.34719808 1.19213097],[0.86261467 0.56147452]
