[5.26283612 0.15010231],[ 1.92358535 -3.31195126],[7.04923577 2.62441857],[ 4.82781865 -1.25664924],[9.77940486 3.86871174],[3.03033044 3.61680912],[8.24474542 4.32860766],[-4.81642792 -2.52503867],[0.75096653 1.62020746],[ 2.62130074 -0.90069741],[0.3989878  8.24807149],[ 2.39335689 -2.81026122],[9.90083711 7.4516995 ],[1.13612151 4.49633442],[2.56831028 2.86019255],[-1.55392484  0.26245726],[5.20090981 5.3857102 ],[-1.90480135 -2.57928119],[4.17524410e-03 7.72668216e+00],[-1.6246001   4.53658037]
[4.73372155 4.38461493],[ 0.60732926 -0.88586692],[6.06043709 3.40472898],[0.92996023 0.36154132],[6.8427442  4.45565443],[0.46458858 0.81794013],[6.42443067 2.86857161],[-0.78244142 -0.59479148],[4.30155028 3.77799045],[ 0.50969149 -0.88840679],[4.06501205 5.68630478],[-0.72549267 -0.68637822],[6.82863883 4.82571454],[0.07075127 0.97358989],[4.14358675 3.70651646],[-0.65943595  0.75612845],[3.52981768 5.86633142],[-0.18307272 -1.08200384],[6.37089162 5.59829227],[-0.8796879   0.57761074]
[4.79456508 4.29664474],[ 0.60912216 -0.8738535 ],[6.15251191 3.44219527],[0.90797558 0.38419419],[6.88754745 4.53789289],[0.43083994 0.82619981],[6.34452112 2.81080486],[-0.81105969 -0.55598054],[4.35373393 3.69029176],[ 0.5324879  -0.86678313],[3.9940939  5.61617699],[-0.69316295 -0.71641485],[6.83402755 4.92298596],[0.03654628 0.97117363],[4.07939277 3.78325403],[-0.62466581  0.77809328],[3.51379482 5.75740597],[-0.13729164 -1.09557118],[6.28175026 5.65392726],[-0.89775577  0.54012706]
[4.85559338 4.20991557],[ 0.61021315 -0.86184848],[6.24225045 3.48178887],[0.8881251  0.40904223],[6.92924304 4.62122582],[0.40427881 0.8415442 ],[6.2622294 2.7573905],[-0.8373708  -0.51502011],[4.40814236 3.60478005],[ 0.55565479 -0.84325815],[3.92638594 5.54302282],[-0.66187245 -0.74745783],[6.83566936 5.01964518],[-0.00425789  0.9613667 ],[4.01844384 3.86186077],[-0.59231629  0.79576153],[3.50245682 5.64746875],[-0.0862173  -1.09931524],[6.19113997 5.70606522],[-0.91585564  0.50084816]
[4.91661185 4.1243046 ],[ 0.61165387 -0.84877688],[6.32991364 3.52380904],[0.86529652 0.43152608],[6.96790816 4.70569745],[0.36741819 0.84630999],[6.17734993 2.70808746],[-0.85801429 -0.46896423],[4.46476044 3.52158488],[ 0.5775792  -0.81949933],[3.86195619 5.46692305],[-0.62492099 -0.77264342],[6.8333896  5.11545899],[-0.04003567  0.95596642],[3.96071995 3.94213178],[-0.56400948  0.80755396],[3.4961023  5.53720708],[-0.03849643 -1.10285846],[6.09884868 5.75429598],[-0.93168545  0.4617184 ]
[4.97810869 4.04035403],[ 0.61753854 -0.83094262],[6.41531951 3.5681302 ],[0.841984   0.45410187],[7.00292507 4.79070337],[0.33276565 0.85357792],[6.09041309 2.66338113],[-0.88080137 -0.42542236],[4.52355662 3.44082514],[ 0.59778954 -0.79599666],[3.80099126 5.38808931],[-0.59276295 -0.8022699 ],[6.82739369 5.21053293],[-0.07969744  0.94557986],[3.90604376 4.02371793],[-0.52997942  0.82339662],[3.49450531 5.42676097],[ 0.0042724  -1.10754567],[6.00476589 5.79827988],[-0.94698358  0.42067529]
[5.03996458 3.95797801],[ 0.62268866 -0.81341889],[6.49809707 3.61443056],[0.81494733 0.4733489 ],[7.03458494 4.87653376],[0.2975684  0.86013949],[6.00114185 2.62292755],[-0.90419784 -0.3835406 ],[4.58449368 3.36261006],[ 0.62117274 -0.76785188],[3.74369012 5.30676339],[-0.55436632 -0.82521943],[6.81765724 5.30474489],[-0.11333162  0.94005381],[3.85477729 4.10679956],[-0.49618548  0.83714332],[3.49677944 5.31570046],[ 0.03977717 -1.11411957],[5.90935473 5.83826444],[-0.96104691  0.37883618]
[5.10228227 3.8773186 ],[ 0.62433191 -0.79901722],[6.57860355 3.66313158],[0.79342632 0.49903117],[7.06243122 4.9627368 ],[0.25728997 0.86190079],[5.90987983 2.58695181],[-0.92131286 -0.33645882],[4.64768052 3.28719276],[ 0.64090325 -0.74191048],[3.68997561 5.22292366],[-0.5182339  -0.84971012],[6.8044266  5.39818478],[-0.15135444  0.92852622],[3.80654243 4.19083132],[-0.46789552  0.84390166],[3.50295469 5.20458239],[ 0.08548726 -1.10608379],[5.81276005 5.8741797 ],[-0.96950443  0.34059719]
[5.16487609 3.79823729],[ 0.62719857 -0.7828986 ],[6.65686375 3.71436072],[0.77026877 0.524147  ],[7.08628193 5.04917103],[0.22104482 0.86804931],[5.81693742 2.55566555],[-0.93914134 -0.29121433],[4.71270799 3.21431659],[ 0.65867629 -0.7163255 ],[3.64002254 5.13682131],[-0.48177142 -0.87304264],[6.78717029 5.49020606],[-0.19454566  0.91101323],[3.76171374 4.27603545],[-0.42803732  0.86041119],[3.51347719 5.09417485],[ 0.12510575 -1.10125589],[5.71578482 5.90668062],[-0.96992264  0.30945128]
[5.22769995 3.72073494],[ 0.62671447 -0.76961548],[6.73257225 3.76791249],[0.74605881 0.54918085],[7.1059694  5.13568804],[0.17385895 0.86366752],[5.72253748 2.52916078],[-0.95222884 -0.24250518],[4.77932915 3.14389589],[ 0.67459804 -0.69098267],[3.59411998 5.04883476],[-0.43565634 -0.88598128],[6.76574493 5.58058986],[-0.23468086  0.89572265],[3.72072004 4.36262278],[-0.39396047  0.86899565],[3.52821417 4.9846506 ],[ 0.16789336 -1.09043629],[5.61857296 5.93583261],[-0.97505556  0.2726433 ]
[5.29085829 3.64497035],[ 0.63457805 -0.74750441],[6.80578696 3.82395129],[0.71743227 0.57091307],[7.120817   5.22170662],[0.12610288 0.85980606],[5.6266934  2.50731083],[-0.96695273 -0.19725034],[4.84751772 3.07606368],[ 0.69165813 -0.66292581],[3.55248869 4.95924051],[-0.39546471 -0.90412673],[6.74020828 5.66929006],[-0.27477029  0.87931582],[3.68299419 4.44985637],[-0.35789805  0.87809689],[3.54665746 4.87580821],[ 0.20289388 -1.08383002],[5.52071432 5.96108332],[-0.98276914  0.23138455]
[5.35424397 3.57088185],[ 0.63031204 -0.73698351],[6.87600562 3.88208059],[0.6860646  0.59091214],[7.13111246 5.30758513],[0.07843199 0.85639758],[5.52933756 2.48982045],[-0.97806467 -0.15096604],[4.91783973 3.01154627],[ 0.7138088  -0.62812019],[3.51487749 4.86789297],[-0.35614096 -0.92190633],[6.71068754 5.75630065],[-0.31516358  0.86107079],[3.64979832 4.53879007],[-0.30850758  0.897524  ],[3.56887177 4.76805232],[ 0.2420157  -1.07025336],[5.42229249 5.98231689],[-0.98737443  0.19129272]
[5.41732199 3.49799991],[ 0.63058743 -0.72124504],[6.94296515 3.94214057],[0.65307632 0.6103749 ],[7.13642024 5.39293188],[0.02675407 0.84962875],[5.4311167  2.47709712],[-0.98316943 -0.10071318],[4.98987354 2.95009138],[ 0.72778989 -0.59979213],[3.48121249 4.77486319],[-0.31428424 -0.93558459],[6.67712875 5.84140297],[-0.35825511  0.83850777],[3.62092022 4.6289082 ],[-0.26801383  0.90552456],[3.59495422 4.66172849],[ 0.28064026 -1.05484457],[5.32362542 5.99966969],[-0.98535395  0.15622868]
[5.48030893 3.42660255],[ 0.63178662 -0.70399001],[7.00670932 4.00429047],[0.62029272 0.63126634],[7.13663274 5.47770005],[-0.02274407  0.84539892],[5.33256922 2.46950411],[-0.98861906 -0.0524098 ],[5.06326965 2.89151691],[ 0.74090938 -0.57066428],[3.4519079  4.68069878],[-0.27091254 -0.94657917],[6.63924042 5.92416151],[-0.39781356  0.81796578],[3.59632273 4.71993682],[-0.22694039  0.91169391],[3.62523868 4.55736316],[ 0.32105079 -1.03609601],[5.22479535 6.01307591],[-0.99089086  0.11190353]
[5.54334192 3.35688483],[ 0.63174183 -0.68740879],[7.06718663 4.06860541],[0.58860146 0.65454417],[7.13212292 5.56224732],[-0.06851901  0.84428818],[5.2340483  2.46722621],[-0.98267889  0.00576517],[5.13818942 2.83615613],[ 0.75592125 -0.53784156],[3.42707359 4.58562707],[-0.224895   -0.95373052],[6.59695369 6.00433042],[-0.44484267  0.78820688],[3.57583661 4.81147736],[-0.18553109  0.91613385],[3.65908675 4.45452445],[ 0.35321404 -1.02289117],[5.12578663 6.02231534],[-0.98872265  0.07329291]
[5.60645824 3.28894255],[ 0.62920434 -0.67272878],[7.1246493  4.13546613],[0.56068265 0.68282852],[7.1229637  5.64655617],[-0.11744243  0.83893687],[5.13564456 2.47020632],[-0.98491236  0.05380272],[5.21471633 2.78428077],[ 0.77150585 -0.50247406],[3.40695802 4.49000807],[-0.17640394 -0.95741869],[6.55044319 6.08189951],[-0.48571895  0.76241194],[3.55950074 4.90337328],[-0.14126309  0.92133207],[3.69613468 4.35314076],[ 0.38719821 -1.00493489],[5.02691371 6.02753799],[-0.98890378  0.03067874]
[5.66941377 3.22259376],[ 0.63019437 -0.65387361],[7.17887598 4.20476929],[0.52463954 0.70417315],[7.10894365 5.73030856],[-0.1644414   0.83431526],[5.03725943 2.47809174],[-0.98349018  0.10269635],[5.29249138 2.73572288],[ 0.78706843 -0.46524039],[3.39158335 4.39396918],[-0.1286963  -0.96070292],[6.49973479 6.15665761],[-0.5287656   0.73200173],[3.54746107 4.99553922],[-0.10076033  0.9205183 ],[3.73640098 4.25349489],[ 0.41793746 -0.98773383],[4.92841212 6.02879981],[-0.98029307 -0.00461764]
[5.73231102 3.15800555],[ 0.62470551 -0.64083765],[7.22943955 4.27620942],[0.48777602 0.72591589],[7.08994779 5.81324955],[-0.21595266  0.82373334],[4.93923182 2.49093656],[-0.97608562  0.15479856],[5.37186581 2.69104657],[ 0.80184103 -0.42648821],[3.38101465 4.29769669],[-0.08465089 -0.96633669],[6.44484203 6.2283629 ],[-0.57049165  0.70022154],[3.53981327 5.0878555 ],[-0.05498671  0.92261999],[3.77973465 4.15568513],[ 0.44741489 -0.96939944],[4.8306183  6.02633671],[-0.9770705  -0.04639955]
[5.79488476 3.09498151],[ 0.6262286  -0.62008671],[7.27627028 4.34983308],[0.44730757 0.74516546],[7.06546266 5.89473041],[-0.27191717  0.80741895],[4.84180483 2.50871547],[-0.96862218  0.2040436 ],[5.45250334 2.6501497 ],[ 0.80747791 -0.39465477],[3.37507426 4.20118272],[-0.03561348 -0.96514678],[6.38585816 6.29682565],[-0.60898137  0.66871311],[3.53629272 5.17983385],[-0.01392797  0.91816339],[3.82582289 4.05964099],[ 0.47506723 -0.95037275],[4.73288386 6.0193024 ],[-0.97345427 -0.09040227]
[5.85769671 3.03415489],[ 0.63000631 -0.59633716],[7.31874588 4.42513947],[0.40250558 0.76144285],[7.03532128 5.97443767],[-0.32949559  0.78781422],[4.74535948 2.53151389],[-0.95768446  0.2539584 ],[5.53390775 2.61273123],[ 0.81715151 -0.35683171],[3.3738144  4.10465434],[ 0.01066304 -0.96478337],[6.32319343 6.36214569],[-0.64649923  0.63494611],[3.53708115 5.27146623],[0.03203234 0.91646303],[3.87472509 3.96565682],[ 0.50409789 -0.92786394],[4.63576658 6.00803325],[-0.9668041  -0.13319413]
[5.92074344 2.97560105],[ 0.63177599 -0.57377196],[7.35694952 4.50233954],[0.35979732 0.78090468],[6.99972465 6.05237232],[-0.38365372  0.76916938],[4.64989482 2.55902537],[-0.94727774  0.2999998 ],[5.61597873 2.57889714],[ 0.8229833  -0.32081863],[3.37721777 4.00830414],[ 0.05751771 -0.96173089],[6.25643133 6.42357418],[-0.69073981  0.59101604],[3.54258759 5.36291254],[0.07722021 0.91125124],[3.92650839 3.87399541],[ 0.53177662 -0.90486186],[4.53981209 5.99291755],[-0.95402792 -0.17095368]
[5.98364994 2.91902959],[ 0.62486896 -0.5590293 ],[7.39075944 4.58140921],[0.31415316 0.79832967],[6.95861108 6.12820021],[-0.4396648   0.74576324],[4.55596063 2.59147799],[-0.92953961  0.35043999],[5.69858993 2.54872369],[ 0.82957905 -0.28193039],[3.38547762 3.91252647],[ 0.10775348 -0.95337587],[6.18546012 6.4806362 ],[-0.72774482  0.55053462],[3.55243616 5.4535545 ],[0.11970452 0.90129638],[3.98087598 3.78454946],[ 0.55493868 -0.88434666],[4.44491741 5.97373857],[-0.9433122  -0.21231068]
[6.04604975 2.86415792],[ 0.623536   -0.53785324],[7.41977897 4.6620422 ],[0.2636742  0.81186373],[6.91196548 6.20159228],[-0.49352884  0.72110784],[4.46367757 2.62869844],[-0.91730476  0.39213904],[5.78177739 2.52247433],[ 0.83740384 -0.23941791],[3.39879553 3.81770521],[ 0.15672362 -0.94449892],[6.11078718 6.53345206],[-0.76517525  0.50564692],[3.56671326 5.54327768],[0.16559987 0.89258042],[4.03774356 3.69743911],[ 0.58338881 -0.85662069],[4.35137802 5.9506351 ],[-0.92575461 -0.24812218]
[6.10814219 2.81127678],[ 0.62278931 -0.51514012],[7.44356796 4.7438974 ],[0.21035752 0.82359361],[6.85990171 6.27229074],[-0.54850818  0.69139616],[4.37258444 2.66984773],[-0.90417285  0.43054953],[5.86611037 2.50100606],[ 0.84469596 -0.19401638],[3.41660088 3.72350613],[ 0.20444056 -0.93395499],[6.03213894 6.58132551],[-0.80493217  0.45391851],[3.58543209 5.6318704 ],[0.20859009 0.87879522],[4.09713052 3.61286049],[ 0.60308857 -0.83585481],[4.25968779 5.92400421],[-0.90824588 -0.28473327]
[6.17026208 2.76082464],[ 0.62003802 -0.49332494],[7.46222143 4.82715495],[0.16251834 0.84120396],[6.80223454 6.33969996],[-0.60232963  0.65850762],[4.28336599 2.71521689],[-0.88058239  0.47595491],[5.95073548 2.48377769],[ 0.84668742 -0.15128573],[3.43944127 3.63072911],[ 0.25212737 -0.92134758],[5.94997876 6.62425885],[-0.83483167  0.40748752],[3.60833458 5.71888101],[0.25034226 0.86197177],[4.15885087 3.5308163 ],[ 0.62695508 -0.80909524],[4.16954875 5.89344689],[-0.89179593 -0.32385048]
[6.23226925 2.71277408],[ 0.6200943  -0.46752223],[7.47570203 4.91176933],[0.10570572 0.84973477],[6.73969156 6.40408623],[-0.65005183  0.62684152],[4.19663733 2.76510837],[-0.85566106  0.51964804],[6.0357118  2.47112327],[ 0.85138128 -0.10278862],[3.46675677 3.53906672],[ 0.29425326 -0.91119161],[5.86524529 6.66276456],[-0.85859328  0.36323395],[3.63515355 5.80386435],[0.28737673 0.83890672],[4.22281623 3.45139716],[ 0.65005817 -0.7813093 ],[4.08107048 5.85891954],[-0.87536546 -0.36447912]
[6.29421819 2.6673037 ],[ 0.61967236 -0.44088133],[7.48376705 4.99749734],[0.05702072 0.86594468],[6.67235128 6.46502598],[-0.6995461  0.5882647],[4.1122095  2.81900585],[-0.83216274  0.55843052],[6.12086596 2.46318706],[ 0.85243645 -0.05472897],[3.49836652 3.44866983],[ 0.3381487  -0.89598166],[5.77785699 6.69635466],[-0.88557078  0.31141111],[3.66635381 5.88712214],[0.33420007 0.82344689],[4.28877342 3.37452779],[ 0.66711107 -0.75776707],[3.99431861 5.82033655],[-0.85917588 -0.40690854]
[6.35604231 2.62448557],[ 0.62004155 -0.41202383],[7.48613873 5.08397524],[-0.00704207  0.86608204],[6.5999027  6.52167567],[-0.74844666  0.54474434],[4.03044583 2.87692621],[-0.8023849   0.60015594],[6.20613362 2.46023619],[ 0.85537373 -0.00127077],[3.53472881 3.36029788],[ 0.38865268 -0.87152757],[5.68813557 6.72491336],[-0.90695531  0.26091868],[3.70201473 5.96849632],[0.37936568 0.80408021],[4.35659952 3.30026504],[ 0.69033299 -0.72630278],[3.90920497 5.77744326],[-0.84106933 -0.44917763]
[6.41801093 2.58474305],[ 0.62205244 -0.37982321],[7.48218151 5.1705227 ],[-0.07171166  0.86508142],[6.52281608 6.57393774],[-0.79353686  0.49931179],[3.95153564 2.93872926],[-0.77559412  0.63554802],[6.29185909 2.46301019],[0.85785287 0.05618958],[3.57602144 3.27437781],[ 0.43839399 -0.84522052],[5.59672533 6.74868469],[-0.925011    0.21009914],[3.74235683 6.04797791],[0.4242622  0.78204616],[4.42669843 3.22918256],[ 0.71367168 -0.69304269],[3.82631911 5.73067412],[-0.8174631  -0.48714759]
[6.48018871 2.54832467],[ 0.62196236 -0.34779088],[7.47212632 5.25726902],[-0.12940284  0.86936778],[6.44118709 6.62132431],[-0.8392579   0.44717156],[3.87516376 3.00375607],[-0.75012453  0.66612923],[6.37748804 2.47139806],[0.852322   0.10975097],[3.62213803 3.19107999],[ 0.48286083 -0.82123013],[5.50330869 6.76695173],[-0.9447495   0.15306525],[3.78712395 6.1250885 ],[0.47085678 0.75964866],[4.49939836 3.16178311],[ 0.73702247 -0.65795   ],[3.74576157 5.68001724],[-0.79389609 -0.52631821]
[6.54193329 2.51477768],[ 0.61538517 -0.32042397],[7.45632006 5.34432033],[-0.18902582  0.86882202],[6.35489821 6.66307952],[-0.88359468  0.38973359],[3.80170721 3.07204272],[-0.71681179  0.70126786],[6.4624337  2.48519599],[0.84487086 0.16508877],[3.6727754  3.11042589],[ 0.52945721 -0.79173113],[5.40824545 6.77961821],[-0.95575141  0.10041504],[3.83639293 6.19969697],[0.51391717 0.73168277],[4.57416565 3.09771931],[ 0.75605799 -0.62528484],[3.66791722 5.6257508 ],[-0.76304454 -0.55911924]
[6.60338699 2.48443657],[ 0.61585753 -0.28387885],[7.43431801 5.43094691],[-0.24715631  0.86686179],[6.26505717 6.69966744],[-0.9144062  0.3399644],[3.73181483 3.14391635],[-0.68123889  0.73546298],[6.54647535 2.50456026],[0.8354299  0.22224477],[3.72796455 3.0327836 ],[ 0.57592359 -0.75891227],[5.3118253 6.7865505],[-0.96562204  0.04460842],[3.88995151 6.2714033 ],[0.55967353 0.70463011],[4.65056723 3.0367441 ],[ 0.77176809 -0.5941355 ],[3.59313501 5.5681443 ],[-0.73152958 -0.59201142]
[6.6648833  2.45787141],[ 0.61731148 -0.24375173],[7.40658875 5.51725415],[-0.30853245  0.85755177],[6.17219589 6.73106381],[-0.94293904  0.2869552 ],[3.66550713 3.2190745 ],[-0.64452313  0.76755718],[6.6289843  2.52922513],[0.81633924 0.27312583],[3.78786773 2.95866736],[ 0.62214816 -0.72278506],[5.21463531 6.7879426 ],[-0.97874151 -0.01808028],[3.94820674 6.34043422],[0.60340174 0.67377783],[4.72865641 2.97909377],[ 0.7905159 -0.5580568],[3.52177463 5.50748223],[-0.69537703 -0.62096376]
[6.72662122 2.43556526],[ 0.61744424 -0.20187351],[7.37270453 5.60241392],[-0.37331193  0.84084065],[6.07642139 6.75681744],[-0.97318575  0.22649139],[3.60276847 3.29717869],[-0.61106581  0.7932006 ],[6.70970851 2.55927295],[0.7975532  0.32773698],[3.85172827 2.88769271],[ 0.65748864 -0.69361011],[5.11620609 6.78289283],[-0.99105194 -0.08492536],[4.01060622 6.40608111],[0.6464209  0.64085171],[4.80838657 2.92491585],[ 0.80382415 -0.52547085],[3.45352655 5.44338502],[-0.66774496 -0.65920095]
[6.78783525 2.4170599 ],[ 0.6082209  -0.16640466],[7.33246543 5.68582406],[-0.43280474  0.82513912],[5.9780271  6.77663729],[-0.99651638  0.16727132],[3.54377214 3.37808566],[-0.57093464  0.82233468],[6.78881993 2.59523429],[0.78561538 0.39305865],[3.91950607 2.82021705],[ 0.69540992 -0.65789698],[5.01732881 6.77172273],[-0.98666498 -0.13895769],[4.07747734 6.46854691],[0.68910548 0.6064965 ],[4.88947359 2.87411365],[ 0.82016346 -0.48799219],[3.38836234 5.37575092],[-0.63469114 -0.69265977]
[6.84855409 2.40268882],[ 0.60773474 -0.11882653],[7.28606484 5.76720548],[-0.49398718  0.80281027],[5.8773254  6.79028043],[-1.01378709  0.10851504],[3.48869962 3.46165634],[-0.53073492  0.84836598],[6.86612182 2.6373104 ],[0.76040937 0.44889741],[3.99095294 2.75638874],[ 0.73273122 -0.61879775],[4.91890497 6.75503917],[-0.9821858  -0.19542302],[4.14833581 6.5272553 ],[0.72844699 0.56802957],[4.9721417  2.82711318],[ 0.83577077 -0.44907711],[3.32667953 5.30492258],[-0.59938699 -0.72433343]
[6.90904241 2.39309548],[ 0.60191429 -0.07255137],[7.23356394 5.84610719],[-0.55476097  0.77554082],[5.7753829  6.79832458],[-1.02478299  0.05210331],[3.43730118 3.54734022],[-0.49230724  0.86979999],[6.94053917 2.68475688],[0.72688966 0.49933819],[4.06563479 2.69617003],[ 0.76242309 -0.58343471],[4.82133229 6.73300063],[-0.97154646 -0.24786597],[4.22289971 6.58186134],[0.76231202 0.52359647],[5.05638702 2.7841387 ],[ 0.85009584 -0.40910294],[3.26845954 5.23084602],[-0.56138545 -0.7535407 ]
[6.96883218 2.38822202],[ 0.59475908 -0.02338615],[7.1754808  5.92248685],[-0.60774578  0.75016353],[5.67250812 6.80071129],[-1.03461149 -0.00686571],[3.39033031 3.63559132],[-0.44346538  0.89821372],[7.01183949 2.73761803],[0.69817749 0.55732532],[4.14376247 2.64016338],[ 0.80066719 -0.53544085],[4.72505056 6.70585406],[-0.95476873 -0.29584625],[4.30097862 6.6321404 ],[0.7975413 0.4803541],[5.1419887  2.74520186],[ 0.86256788 -0.36866296],[3.21493111 5.15471261],[-0.51294157 -0.77294159]
[7.02810055 2.38869706],[0.59112581 0.03421764],[7.11196105 5.99588858],[-0.66116321  0.71832491],[5.56881727 6.7971672 ],[-1.03820764 -0.06350457],[3.3481999  3.72644798],[-0.39889006  0.91866711],[7.07975683 2.79589425],[0.66164716 0.60996208],[4.2252748  2.58872866],[ 0.83113704 -0.49102807],[4.63020727 6.67359158],[-0.93950189 -0.34703285],[4.38236234 6.67788036],[0.83043392 0.43494064],[5.22858615 2.71016613],[ 0.87077654 -0.33037871],[3.16552503 5.07590156],[-0.47546679 -0.80345963]
[7.08675589 2.39495411],[0.58224961 0.09204379],[7.04323892 6.06593993],[-0.71601102  0.67893232],[5.46507013 6.78812533],[-1.03836768 -0.11938935],[3.31062348 3.81928764],[-0.35148233  0.93875203],[7.14452155 2.86004074],[0.63023197 0.6697419 ],[4.30997113 2.54208396],[ 0.86447292 -0.43944137],[4.53730315 6.63656041],[-0.92078331 -0.39593506],[4.46724611 6.71932909],[0.86875697 0.39596268],[5.31633182 2.67940688],[ 0.88288001 -0.28565505],[3.12008949 4.99427383],[-0.43616871 -0.83187388]
[7.14436174 2.40711765],[0.57130029 0.15357755],[6.96909537 6.13180509],[-0.76652561  0.63764056],[5.36142864 6.77347659],[-1.03412449 -0.17358651],[3.27801467 3.9141853 ],[-0.30122744  0.95806904],[7.20561198 2.92970358],[0.58876807 0.72078517],[4.3976529  2.50047375],[ 0.88889732 -0.39238914],[4.4462414  6.59453672],[-0.90101305 -0.44527876],[4.55547664 6.75648529],[0.89475707 0.34632465],[5.40529363 2.65326812],[ 0.89537604 -0.23762355],[3.07870572 4.90995861],[-0.39264337 -0.85544386]
[7.20081799 2.42568961],[0.55932823 0.22037819],[6.88999259 6.19331679],[-0.81266174  0.59441262],[5.25812781 6.75319885],[-1.03028275 -0.23074111],[3.25017973 4.01060098],[-0.25398445  0.97129919],[7.26251115 3.0044633 ],[0.5478377  0.77296976],[4.48774696 2.46373908],[ 0.91191066 -0.34274084],[4.35721736 6.54756744],[-0.87834328 -0.49306405],[4.64619436 6.78863249],[0.91812965 0.29544575],[5.49505579 2.63162163],[ 0.8984977 -0.1963507],[3.04192675 4.82355984],[-0.34232368 -0.87180395]
[7.25570067 2.45089458],[0.53640923 0.28277832],[6.80665383 6.25057754],[-0.85219343  0.55175855],[5.15561234 6.72750193],[-1.02014695 -0.28355091],[3.22731471 4.1084297 ],[-0.20167937  0.98632947],[7.31499781 3.08411649],[0.49654083 0.81463704],[4.580082   2.43211077],[ 0.93519946 -0.28873579],[4.27055008 6.49585963],[-0.85310708 -0.53928395],[4.73881748 6.81532002],[0.93527244 0.23958989],[5.58499649 2.61406759],[ 0.89912013 -0.15559277],[3.01005128 4.73541719],[-0.29395522 -0.88970816]
[7.30871249 2.48309104],[0.51883458 0.35721288],[6.71920362 6.30311458],[-0.89344681  0.50134291],[5.05439309 6.69674228],[-1.00726483 -0.33482981],[3.20952619 4.20743598],[-0.15469939  0.99284379],[7.36216054 3.16772893],[0.44424447 0.85495318],[4.67450234 2.40585085],[ 0.95466482 -0.23435762],[4.18638628 6.43946471],[-0.82748574 -0.58595555],[4.83323375 6.83659067],[0.95168081 0.18481546],[5.67499169 2.6006853 ],[ 0.90236504 -0.11011573],[2.98333448 4.6458332 ],[-0.23829551 -0.89989012]
[7.35953127 2.52263003],[0.49472068 0.43172539],[6.62806375 6.35075491],[-0.92907135  0.45080695],[4.95446725 6.66078326],[-0.98947069 -0.3826403 ],[3.19645627 4.30699563],[-0.10780882  0.99687151],[7.40390182 3.25514218],[0.39515004 0.89739776],[4.77074877 2.38511392],[ 0.97060257 -0.17933195],[4.10514662 6.37873923],[-0.79465334 -0.62586109],[4.92911119 6.85230374],[0.96479076 0.12881846],[5.76542117 2.59210555],[ 0.9059279  -0.06128717],[2.96207577 4.55513204],[-0.18797569 -0.91497883]
[7.40785205 2.56984708],[0.46795952 0.50973765],[6.53345673 6.39314988],[-0.96149167  0.3977826 ],[4.85675805 6.62046787],[-0.96613304 -0.4249785 ],[3.18825213 4.4070155 ],[-0.054745    1.00447848],[7.44045212 3.34640484],[0.33946659 0.93103363],[4.86811674 2.36958859],[ 0.97521462 -0.13231621],[4.02718879 6.31401282],[-0.76435264 -0.6684721 ],[5.02635099 6.8625962 ],[0.98136051 0.07906066],[5.85581249 2.58815545],[ 0.90405604 -0.01526744],[2.9460619  4.46319206],[-0.13471364 -0.92592338]
[7.45293315 2.62457452],[0.43501931 0.5868438 ],[6.4360304  6.43040921],[-0.98641524  0.34724557],[4.76142277 6.57595436],[-0.94115029 -0.46574236],[3.18557068 4.50782694],[0.00156123 1.01168547],[7.47138382 3.44085197],[0.27803232 0.95638435],[4.96601002 2.35895237],[ 0.98618442 -0.07633642],[3.95268891 6.2454481 ],[-0.72513687 -0.702222  ],[5.12438795 6.86720068],[0.98169829 0.01569615],[5.94623615 2.58917641],[0.90405098 0.03572514],[2.93512317 4.36999759],[-0.08328631 -0.93676202]
[7.49439198 2.68689402],[0.39261321 0.65845343],[6.33601597 6.46226894],[-1.00868102  0.29444599],[4.66839793 6.52716739],[-0.91828204 -0.50895042],[3.18800405 4.6087015 ],[0.04670556 1.00515856],[7.4965543  3.53808362],[0.22817487 0.99016588],[5.06518284 2.35431786],[ 0.99291399 -0.02015074],[3.88172376 6.17312723],[-0.69312729 -0.74304685],[5.22307905 6.86622936],[ 0.99049891 -0.03595761],[6.03672502 2.59552909],[0.90650757 0.09271731],[2.92960896 4.27609358],[-0.02641939 -0.9403947 ]
[7.53133839 2.75624327],[0.34509724 0.72746434],[6.23416683 6.48904057],[-1.02383257  0.24488223],[4.57751483 6.47388859],[-0.89914817 -0.5564914 ],[3.19559308 4.7094496 ],[0.10246191 1.00667495],[7.5165758 3.6382859],[0.17388017 1.01467682],[5.16484456 2.3552795 ],[1.00133806 0.04105913],[3.81409685 6.09687811],[-0.65683371 -0.77919931],[5.32196994 6.85958846],[ 0.98631358 -0.0973392 ],[6.1270171  2.60732441],[0.90031508 0.14456105],[2.92981265 4.1819448 ],[ 0.03156785 -0.94118819]
[7.56339508 2.83240159],[0.29657949 0.79606294],[6.13118681 6.51109154],[-1.0341186   0.19735389],[4.48894861 6.41623194],[-0.87051101 -0.59491477],[3.20819977 4.80966616],[0.14997649 0.99781072],[7.53095672 3.74050449],[0.11323816 1.0284865 ],[5.26503138 2.36224681],[1.0014778  0.09780306],[3.75015276 6.01709627],[-0.62319916 -0.81735105],[5.42072414 6.84725043],[ 0.98679061 -0.15058811],[6.21625616 2.62399913],[0.88759086 0.19237359],[2.93604611 4.08802816],[ 0.08944438 -0.94040344]
