[2.20112512 8.80314036],[-2.58387233 -1.37855659],[1.27192031 1.98453648],[ 2.54682965 -3.67307312],[4.5338199  8.36166362],[4.64657167 2.00858172],[2.87590363 2.63349394],[ 1.64755992 -1.21479314],[2.678272   8.49695422],[1.15801334 3.09408089],[9.86444043 2.3609445 ],[-3.54924906  3.89619633],[3.43969097 9.79997311],[1.93931467 3.65528723],[6.21249773 9.09730433],[-4.55760763  4.08865507],[9.68478375 0.63931794],[3.02072386 2.51257683],[5.62179056 2.70815779],[-1.38402625 -2.31071015]
[3.41636894 6.66054755],[-0.75808657 -0.6787703 ],[3.06769364 5.04287717],[ 0.15214551 -0.94507784],[5.49784463 7.96771645],[ 0.84921496 -0.29295332],[4.25666843 3.72575704],[ 0.79652879 -0.35684276],[3.6638417  7.48828015],[0.54689957 0.71859126],[6.731859   4.69183615],[0.54213049 0.3957198 ],[3.51902877 7.24656467],[0.56515289 0.76160822],[4.29530541 7.11163246],[-1.03605958 -0.17097158],[4.64382047 4.2736724 ],[0.97965159 0.0311866 ],[4.4540576  4.64431525],[-1.06622614  0.20553395]
[3.3418991  6.59184538],[-0.73409725 -0.69809712],[3.0847052  4.94915095],[ 0.18638024 -0.93106107],[5.58236588 7.93580756],[ 0.83905772 -0.34675195],[4.33743685 3.69244631],[ 0.82068653 -0.30693104],[3.71968331 7.55855356],[0.57406199 0.69077358],[6.78440152 4.73387602],[0.50934656 0.44635582],[3.576887   7.32139624],[0.59224352 0.73509215],[4.19243398 7.09320818],[-1.02164856 -0.19780957],[4.74137102 4.27858067],[0.97075651 0.06649225],[4.3480008  4.66593778],[-1.05439957  0.22712429]
[3.26977174 6.52113038],[-0.70663023 -0.71441343],[3.10498194 4.85670479],[ 0.21889493 -0.91796845],[5.66546079 7.89828298],[ 0.82393651 -0.401997  ],[4.42044554 3.66413962],[ 0.83812126 -0.26012579],[3.77860098 7.62631121],[0.60137262 0.66122358],[6.8334205  4.78095344],[0.4703375  0.49512239],[3.63708823 7.3931482 ],[0.61402874 0.70204235],[4.09082831 7.07187971],[-1.00932455 -0.22775471],[4.83832629 4.28737295],[0.96942719 0.11077498],[4.2434509  4.68997621],[-1.03690395  0.25318333]
[3.20049274 6.44886253],[-0.67807906 -0.73011346],[3.12901123 4.76608851],[ 0.25922849 -0.89686044],[5.74706439 7.85545718],[ 0.807302   -0.45461371],[4.5051192 3.6405936],[ 0.85470974 -0.21087427],[3.84004871 7.69082553],[0.62749151 0.62873311],[6.87826166 4.83284209],[0.42779488 0.54453982],[3.69986234 7.46192255],[0.64195586 0.67377792],[3.9907676  7.04782922],[-0.99256012 -0.25397477],[4.93506287 4.3006271 ],[0.96296408 0.15226181],[4.14078945 4.71672702],[-1.0160428   0.28201625]
[3.13410802 6.37503804],[-0.64992047 -0.7467265 ],[3.15645659 4.67699938],[ 0.28963873 -0.8847134 ],[5.82655057 7.80712365],[ 0.78445373 -0.50927824],[4.59155122 3.62226029],[ 0.87145881 -0.15768876],[3.90416592 7.75205875],[0.65447378 0.59531651],[6.91890594 4.88992381],[0.38387791 0.59637446],[3.7654225  7.52779495],[0.66606473 0.64032071],[3.89236407 7.02110102],[-0.97491734 -0.28006344],[5.03072002 4.31765483],[0.95052941 0.18875805],[4.04001031 4.74612144],[-0.99940368  0.30580268]
[3.07093504 6.29991749],[-0.61553337 -0.75776042],[3.18712947 4.58937869],[ 0.32519135 -0.86612325],[5.90363139 7.75342598],[ 0.7591047  -0.56193353],[4.67943386 3.60920523],[ 0.8871305  -0.10184603],[3.97073344 7.80961166],[0.67872773 0.55734065],[6.95520142 4.95239262],[0.34029211 0.65158019],[3.83333311 7.5901933 ],[0.6933008  0.60863814],[3.79578548 6.9917895 ],[-0.95496161 -0.30453837],[5.12532641 4.33858286],[0.94051451 0.22891295],[3.9413457 4.7783018],[-0.97165438  0.3400728 ]
[3.01070828 6.22317013],[-0.58810195 -0.77631676],[3.22136679 4.5036752 ],[ 0.36021356 -0.84709303],[5.97774224 7.69426101],[ 0.72385819 -0.61980274],[4.76858389 3.60162988],[ 0.89818154 -0.0467623 ],[4.03997936 7.86353088],[0.70574009 0.52037719],[6.98678289 5.02013996],[0.2945587  0.70672891],[3.90410706 7.6495007 ],[0.7186695  0.57386574],[3.70128234 6.96008403],[-0.93548622 -0.33003437],[5.21880639 4.36346354],[0.93135381 0.27122534],[3.84519442 4.81364728],[-0.95177837  0.36620597]
[2.95334194 6.14466129],[-0.55665141 -0.79132517],[3.25958539 4.42039767],[ 0.4042825  -0.81827452],[6.04863605 7.62986342],[ 0.69436029 -0.66692745],[4.85874478 3.59966375],[0.90514774 0.00810599],[4.11206451 7.91381019],[0.73549926 0.48460854],[7.01366347 5.09331353],[0.24282799 0.75646233],[3.97707421 7.70492048],[0.74125404 0.53495768],[3.60868168 6.92573433],[-0.91720148 -0.35778913],[5.31143163 4.39273494],[0.92011442 0.31335993],[3.75120619 4.85171867],[-0.92477687  0.39833813]
[2.89943137 6.06492706],[-0.52102159 -0.80291414],[3.30153607 4.33938125],[ 0.43853686 -0.79794931],[6.11665908 7.56109229],[ 0.6634619  -0.71026298],[4.94986318 3.60364379],[0.91703106 0.07208448],[4.18695282 7.96027451],[0.75923504 0.44145548],[7.03513762 5.17121545],[0.18527042 0.79990231],[4.05200348 7.75608136],[0.76016994 0.4909119 ],[3.51832297 6.88897743],[-0.89114172 -0.37859999],[5.40287465 4.42623887],[0.90715284 0.35527669],[3.65984714 4.89290354],[-0.903221    0.42430191]
[2.84932661 5.98422895],[-0.48246302 -0.8125639 ],[3.34725863 4.26082034],[ 0.47622012 -0.77268495],[6.1812591  7.48791134],[ 0.62492941 -0.75608962],[5.04164855 3.61371732],[0.92031298 0.13157414],[4.26383146 8.00195374],[0.78095241 0.39453987],[7.05094859 5.25346975],[0.1284083  0.84214137],[4.12936241 7.80331676],[0.78526751 0.45195226],[3.43005132 6.84956641],[-0.87504108 -0.41064243],[5.49269669 4.46366225],[0.89049608 0.39447665],[3.57071788 4.93668492],[-0.87956817  0.45085472]
[2.80308983 5.90252693],[-0.44195958 -0.82127356],[3.39666247 4.18478484],[ 0.51083246 -0.74869297],[6.2416956  7.41010217],[ 0.58544355 -0.79759697],[5.13358977 3.62974555],[0.92297762 0.19405185],[4.34354459 8.03955427],[0.81145955 0.3556649 ],[7.06057469 5.33931055],[0.06243501 0.87239426],[4.20905772 7.8464325 ],[0.81085733 0.41253728],[3.34371988 6.80719149],[-0.84913666 -0.43455986],[5.58063274 4.50482593],[0.86729493 0.42786703],[3.48418325 4.98328302],[-0.8507939   0.48126307]
[2.76092579 5.81992029],[-0.40155161 -0.83119595],[3.44977461 4.111496  ],[ 0.55075937 -0.71740114],[6.29826125 7.32847023],[ 0.54363966 -0.83642005],[5.22543631 3.65184701],[0.91551333 0.24989137],[4.42583051 8.07276567],[0.83419145 0.30849363],[7.06381541 5.42820259],[0.00310194 0.90516685],[4.2912841  7.88555498],[0.83276785 0.36900193],[3.26000754 6.76240214],[-0.8242212  -0.46058304],[5.66640553 4.54950406],[0.84918856 0.46684015],[3.40011881 5.03244371],[-0.8311355   0.50096371]
[2.72262315 5.73610147],[-0.36176381 -0.84249547],[3.50652846 4.04109367],[ 0.5876587  -0.68692036],[6.35044884 7.24301381],[ 0.50083816 -0.87117456],[5.31663853 3.67976982],[0.90930573 0.30980589],[4.51024776 8.10108998],[0.85496507 0.25886635],[7.06100532 5.51996983],[-0.05750579  0.93075979],[4.37547045 7.92006529],[0.84901279 0.31913636],[3.17884472 6.71499654],[-0.80107581 -0.48981815],[5.75041362 4.59817513],[0.83094587 0.50663289],[3.31811768 5.08356985],[-0.80926629  0.52084832]
[2.68874235 5.65154288],[-0.31733893 -0.85036043],[3.56693804 3.97382339],[ 0.62384451 -0.65474037],[6.39828183 7.15424694],[ 0.45803066 -0.90122106],[5.40696505 3.71357047],[0.89608812 0.36533604],[4.59653085 8.12422864],[0.87191076 0.20512848],[7.05211408 5.6139387 ],[-0.12064013  0.94709055],[4.46125673 7.94952088],[0.86845954 0.27173287],[3.09987112 6.66444589],[-0.77699505 -0.52003329],[5.83240679 4.65067023],[0.80932617 0.54371177],[3.23855535 5.13684536],[-0.78098074  0.54541411]
[2.6593934  5.56623262],[-0.26937989 -0.85578911],[3.6314256  3.91036148],[ 0.66538908 -0.61453881],[6.44187232 7.06272395],[ 0.41159982 -0.93068924],[5.49585459 3.75290454],[0.88039074 0.42027969],[4.68439587 8.14187613],[0.88686795 0.14936102],[7.03690276 5.70919253],[-0.18047542  0.95987325],[4.54885798 7.97410221],[0.8849842  0.22139525],[3.02351508 6.61099769],[-0.75058286 -0.54962795],[5.91203738 4.70669386],[0.78356342 0.57698275],[3.16198064 5.19266122],[-0.74869773  0.57248148]
[2.63460266 5.48009094],[-0.22456098 -0.86518083],[3.69991097 3.85091211],[ 0.70357121 -0.57466403],[6.48071294 6.96837516],[ 0.36469564 -0.95620781],[5.58293965 3.79757858],[0.86033707 0.47231752],[4.77396535 8.15418973],[0.90337401 0.09605569],[7.01586342 5.8054909 ],[-0.2410786   0.96404224],[4.63781167 7.99335156],[0.89299765 0.16243505],[2.94978748 6.55448686],[-0.72176698 -0.57862157],[5.98911211 4.76607202],[0.75650014 0.60909609],[3.0884208  5.25089195],[-0.72414341  0.59015043]
[2.61473046 5.3934057 ],[-0.17293542 -0.8687406 ],[3.77220796 3.79560915],[ 0.74199935 -0.53117298],[6.51484712 6.87166141],[ 0.3188823  -0.97667673],[5.66769789 3.84717797],[0.83379604 0.51870324],[4.8650583 8.16112  ],[0.91795676 0.04236758],[6.9891324  5.90219468],[-0.29276034  0.96931981],[4.72804724 8.00717958],[0.91249557 0.11537145],[2.87953674 6.49559174],[-0.68302037 -0.59926105],[6.06342851 4.82860851],[0.73140702 0.64315714],[3.01750595 5.3109808 ],[-0.6929118   0.61257298]
[2.59955049 5.30586885],[-0.12863277 -0.87982505],[3.84811934 3.74460736],[ 0.77735736 -0.48713526],[6.54439789 6.77306551],[ 0.26992141 -0.99689466],[5.75018373 3.90183641],[0.81403169 0.5726417 ],[4.95759055 8.16277139],[ 0.93127199 -0.01018999],[6.95702875 5.9988198 ],[-0.35057468  0.96072974],[4.82007063 8.01624327],[0.92734339 0.06568138],[2.81295375 6.4343413 ],[-0.64674014 -0.62408899],[6.13515961 4.89447281],[0.70247574 0.67329442],[2.95000717 5.37351426],[-0.65791515  0.6369381 ]
[2.58949336 5.21790515],[-0.07310706 -0.88008199],[3.92756724 3.69820297],[ 0.81024935 -0.44162609],[6.56902895 6.67260962],[ 0.22287881 -1.01159705],[5.83058218 3.96181378],[0.79089096 0.62382905],[5.05101762 8.1588591 ],[ 0.93734419 -0.06750373],[6.91899189 6.09411741],[-0.40745956  0.94678995],[4.91359995 8.02047886],[0.94279543 0.01907097],[2.75040388 6.37092011],[-0.60402454 -0.64437094],[6.20381101 4.96315025],[0.66815127 0.69773774],[2.8860671  5.43844451],[-0.623297    0.65892106]
[2.58500627 5.12990607],[-0.01668422 -0.87994707],[4.00999772 3.65623445],[ 0.84032969 -0.39514582],[6.58875943 6.57064706],[ 0.17355902 -1.02535192],[5.90840247 4.02664585],[0.76726417 0.67446165],[5.14508407 8.14939333],[ 0.94159805 -0.12358189],[6.87600523 6.18840587],[-0.45407434  0.9359696 ],[5.00792363 8.01942197],[ 0.94525197 -0.03840419],[2.69187914 6.30512342],[-0.5644001  -0.66977966],[6.26929936 5.03452239],[0.64019914 0.72814075],[2.82557056 5.50544839],[-0.58448086  0.68294556]
[2.58573011 5.04150829],[ 0.0330521  -0.88583994],[4.09567277 3.61936315],[ 0.87231646 -0.34233234],[6.60379033 6.46767922],[ 0.12956449 -1.03127539],[5.98350227 4.09616335],[0.73220795 0.7131415 ],[5.23928919 8.13419271],[ 0.94325806 -0.17908034],[6.82844706 6.28136199],[-0.49908498  0.92003359],[5.10264275 8.01287523],[ 0.94684731 -0.09444837],[2.63746229 6.23682724],[-0.51985162 -0.69236184],[6.33152817 5.1084453 ],[0.60553546 0.75133252],[2.76913507 5.57491522],[-0.5428644   0.70735246]
[2.59198036 4.95311776],[ 0.09164464 -0.88213706],[4.18441927 3.58787887],[ 0.90195884 -0.28722615],[6.61459447 6.36436739],[ 0.08803113 -1.03330361],[6.05484802 4.16925186],[0.69542511 0.74909304],[5.33358876 8.11356674],[ 0.94183405 -0.23362284],[6.7764247  6.37245599],[-0.54196783  0.90027594],[5.19744005 8.00076106],[ 0.94626209 -0.15006569],[2.58751869 6.16617924],[-0.47871745 -0.72053079],[6.39055204 5.18491621],[0.57507967 0.77804637],[2.71681454 5.64664565],[-0.50334218  0.72705389]
[2.60387579 4.86492938],[ 0.14372822 -0.88372694],[4.27580798 3.56181404],[ 0.92604312 -0.23318976],[6.62109161 6.26076635],[ 0.04001375 -1.04020929],[6.12253846 4.24590075],[0.65663982 0.78185582],[5.42726421 8.08719185],[ 0.93219909 -0.29266654],[6.71992825 6.46112105],[-0.5844181   0.87571076],[5.29178804 7.98281946],[ 0.94488715 -0.20390233],[2.54200806 6.09293634],[-0.43018773 -0.74333081],[6.44628063 5.26376763],[0.53816999 0.79748202],[2.66888515 5.72064546],[-0.45447834  0.75317836]
[2.62115072 4.77686875],[ 0.20473348 -0.87422315],[4.36968751 3.54147175],[ 0.94765844 -0.17690008],[6.62279356 6.15660824],[-0.00602686 -1.04268385],[6.18636667 4.32577516],[0.61840244 0.81381148],[5.52006681 8.0552036 ],[ 0.92556322 -0.34457246],[6.65931894 6.547209  ],[-0.62525405  0.84776556],[5.38601581 7.95971039],[ 0.94170973 -0.25556475],[2.50132168 6.01728228],[-0.38261063 -0.76907139],[6.49808566 5.34430025],[0.49648682 0.81159541],[2.62572453 5.79697503],[-0.40809626  0.77354718]
[2.64453346 4.68984215],[ 0.2643539  -0.86438361],[4.46516885 3.52638426],[ 0.96198216 -0.12424859],[6.620155  6.0525447],[-0.0462953  -1.03806312],[6.24640798 4.40880361],[0.5830932  0.84704875],[5.61169506 8.01774265],[ 0.90710768 -0.40389194],[6.59514158 6.63077749],[-0.66073535  0.82039235],[5.47986937 7.93158834],[ 0.93626374 -0.3052359 ],[2.46572627 5.93929464],[-0.32829578 -0.78990845],[6.54549452 5.42600539],[0.45355865 0.82424793],[2.58701059 5.87499432],[-0.36330062  0.78921367]
[2.6738049 4.6038515],[ 0.32018312 -0.85565762],[4.56230306 3.5169859 ],[ 0.97909174 -0.0646626 ],[6.61367721 5.94914648],[-0.08603354 -1.03254779],[6.30293168 4.49506415],[0.5479625  0.87832246],[5.70144868 7.97452124],[ 0.88838164 -0.4593655 ],[6.52739717 6.71137338],[-0.69373227  0.79125408],[5.57278844 7.89831202],[ 0.92267955 -0.35905526],[2.43540471 5.85898791],[-0.27585781 -0.81411636],[6.58883928 5.50917799],[0.41560491 0.84130811],[2.55352675 5.95514486],[-0.30801734  0.81145094]
[2.70900252 4.51924718],[ 0.38658693 -0.83318973],[4.66082171 3.51342963],[ 0.98981216 -0.00739873],[6.60320189 5.84632251],[-0.12303707 -1.02347745],[6.35578381 4.58417804],[0.50977882 0.90420158],[5.78895013 7.92559209],[ 0.86264036 -0.51751665],[6.45662422 6.78912337],[-0.72263521  0.76220057],[5.66437322 7.85987325],[ 0.90977812 -0.40822032],[2.41078131 5.77664819],[-0.21638857 -0.83262035],[6.62886668 5.59446942],[0.38425696 0.86344677],[2.52570469 6.03743444],[-0.24871017  0.83330368]
[2.75056793 4.43676096],[ 0.44068908 -0.81974987],[4.76006304 3.51541035],[0.99630685 0.04882301],[6.58882245 5.74423519],[-0.16196572 -1.0156208 ],[6.40481886 4.67575812],[0.47088382 0.9269366 ],[5.87414592 7.87134803],[ 0.84078002 -0.56699164],[6.38253934 6.86336163],[-0.75557084  0.72546822],[5.75450405 7.81657337],[ 0.89058689 -0.45939211],[2.39210661 5.69240641],[-0.15667248 -0.85173656],[6.66533198 5.68146759],[0.34647467 0.87769557],[2.50374364 6.12160573],[-0.18994516  0.84996193]
[2.79761805 4.35592553],[ 0.50089328 -0.79559707],[4.85975791 3.52297699],[0.99785147 0.10310781],[6.57078321 5.64318346],[-0.19959022 -1.00613477],[6.44994448 4.76946954],[0.42889389 0.9440741 ],[5.95704852 7.81230255],[ 0.81569741 -0.61462585],[6.30569026 6.93428201],[-0.78146269  0.69233901],[5.84264454 7.76828131],[ 0.87068526 -0.50726023],[2.37985351 5.60667102],[-0.09220137 -0.86672335],[6.69816625 5.76995747],[0.30836622 0.89004806],[2.48773277 6.20727833],[-0.13283461  0.86024019]
[2.8506888  4.27772727],[ 0.56050555 -0.76756022],[4.95976764 3.53627973],[0.99847405 0.15953496],[6.54917307 5.54328777],[-0.2350344  -0.99417067],[6.49078686 4.8647034 ],[0.38798577 0.96021797],[6.03728848 7.748586  ],[ 0.78702707 -0.66095182],[6.2263268  7.00180147],[-0.80406512  0.65929402],[5.92836637 7.71497151],[ 0.84709487 -0.5548588 ],[2.37370271 5.51912365],[-0.0294699 -0.8825971],[6.72707473 5.85950158],[0.26644302 0.89725154],[2.4776741  6.29399354],[-0.06795605  0.87363278]
[2.90954844 4.20240777],[ 0.61819987 -0.7364244 ],[5.05946567 3.55496467],[0.99643182 0.21542601],[6.52390864 5.44450456],[-0.27182839 -0.9829945 ],[6.52783417 4.96171207],[0.35021873 0.97662774],[6.11460487 7.68042123],[ 0.75607902 -0.70477815],[6.1448629  7.06602876],[-0.82559695  0.62440599],[6.01207773 7.65747617],[ 0.82516075 -0.59627774],[2.37416497 5.43038554],[ 0.03988783 -0.89071926],[6.75187591 5.9497955 ],[0.22970268 0.90842181],[2.47412551 6.38180186],[-0.00418654  0.88058839]
[2.97421211 4.13050162],[ 0.6765036  -0.69932191],[5.15904028 3.57945522],[0.99204288 0.27169042],[6.49477551 5.34669572],[-0.30945899 -0.97169653],[6.56115223 5.06026286],[0.31597419 0.99357106],[6.18869026 7.60796995],[ 0.72206437 -0.74704415],[6.06115359 7.12653059],[-0.84996591  0.58375916],[6.09328081 7.59573525],[ 0.79906983 -0.63767518],[2.38195335 5.34127939],[ 0.11495102 -0.8919715 ],[6.77284713 6.04096363],[0.19202405 0.91689861],[2.4770292  6.47013357],[0.06428246 0.8871783 ]
[3.04433063 4.06221367],[ 0.72636904 -0.66494938],[5.25775818 3.60923971],[0.98259708 0.32443951],[6.46221635 5.2503737 ],[-0.34198393 -0.95508201],[6.59069493 5.16000828],[0.27512431 1.00105995],[6.2589757  7.53112185],[ 0.68827402 -0.78453986],[5.97524996 7.18306109],[-0.86777277  0.54678291],[6.17187821 7.53006275],[ 0.77648485 -0.67146414],[2.39683954 5.25175675],[ 0.18299453 -0.89752232],[6.79011574 6.1329442 ],[0.15397956 0.92295402],[2.48665706 6.55873484],[0.13071317 0.88646897]
[3.11969222 3.99791498],[ 0.77967969 -0.62117362],[5.35540348 3.64424226],[0.9686821  0.37401689],[6.42652745 5.15583311],[-0.37031174 -0.93439461],[6.61622881 5.26045544],[0.23448582 1.00641277],[6.32631406 7.45116806],[ 0.65952009 -0.81287381],[5.88754679 7.23574562],[-0.88642863  0.50629364],[6.2481906  7.46118995],[ 0.74805363 -0.70706882],[2.41858557 5.16193415],[ 0.25074705 -0.89927031],[6.80381706 6.22565669],[0.11972967 0.93047014],[2.50361256 6.64765857],[0.2046676 0.887397 ]
[3.19994367 3.93785431],[ 0.82699365 -0.57738099],[5.45160621 3.68418631],[0.95601146 0.42559886],[6.38812963 5.06345352],[-0.39961551 -0.91522238],[6.63801425 5.36162547],[0.19881582 1.01397712],[6.39054497 7.36833714],[ 0.62139901 -0.84676705],[5.79829206 7.28456569],[-0.90012839  0.46827422],[6.32122265 7.38850365],[ 0.71229578 -0.74634094],[2.44709577 5.07217428],[ 0.3193874  -0.89508912],[6.81418428 6.31907289],[0.08530958 0.93511655],[2.52782637 6.73626776],[0.27951763 0.88384507]
[3.28472527 3.88227377],[ 0.86833392 -0.53357632],[5.54648275 3.72928436],[0.9385169 0.4733167],[6.34675453 4.97294743],[-0.42515455 -0.892254  ],[6.65615394 5.46333617],[0.16554488 1.02116777],[6.45098629 7.28233521],[ 0.58875203 -0.87140915],[5.70781552 7.32961724],[-0.90926868  0.43256394],[6.390839   7.31223114],[ 0.68062169 -0.77793468],[2.48267228 4.98329493],[ 0.39217137 -0.88148444],[6.82037713 6.41214301],[0.04138176 0.92899803],[2.55948648 6.82421788],[0.35340965 0.87413937]
[3.37368862 3.83141425],[ 0.91163265 -0.48191489],[5.6393199  3.77886183],[0.91869067 0.51863629],[6.30266704 4.88456595],[-0.45347259 -0.87224255],[6.67106686 5.56569267],[0.13123695 1.02397372],[6.50831066 7.19416826],[ 0.55794557 -0.89124686],[5.61625203 7.37081806],[-0.92214569  0.39087034],[6.45722364 7.23290693],[ 0.64558343 -0.80947261],[2.52529553 4.89583312],[ 0.46130136 -0.86563527],[6.82292081 6.50524709],[0.00602879 0.92921732],[2.59858913 6.91101064],[0.42764806 0.86012027]
[3.46674609 3.78579286],[ 0.94817847 -0.43098633],[5.73004022 3.83282982],[0.8958627  0.56077433],[6.25615838 4.79858473],[-0.47760457 -0.84838079],[6.68200113 5.66769241],[0.09118364 1.0194285 ],[6.56244682 7.10404458],[ 0.52237291 -0.91317126],[5.52351034 7.40783059],[-0.93203428  0.349621  ],[6.51991797 7.15041421],[ 0.60889884 -0.83924971],[2.57493875 4.81038223],[ 0.53264466 -0.84118328],[6.82156999 6.59792335],[-0.0307865   0.92619619],[2.64506133 6.99614467],[0.49999979 0.84024153]
[3.56301475 3.74508195],[ 0.97755893 -0.38209364],[5.81841739 3.89093081],[0.87241818 0.60181812],[6.20715413 4.7149005 ],[-0.50101981 -0.82389873],[6.68923323 5.76944539],[0.05492924 1.01658331],[6.61283821 7.0116906 ],[ 0.48641503 -0.93253953],[5.43002017 7.44085   ],[-0.94106744  0.30708096],[6.57931416 7.06546691],[ 0.57896405 -0.85931498],[2.63164797 4.72763822],[ 0.59954611 -0.81442916],[6.81659562 6.69023748],[-0.07168621  0.91687588],[2.69833933 7.07870779],[0.56444019 0.80960354]
[3.6625687  3.70987436],[ 1.01127144 -0.32331769],[5.90452689 3.95318633],[0.84936789 0.64271922],[6.15596621 4.63380988],[-0.52304453 -0.79825458],[6.69328175 5.87121167],[0.0244961  1.01665687],[6.65970906 6.91760161],[ 0.45315034 -0.94682502],[5.33548417 7.46932915],[-0.94931268  0.26247095],[6.6351183  6.97805997],[ 0.53811985 -0.88732096],[2.69467425 4.64756741],[ 0.66052983 -0.7861428 ],[6.80785263 6.78185455],[-0.10530124  0.9128917 ],[2.75801779 7.15805809],[0.628769   0.77682709]
[3.76498684 3.68030453],[ 1.03581621 -0.26856723],[5.98812846 4.01928993],[0.82214149 0.67858609],[6.10232542 4.5550373 ],[-0.54812081 -0.7755576 ],[6.69408697 5.97265792],[-0.00904553  1.01116599],[6.70319193 6.82211641],[ 0.41493663 -0.96401682],[5.24075985 7.49388357],[-0.94509426  0.22858182],[6.68719434 6.88835438],[ 0.50134677 -0.90841459],[2.76341812 4.57032322],[ 0.71592143 -0.75590089],[6.79573383 6.87293807],[-0.13437712  0.91093793],[2.82426059 7.23417993],[0.6922468  0.74169538]
[3.8696856  3.65625799],[ 1.05937664 -0.21037798],[6.06907058 4.08898868],[0.79785433 0.71629025],[6.04657681 4.47893569],[-0.56798629 -0.74767117],[6.69146962 6.07338887],[-0.04174452  1.00465671],[6.74304602 6.72521816],[ 0.37965716 -0.97613469],[5.14619276 7.51471727],[-0.94471016  0.18939079],[6.73536474 6.79645414],[ 0.46201077 -0.92924092],[2.8379504  4.49672072],[ 0.77608253 -0.71355686],[6.78078931 6.96374551],[-0.16772553  0.90155538],[2.8968119 7.3067121],[0.75595415 0.70619878]
[3.97675497 3.63829502],[ 1.08171827 -0.1483654 ],[6.14750029 4.16231503],[0.76933395 0.74852613],[5.98876504 4.40554818],[-0.58942208 -0.72129059],[6.68554899 6.1733291 ],[-0.07895211  0.99172015],[6.77931888 6.62715105],[ 0.3430602  -0.98765983],[5.05174263 7.53162143],[-0.94284587  0.14984879],[6.77955878 6.70256566],[ 0.42353283 -0.94649636],[2.91765264 4.42686439],[ 0.82143862 -0.67894061],[6.76213547 7.05314879],[-0.2061595   0.88550614],[2.97496812 7.37493452],[0.80590272 0.65717092]
[4.08561422 3.62630962],[ 1.0955294  -0.09067424],[6.22272128 4.23843457],[0.7350011  0.77347521],[5.92851221 4.33451292],[-0.61206467 -0.69585728],[6.67577193 6.27180035],[-0.11806514  0.97607526],[6.81144147 6.52756809],[ 0.29980459 -1.00317089],[4.95721906 7.54419361],[-0.94456122  0.10425761],[6.8200835  6.60723997],[ 0.38917072 -0.95753347],[3.00196777 4.36088412],[ 0.86604244 -0.63839186],[6.73981255 7.14104347],[-0.23999444  0.87236101],[3.05835227 7.4385279 ],[0.86249279 0.61577072]
[4.19571431 3.62013838],[ 1.10105031 -0.03788662],[6.29457864 4.31704548],[0.70425895 0.80053962],[5.86627497 4.26630917],[-0.63483415 -0.67038726],[6.66237666 6.36894754],[-0.14619712  0.97007186],[6.839651   6.42695365],[ 0.26297234 -1.01025279],[4.86273295 7.55228952],[-0.94578422  0.05655585],[6.85717517 6.51089139],[ 0.35175063 -0.96996833],[3.09059297 4.29912722],[ 0.90553177 -0.59669022],[6.71418054 7.22759225],[-0.27487268  0.85600155],[3.14677506 7.49745307],[0.90517576 0.56229873]
[4.30606416 3.61901182],[1.10726042 0.0170347 ],[6.36381234 4.39872938],[0.678383  0.8307386],[5.8018022  4.20070517],[-0.65408399 -0.64116958],[6.64606738 6.46525749],[-0.18224404  0.95371883],[6.86402059 6.32556273],[ 0.22442495 -1.01728274],[4.7684347  7.55578119],[-0.93890971  0.01426454],[6.8906034  6.41347647],[ 0.31538373 -0.97946349],[3.18351857 4.24219972],[ 0.94945873 -0.54432458],[6.68475539 7.31211658],[-0.31489736  0.83298726],[3.23951091 7.55118111],[0.94589851 0.50916482]
[4.41706381 3.62355201],[1.11037984 0.0716946 ],[6.42988115 4.48276963],[0.64194764 0.84873212],[5.73564518 4.13827547],[-0.67257832 -0.6109518 ],[6.62599744 6.5597368 ],[-0.21781514  0.93698583],[6.88439092 6.22342732],[ 0.18708612 -1.02116001],[4.67477679 7.5548911 ],[-0.93296912 -0.03120781],[6.92001669 6.31485027],[ 0.2756163  -0.99002113],[3.28054683 4.19052374],[ 0.9894298  -0.48982603],[6.6512432 7.394188 ],[-0.35680582  0.80675296],[3.33618456 7.59959869],[0.98494469 0.45727064]
[4.52814023 3.63340938],[1.11137404 0.1260359 ],[6.49254927 4.5687763 ],[0.60976378 0.86942118],[5.66746396 4.07870453],[-0.68795459 -0.57736678],[6.602766  6.6528512],[-0.24844891  0.92330688],[6.90101631 6.12095835],[ 0.14710365 -1.02629442],[4.58188461 7.54950712],[-0.92686067 -0.07891459],[6.94556459 6.21537775],[ 0.23665197 -0.99785887],[3.38107626 4.14408702],[ 1.01938765 -0.4399235 ],[6.613943   7.47395662],[-0.38961176  0.78775752],[3.43640837 7.64264252],[1.02025229 0.40514386]
[4.63902901 3.64850354],[1.10618458 0.17571404],[6.55181067 4.65658639],[0.57678182 0.88779034],[5.59771407 4.02247882],[-0.70624003 -0.54632661],[6.57654796 6.7445789 ],[-0.27506999  0.91164704],[6.91375405 6.01817114],[ 0.10871107 -1.02822242],[4.4900065  7.53962963],[-0.91121731 -0.11944843],[6.96752003 6.11550719],[ 0.20536976 -0.9966926 ],[3.48458883 4.10286445],[ 1.05179816 -0.38269592],[6.5730315  7.55138406],[-0.42665687  0.76239525],[3.53984149 7.68035895],[1.05017089 0.35177279]
