[6.28742588 9.98269911],[-0.31968047  1.34865612],[1.05885636 1.27047917],[ 2.33794576 -1.61383388],[6.25829834 5.96421317],[-2.46707755  0.7888575 ],[7.80675974 7.03350868],[2.34046884 3.45590309],[8.82190584 0.2849306 ],[ 1.00106288 -1.4017015 ],[0.51984698 5.7785209 ],[ 4.8468955  -1.53511972],[8.5974378  4.96560907],[1.9438482  0.01485471],[1.64696609 7.18435817],[3.00614075 0.77737933],[1.78924144 5.73228976],[ 3.93916013 -3.86322731],[7.55468578 6.8199386 ],[0.66881075 3.88652657]
[8.47449636 6.99364317],[-0.52765032  0.84563534],[8.10161388 5.20511611],[-0.25611415 -0.92706922],[8.86031018 7.86500796],[-0.56107293  0.65720416],[8.73971176 6.06782122],[0.05730268 1.00728195],[7.97415156 6.71275768],[ 0.55370288 -0.91694176],[5.30267025 5.48805473],[ 0.03704041 -0.92472704],[7.73077378 4.73256916],[0.81958943 0.72602195],[5.46411185 6.69923516],[0.66732751 0.84882337],[5.77150682 4.73763599],[ 0.85979578 -0.62954792],[8.70758103 6.74759519],[-0.18117125  0.95417491]
[8.42029051 7.07689999],[-0.55603641  0.81965333],[8.07525904 5.11330123],[-0.2724959  -0.91060623],[8.80193558 7.92943456],[-0.605125  0.631792],[8.74383544 6.16843792],[0.02571063 1.00525404],[8.02860012 6.62107414],[ 0.53362305 -0.91828811],[5.30929287 5.39586396],[ 0.09360868 -0.92060904],[7.81142914 4.80596302],[0.7939424  0.74213706],[5.53275221 6.78260582],[0.70399789 0.81729826],[5.8592266  4.67705411],[ 0.8952294  -0.58079518],[8.68806351 6.84261134],[-0.21201227  0.9429966 ]
[8.36339521 7.15762161],[-0.58020239  0.79612451],[8.04748606 5.02337572],[-0.28561749 -0.89059306],[8.73929439 7.99121367],[-0.64601609  0.60463811],[8.74486789 6.26883177],[-0.00451691  1.00276248],[8.08116088 6.5294035 ],[ 0.51519411 -0.91750606],[5.32117122 5.30380391],[ 0.14604254 -0.91802054],[7.88959    4.88100683],[0.76889658 0.75821355],[5.60493486 6.86274378],[0.74019749 0.78622645],[5.95022091 4.62127821],[ 0.92354747 -0.53524898],[8.66539144 6.93636721],[-0.23997415  0.93320088]
[8.30414655 7.23595817],[-0.60120884  0.77384516],[8.01811474 4.9351928 ],[-0.30314084 -0.87430935],[8.67238363 8.0498483 ],[-0.69060312  0.56878012],[8.74301939 6.36901779],[-0.03062121  1.00232776],[8.13173512 6.43769382],[ 0.49538258 -0.91749369],[5.33866073 5.21249353],[ 0.20415123 -0.90739627],[7.96522011 4.95760144],[0.74341545 0.77325128],[5.68062191 6.93970926],[0.77286554 0.75266181],[6.04387492 4.5700623 ],[ 0.94767748 -0.4903952 ],[8.63964336 7.02877733],[-0.271665    0.91812916]
[8.2428687  7.31203967],[-0.62392006  0.74792044],[7.98732193 4.84900192],[-0.31220933 -0.84903987],[8.60127793 8.10490545],[-0.73024407  0.53276981],[8.73878598 6.46924253],[-0.05578592  1.0000919 ],[8.18027917 6.34596909],[ 0.47424817 -0.91816828],[5.36198908 5.12239573],[ 0.26307846 -0.89350547],[8.03868505 5.0360529 ],[0.72466556 0.79440177],[5.75961543 7.01341826],[0.80369246 0.71849036],[6.13939759 4.5229279 ],[ 0.96485824 -0.44981186],[8.61118144 7.1200457 ],[-0.29640452  0.90799979]
[8.17919071 7.38531406],[-0.64476016  0.72214921],[7.9554753  4.76519463],[-0.32583167 -0.82809765],[8.52643859 8.15633867],[-0.7658963   0.49570352],[8.73163382 6.56875747],[-0.086195   0.9912066],[8.22684497 6.25434682],[ 0.46048024 -0.91092043],[5.39116559 5.03378113],[ 0.32260125 -0.87612206],[8.10976981 5.11608296],[0.69576264 0.80479693],[5.84154721 7.08363147],[0.83703755 0.68818977],[6.23714364 4.48051736],[ 0.99019716 -0.39767219],[8.58012647 7.21008032],[-0.32234659  0.89470705]
[8.11381321 7.45630318],[-0.66270064  0.69743823],[7.92230392 4.68355732],[-0.33526917 -0.8022436 ],[8.44820299 8.20398497],[-0.79744701  0.45780584],[8.72164946 6.66752079],[-0.11473829  0.9827024 ],[8.27191572 6.16332431],[ 0.4395827  -0.91074111],[5.42623551 4.9470001 ],[ 0.37835425 -0.85924214],[8.17818432 5.19734678],[0.6728437  0.82066192],[5.92659994 7.15068372],[0.86431565 0.65348456],[6.33723008 4.44331541],[ 1.01219487 -0.34501823],[8.54676493 7.29897087],[-0.34489277  0.88267099]
[8.04656082 7.52465362],[-0.68402154  0.66762031],[7.88808102 4.60442411],[-0.34814761 -0.77924389],[8.36665538 8.2474364 ],[-0.83134536  0.41255382],[8.70854793 6.76513037],[-0.14593358  0.97065992],[8.31499994 6.0724602 ],[ 0.42169461 -0.90686011],[5.46708421 4.86230488],[ 0.44069599 -0.83198903],[8.24399016 5.27985443],[0.64450991 0.83060949],[6.01429992 7.21426885],[0.88932678 0.61822646],[6.43919264 4.41123742],[ 1.02591154 -0.29728006],[8.5110139  7.38642609],[-0.36890351  0.86739159]
[7.97686574 7.5896241 ],[-0.70613442  0.63524498],[7.8521311  4.52721688],[-0.3675303  -0.76135262],[8.28199853 8.28639451],[-0.86325508  0.36429355],[8.69246552 6.86162267],[-0.1740961   0.96050577],[8.35610153 5.98182375],[ 0.40116295 -0.90494251],[5.51411009 4.78045984],[ 0.49904419 -0.80493305],[8.30751183 5.36387411],[0.62602107 0.84971731],[6.10432653 7.27424118],[0.91103104 0.58139465],[6.54253487 4.38407163],[ 1.04252232 -0.24381253],[8.47278809 7.47220053],[-0.39442958  0.84905685]
[7.9052671  7.65157547],[-0.72491774  0.60440767],[7.81458657 4.45221229],[-0.38185779 -0.73705451],[8.19430313 8.32041914],[-0.88995867  0.31606979],[8.673454   6.95692183],[-0.20465026  0.94677428],[8.39560411 5.8918516 ],[ 0.38789636 -0.89555677],[5.56704162 4.70161528],[ 0.55865128 -0.77210455],[8.36880018 5.44938026],[0.59808592 0.85861752],[6.19646915 7.33056518],[0.93235623 0.54598821],[6.6475203  4.36242933],[ 1.05357111 -0.19218758],[8.43213196 7.55618922],[-0.42058441  0.82858827]
[7.83222489 7.71079217],[-0.73663027  0.57895908],[7.7754767  4.37957315],[-0.40080867 -0.71594971],[8.10412926 8.34957187],[-0.91110858  0.26867556],[8.65166218 7.05105321],[-0.23209841  0.93475839],[8.43351458 5.80256291],[ 0.37130191 -0.88919025],[5.62555707 4.62592244],[ 0.61182845 -0.74066834],[8.42729158 5.53575412],[0.5705434  0.86753434],[6.29071685 7.3834254 ],[0.95091408 0.50991396],[6.75353964 4.34601669],[ 1.06710408 -0.13520673],[8.38893852 7.63814345],[-0.4441631   0.80935078]
[7.75805479 7.76742871],[-0.74875769  0.55153813],[7.73456408 4.30922362],[-0.41633254 -0.68969924],[8.01205114 8.37398577],[-0.93042624  0.21895227],[8.62713231 7.14392494],[-0.25980836  0.92110068],[8.46971415 5.71388341],[ 0.352731   -0.88428914],[5.6890714  4.55332429],[ 0.6584001  -0.71040997],[8.48288172 5.62285694],[0.54072219 0.87391695],[6.38672961 7.43268545],[0.96717071 0.4735547 ],[6.86070438 4.33527504],[ 1.07630325 -0.07901576],[8.34282347 7.71755156],[-0.47566496  0.78114036]
[7.68260684 7.82117661],[-0.76205241  0.52131269],[7.69231105 4.24178921],[-0.42982288 -0.65985019],[7.91818578 8.39335726],[-0.94573596  0.16897343],[8.5997767  7.23531901],[-0.28489098  0.90888885],[8.50413508 5.62580148],[ 0.33363364 -0.8792852 ],[5.7575242  4.48430907],[ 0.71190028 -0.66771745],[8.53550562 5.71060703],[0.51351089 0.88273251],[6.4842572  7.47830163],[0.98130894 0.4370563 ],[6.96856394 4.33007703],[ 1.08156144 -0.02379164],[8.29412998 7.79464457],[-0.49913858  0.7595229 ]
[7.60567601 7.87165967],[-0.77599355  0.48861975],[7.64835877 4.17708195],[-0.45073905 -0.63549257],[7.82281932 8.40755408],[-0.96026532  0.11566896],[8.56990797 7.32540587],[-0.31082026  0.89426079],[8.53619451 5.53782789],[ 0.306786   -0.88066352],[5.83133345 4.4198527 ],[ 0.76172634 -0.62298885],[8.58557311 5.79937364],[0.48628078 0.89094726],[6.58315566 7.52032093],[0.99621239 0.40340619],[7.07673231 4.33032682],[1.07899908 0.02613621],[8.2429323  7.86934294],[-0.52474475  0.73425718]
[7.52739156 7.91881984],[-0.78490843  0.45912962],[7.60236412 4.11497078],[-0.46946344 -0.60671298],[7.72634689 8.41657023],[-0.96567531  0.06774196],[8.53757765 7.41408454],[-0.33661556  0.87825338],[8.56557254 5.44980492],[ 0.28073516 -0.87958225],[5.90980763 4.35984279],[ 0.80682884 -0.57716198],[8.6329673  5.88899071],[0.4601976  0.89981953],[6.68340933 7.55896289],[1.00793612 0.3689736 ],[7.18450617 4.33549698],[1.07506593 0.07602063],[8.18899513 7.94126403],[-0.54949322  0.7083966 ]
[7.4484394  7.96318569],[-0.79427407  0.42780618],[7.55473497 4.0560875 ],[-0.48528404 -0.57277574],[7.62946943 8.42080138],[-0.97270525  0.01541042],[8.5024684 7.5009104],[-0.3647522   0.85886476],[8.59285927 5.36245547],[ 0.26415574 -0.86823886],[5.99256055 4.30447563],[ 0.84688839 -0.53056695],[8.67722614 5.97895952],[0.42788065 0.90250997],[6.78472973 7.5941676 ],[1.01774782 0.3348829 ],[7.29163366 4.34546423],[1.06711613 0.12306488],[8.13257699 8.01050961],[-0.57698991  0.67812617]
[7.36820054 8.00397285],[-0.80915484  0.38894   ],[7.50516955 4.0003673 ],[-0.50446642 -0.53968472],[7.53221617 8.41995852],[-0.9727679  -0.03300468],[8.46450577 7.58570695],[-0.39260654  0.83875025],[8.61819852 5.27598121],[ 0.24317307 -0.86062188],[6.07931421 4.25405227],[ 0.88773219 -0.47736981],[8.71862508 6.06956358],[0.40144016 0.91074172],[6.88666177 7.62569347],[1.02136043 0.29632354],[7.39814297 4.36038309],[1.06201531 0.17458922],[8.0736238  8.07685804],[-0.60326414  0.64736098]
[7.28693257 8.04123051],[-0.8162236   0.35596906],[7.4535973  3.94800169],[-0.52682705 -0.50706552],[7.43481991 8.41399628],[-0.97264704 -0.08417295],[8.42422403 7.66888352],[-0.41546342  0.82202858],[8.64199427 5.19084414],[ 0.23215293 -0.84281028],[6.16984093 4.20893644],[ 0.92263943 -0.42427296],[8.75735905 6.16093914],[0.37686727 0.92023302],[6.98884583 7.65331994],[1.02354995 0.25764583],[7.50383685 4.38023851],[1.05050641 0.22126616],[8.01210579 8.14010223],[-0.62719455  0.61711554]
[7.20505598 8.0752079 ],[-0.82022406  0.32442849],[7.39983647 3.89908814],[-0.55018014 -0.47257065],[7.33768662 8.40303881],[-0.97084777 -0.136149  ],[8.38128725 7.74995373],[-0.44118728  0.80124333],[8.66424358 5.10704887],[ 0.21257589 -0.833128  ],[6.26367835 4.1692284 ],[ 0.95434489 -0.3687566 ],[8.79364781 6.25322497],[0.34885832 0.92534496],[7.09128173 7.67718206],[1.02557966 0.22036311],[7.60819938 4.40461896],[1.03755477 0.26729032],[7.94803792 8.20006802],[-0.65370639  0.58232388]
[7.12288418 8.10606415],[-0.82392981  0.29174818],[7.34371518 3.85374671],[-0.57110708 -0.4326674 ],[7.2410006  8.38702109],[-0.96052942 -0.18204934],[8.33614253 7.82923302],[-0.46150203  0.78427673],[8.68446833 5.02421228],[ 0.18942953 -0.82590078],[6.36055567 4.13522658],[ 0.98025036 -0.31346662],[8.82685662 6.34573665],[0.31694671 0.92648173],[7.19378936 7.6972678 ],[1.02332766 0.18026539],[7.71126501 4.43366271],[1.02277976 0.31267576],[7.88171331 8.25684622],[-0.67201195  0.5536943 ]
[7.04017768 8.13339743],[-0.83178772  0.25303883],[7.28583361 3.81288847],[-0.58640056 -0.38384964],[7.14532378 8.36630958],[-0.95108111 -0.23051154],[8.28889485 7.90666209],[-0.48298223  0.76457347],[8.70269026 4.94247501],[ 0.17721296 -0.80662032],[6.45972561 4.10669219],[ 1.00366533 -0.25591802],[8.85719433 6.43866843],[0.29147713 0.93361314],[7.29653211 7.71388675],[1.03080378 0.15197432],[7.81258886 4.46701782],[1.00264481 0.35331439],[7.81333811 8.31043865],[-0.69565562  0.51761563]
[6.95713489 8.15721124],[-0.82947808  0.22268124],[7.22612957 3.77679269],[-0.60646804 -0.33634953],[7.05063977 8.34070917],[-0.94395964 -0.28326348],[8.23932335 7.98187624],[-0.509966    0.73801017],[8.71960683 4.86260196],[ 0.16295774 -0.78899678],[6.56120102 4.08413919],[ 1.0224966  -0.19776244],[8.88464417 6.53193918],[0.25938005 0.93367449],[7.39935098 7.72712452],[1.02647421 0.11393278],[7.91181082 4.50435711],[0.98132056 0.39301285],[7.74286439 8.36057618],[-0.71483897  0.48378313]
[6.87386219 8.177442  ],[-0.83295436  0.18465135],[7.16446699 3.74567165],[-0.62777661 -0.28655983],[6.9570534  8.31010576],[-0.9284956  -0.32967361],[8.18723249 8.05455233],[-0.53265752  0.7144659 ],[8.73507843 4.78450166],[ 0.14545544 -0.77387141],[6.66406744 4.06710705],[ 1.03538874 -0.14168685],[8.9088766  6.62520998],[0.22730261 0.93375052],[7.50190344 7.73679855],[1.02436458 0.07972977],[8.00909592 4.54589421],[0.96390107 0.43739955],[7.67015981 8.40689884],[-0.73635933  0.44514622]
[6.79057729 8.19411469],[-0.83263637  0.14860376],[7.100539   3.71956145],[-0.6486711 -0.2330179],[6.86490934 8.27468378],[-0.91551266 -0.38014801],[8.13280364 8.12473284],[-0.55517658  0.6896618 ],[8.74834919 4.70754076],[ 0.11960972 -0.76535428],[6.76837252 4.05604393],[ 1.05093508 -0.07852256],[8.93017746 6.71874149],[0.19713167 0.93518763],[7.60407216 7.7429639 ],[1.02046956 0.04538748],[8.10440642 4.59168899],[0.94302328 0.4792457 ],[7.59550944 8.44944201],[-0.75583151  0.40609031]
[6.70708298 8.20683583],[-0.83846325  0.10410252],[7.03469065 3.69914738],[-0.66834414 -0.17483966],[6.77445149 8.23452343],[-0.89452703 -0.42397635],[8.07596327 8.19220139],[-0.57915205  0.66193836],[8.75901039 4.63151733],[ 0.09503952 -0.7533434 ],[6.87392573 4.05122904],[ 1.05786771 -0.01945249],[8.94852477 6.81245261],[0.1699884  0.93909264],[7.70573743 7.74567288],[1.01134488 0.00748271],[8.19745296 4.64152882],[0.91852892 0.51812803],[7.51888935 8.48792106],[-0.77426029  0.36539632]
[6.62333868 8.2153013 ],[-0.83732624  0.06393991],[6.96712245 3.68496318],[-0.68367512 -0.10903111],[6.68626772 8.19012263],[-0.87072356 -0.46565317],[8.01676937 8.25686379],[-0.60638381  0.62939416],[8.76736624 4.55694497],[ 0.07117867 -0.73870255],[6.98015691 4.05249614],[1.06407117 0.04266152],[8.96403419 6.90639239],[0.14217002 0.94151832],[7.80671954 7.74488386],[ 1.00970573 -0.02137883],[8.28826003 4.69549737],[0.89709161 0.56082095],[7.44048523 8.52225261],[-0.79033498  0.32429967]
[6.53968422 8.21960162],[-0.83331994  0.02421162],[6.89745045 3.67692082],[-0.70694004 -0.04877295],[6.60046926 8.14153165],[-0.84651265 -0.50753958],[7.95521882 8.31855708],[-0.62501226  0.6038078 ],[8.77345154 4.48405074],[ 0.04944963 -0.71993474],[7.08676762 4.05991542],[1.06646237 0.10456054],[8.97675745 7.00052374],[0.11272154 0.94139892],[7.90736662 7.74117171],[ 1.00208497 -0.05370177],[8.37669905 4.75354896],[0.87060998 0.59912654],[7.36020387 8.55205724],[-0.81271584  0.27376937]
[6.45658065 8.21998164],[-0.83240511 -0.02067883],[6.82567112 3.67520438],[-0.7272192   0.01593066],[6.51719551 8.08882454],[-0.81847862 -0.54612388],[7.89127266 8.37707083],[-0.65047689  0.56959113],[8.77699185 4.41277479],[ 0.01865496 -0.70781981],[7.19341197 4.07348116],[1.0669791  0.16786929],[8.98634097 7.09442633],[0.08085648 0.93851334],[8.00706951 7.73412336],[ 0.99238378 -0.08658159],[8.46246368 4.81542394],[0.8447803  0.63845361],[7.27836637 8.57733099],[-0.82459871  0.23069198]
[6.37345846 8.21561024],[-0.8313798  -0.06861184],[6.75220403 3.68033505],[-0.7397351   0.08906853],[6.43643981 8.03194986],[-0.79459928 -0.58932314],[7.82516986 8.43246057],[-0.67324733  0.53621134],[8.77781514 4.34321543],[-0.00354341 -0.68438439],[7.29962621 4.09304702],[1.0565555  0.22292818],[8.9927211  7.18800597],[0.04765504 0.93394679],[8.10598484 7.72406665],[ 0.98487285 -0.11520978],[8.54529279 4.88088983],[0.81313165 0.67215198],[7.19521598 8.59802141],[-0.83695043  0.18408721]
[6.2905362  8.20638219],[-0.82787721 -0.11722866],[6.67763964 3.69293575],[-0.74982382  0.16444076],[6.35857664 7.97125131],[-0.76343431 -0.62535923],[7.75692779 8.48455103],[-0.69242127  0.50446178],[8.77601414 4.2757269 ],[-0.03362903 -0.66602343],[7.40481628 4.11822879],[1.04440122 0.27805071],[8.99556007 7.28090747],[0.01031339 0.92533853],[8.20387913 7.71097496],[ 0.97171647 -0.1476647 ],[8.62520614 4.94998298],[0.78367984 0.70820064],[7.11097009 8.61403644],[-0.84883621  0.13486788]
[6.20801564 8.19218448],[-0.82183993 -0.16649285],[6.60230466 3.71324318],[-0.75545992  0.24263606],[6.28374543 7.90686607],[-0.7328785  -0.66194867],[7.68641584 8.53300802],[-0.71756856  0.46454689],[8.77085925 4.20990813],[-0.06853733 -0.64881461],[7.50876362 4.14897329],[1.03341939 0.33603759],[8.99495376 7.37323546],[-0.02205557  0.92143277],[8.30037716 7.69463131],[ 0.95647727 -0.18086197],[8.70180492 5.02231146],[0.74796968 0.73796425],[7.02540458 8.62481722],[-0.86010762  0.08252568]
[6.12641265 8.17323106],[-0.80926998 -0.21201101],[6.52673786 3.74155881],[-0.75326619  0.32556397],[6.2123217  7.83918508],[-0.69754123 -0.69349413],[7.61353831 8.57750131],[-0.73879591  0.42610405],[8.76250146 4.1462842 ],[-0.10211673 -0.6265201 ],[7.61125023 4.18524117],[1.01555589 0.38871221],[8.9909219  7.46496213],[-0.05715496  0.91435295],[8.39548535 7.67517167],[ 0.94261702 -0.2110955 ],[8.77507743 5.09785633],[0.71808035 0.77343743],[6.93933052 8.63082971],[-0.86420274  0.03444044]
[6.04623998 8.14977799],[-0.79261698 -0.25585957],[6.45155141 3.77811233],[-0.75039439  0.40449974],[6.14414363 7.7680803 ],[-0.66528767 -0.72771742],[7.53869275 8.61818436],[-0.75631242  0.38897111],[8.75054897 4.08486792],[-0.13789405 -0.60208711],[7.71182836 4.22670973],[0.99572879 0.4404139 ],[8.98314581 7.55573481],[-0.09513282  0.9042971 ],[8.48874774 7.65228836],[ 0.92501167 -0.24401395],[8.84480882 5.17638658],[0.67353995 0.7940996 ],[6.8525993  8.63161685],[-0.86936157 -0.01818739]
[5.96742243 8.1215007 ],[-0.78365808 -0.3101346 ],[6.37722483 3.82281954],[-0.73647714  0.48806236],[6.07924085 7.69363413],[-0.63034715 -0.75860773],[7.4617821  8.65470916],[-0.77964379  0.3433086 ],[8.73464219 4.02575511],[-0.18214137 -0.58124646],[7.81036221 4.2733329 ],[0.97311404 0.49027273],[8.97175592 7.64565939],[-0.13533896  0.89147295],[8.58044416 7.62638938],[ 0.90993852 -0.27263193],[8.9101327  5.25703305],[0.63289926 0.8187092 ],[6.76543499 8.62704981],[-0.87465503 -0.07444406]
[5.89014892 8.0882947 ],[-0.76001418 -0.35246619],[6.30399322 3.87519587],[-0.72295363  0.56315017],[6.01789617 7.6162015 ],[-0.59603694 -0.78929235],[7.38257353 8.68654326],[-0.80102323  0.29636985],[8.71451106 3.96919527],[-0.2215126  -0.55015251],[7.90631916 4.32464592],[0.94685029 0.53679598],[8.95629984 7.73425315],[-0.17638448  0.87772501],[8.67075524 7.59785729],[ 0.89376926 -0.30014043],[8.97167853 5.34041691],[0.59667106 0.84748319],[6.67811969 8.61706518],[-0.87435373 -0.12851175]
[5.81514016 8.05064728],[-0.73579123 -0.39640468],[6.23299357 3.93551647],[-0.69694258  0.64173112],[5.96059235 7.53635351],[-0.55314652 -0.81063162],[7.30149649 8.71379606],[-0.81957409  0.24915098],[8.68981105 3.91540026],[-0.27279849 -0.52508579],[7.99983592 4.3808209 ],[0.922752   0.58605513],[8.93678627 7.82150243],[-0.21495104  0.86602837],[8.7594479 7.5666753],[ 0.87707809 -0.32618783],[9.02932194 5.42638049],[0.55679673 0.87226611],[6.59104139 8.60171474],[-0.8667547  -0.17842147]
[5.74257882 8.00852591],[-0.7138038  -0.44475332],[6.16485754 4.00346878],[-0.66691293  0.71442873],[5.90700257 7.45384897],[-0.51610324 -0.8366244 ],[7.21877136 8.73637508],[-0.83368889  0.2031907 ],[8.66034158 3.864787  ],[-0.31856337 -0.48816097],[8.09056031 4.44155806],[0.89096987 0.62783755],[8.91309291 7.90723136],[-0.25744297  0.84983213],[8.84627218 7.53277774],[ 0.8570077  -0.35383502],[9.08293491 5.51475582],[0.51314336 0.89281576],[6.50464591 8.58116085],[-0.8610072  -0.23293832]
[5.67249526 7.96173361],[-0.68882715 -0.49233809],[6.09985671 4.07830555],[-0.63314389  0.78050013],[5.85724285 7.36893528],[-0.47977034 -0.86198916],[7.13438955 8.753943  ],[-0.85104555  0.15044359],[8.62579243 3.8176956 ],[-0.3747973  -0.45496251],[8.17785882 4.50621409],[0.85348956 0.66361862],[8.8853007  7.99144107],[-0.29751881  0.83505792],[8.93084924 7.49595586],[ 0.83217038 -0.38475977],[9.13239704 5.6053767 ],[0.47316964 0.91646674],[6.41924045 8.55543622],[-0.84920111 -0.2839728 ]
[5.60502448 7.91019123],[-0.65794087 -0.53609059],[6.03846653 4.15946536],[-0.59370546  0.84192767],[5.81115895 7.28161686],[-0.43911329 -0.88129433],[7.04917225 8.76698815],[-0.85559274  0.10774922],[8.58555964 3.77421733],[-0.4312305  -0.41488936],[8.26151173 4.57453093],[0.81907718 0.70212584],[8.85357354 8.07417517],[-0.33914678  0.81728384],[9.01287039 7.45603117],[ 0.81090978 -0.41072226],[9.17754445 5.69801138],[0.42776674 0.9340737 ],[6.33459427 8.5240396 ],[-0.84052263 -0.34117096]
[5.54068678 7.85423053],[-0.6278612  -0.58237482],[5.98103511 4.24628307],[-0.55493609  0.89286337],[5.76917795 7.1924701 ],[-0.40402213 -0.90465119],[6.96329109 8.77541351],[-0.86234978  0.06001632],[8.53961077 3.73502828],[-0.48890015 -0.3689746 ],[8.34209553 4.64706432],[0.78797376 0.74381016],[8.81744958 8.15483698],[-0.38695649  0.79212954],[9.09281026 7.41365905],[ 0.78788633 -0.43638434],[9.21792891 5.79216773],[0.38033408 0.94938884],[6.25112989 8.4871039 ],[-0.82694493 -0.39606599]
[5.4793824  7.79358902],[-0.59735994 -0.62972622],[5.92788763 4.33814063],[-0.50876352  0.94206647],[5.73102002 7.10141035],[-0.36154684 -0.91860891],[6.87683659 8.77901781],[-0.86801379  0.01035596],[8.48781616 3.70069838],[-0.54701892 -0.31666801],[8.41931887 4.7234974 ],[0.75754519 0.78574138],[8.77647509 8.23286402],[-0.43016651  0.77038164],[9.17019653 7.36856181],[ 0.75859108 -0.46654643],[9.25334519 5.88762432],[0.33052    0.96209975],[6.16949145 8.44504404],[-0.80692217 -0.44642984]
[5.42160818 7.72863372],[-0.56243436 -0.67375289],[5.87930763 4.43444896],[-0.45980637  0.98578586],[5.69705511 7.00898734],[-0.31750493 -0.92931344],[6.78958051 8.77724045],[-0.87572279 -0.04505913],[8.43038904 3.67210431],[-0.60459467 -0.25742288],[8.49305344 4.80364688],[0.71903501 0.81893389],[8.73087381 8.3083142 ],[-0.48026014  0.73987459],[9.24484567 7.32072755],[ 0.73293272 -0.49125532],[9.28419433 5.9847125 ],[0.28347546 0.97643676],[6.08975592 8.39775874],[-0.78544569 -0.49712809]
[5.36719206 7.65910963],[-0.5229935  -0.71381853],[5.83573506 4.53484376],[-0.4136497   1.01907178],[5.66733155 6.91541326],[-0.27751429 -0.94231451],[6.70192664 8.77012138],[-0.87941699 -0.09991098],[8.36694203 3.64944253],[-0.66374023 -0.19458893],[8.56273545 4.88687778],[0.67583208 0.84671018],[8.68054787 8.38089026],[-0.52799464  0.7094896 ],[9.31646849 7.27005657],[ 0.70152529 -0.51985693],[9.31003149 6.08288679],[0.23191747 0.98556369],[6.01234691 8.34551273],[-0.76121697 -0.54639665]
[5.31676954 7.58561554],[-0.48270148 -0.75322219],[5.79694323 4.63842274],[-0.36479473  1.04889009],[5.64141648 6.82047525],[-0.2385708  -0.95383097],[6.61372468 8.75714131],[-0.88464056 -0.16030702],[8.29778637 3.63346784],[-0.7195704  -0.12476775],[8.62840349 4.97315007],[0.63627759 0.87724708],[8.62559265 8.4504407 ],[-0.57130525  0.68082127],[9.38516039 7.21683675],[ 0.67316608 -0.54331691],[9.33101907 6.182219  ],[0.1829691  0.99596171],[5.93764512 8.28857344],[-0.73085318 -0.59045194]
[5.27034639 7.50816399],[-0.4461428  -0.79590748],[5.76276273 4.74445587],[-0.31666341  1.07319279],[5.6200952  6.72516179],[-0.18925444 -0.95367735],[6.52533301 8.7382625 ],[-0.88327961 -0.21789325],[8.22286501 3.62437516],[-0.77543334 -0.053804  ],[8.68983277 5.06214661],[0.59247377 0.90262574],[8.56645704 8.51711979],[-0.61152381  0.65207039],[9.45054125 7.16090424],[ 0.63639966 -0.57303506],[9.34658513 6.28203546],[0.12989042 1.0016136 ],[5.86599712 8.22721701],[-0.70014377 -0.63471784]
[5.22815833 7.42707268],[-0.3987928  -0.82687007],[5.73352283 4.85281353],[-0.26710541  1.09427161],[5.60321248 6.62944774],[-0.14625539 -0.9581439 ],[6.43734233 8.71372561],[-0.87509048 -0.27179283],[8.14253006 3.62250016],[-0.83167127  0.01516468],[8.74704924 5.15379399],[0.54970885 0.92791488],[8.50280051 8.58025446],[-0.66024798  0.6113713 ],[9.51221341 7.10208052],[ 0.59867336 -0.60141706],[9.3572687  6.38275537],[0.08323434 1.01164984],[5.79723285 8.16122924],[-0.6737494  -0.68358808]
[5.19061096 7.34284765],[-0.35263643 -0.85780652],[5.7091823  4.96302083],[-0.21885     1.11027001],[5.59064573 6.53339862],[-0.10261003 -0.95998078],[6.3502403 8.6837411],[-0.86788969 -0.3293037 ],[8.05719126 3.62791853],[-0.87397615  0.09328768],[8.79971618 5.24764839],[0.50554727 0.95083941],[8.43471549 8.63957585],[-0.70246698  0.57338346],[9.57015238 7.04058287],[ 0.55809575 -0.6301193 ],[9.36308113 6.48414686],[0.03061595 1.01346671],[5.73130601 8.09055715],[-0.64310507 -0.72801707]
[5.15757575 7.25552238],[-0.30437811 -0.88463264],[5.68981531 5.07480836],[-0.16987511  1.12356781],[5.582761  6.4375559],[-0.05853039 -0.95998028],[6.26428327 8.6482978 ],[-0.85021041 -0.37876556],[7.9681264  3.64133387],[-0.90543572  0.17551471],[8.84793497 5.3437    ],[0.46037618 0.9714638 ],[8.36219931 8.69468241],[-0.74833627  0.52751358],[9.62391574 6.97623546],[ 0.51829766 -0.65523803],[9.3636142  6.58561283],[-0.02389567  1.01167397],[5.66885676 8.01588259],[-0.60558805 -0.76496865]
[5.12965278 7.16588526],[-0.25702843 -0.91055036],[5.67498777 5.18745346],[-0.1265509   1.12928223],[5.57886997 6.34142771],[-0.01727916 -0.96009202],[6.18016093 8.60789585],[-0.83509821 -0.43245073],[7.87597832 3.66259041],[-0.93408261  0.2512172 ],[8.8919483  5.44203284],[0.41558345 0.99059349],[8.28530604 8.74518134],[-0.7901809   0.48102657],[9.67340864 6.90923402],[ 0.469699   -0.68609633],[9.35827108 6.68642923],[-0.08105645  1.00629264],[5.61035708 7.93774981],[-0.56707219 -0.80009991]
