[1.01472531 2.92295678],[3.31733621 4.45997942],[5.1946151  7.49854447],[4.38816143 3.72606525],[8.61310337 3.28205537],[ 3.57117023 -0.91893295],[2.11905001 0.18511143],[4.72514966 0.01155988],[9.73378549 8.75994939],[ 0.77237662 -4.94982381],[0.44013303 2.53463443],[-1.95814408  2.6096809 ],[1.90586656 2.07059405],[4.26661693 1.46817922],[7.38692549 8.77811961],[1.46847092 3.82697473],[9.58401556 6.57337956],[3.43280693 1.0710327 ],[9.86255863 8.37550144],[3.01390997 1.94773018]
[4.9262407  4.59827768],[-0.8354092  0.466841 ],[6.06653077 7.621351  ],[0.94505954 0.02054014],[7.53898361 3.44232763],[0.75796148 0.63917481],[5.15734934 4.76116328],[-0.20807097 -0.9387805 ],[8.0077514  4.74727078],[-0.36841408 -0.96859382],[5.90909936 4.12812327],[-0.99610705  0.36505631],[4.86601761 4.25936074],[-0.71900058 -0.47354097],[5.02431126 6.49240162],[0.55495702 0.7855664 ],[7.51937234 5.08378418],[0.79701659 0.38285065],[5.98505651 6.76013086],[0.9754015  0.18227108]
[4.84389262 4.64596495],[-0.81392313  0.48435337],[6.16129988 7.62012911],[ 0.95133157 -0.04342123],[7.61283997 3.50828567],[0.71753443 0.67830889],[5.13734365 4.66718956],[-0.19219621 -0.94058761],[7.968746   4.65141439],[-0.41563589 -0.95235763],[5.81042176 4.16578396],[-0.98021138  0.38518697],[4.79457638 4.21239974],[-0.71110607 -0.4670218 ],[5.08166571 6.56990529],[0.59082543 0.76306507],[7.59811076 5.12257057],[0.77811044 0.39335061],[6.08289578 6.77651204],[0.98386315 0.14825572]
[4.76382362 4.69548527],[-0.78967989  0.50370409],[6.25694234 7.61293893],[ 0.96026478 -0.10081926],[7.68281062 3.57832187],[0.68193512 0.72239855],[5.11945622 4.57360028],[-0.16811296 -0.93371584],[7.924998   4.55722943],[-0.45382969 -0.92593482],[5.71342187 4.20547984],[-0.96037589  0.40802055],[4.72385996 4.16600642],[-0.70348132 -0.4611601 ],[5.14213409 6.64463843],[0.61906516 0.73204731],[7.67476899 5.16225028],[0.75622021 0.40146332],[6.18143938 6.78946241],[0.98809349 0.11223941]
[4.68604729 4.74675887],[-0.76543901  0.52203   ],[6.35297329 7.59971583],[ 0.95996229 -0.163273  ],[7.74925511 3.65279466],[0.6440587 0.764014 ],[5.10380258 4.48054335],[-0.14239499 -0.9249181 ],[7.87741716 4.46566557],[-0.49586392 -0.90340758],[5.61850126 4.24752187],[-0.93972526  0.43094491],[4.65387479 4.12014661],[-0.69301293 -0.45286808],[5.20536206 6.71616812],[0.64673349 0.69971297],[7.74962842 5.20317283],[0.74035881 0.41655806],[6.28008769 6.79857286],[0.98518286 0.07053265]
[4.61119141 4.80031992],[-0.73295935  0.5478075 ],[6.4489425  7.58043246],[ 0.95839486 -0.22253385],[7.81164899 3.73114388],[0.6050487  0.80399489],[5.09094479 4.38855988],[-0.115532   -0.91552991],[7.82565202 4.37639607],[-0.53809527 -0.88060109],[5.52557326 4.2917345 ],[-0.91996471  0.4519847 ],[4.5850721  4.07524207],[-0.68187959 -0.44410032],[5.27139021 6.78445883],[0.6726755  0.66488337],[7.82276232 5.24552296],[0.7214311  0.42971498],[6.37845313 6.80357261],[0.98123428 0.0288223 ]
[4.53912987 4.8559546 ],[-0.70415847  0.56882867],[6.54449418 7.55520286],[ 0.953155   -0.28063749],[7.86987844 3.81318537],[0.55930078 0.83638792],[5.08070867 4.29744318],[-0.09013    -0.90773839],[7.7702271  4.28997697],[-0.57154935 -0.84903   ],[5.43461007 4.33798159],[-0.89836266  0.47374096],[4.51742878 4.03124874],[-0.66941189 -0.43422912],[5.34025692 6.84947456],[0.70362042 0.63434721],[7.89388545 5.28912403],[0.6984445  0.43985258],[6.47651364 6.804547  ],[ 0.98017521 -0.00866526]
[4.4697927  4.91347621],[-0.68224118  0.58170656],[6.6391855  7.52407775],[ 0.93992511 -0.34176353],[7.92350148 3.89839114],[0.5146353  0.86890121],[5.07308684 4.20718395],[-0.05950638 -0.89475159],[7.7113449  4.20659678],[-0.60704703 -0.81958455],[5.34581953 4.38637227],[-0.87737335  0.49391176],[4.45127217 3.98847619],[-0.65289083 -0.42039523],[5.41219903 6.91138841],[0.73516691 0.60387048],[7.96279594 5.33387418],[0.6798976  0.45546962],[6.57415275 6.80153967],[ 0.97409131 -0.04971133]
[4.4033466  4.97291566],[-0.64792076  0.60562989],[6.73246979 7.48699688],[ 0.92561388 -0.39907377],[7.97267539 3.98679059],[0.46767448 0.89763207],[5.0683864  4.11805188],[-0.03520768 -0.88845911],[7.64887172 4.1261232 ],[-0.6433355  -0.79086891],[5.2590335  4.43662078],[-0.85799133  0.51123804],[4.3867768  3.94709424],[-0.63459668 -0.40482196],[5.48685236 6.96978929],[0.7565641  0.56278415],[8.02979278 5.38019344],[0.66004858 0.47111308],[6.6709353  6.79424004],[ 0.96180641 -0.09594583]
[4.34002379 5.0343675 ],[-0.61612706  0.62556941],[6.82436774 7.44450473],[ 0.90967366 -0.45246028],[8.01690366 4.07774508],[0.41471668 0.9190141 ],[5.06621069 4.02966553],[-0.00967637 -0.8805734 ],[7.58259276 4.04834793],[-0.68443111 -0.76689413],[5.17481168 4.48918384],[-0.82836975  0.53799642],[4.32393657 3.90709334],[-0.62040704 -0.39342275],[5.56386616 7.02427669],[0.78301124 0.52629331],[8.09460285 5.42794035],[0.6367351  0.48459781],[6.76671375 6.78259162],[ 0.95212568 -0.13843969]
[4.2797829 5.0976368],[-0.58774584  0.64049735],[6.91431537 7.3965806 ],[ 0.89018352 -0.50414398],[8.05597808 4.170917  ],[0.36724686 0.94443882],[5.06655076 3.94205265],[ 0.01579718 -0.87230502],[7.51262693 3.97338727],[-0.71717685 -0.73473002],[5.09308899 4.54391446],[-0.80727155  0.5551881 ],[4.26252145 3.86822726],[-0.60425501 -0.38027584],[5.64340927 7.07498936],[0.8066859  0.48685792],[8.15696751 5.47698831],[0.61052074 0.49651654],[6.8614582  6.76669888],[ 0.94311667 -0.1787628 ]
[4.22249712 5.16243288],[-0.55764083  0.65547834],[7.00209672 7.34354235],[ 0.86635811 -0.55482574],[8.08994559 4.26617538],[0.31648376 0.96474379],[5.06957551 3.85541578],[ 0.04242671 -0.86261682],[7.43941024 3.90164786],[-0.74807063 -0.70111884],[5.01353296 4.60034945],[-0.78135529  0.57583081],[4.20324637 3.83120268],[-0.58256866 -0.36152656],[5.72521929 7.12165289],[0.828982  0.4459299],[8.21662955 5.52721699],[0.58093593 0.50647387],[6.95547152 6.74705912],[ 0.93502215 -0.2157728 ]
[4.16874206 5.22915523],[-0.51875237  0.67736131],[7.08728672 7.28548327],[ 0.83921495 -0.60369354],[8.11931643 4.36380176],[0.26964161 0.98594311],[5.07542159 3.76991984],[ 0.0722824  -0.84953182],[7.36303178 3.83316972],[-0.77730324 -0.66641172],[4.93639702 4.65861774],[-0.76051097  0.59016051],[4.14594184 3.79585407],[-0.5653449  -0.34728361],[5.80916897 7.16413388],[0.85099289 0.40477639],[8.27365194 5.57883674],[0.55655516 0.52319452],[7.04839529 6.72354438],[ 0.92290877 -0.25467667]
[4.11848594 5.29757639],[-0.48530109  0.69183089],[7.16980453 7.22283886],[ 0.8096986  -0.64978712],[8.14377308 4.46318049],[0.21990693 1.00148531],[5.08376125 3.68526883],[ 0.094369   -0.84346848],[7.28400654 3.76840998],[-0.80460282 -0.63037284],[4.8612655  4.71816561],[-0.73880597  0.60389942],[4.09063653 3.76220092],[-0.54065333 -0.32565207],[5.89523018 7.20243038],[0.86920601 0.36020918],[8.32779877 5.63177365],[0.5260478  0.53545578],[7.14022384 6.69637715],[ 0.91118988 -0.29076228]
[4.07165178 5.36742247],[-0.44754869  0.70857331],[7.24935808 7.15582081],[ 0.77809056 -0.69305164],[8.16320363 4.56392404],[0.17017336 1.01424185],[5.09466106 3.60161819],[ 0.12624673 -0.82692387],[7.20232585 3.70729112],[-0.82800687 -0.59118507],[4.78881876 4.77954063],[-0.70987008  0.62367978],[4.03759542 3.73050651],[-0.52023728 -0.30831506],[5.98288745 7.23605356],[0.88253206 0.31090136],[8.37868143 5.68581238],[0.49191682 0.54590259],[7.23047507 6.66529439],[ 0.89418827 -0.33013851]
[4.02896135 5.43918795],[-0.40607728  0.72653168],[7.32573469 7.08469659],[ 0.74872536 -0.72936634],[8.17774099 4.66586155],[0.11984852 1.02321997],[5.10866697 3.51953826],[ 0.15201417 -0.81640609],[7.11825593 3.65000271],[-0.85072108 -0.55209422],[4.71968839 4.84325852],[-0.67509006  0.64811959],[3.98674921 3.70069373],[-0.49494039 -0.28619423],[6.0720274  7.26490468],[0.90194027 0.26805864],[8.42649098 5.74133137],[0.4625488  0.56302842],[7.31852892 6.62985836],[ 0.87016871 -0.37501346]
[3.99042226 5.51262443],[-0.36299204  0.74349109],[7.39877567 7.00976932],[ 0.70969083 -0.77084655],[8.18697076 4.76829297],[0.06541384 1.0256255 ],[5.12559431 3.43888271],[ 0.1868721  -0.79630175],[7.03237658 3.59705857],[-0.86835208 -0.50840438],[4.65376374 4.90907938],[-0.64359393  0.66786981],[3.93842533 3.6730849 ],[-0.46918281 -0.26365097],[6.16286555 7.28928808],[0.91662566 0.22168545],[8.47120478 5.79850268],[0.43004529 0.57900063],[7.40489835 6.59077087],[ 0.85485216 -0.40863907]
[3.95651691 5.58793131],[-0.31571962  0.76155254],[7.46784454 6.93084528],[ 0.67396459 -0.80466335],[8.19102263 4.87109469],[0.01607529 1.03025233],[5.14617301 3.36039818],[ 0.22390228 -0.7741856 ],[6.94457234 3.54829056],[-0.88983589 -0.46931518],[4.59089082 4.97670151],[-0.61171397  0.68646798],[3.89256263 3.64761024],[-0.4453122  -0.24311285],[6.25515554 7.30909264],[0.92749602 0.17291497],[8.51237473 5.8570823 ],[0.3922573  0.59182622],[7.48930605 6.54801631],[ 0.83423177 -0.44510543]
[3.92742077 5.66496589],[-0.26376392  0.78096829],[7.53313659 6.84854282],[ 0.63428245 -0.83829882],[8.18957827 4.97366335],[-0.04260831  1.02325846],[5.17081026 3.28447148],[ 0.26636424 -0.74684987],[6.85459443 3.50333848],[-0.90567129 -0.42588284],[4.53119975 5.04609618],[-0.58080891  0.70246645],[3.84928951 3.62438387],[-0.41629962 -0.21757915],[6.34773144 7.32322944],[0.92633918 0.11218822],[8.55001138 5.91729896],[0.36028926 0.612599  ],[7.57162464 6.50171355],[ 0.81452149 -0.47810947]
[3.90357373 5.74380669],[-0.20988435  0.79848491],[7.59456626 6.76318009],[ 0.59598158 -0.86668264],[8.18280235 5.07594409],[-0.09419015  1.02053944],[5.19904246 3.21064851],[ 0.29823251 -0.72946776],[6.76345523 3.46313391],[-0.91931467 -0.38060704],[4.47515995 5.11756176],[-0.54209375  0.72440055],[3.8092629  3.60405326],[-0.3806869  -0.18549522],[6.44059185 7.33171433],[0.93213697 0.05902468],[8.58402743 5.97927391],[0.32388614 0.63102825],[7.65176228 6.45203401],[ 0.78916551 -0.5141136 ]
[3.88530275 5.82437764],[-0.15432479  0.81346258],[7.65241973 6.67540199],[ 0.55935577 -0.89003899],[8.17116997 5.17808105],[-0.13779998  1.02202915],[5.23064529 3.13880417],[ 0.33662088 -0.70446763],[6.6708565 3.4273122],[-0.93277902 -0.33614432],[4.42265268 5.1907849 ],[-0.50672874  0.74108177],[3.77280943 3.58694018],[-0.34748664 -0.15589289],[6.53414161 7.3350837 ],[0.94030517 0.010211  ],[8.61430366 6.04309119],[0.28219862 0.64616719],[7.72961872 6.3991421 ],[ 0.76685849 -0.54437948]
[3.87223479 5.90590137],[-0.10499294  0.81847909],[7.70610891 6.58496394],[ 0.51629017 -0.91628109],[8.15494349 5.27992361],[-0.18647823  1.01445257],[5.26624759 3.06966218],[ 0.37436736 -0.67922912],[6.5769521  3.39592207],[-0.94349278 -0.29005376],[4.37381995 5.26571424],[-0.46870074  0.75836053],[3.73967643 3.57277732],[-0.31478304 -0.12701371],[6.62859115 7.33380447],[ 0.94660751 -0.03735471],[8.64039848 6.10851329],[0.23772653 0.66056747],[7.80456674 6.34267079],[ 0.73430554 -0.58242873]
[3.86447172 5.98811153],[-0.04689936  0.82842025],[7.75570229 6.49227664],[ 0.4748262  -0.93774374],[8.13410187 5.38108294],[-0.22930279  1.0090439 ],[5.30549023 3.00298046],[ 0.41335514 -0.65127772],[6.48212852 3.36925333],[-0.95313915 -0.24377883],[4.32911333 5.34257589],[-0.42344501  0.78044335],[3.70998299 3.56165622],[-0.27855206 -0.09492208],[6.7233261  7.32756382],[ 0.94682976 -0.08822635],[8.66160756 6.17504756],[0.18773839 0.67175762],[7.87693234 6.28320165],[ 0.71171359 -0.60776441]
[3.86282217 6.07137942],[0.01257135 0.83491245],[7.80117137 6.39761269],[ 0.43101379 -0.95858673],[8.10892851 5.48145463],[-0.27209792  0.99978853],[5.34865852 2.93920083],[ 0.45360011 -0.62043648],[6.38605546 3.34683404],[-0.96245111 -0.1990339 ],[4.28904594 5.42161515],[-0.37662658  0.80117083],[3.68410859 3.55392186],[-0.23630291 -0.05719434],[6.81782134 7.31610834],[ 0.94201809 -0.14156924],[8.6779709  6.24295609],[0.13797933 0.68509748],[7.94663855 6.22093846],[ 0.67989993 -0.63956312]
[3.86715202 6.15510595],[0.07560372 0.84046077],[7.84223154 6.30099205],[ 0.38731107 -0.97622385],[8.07927267 5.58052846],[-0.31775913  0.98440121],[5.39626849 2.87901197],[ 0.49711916 -0.58445737],[6.28939076 3.32917054],[-0.96936921 -0.15308313],[4.25364568 5.50255891],[-0.33407745  0.81462296],[3.66288612 3.55036624],[-0.19000352 -0.01585911],[6.91192736 7.29954962],[ 0.93825611 -0.1908559 ],[8.68887109 6.31180771],[0.07985785 0.69207462],[8.01316137 6.15562773],[ 0.64967785 -0.66707456]
[3.87779603 6.23915841],[0.13957663 0.84214871],[7.87906171 6.20288483],[ 0.3489077  -0.98599667],[8.04529257 5.67813682],[-0.36274028  0.96639164],[5.44843597 2.82274211],[ 0.54370552 -0.54300655],[6.1920554  3.31603362],[-0.97385655 -0.10650413],[4.22268702 5.58490057],[-0.28717332  0.82962137],[3.6463002  3.55092048],[-0.14015063  0.02839524],[7.0053513  7.27791528],[ 0.93180621 -0.23964901],[8.69408839 6.38157649],[0.02521058 0.70413227],[8.0764306  6.08747263],[ 0.61736513 -0.69391038]
[3.89512479 6.32341782],[0.21132295 0.846538  ],[7.91176857 6.10362497],[ 0.30612814 -0.99788974],[8.00663914 5.77364027],[-0.4087959   0.94469873],[5.50462106 2.77012083],[ 0.58007732 -0.50880809],[6.09496625 3.30820637],[-0.96849762 -0.05066053],[4.19657183 5.66873643],[-0.23469822  0.84693992],[3.63505001 3.55621166],[-0.08752938  0.0746038 ],[7.09767476 7.25111128],[ 0.91517806 -0.29547359],[8.69336154 6.45212865],[-0.0377398   0.70901493],[8.13615342 6.01646072],[ 0.57720933 -0.72572865]
[3.91967905 6.40788767],[0.27970565 0.84212629],[7.94062219 6.00369016],[ 0.26604735 -1.00544727],[7.96396393 5.8673939 ],[-0.44744196  0.92695567],[5.56458036 2.72122105],[ 0.62022507 -0.4674735 ],[5.99814806 3.30566504],[-0.96870445 -0.00141184],[4.17587894 5.75428377],[-0.17915705  0.86338644],[3.6293797  3.56639063],[-0.02566735  0.12899294],[7.1886776  7.21922537],[ 0.90390937 -0.34251905],[8.68653415 6.52338968],[-0.09993796  0.71504896],[8.1918142  5.94237468],[ 0.53809728 -0.75340688]
[3.95093149 6.49155245],[0.34299444 0.82827374],[7.96506783 5.90272762],[ 0.22525365 -1.01116828],[7.91751001 5.95928635],[-0.48202366  0.90985133],[5.62862475 2.67671504],[ 0.66254795 -0.42006757],[5.9016293  3.30828157],[-0.96088071  0.05432142],[4.16059253 5.84113559],[-0.12632613  0.87328891],[3.63002166 3.58206965],[0.03794622 0.18378667],[7.2782603  7.18253527],[ 0.88680023 -0.39159698],[8.67337683 6.59513474],[-0.16279604  0.7200452 ],[8.24380545 5.86590976],[ 0.50109021 -0.77604016]
[3.98842784 6.57356944],[0.40921057 0.81385922],[7.9860987  5.80190159],[ 0.19392093 -1.00683694],[7.86768773 6.04937889],[-0.5155166   0.89031884],[5.69698475 2.63725665],[ 0.70605462 -0.3668767 ],[5.80576235 3.31627918],[-0.95819612  0.10341953],[4.15070946 5.92891247],[-0.07081558  0.88214059],[3.63731501 3.60343772],[0.1100512  0.24541046],[7.36625462 7.1412547 ],[ 0.87081119 -0.43556188],[8.65380623 6.66718849],[-0.22971463  0.7195947 ],[8.29200217 5.78723559],[ 0.45977642 -0.80002192]
[4.03260666 6.65402466],[0.47280693 0.79324058],[8.00314952 5.70072951],[ 0.14891184 -1.01434793],[7.81462643 6.13746627],[-0.54440404  0.87216306],[5.76972342 2.60340854],[ 0.74750834 -0.31037428],[5.7103001  3.32919127],[-0.95001766  0.15543473],[4.14620371 6.01721324],[-0.01906134  0.88366964],[3.65235923 3.63140929],[0.19332664 0.31615162],[7.45242298 7.09555883],[ 0.84871426 -0.48161439],[8.62719973 6.73876077],[-0.3026523   0.71115017],[8.33573633 5.70599873],[ 0.41336383 -0.82564997]
[4.08300073 6.73213468],[0.5388671  0.77237082],[8.01598392 5.59920406],[ 0.10810882 -1.01554901],[7.75844483 6.22334908],[-0.5789404   0.84538123],[5.84700672 2.57591528],[ 0.79459236 -0.24185453],[5.61585212 3.34739426],[-0.93883308  0.20833563],[4.14686101 6.10550212],[0.03555754 0.88489427],[3.67619006 3.66679404],[0.28067984 0.38851979],[7.53607481 7.04512803],[ 0.82404302 -0.52663249],[8.59345139 6.8094964 ],[-0.37208031  0.70307298],[8.37500195 5.62254306],[ 0.36840669 -0.84643999]
[4.14018911 6.80821038],[0.60281933 0.7468482 ],[8.02477987 5.49769276],[ 0.07097124 -1.01143431],[7.69903028 6.30664603],[-0.61011867  0.81931033],[5.92825655 2.55486882],[ 0.82986218 -0.17850718],[5.52249725 3.37073614],[-0.92839671  0.2578569 ],[4.15340826 6.19413934],[0.09571937 0.88749388],[3.70889588 3.709425  ],[0.3737989 0.4640289],[7.61704495 6.99017005],[ 0.79636489 -0.57085458],[8.55246425 6.8789199 ],[-0.44573602  0.68644499],[8.40959467 5.53700928],[ 0.32072898 -0.86642938]
[4.20336673 6.88125021],[0.66053328 0.71365035],[8.02958408 5.39638039],[ 0.02726468 -1.0123168 ],[7.63633564 6.38704686],[-0.63979214  0.79223597],[6.0128149  2.54027544],[ 0.85856262 -0.11509988],[5.430206   3.39889094],[-0.91595633  0.30612112],[4.16594369 6.28279582],[0.15248922 0.88260583],[3.75084275 3.75940284],[0.4645968  0.53458556],[7.69539535 6.93113974],[ 0.76890582 -0.61082704],[8.50438531 6.94668721],[-0.51312756  0.67050875],[8.4390531  5.44930362],[ 0.26809673 -0.88737281]
[4.27229317 6.95090496],[0.71919337 0.68067395],[8.0302461  5.29530134],[-0.01332711 -1.00828702],[7.57098042 6.46491084],[-0.66888357  0.76306208],[6.10034259 2.53246019],[ 0.88890138 -0.04315695],[5.33972258 3.43229108],[-0.89379222  0.36140719],[4.18377506 6.37043217],[0.20819164 0.87374185],[3.80126622 3.81571667],[0.54258003 0.59010642],[7.77098678 6.86829697],[ 0.74441555 -0.64384466],[8.44962661 7.01259014],[-0.58036898  0.64800474],[8.46342396 5.35987564],[ 0.22000621 -0.90001759]
[4.34690474 7.01707712],[0.77427487 0.64417921],[8.02697218 5.19482191],[-0.05114575 -1.00013144],[7.50265702 6.53967556],[-0.69827154  0.73114328],[6.19044254 2.53172838],[0.91377051 0.03030604],[5.25108465 3.47070139],[-0.87771385  0.40737193],[4.20737373 6.45720533],[0.26623209 0.86370933],[3.85975305 3.87776156],[0.62626141 0.64970131],[7.84336912 6.8015893 ],[ 0.70349124 -0.68942569],[8.38854982 7.07628033],[-0.64161049  0.62402001],[8.48294841 5.2693075 ],[ 0.17160083 -0.90969903]
[4.42689352 7.07950924],[0.82422303 0.60347924],[8.02011894 5.09539764],[-0.0875762  -0.98984168],[7.43138435 6.61111541],[-0.72196962  0.70245814],[6.28288132 2.53855631],[0.93329568 0.10570099],[5.1648184  3.51430675],[-0.85018427  0.46164333],[4.23705645 6.5430726 ],[0.3275246  0.85320423],[3.92602847 3.94513515],[0.69551073 0.69399034],[7.91192612 6.73078135],[ 0.66578062 -0.72794873],[8.3215358 7.1373633],[-0.69669829  0.5982339 ],[8.4979008 5.1781802],[ 0.12582626 -0.91403424]
[4.51132294 7.13738082],[0.86634271 0.55628971],[8.00948651 4.99692951],[-0.12569307 -0.97999014],[7.35792787 6.67975114],[-0.74658525  0.67043847],[6.37711051 2.55311236],[0.94978203 0.18497542],[5.08106346 3.56292729],[-0.82265867  0.5123757 ],[4.27302088 6.62785909],[0.39228217 0.842503  ],[3.99838583 4.01608672],[0.74946894 0.72294971],[7.97662659 6.65623335],[ 0.62781502 -0.76278676],[8.24910889 7.19555858],[-0.74967073  0.56646233],[8.50798072 5.08647245],[ 0.07393636 -0.92137169]
[4.59998683 7.19065186],[0.90574516 0.50841273],[7.99504745 4.89952147],[-0.16084457 -0.9658306 ],[7.28213541 6.74519197],[-0.7696557   0.63760197],[6.47252018 2.57544916],[0.95824687 0.26251029],[5.00016681 3.61654306],[-0.79439958  0.56014119],[4.31521984 6.71116369],[0.44965394 0.82118112],[4.07577879 4.08959947],[0.79784717 0.74694164],[8.03783323 6.57869263],[ 0.59172495 -0.79200474],[8.17158873 7.25037536],[-0.79718973  0.53208658],[8.51331521 4.99462938],[ 0.03144475 -0.9165634 ]
[4.69234289 7.23900412],[0.93993459 0.45770173],[7.97697829 4.80346472],[-0.19840131 -0.95298866],[7.20397045 6.80716379],[-0.79258378  0.60251365],[6.568202   2.60522384],[0.95724529 0.33554108],[4.92246765 3.67511228],[-0.76046443  0.60967764],[4.36315417 6.79221107],[0.50856317 0.79901035],[4.15751215 4.16506724],[0.83355664 0.75937506],[8.09505996 6.49804889],[ 0.55035168 -0.82270948],[8.08957891 7.30162927],[-0.84293617  0.49179441],[8.51383299 4.90282898],[-0.01948292 -0.91736431]
[4.78806428 7.28236894],[0.97344237 0.40921123],[7.95523075 4.70883666],[-0.2343975  -0.93734114],[7.12364119 6.86563641],[-0.81210648  0.5684739 ],[6.66359933 2.64233596],[0.94980634 0.40624634],[4.84828607 3.73855488],[-0.72405267  0.65755734],[4.41692369 6.87087586],[0.56597147 0.77320402],[4.24211029 4.24113407],[0.85778793 0.76157793],[8.14810017 6.41447732],[ 0.51199311 -0.84663705],[8.00338269 7.34886805],[-0.88191663  0.45087493],[8.50931624 4.81116028],[-0.06942147 -0.91410875]
[4.88681674 7.32073522],[1.00393687 0.36108957],[7.92978134 4.61573036],[-0.27355293 -0.92350537],[7.04185149 6.92109772],[-0.82758158  0.536519  ],[6.75793837 2.6863535 ],[0.93513639 0.47255292],[4.77769259 3.80651325],[-0.68465667  0.70402561],[4.47624501 6.94668724],[0.61918144 0.74164293],[4.32943866 4.31780036],[0.88546296 0.76874156],[8.19726568 6.32864104],[ 0.47105472 -0.86983543],[7.91329347 7.39166431],[-0.92007444  0.40366736],[8.49989233 4.72004157],[-0.12031467 -0.90905251]
[4.98838412 7.35425207],[1.02852291 0.31112093],[7.9000941  4.52378603],[-0.31797561 -0.91278398],[6.95854742 6.97329414],[-0.83980695  0.50578836],[6.85047255 2.73675462],[0.9131153  0.53314821],[4.71114076 3.8789955 ],[-0.64734223  0.74389603],[4.54088462 7.01928542],[0.67090526 0.70757471],[4.41875991 4.39448433],[0.90232277 0.7665644 ],[8.24205033 6.24037572],[ 0.42813928 -0.89141252],[7.81950371 7.42950399],[-0.95666376  0.35106815],[8.48540227 4.62960361],[-0.16911623 -0.89897731]
[5.09208796 7.38264395],[1.04617596 0.25801712],[7.86638727 4.43343124],[-0.35666909 -0.89461549],[6.87389016 7.02218706],[-0.85102145  0.47411645],[6.94063715 2.79308823],[0.89108321 0.59448679],[4.64866494 3.95557915],[-0.60346478  0.78571248],[4.61067222 7.08842329],[0.72412921 0.67451594],[4.50958086 4.47083666],[0.91390579 0.76052127],[8.2824218  6.15000029],[ 0.3788009 -0.9160008],[7.7223363  7.46202411],[-0.98566744  0.29937577],[8.46578322 4.54006602],[-0.22257428 -0.89062647]
[5.19758421 7.4059517 ],[1.06331409 0.20841484],[7.82889477 4.34504728],[-0.39435246 -0.8740577 ],[6.78792722 7.06762842],[-0.86613272  0.43654402],[7.02828473 2.85526502],[0.86405777 0.65116106],[4.59047468 4.03601126],[-0.55739307  0.82508258],[4.68593181 7.15440954],[0.77495964 0.63928063],[4.60147954 4.54656822],[0.92528234 0.75556639],[8.31826481 6.05774565],[ 0.33699593 -0.92974428],[7.62289611 7.4897327 ],[-1.00268207  0.25465454],[8.44065718 4.45136399],[-0.27873077 -0.88162484]
[5.30453434 7.42424903],[1.07496195 0.15748408],[7.78754306 4.25870048],[-0.43338245 -0.85336718],[6.70089334 7.1096564 ],[-0.87389279  0.4044574 ],[7.11317115 2.92304441],[0.83190691 0.70244092],[4.53726123 4.12050089],[-0.50851287  0.86226803],[4.76569282 7.21632317],[0.81873815 0.59771315],[4.69436289 4.62171732],[0.93268727 0.74793995],[8.34983177 5.96415933],[ 0.29441436 -0.94149253],[7.52161524 7.5126177 ],[-1.02233178  0.20284148],[8.410343   4.36413827],[-0.32991376 -0.86492259]
[5.41259851 7.43760986],[1.0856823  0.10983748],[7.74222781 4.17444045],[-0.47197819 -0.83068116],[6.61283871 7.14813946],[-0.88608988  0.36597559],[7.19492435 2.99598884],[0.80149752 0.75451688],[4.48895894 4.20849257],[-0.45558971  0.89868543],[4.84955696 7.27386125],[0.85655758 0.55135126],[4.78775598 4.69592698],[0.93766121 0.73893352],[8.37714815 5.86953587],[ 0.25294288 -0.9495777 ],[7.41889574 7.53063521],[-1.03129166  0.15784927],[8.37455548 4.27837445],[-0.38171815 -0.84588579]
[5.52120254 7.44586075],[1.08731247 0.05671489],[7.69301966 4.09249142],[-0.50920495 -0.80519232],[6.52365269 7.18275213],[-0.89618199  0.32733799],[7.27316414 3.0736002 ],[0.76572676 0.79978049],[4.44623404 4.30014694],[-0.40014514  0.93229161],[4.93704474 7.3266745 ],[0.89256292 0.50463347],[4.88177865 4.7694282 ],[0.93800603 0.72644766],[8.39980075 5.77373005],[ 0.20090575 -0.96514636],[7.31479687 7.54348449],[-1.05019581  0.09885781],[8.33403671 4.19506628],[-0.42888087 -0.82023561]
[5.63047686 7.44951967],[1.0980026  0.01723513],[7.64047084 4.01352527],[-0.54095829 -0.773245  ],[6.43367365 7.21361397],[-0.90394544  0.28903709],[7.34790847 3.15572935],[0.72867057 0.84188047],[4.40901418 4.3948727 ],[-0.34346905  0.96217652],[5.02785448 7.37462792],[0.9234322  0.45461398],[4.97563867 4.8415134 ],[0.9388885  0.71510913],[8.41764106 5.67693013],[ 0.15740599 -0.96912589],[7.20960671 7.55102658],[-1.05512431  0.05010549],[8.28849064 4.11412204],[-0.48062482 -0.79692808]
[5.74013137 7.44877887],[ 1.09686374 -0.02959478],[7.58440019 3.93745901],[-0.5804545  -0.74790082],[6.34318    7.24081022],[-0.9052267  0.2554174],[7.41916886 3.24217641],[0.69684385 0.88683478],[4.37729232 4.49217716],[-0.29174671  0.98252862],[5.12163068 7.41756132],[0.95223413 0.40467129],[5.0696558  4.91257405],[0.94207049 0.70690156],[8.43128224 5.57997007],[ 0.11199266 -0.9731286 ],[7.10356055 7.55316268],[-1.0641416  -0.00631062],[8.23763682 4.03549332],[-0.53205289 -0.7710059 ]
