[5.06792042 8.14575038],[-1.12270141 -4.06789974],[2.45271893 4.719974  ],[0.5169978  4.41759902],[2.18021442 6.49028597],[ 3.7759439  -1.05813262],[3.75623916 0.30897493],[3.06562132 0.19433446],[8.06733921 5.4001233 ],[-0.11104407  4.39766027],[8.61734526 3.33119452],[-4.39517649 -2.03457717],[8.74732991 9.62090347],[-0.34417122 -4.75046409],[0.2309229  0.75553173],[0.51289128 4.16508387],[0.29915851 9.5471252 ],[-1.91795299 -2.76464632],[5.9687798  6.13141238],[-3.34946613  4.68677082]
[6.53860696 6.18716826],[ 0.33384468 -0.98658688],[2.49249429 5.53471307],[0.72622746 0.78546499],[3.65574962 6.65529954],[1.08353642 0.08485014],[5.13450869 3.0384369 ],[ 0.97432144 -0.04160103],[6.64295558 5.2948223 ],[-0.32099067  0.93638089],[5.18846244 2.80199312],[-0.43901183 -0.71991038],[6.11740493 4.24693786],[0.78630804 0.49183894],[3.31620345 3.1023265 ],[-0.81603011  0.36005135],[3.38895663 3.74075879],[-0.79343932  0.48094212],[5.84145584 6.4537269 ],[-0.99390187  0.30740928]
[6.56976716 6.08724346],[ 0.29282529 -1.00763779],[2.56764466 5.61180187],[0.77873633 0.7585875 ],[3.76473663 6.66151855],[1.09511215 0.03942661],[5.23181159 3.03639855],[0.9714923  0.00098924],[6.60860742 5.38780975],[-0.36486185  0.92381097],[5.1434047  2.73129923],[-0.46340944 -0.69493441],[6.195281   4.29737153],[0.77003608 0.51585747],[3.2360156  3.14103461],[-0.79003773  0.41149862],[3.31099862 3.79050548],[-0.76597063  0.51348606],[5.74133504 6.48222203],[-1.00543976  0.26517147]
[6.59644819 5.98511086],[ 0.23974451 -1.03499388],[2.64764905 5.68588928],[0.82383964 0.72607711],[3.87459563 6.66319437],[ 1.10057533 -0.00645747],[5.32879358 3.03870267],[0.96680321 0.04411403],[6.56998802 5.47947053],[-0.40558307  0.91065684],[5.09563568 2.66294126],[-0.49119903 -0.67112364],[6.2711464  4.34988998],[0.74820923 0.53561079],[3.15839132 3.18474411],[-0.76325534  0.46145063],[3.23548568 3.84311901],[-0.74134669  0.54140383],[5.64025823 6.50657691],[-1.01642441  0.2212117 ]
[6.61775712 5.88050304],[ 0.18717206 -1.0554733 ],[2.73203246 5.75670727],[0.86454333 0.69150476],[3.98473546 6.66026453],[ 1.09978154 -0.05374006],[5.42497639 3.04508454],[0.95723293 0.0842004 ],[6.52736867 5.56969534],[-0.4460633   0.89394993],[5.04553886 2.59752474],[-0.50976929 -0.63596504],[6.34470118 4.40431661],[0.72402715 0.55421549],[3.08391954 3.23380022],[-0.73019025  0.51518187],[3.16288965 3.89889157],[-0.71135674  0.57297636],[5.53822081 6.52655409],[-1.02775112  0.17439476]
[6.63390801 5.77420162],[ 0.13457631 -1.07101501],[2.8200626  5.82377359],[0.89322998 0.64748371],[4.09448914 6.65249175],[ 1.09724008 -0.09898991],[5.52003641 3.05539585],[0.94506508 0.1233003 ],[6.48056733 5.65794364],[-0.4894315   0.87105354],[4.9937545  2.53589602],[-0.52911623 -0.59948349],[6.41585307 4.46068241],[0.69629488 0.57053921],[3.01245333 3.28777356],[-0.70122622  0.56158221],[3.09305146 3.95748448],[-0.68281882  0.60113767],[5.43494288 6.54156908],[-1.035284    0.12804496]
[6.64503261 5.66679411],[ 0.0877348 -1.0768767],[2.9106382  5.88622418],[0.91807695 0.60179244],[4.20416921 6.64061889],[ 1.09515675 -0.1388133 ],[5.61429071 3.07014401],[0.93861549 0.17063936],[6.43002865 5.7443299 ],[-0.52500827  0.85238641],[4.93986557 2.47786572],[-0.54796323 -0.56005685],[6.48428948 4.51879903],[0.67334163 0.59290187],[2.94406541 3.34638644],[-0.66593361  0.6106405 ],[3.02623572 4.01896128],[-0.65013956  0.6314115 ],[5.33130345 6.55223898],[-1.03587627  0.08685686]
[6.65155662 5.55901954],[ 0.04218409 -1.07889442],[3.00398604 5.94452079],[0.94745484 0.5632884 ],[4.3134001 6.6247528],[ 1.08693739 -0.18039185],[5.70744592 3.08929444],[0.92490654 0.2130854 ],[6.37554588 5.8283032 ],[-0.5623391   0.82884208],[4.88364931 2.42346623],[-0.57376389 -0.52494178],[6.55024914 4.57904201],[0.64640366 0.61269972],[2.87930158 3.40980657],[-0.62853542  0.65787359],[2.96313983 4.08381084],[-0.61062294  0.66635122],[5.22750918 6.55862792],[-1.04162397  0.03888179]
[6.65346787 5.45109779],[-0.0046874  -1.07985841],[3.09988575 5.99872517],[0.96983961 0.5206358 ],[4.42147999 6.60455758],[ 1.07594239 -0.22169712],[5.79926099 3.11283843],[0.90904689 0.25568862],[6.3176711  5.91009542],[-0.59566278  0.80594728],[4.82539098 2.37325716],[-0.59465664 -0.4820605 ],[6.61344972 4.64127065],[0.61754859 0.63200505],[2.81847906 3.47793939],[-0.58830674  0.70363674],[2.90404131 4.1520786 ],[-0.57008336  0.69983586],[5.1236142  6.56058607],[-1.03889191 -0.00240005]
[6.65084921 5.34335466],[-0.04553509 -1.07284437],[3.19785642 6.04863158],[0.98782565 0.47625771],[4.52831671 6.58024933],[ 1.06131494 -0.26348057],[5.88955055 3.14081651],[0.89510509 0.30254921],[6.25623069 5.98921086],[-0.63168312  0.77732987],[4.7647793  2.32721942],[-0.61685623 -0.43751576],[6.67357838 4.7053166 ],[0.58398143 0.64808007],[2.76196229 3.55070112],[-0.54249546  0.75031946],[2.84898303 4.22354551],[-0.53019469  0.72993791],[5.01954428 6.55787525],[-1.04042013 -0.05016369]
[6.64382802 5.2360606 ],[-0.09322523 -1.07100142],[3.29771463 6.0943247 ],[1.00803732 0.4369394 ],[4.63381653 6.55203994],[ 1.04898355 -0.2997696 ],[5.97834864 3.17351303],[0.88005483 0.35098066],[6.19142234 6.06554929],[-0.66541824  0.74800401],[4.70186077 2.28570462],[-0.64213382 -0.39296124],[6.73057897 4.77127533],[0.55628202 0.67154498],[2.70954411 3.62741149],[-0.50312224  0.78590875],[2.79829571 4.29825359],[-0.48681824  0.76045419],[4.91577505 6.55074959],[-1.03293121 -0.09037289]
[6.63211011 5.12913346],[-0.14175345 -1.06779714],[3.3993182  6.13596783],[1.02450668 0.39694036],[4.73801853 6.52030834],[ 1.03530589 -0.33397892],[6.06535912 3.21090048],[0.8601544  0.39709277],[6.12329398 6.13886254],[-0.69595094  0.71896735],[4.63663639 2.24902242],[-0.66196004 -0.33980243],[6.78419967 4.8390494 ],[0.51987322 0.68790636],[2.66150168 3.70788371],[-0.45630308  0.82413349],[2.75184813 4.37576175],[-0.44079195  0.79051596],[4.81305018 6.5398908 ],[-1.022455   -0.12773704]
[6.61580135 5.02289401],[-0.18300798 -1.05550869],[3.50270287 6.17392294],[1.04164869 0.36125897],[4.84081256 6.48528941],[ 1.01787323 -0.36867646],[6.15039058 3.25303587],[0.83863828 0.44407946],[6.05206034 6.20907494],[-0.72674093  0.68678799],[4.56939388 2.21778852],[-0.68411363 -0.28564892],[6.83408861 4.90845471],[0.47935265 0.70189042],[2.61880624 3.79257353],[-0.39843143  0.86784782],[2.70994695 4.45604963],[-0.39788077  0.81409601],[4.71100821 6.52488099],[-1.0172164 -0.171483 ]
[6.59576786 4.91829143],[-0.21931484 -1.03819071],[3.6076903  6.20838407],[1.05749111 0.32814334],[4.94171411 6.44677066],[ 1.00114889 -0.4001954 ],[6.23310291 3.29981442],[0.81661103 0.49281892],[5.97775799 6.27593725],[-0.75907929  0.6502083 ],[4.49967277 2.19185482],[-0.71129628 -0.23368386],[6.87992907 4.97935583],[0.44037769 0.71930653],[2.58151028 3.88096652],[-0.3475234   0.89915987],[2.67283597 4.53902026],[-0.34559158  0.84342962],[4.60984883 6.50579956],[-1.00525841 -0.20947098]
[6.57170242 4.81505669],[-0.26294155 -1.02719106],[3.71380306 6.23926371],[1.06402139 0.28912858],[5.0410838  6.40539789],[ 0.98583981 -0.42715625],[6.31322949 3.35119379],[0.78671634 0.53581878],[5.90042615 6.33920171],[-0.78545365  0.616728  ],[4.4273368  2.17133697],[-0.73275341 -0.17369416],[6.92235414 5.05255306],[0.40397413 0.74067026],[2.54951064 3.97244426],[-0.29232452  0.92968096],[2.64067166 4.62445236],[-0.29843694  0.86391698],[4.50990749 6.48291659],[-0.99172449 -0.24638219]
[6.54358578 4.71329847],[-0.30028596 -1.00879356],[3.82025038 6.26602896],[1.06834208 0.25006054],[5.13877141 6.3613228 ],[ 0.96591471 -0.45590737],[6.39040547 3.40700599],[0.75805301 0.58194205],[5.82066764 6.39919659],[-0.81200325  0.58042544],[4.35338586 2.15748442],[-0.74909045 -0.10587606],[6.96087561 5.12769868],[0.3658715  0.76180846],[2.52321244 4.0668842 ],[-0.23562917  0.9564053 ],[2.61336109 4.71190242],[-0.2448535   0.88731617],[4.41140671 6.45641869],[-0.98066479 -0.28603965]
[6.51180338 4.61347768],[-0.33791836 -0.99013629],[3.92700212 6.28888823],[1.06737289 0.2081092 ],[5.23442835 6.31444967],[ 0.94649806 -0.48186962],[6.46436685 3.46717362],[0.72368106 0.62411277],[5.73807871 6.45523921],[-0.83628601  0.54347429],[4.27774716 2.15046448],[-0.76613088 -0.03685734],[6.99551223 5.20494237],[0.32574431 0.78207739],[2.50239401 4.16357939],[-0.17943689  0.97807165],[2.59161998 4.80168613],[-0.18900644  0.90864774],[4.31424398 6.42615108],[-0.96427742 -0.32099978]
[6.4762061  4.51552124],[-0.37271212 -0.96765319],[4.03392429 6.30793378],[1.06977085 0.17195936],[5.32829877 6.26526275],[ 0.9294099  -0.50292385],[6.53533767 3.5320883 ],[0.69315139 0.67176621],[5.65347149 6.50787597],[-0.85862732  0.50606684],[4.2004217  2.15041367],[-0.78202974  0.03412385],[7.02595762 5.28408795],[0.28029478 0.79809463],[2.48745117 4.26246006],[-0.11848772  0.99965309],[2.57565112 4.89357109],[-0.12999824  0.92869561],[4.21845005 6.39208708],[-0.95131132 -0.36007128]
[6.43674247 4.41946943],[-0.4158211  -0.95232921],[4.14093533 6.32334038],[1.0700574  0.13626745],[5.41978292 6.21339221],[ 0.90217288 -0.53232198],[6.60272104 3.60130041],[0.65466797 0.71273281],[5.56656747 6.55657077],[-0.87800926  0.46890373],[4.12164984 2.15759362],[-0.79317753  0.10954219],[7.05157504 5.36462135],[0.23279817 0.81341236],[2.47855708 4.36320846],[-0.05912652  1.01498117],[2.56546011 4.98712343],[-0.07350138  0.94204532],[4.12431142 6.35444632],[-0.93071052 -0.39186039]
[6.39329365 4.3253528 ],[-0.45411391 -0.93084183],[4.24798808 6.33532699],[1.07048623 0.10348325],[5.50884332 6.1589754 ],[ 0.87507221 -0.55972578],[6.66607773 3.67448312],[0.61259101 0.75110658],[5.47799513 6.60170966],[-0.89561415  0.43133648],[4.0416735  2.17215999],[-0.80555302  0.18201114],[7.07232916 5.44661864],[0.18006031 0.82442095],[2.47546541 4.46516545],[-0.00197266  1.02433434],[2.56077384 5.08168709],[-0.01790953  0.95101851],[4.03214587 6.31354319],[-0.9116323  -0.42514608]
[6.34598422 4.23341346],[-0.49069726 -0.90647239],[4.35478717 6.3438608 ],[1.06828721 0.07044741],[5.59547374 6.10218677],[ 0.85579784 -0.57739869],[6.72529739 3.75161175],[0.57152004 0.7911626 ],[5.38778247 6.6430959 ],[-0.91092788  0.39381007],[3.96058115 2.19393144],[-0.81882623  0.25006605],[7.08775351 5.52971515],[0.12687794 0.83594937],[2.47826747 4.56806073],[0.05970615 1.0346182 ],[2.56165166 5.17697714],[0.03648722 0.955449  ],[3.94196411 6.26938793],[-0.89144515 -0.45737989]
[6.29539406 4.14432133],[-0.52296406 -0.8772167 ],[4.4616693  6.34955733],[1.06801922 0.04273358],[5.67996628 6.0435272 ],[ 0.83581465 -0.59366714],[6.7804541  3.83280003],[0.52949703 0.83039009],[5.29607271 6.68065365],[-0.92233415  0.35797559],[3.87884463 2.2229503 ],[-0.81554449  0.32978256],[7.0976764  5.61381208],[0.07279956 0.8471527 ],[2.48731205 4.67185229],[0.11859157 1.03823271],[2.56806394 5.27265439],[0.09106306 0.95696591],[3.85377833 6.22198477],[-0.87289454 -0.49135145]
[6.24152871 4.05814471],[-0.55234861 -0.84432897],[4.56868177 6.35282332],[1.06997211 0.02095229],[5.76219038 5.98307202],[ 0.80799986 -0.61584259],[6.83101716 3.91751618],[0.48069997 0.86276793],[5.20323323 6.71454414],[-0.93353854  0.32049177],[3.79787916 2.26013163],[-0.80497942  0.41155649],[7.10229024 5.69911059],[0.01585383 0.85508647],[2.50168597 4.77534969],[0.16884688 1.03154356],[2.58024272 5.36863341],[0.15070585 0.960281  ],[3.76768475 6.17141153],[-0.84714095 -0.51816386]
[6.18467975 3.9752415 ],[-0.58307385 -0.8121131 ],[4.67517969 6.35333843],[ 1.05945544 -0.01088849],[5.84136355 5.92020435],[ 0.77819637 -0.63850936],[6.87680869 4.00556267],[0.43551333 0.89824565],[5.10953095 6.74485968],[-0.93979269  0.28634421],[3.71791088 2.30509858],[-0.79151962  0.48933495],[7.10109718 5.78507414],[-0.04091754  0.86275445],[2.52160487 4.87861141],[0.23086505 1.03455436],[2.59804072 5.46444807],[0.20506925 0.95558547],[3.68402355 6.11802701],[-0.82403613 -0.54736508]
[6.12452386 3.89537261],[-0.62169657 -0.78676686],[4.7807012  6.35081568],[ 1.0525889  -0.03755271],[5.91804727 5.85565016],[ 0.75448115 -0.65326933],[6.91785169 4.09686777],[0.38314881 0.92539872],[5.01501841 6.77149752],[-0.95105166  0.24547516],[3.63984131 2.35801425],[-0.76669773  0.57071336],[7.09400929 5.87153743],[-0.09908198  0.86791903],[2.54716654 4.9814949 ],[0.28292931 1.0256008 ],[2.62109518 5.55951481],[0.25707335 0.94658314],[3.60301681 6.06208635],[-0.79897334 -0.57423351]
[6.06076367 3.81835749],[-0.65462299 -0.75454922],[4.88527355 6.34546604],[ 1.04036859 -0.06781521],[5.99193615 5.78928297],[ 0.72585542 -0.67123646],[6.9536434  4.19081664],[0.33227153 0.95292683],[4.91960514 6.79416833],[-0.95762594  0.20723983],[3.56444107 2.41883008],[-0.74228008  0.64303357],[7.08130278 5.95860646],[-0.15543078  0.87262099],[2.57802373 5.08350896],[0.33359938 1.01406192],[2.64974524 5.65396473],[0.31564054 0.94178531],[3.52429195 6.00323864],[-0.77192889 -0.59902193]
[5.99372237 3.74462527],[-0.68441846 -0.71822334],[4.98853672 6.3370565 ],[ 1.02574241 -0.09934538],[6.063125   5.72136815],[ 0.69597162 -0.68874121],[6.98404808 4.28714771],[0.27664596 0.97419814],[4.82358401 6.81297862],[-0.96453157  0.16690771],[3.49173208 2.48665418],[-0.70818028  0.71553666],[7.06301633 6.04605355],[-0.21295208  0.87316533],[2.61427272 5.18463879],[0.38805737 1.00505801],[2.6840211  5.74758867],[0.36962383 0.93025926],[3.44826089 5.94191881],[-0.74542584 -0.62401268]
[5.92386222 3.67473163],[-0.71427127 -0.68104988],[5.09086642 6.32611555],[ 1.0178661  -0.12204659],[6.13122953 5.65169158],[ 0.66463186 -0.70600229],[7.00867653 4.38531661],[0.21455094 0.9875844 ],[4.72695673 6.8277318 ],[-0.96696098  0.12906754],[3.42290636 2.56171762],[-0.67004021  0.78237168],[7.03900813 6.13342747],[-0.2681441   0.87268644],[2.65595999 5.28479661],[0.44113241 0.99355462],[2.72381575 5.84009959],[0.4267689  0.92017497],[3.37547111 5.87871283],[-0.71239387 -0.64200992]
[5.85116115 3.60874632],[-0.74145978 -0.6402832 ],[5.19214846 6.31274013],[ 1.00879049 -0.14400809],[6.19617369 5.58034992],[ 0.63478433 -0.72002868],[7.02768002 4.48531675],[0.16340972 1.0096213 ],[4.63023691 6.83878888],[-0.96797112  0.09135696],[3.35783777 2.64292345],[-0.63024626  0.84124923],[7.00921747 6.22030158],[-0.32780446  0.86399084],[2.7022217  5.38308087],[0.48537256 0.97358672],[2.76905793 5.93126028],[0.48058319 0.9054089 ],[3.30583918 5.81357955],[-0.68178406 -0.66209528]
[5.77572736 3.54686959],[-0.76539331 -0.5953277 ],[5.29215361 6.29689064],[ 0.99282628 -0.17128564],[6.25802355 5.50758402],[ 0.60358244 -0.73365165],[7.04101066 4.58681534],[0.10130197 1.01805194],[4.53317211 6.84574208],[-0.97323881  0.0473911 ],[3.29718657 2.72998588],[-0.5801985   0.90099032],[6.97342506 6.30607862],[-0.38695735  0.8518819 ],[2.75302926 5.47950776],[0.52753226 0.95188447],[2.81961941 6.0208289 ],[0.52998553 0.88531983],[3.23929778 5.74648044],[-0.64855313 -0.67930692]
[5.69756856 3.48920264],[-0.79643819 -0.55664794],[5.3908919  6.27871814],[ 0.98030885 -0.19343503],[6.31703884 5.43382523],[ 0.57671153 -0.74128929],[7.04834886 4.68926131],[0.04494313 1.02971195],[4.43584838 6.84845586],[-0.97293683  0.00690822],[3.24169857 2.82271496],[-0.52764278  0.95404263],[6.93188226 6.39058303],[-0.4445922   0.83669858],[2.80785361 5.57361521],[0.5693349  0.93079811],[2.87509486 6.10834552],[0.57584969 0.86146746],[3.17625985 5.67785032],[-0.61273591 -0.69376281]
[5.61643348 3.43555617],[-0.82463594 -0.51463436],[5.48846971 6.2585177 ],[ 0.9709543  -0.21048845],[6.37299744 5.35901731],[ 0.54317502 -0.75387518],[7.05006636 4.79270894],[-0.01126384  1.03787892],[4.33856974 6.84704586],[-0.9717559 -0.0344654],[3.19132769 2.92018879],[-0.4804704   0.99351361],[6.88454697 6.47330318],[-0.50259575  0.81634436],[2.86672318 5.66552172],[0.61001381 0.90944501],[2.93467207 6.19302159],[0.61784719 0.83435223],[3.11666934 5.60764442],[-0.58053506 -0.71174206]
[5.53295326 3.38661642],[-0.84325756 -0.46235031],[5.58491319 6.23651636],[ 0.95768021 -0.22946931],[6.42554451 5.28298585],[ 0.50731016 -0.76690477],[7.04619641 4.89681494],[-0.06527243  1.04432605],[4.24156911 6.84157449],[-0.96933286 -0.07618441],[3.14568321 3.02127539],[-0.43420576  1.02551708],[6.83131668 6.5536448 ],[-0.56095658  0.79066242],[2.92907604 5.75476418],[0.63871631 0.87743478],[2.99844961 6.27501334],[0.65675904 0.80472629],[3.06023496 5.53558472],[-0.54612452 -0.72735666]
[5.44709439 3.34241829],[-0.87151184 -0.41931944],[5.67997216 6.21264085],[ 0.94361204 -0.24768252],[6.4747706  5.20601084],[ 0.4760251  -0.77353568],[7.03668536 5.00112712],[-0.12119149  1.04497618],[4.14535698 6.83242358],[-0.9550196  -0.10690763],[3.10491308 3.12552586],[-0.3800298   1.05958426],[6.77260444 6.63150406],[-0.61552541  0.76333294],[2.99483891 5.84141726],[0.67704474 0.85635757],[3.065816   6.35378434],[0.68892152 0.76929741],[3.00743932 5.46216066],[-0.50826115 -0.73955359]
[5.35905324 3.30317164],[-0.88968503 -0.36596608],[5.77329477 6.18667831],[ 0.92071241 -0.27369736],[6.52088073 5.12846903],[ 0.44631082 -0.77692344],[7.02171316 5.10542472],[-0.17564811  1.04280582],[4.05027583 6.81987993],[-0.94515934 -0.14260269],[3.07011768 3.23340123],[-0.32085921  1.0918242 ],[6.70862306 6.70653957],[-0.66420718  0.73630086],[3.06422    5.92580464],[0.71002538 0.83112525],[3.13652668 6.42919413],[0.72604588 0.73988657],[2.95837259 5.38745308],[-0.47438883 -0.75584056]
[5.26891836 3.26898755],[-0.91404001 -0.31891635],[5.86407869 6.15785464],[ 0.89829765 -0.29928238],[6.56363419 5.05029355],[ 0.41021459 -0.78484252],[7.0015178  5.20949875],[-0.22734731  1.03879291],[3.95660486 6.80417217],[-0.93065154 -0.17394848],[3.04061299 3.34362849],[-0.27028674  1.11107755],[6.63953188 6.77834641],[-0.7168684   0.69962711],[3.13657075 6.00741605],[0.73749695 0.80192503],[3.210796   6.50156347],[0.7606968  0.70912862],[2.91273131 5.31116129],[-0.43851212 -0.7699888 ]
[5.1766399  3.23975849],[-0.93071305 -0.26497731],[5.95292129 6.12682062],[ 0.87863615 -0.3210668 ],[6.60271708 4.97136778],[ 0.37268714 -0.79207927],[6.97596494 5.3127752 ],[-0.28296813  1.02677514],[3.864052   6.78494747],[-0.91695664 -0.20714882],[3.01607592 3.45552876],[-0.21858712  1.12827116],[6.56543484 6.8464615 ],[-0.76303494  0.66375684],[3.21145311 6.08597197],[0.76147319 0.77084031],[3.28850261 6.57089577],[0.79430178 0.67869987],[2.87053123 5.23332005],[-0.40260747 -0.78387675]
[5.08291226 3.21611854],[-0.94128351 -0.20532354],[6.04005351 6.09393345],[ 0.86384619 -0.3365383 ],[6.63827031 4.89204496],[ 0.33922817 -0.7932896 ],[6.94494014 5.41475399],[-0.33624801  1.01335085],[3.77308588 6.76259986],[-0.90416985 -0.24177051],[2.99661309 3.56889212],[-0.17217032  1.1371857 ],[6.48679894 6.9107832 ],[-0.80724026  0.62419986],[3.28878656 6.16155236],[0.7860177  0.74190508],[3.36936615 6.63705916],[0.82475142 0.64669362],[2.83234979 5.15451465],[-0.36028582 -0.79152116]
[4.98809433 3.19840323],[-0.95502137 -0.1492974 ],[6.12588025 6.05977153],[ 0.84949631 -0.34962317],[6.67022199 4.81244175],[ 0.30119779 -0.79701531],[6.90886497 5.515451  ],[-0.38795984  0.99715285],[3.68319236 6.73650235],[-0.89149215 -0.27804578],[2.98180343 3.68307128],[-0.12353905  1.146571  ],[6.40426102 6.97139849],[-0.84663066  0.58412937],[3.36849828 6.23424276],[0.80695303 0.71094946],[3.45305182 6.69988613],[0.84842046 0.60960325],[2.79786226 5.07441066],[-0.32707239 -0.8080094 ]
[4.89194086 3.18624779],[-0.96746824 -0.09366571],[6.20981085 6.02390148],[ 0.82938819 -0.36726504],[6.69857781 4.73277766],[ 0.26349063 -0.79837986],[6.86768425 5.61440115],[-0.43272227  0.9839224 ],[3.59453463 6.70668186],[-0.88036921 -0.31734429],[2.9718981  3.79812571],[-0.07306595  1.15553976],[6.31763148 7.02758144],[-0.88564552  0.53897549],[3.45032804 6.30393993],[0.82917011 0.68285515],[3.53907986 6.75905984],[0.87149343 0.57355692],[2.76735355 4.99332868],[-0.28172501 -0.8122651 ]
[4.79489589 3.1799154 ],[-0.97146524 -0.03137999],[6.29159733 5.98618742],[ 0.80755806 -0.38564012],[6.72264445 4.65259318],[ 0.21933003 -0.80337627],[6.82212837 5.71189296],[-0.47501945  0.96842472],[3.50726219 6.67312223],[-0.86416035 -0.35300724],[2.96675824 3.91368576],[-0.02973959  1.1557404 ],[6.22756073 7.07945526],[-0.9135095   0.50002501],[3.5340913  6.37061751],[0.84762934 0.65254697],[3.6272231  6.81451906],[0.8920612  0.53665754],[2.74141389 4.91182902],[-0.24101134 -0.82155459]
[4.69744867 3.17972684],[-0.97760712  0.026928  ],[6.37146379 5.94695823],[ 0.79075823 -0.39770188],[6.74251997 4.57227215],[ 0.17800479 -0.80285865],[6.77202913 5.80730772],[-0.52459697  0.94167502],[3.4219001  6.63624117],[-0.84521724 -0.38686789],[2.96605075 4.02932247],[0.01284804 1.15434433],[6.13481683 7.12733552],[-0.93978949  0.4585008 ],[3.61981217 6.43445767],[0.865655   0.62344742],[3.71771562 6.86668407],[0.91651301 0.50579869],[2.71926632 4.82915508],[-0.20178294 -0.8316106 ]
[4.59970712 3.18555442],[-0.97824571  0.0881018 ],[6.44930575 5.90624752],[ 0.76509554 -0.41740986],[6.75784183 4.49172601],[ 0.12671114 -0.80917563],[6.71742724 5.90031876],[-0.56868091  0.91665438],[3.33837641 6.59585767],[-0.82511042 -0.4207571 ],[2.96974881 4.14493251],[0.05760502 1.15418713],[6.0394839  7.17089952],[-0.96576788  0.41315385],[3.70696962 6.49509252],[0.87958507 0.59162016],[3.81028428 6.91550839],[0.93213325 0.46831395],[2.70128129 4.74574274],[-0.15944506 -0.83808023]
[4.501695   3.19712296],[-0.9790113   0.14552769],[6.52441722 5.86343595],[ 0.73773747 -0.43809866],[6.76803592 4.4107479 ],[ 0.07986312 -0.80725671],[6.65846698 5.99069449],[-0.60863251  0.89207322],[3.25724889 6.55243266],[-0.79978681 -0.45019994],[2.9774536  4.26004864],[0.0979982  1.14965008],[5.94183281 7.21001121],[-0.98749022  0.36821773],[3.79558793 6.55268602],[0.89434916 0.56207066],[3.90396021 6.96019308],[0.94290174 0.42722154],[2.6879568  4.66211894],[-0.10931951 -0.83669538]
[4.40408638 3.21473773],[-0.97251084  0.20686271],[6.59715102 5.81896597],[ 0.71488415 -0.45315475],[6.77377623 4.33033661],[ 0.03339087 -0.80203255],[6.59532725 6.0782419 ],[-0.64885941  0.86356668],[3.17819762 6.50554746],[-0.77848392 -0.48488206],[2.98913414 4.3746355 ],[0.13879651 1.14527606],[5.84240254 7.24485527],[-1.00384996  0.3254926 ],[3.88549426 6.60720628],[0.90451044 0.52928936],[3.99898105 7.00112022],[0.95803765 0.39225085],[2.67945615 4.57844548],[-0.06227901 -0.83824662]
[4.30713329 3.23830796],[-0.96461189  0.26571805],[6.66698364 5.77242396],[ 0.68096005 -0.47834644],[6.77476044 4.25050778],[-0.0143664  -0.79474896],[6.528346   6.16293613],[-0.68916197  0.83131639],[3.10153392 6.45539511],[-0.75181317 -0.51526736],[3.00480958 4.48867044],[0.17550916 1.13635098],[5.741222   7.27515512],[-1.02237312  0.27725732],[3.97644407 6.65853484],[0.91452103 0.49755348],[4.09540799 7.03855463],[0.96805045 0.35428665],[2.6756255  4.49461575],[-0.01376866 -0.83764967]
[4.21145198 3.26806012],[-0.95287157  0.32466115],[6.73344912 5.72343354],[ 0.64734135 -0.50229598],[6.77063811 4.17125746],[-0.06835811 -0.78989883],[6.45772474 6.24461808],[-0.721655    0.80334217],[3.02752858 6.40214877],[-0.72725187 -0.54874084],[3.02388717 4.6015712 ],[0.20550085 1.12144254],[5.63843194 7.30069569],[-1.03275507  0.23384573],[4.06800696 6.70634288],[0.91818253 0.4602103 ],[4.19245372 7.07187439],[0.97151254 0.31090647],[2.67642766 4.41067678],[ 0.03360484 -0.83713139]
[4.11703057 3.30356153],[-0.93758001  0.38250827],[6.79669349 5.67224873],[ 0.61813406 -0.52057902],[6.76107319 4.0926577 ],[-0.12368915 -0.78219954],[6.38391938 6.32339474],[-0.75104155  0.77504334],[2.9561084  6.34562845],[-0.69896311 -0.57957356],[3.04612801 4.7132017 ],[0.24419329 1.11603964],[5.53475976 7.32194219],[-1.0412546   0.19012652],[4.16017422 6.75069042],[0.92532279 0.4270966 ],[4.28992012 7.10097603],[0.97614331 0.26967928],[2.6821453 4.327014 ],[ 0.08173599 -0.83484888]
[4.02417366 3.34463956],[-0.91780035  0.43996526],[6.85696802 5.61926101],[ 0.58740599 -0.53888099],[6.74585354 4.01492223],[-0.18241549 -0.7735031 ],[6.30710379 6.39910696],[-0.78418974  0.73976282],[2.88757729 6.28603679],[-0.66981557 -0.61052575],[3.07191324 4.82393695],[0.2736564  1.10106711],[5.43056942 7.33905483],[-1.04407315  0.15035032],[4.25312814 6.79185195],[0.93255025 0.39513043],[4.38792034 7.12608745],[0.98359678 0.23267164],[2.69285839 4.24383056],[ 0.13565705 -0.82551316]
[3.93341466 3.39135345],[-0.90062089  0.49007119],[6.91422012 5.5645728 ],[ 0.55853772 -0.5537175 ],[6.72468777 3.93821597],[-0.24085621 -0.75987977],[6.22711543 6.47127765],[-0.81500346  0.70371254],[2.82210998 6.22345099],[-0.63850193 -0.64025866],[3.10067806 4.93324964],[0.30273785 1.086398  ],[5.32576015 7.35175044],[-1.05383691  0.10135489],[4.34697106 6.83004729],[0.94149768 0.36622139],[4.48646379 7.14738323],[0.98825175 0.19455042],[2.70917528 4.16183344],[ 0.19208334 -0.81276491]
