[9.80682351 8.68420365],[2.37420755 4.89637922],[8.8384686  0.53456428],[0.53236149 0.28022668],[9.72639777 1.541832  ],[ 4.20219175 -0.65036384],[6.30527199 5.76884415],[-0.61174967  0.1984429 ],[3.59454988 9.85288023],[-3.86534636 -3.80478218],[3.74133228 6.91538585],[ 2.37930528 -4.78807838],[2.91409054 5.77845794],[-2.75705808  0.28149095],[0.77415227 6.0650199 ],[ 4.84264921 -0.3625419 ],[6.12219371 0.27577999],[-0.65215288 -4.7431457 ],[1.67788985 7.44680014],[2.88764621 2.14326259]
[9.35933178 2.71847837],[0.37034049 0.8616357 ],[8.1658149  2.36464466],[ 0.95345053 -0.04233667],[7.79055554 2.22944768],[1.00009488 0.12799311],[9.90055374 4.29460915],[-0.14016051 -0.512602  ],[7.30593687 4.98747766],[-1.00620201 -0.34992612],[5.67903252 2.89733492],[ 0.55844798 -0.94451735],[7.50390003 1.31236295],[-1.00695445 -0.08302733],[4.84545686 3.43682185],[0.12860379 0.92340678],[7.95760684 2.0588872 ],[-0.54541069 -0.81297795],[5.79366549 3.99407497],[0.69300408 0.77658171]
[9.39404787 2.80541306],[0.32169745 0.87467648],[8.26055806 2.36111652],[ 0.94414365 -0.02546198],[7.89026997 2.24350316],[0.99177825 0.15084013],[9.88272178 4.23978308],[-0.21295713 -0.57961498],[7.2065599  4.95069268],[-0.98561152 -0.39003113],[5.73642777 2.80398903],[ 0.59092305 -0.92048756],[7.40316361 1.3061244 ],[-1.00553753 -0.03992328],[4.86143312 3.52899108],[0.19123554 0.91964272],[7.90238444 1.97872501],[-0.56140851 -0.79264289],[5.86453245 4.0700118 ],[0.72139446 0.73931931]
[9.42404294 2.89377069],[0.27498073 0.88908003],[8.35456026 2.35951403],[ 0.93297583 -0.00945096],[7.98879727 2.25951108],[0.97860584 0.1691694 ],[9.85758207 4.17847381],[-0.29006554 -0.64588601],[7.10936747 4.910002  ],[-0.95901041 -0.42441959],[5.79717019 2.713265  ],[ 0.62449844 -0.89301602],[7.30285392 1.30439741],[-0.99954315  0.00620176],[4.88411874 3.62100843],[0.26169131 0.91916399],[7.8454389  1.90048724],[-0.57794397 -0.77257708],[5.93855377 4.14254832],[0.75641144 0.70889691]
[9.44944582 2.98360046],[0.23090621 0.90505614],[8.44724524 2.35932092],[0.92118503 0.0060394 ],[8.08605545 2.27741097],[0.96879687 0.19116836],[9.82489481 4.11098384],[-0.36364993 -0.70296477],[7.01429972 4.86532299],[-0.94121453 -0.46817914],[5.86056167 2.62470875],[ 0.645945   -0.87497488],[7.20264346 1.30666612],[-1.00324479  0.04001238],[4.91347735 3.71239158],[0.32538447 0.90783933],[7.78704782 1.82447188],[-0.59086663 -0.74875122],[6.01563089 4.21161126],[0.78543506 0.6727967 ]
[9.47048238 3.07498639],[0.1882861  0.92074079],[8.5389502  2.36091185],[0.91001132 0.02295437],[8.18204016 2.29725074],[0.9521836  0.20680393],[9.78491908 4.03814171],[-0.43292733 -0.75010676],[6.92120904 4.81641469],[-0.92114371 -0.51057511],[5.92673002 2.538714  ],[ 0.6787099  -0.84334109],[7.10288089 1.31299908],[-0.99133879  0.08711664],[4.94951218 3.80276119],[0.39145    0.89519753],[7.72734553 1.75082672],[-0.60242412 -0.72340894],[6.09581137 4.27728967],[0.81596271 0.63873077]
[9.48684466 3.16744132],[0.13861342 0.9278108 ],[8.62957286 2.36426114],[0.9010436  0.04283456],[8.27681337 2.31912087],[0.94206712 0.22959141],[9.73851742 3.96133242],[-0.49462474 -0.78489075],[6.83067949 4.76379904],[-0.88980988 -0.54198746],[5.99607393 2.45587791],[ 0.7080766  -0.81313139],[7.00410948 1.32377386],[-0.98436083  0.12766472],[4.99195886 3.89152176],[0.4590347  0.88113674],[7.66643609 1.67967312],[-0.61336213 -0.69725346],[6.17869201 4.33923905],[0.84069156 0.59944382]
[9.49812994 3.26043751],[0.08833073 0.93302782],[8.71945606 2.36982834],[0.89355107 0.06564277],[8.37035829 2.34309268],[0.93056259 0.25175407],[9.68586038 3.88117383],[-0.55498608 -0.81416258],[6.74297217 4.70773081],[-0.86394846 -0.57898052],[6.06809183 2.37590794],[ 0.7324554  -0.78574792],[6.90626293 1.33871236],[-0.97112753  0.17230924],[5.041174   3.97873112],[0.52066612 0.85821882],[7.60457865 1.61129291],[-0.62308641 -0.66964855],[6.2639962  4.39723888],[0.86454204 0.55989852]
[9.50474878 3.35420861],[0.04186116 0.93982301],[8.80853285 2.37769383],[0.88470831 0.08858006],[8.4628573 2.3694445],[0.91789962 0.2739353 ],[9.62789598 3.79897141],[-0.6050651  -0.83027137],[6.6578837  4.64798024],[-0.84036383 -0.61861612],[6.142437   2.29867219],[ 0.75819094 -0.75488779],[6.80990323 1.35820176],[-0.95518382  0.21813898],[5.09620526 4.06322355],[0.58076528 0.8322851 ],[7.54186743 1.54580778],[-0.6295818  -0.63847122],[6.35156436 4.45119721],[0.88734981 0.52001613]
[9.50652233 3.44835658],[-0.00699856  0.9420583 ],[8.89672386 2.38792015],[0.87924446 0.11639117],[8.55389972 2.39786142],[0.90075558 0.29229339],[9.56487395 3.71521924],[-0.65390733 -0.84307298],[6.5755572  4.58465079],[-0.80789943 -0.64963513],[6.21937985 2.22464858],[ 0.78113922 -0.72477896],[6.71501221 1.3820595 ],[-0.94284891  0.25836406],[5.15700677 4.14482136],[0.63637218 0.80073333],[7.47832998 1.4832858 ],[-0.64093128 -0.61168419],[6.44154746 4.50135652],[0.91197478 0.48311229]
[9.50328765 3.54249152],[-0.05903984  0.93900773],[8.98391529 2.40056019],[0.86191955 0.13383272],[8.64289457 2.42777946],[0.88297743 0.30995154],[9.49739764 3.63067994],[-0.69438304 -0.84642223],[6.49631822 4.51805876],[-0.77535651 -0.68062006],[6.29841553 2.15353359],[ 0.79916887 -0.69763093],[6.62133957 1.40978246],[-0.92486075  0.30147004],[5.22350093 4.22336044],[0.69190995 0.76848727],[7.41343918 1.42325075],[-0.6566533  -0.58874199],[6.53371901 4.54761797],[0.92969048 0.44059826]
[9.4951897  3.63654679],[-0.10426282  0.94016864],[9.06933054 2.41492589],[0.84513317 0.15232541],[8.73061121 2.46001516],[0.87052343 0.33409029],[9.42628765 3.54623519],[-0.72490434 -0.83965533],[6.42025708 4.44829243],[-0.74347538 -0.71225052],[6.3790521  2.08502115],[ 0.81332389 -0.67259929],[6.52989683 1.44216954],[-0.90496197  0.34492571],[5.29528455 4.29840663],[0.74317477 0.73198759],[7.34713472 1.36569422],[-0.66729752 -0.56018791],[6.62770822 4.58973078],[0.9494508  0.40134378]
[9.48246019 3.73045366],[-0.15101453  0.93670743],[9.15297461 2.43108705],[0.82763059 0.17083608],[8.81673808 2.49436923],[0.85199092 0.35302542],[9.35244417 3.46276179],[-0.75052826 -0.82852692],[6.34748987 4.37547253],[-0.71060629 -0.7427978 ],[6.46139491 2.01938689],[ 0.83401845 -0.6392789 ],[6.44025711 1.47859019],[-0.88656146  0.38427284],[5.37193817 4.36957034],[0.78861049 0.69022165],[7.27998342 1.31124387],[-0.6745039 -0.5274964],[6.72332446 4.62763533],[0.96537397 0.35957453]
[9.46469321 3.82352049],[-0.20493289  0.92358716],[9.23488894 2.4491632 ],[0.81030611 0.190519  ],[8.90120824 2.53085669],[0.83522526 0.37463882],[9.27613339 3.38045703],[-0.77547326 -0.81753412],[6.27815777 4.2997548 ],[-0.67568345 -0.77110279],[6.54556937 1.95693795],[ 0.84860308 -0.61028162],[6.3527936 1.5191552],[-0.86348434  0.42585396],[5.45302225 4.43648988],[0.83263794 0.64803733],[7.21187713 1.25986693],[-0.68914812 -0.50150553],[6.8206021  4.66152706],[0.97690208 0.31522112]
[9.44161167 3.91524375],[-0.25558026  0.91145241],[9.31467968 2.46885858],[0.78762832 0.20558587],[8.9835933  2.56912792],[0.8122899  0.39065406],[9.19767443 3.29954881],[-0.79659089 -0.80373007],[6.21252922 4.22142865],[-0.6384788  -0.79689932],[6.63118968 1.89745696],[ 0.86242325 -0.5804732 ],[6.26762002 1.56373375],[-0.84053934  0.46467263],[5.53834019 4.49909275],[0.87248107 0.60312704],[7.14229663 1.21110443],[-0.69925888 -0.47044157],[6.91869567 4.69068976],[0.98377179 0.26701713]
[9.41305978 4.00522305],[-0.3131898   0.89000436],[9.39257251 2.49048945],[0.7681154 0.2250569],[9.06367879 2.60901932],[0.78885553 0.40669168],[9.11716216 3.22002335],[-0.81098335 -0.78433738],[6.15023166 4.14015706],[-0.60544409 -0.82632496],[6.71809848 1.8409391 ],[ 0.87571791 -0.54969598],[6.18488717 1.61220138],[-0.81342381  0.50491032],[5.62765025 4.55730487],[0.91224405 0.56011846],[7.07176773 1.16555102],[-0.71005441 -0.43928144],[7.01780683 4.71542523],[0.99710783 0.22682844]
[9.37968063 4.09383243],[-0.35614232  0.87971527],[9.46818189 2.51378781],[0.74530188 0.24229374],[9.14172486 2.65086206],[0.7712946  0.42954139],[9.03522498 3.14239237],[-0.82796795 -0.76873231],[6.09143378 4.05617431],[-0.56701533 -0.84966498],[6.80663535 1.78788689],[ 0.89305183 -0.51299815],[6.10509539 1.6647921 ],[-0.7824771   0.54636905],[5.72065173 4.61105155],[0.94739969 0.51495384],[7.00012124 1.12311005],[-0.72044053 -0.4070248 ],[7.11769045 4.73566803],[1.00150389 0.17924805]
[9.34167168 4.18088693],[-0.4039709   0.86084236],[9.54168619 2.53905703],[0.72555982 0.26411536],[9.21811268 2.69515504],[0.75119507 0.45123412],[8.95175677 3.0664273 ],[-0.8394255  -0.74883056],[6.03661496 3.97001825],[-0.53095939 -0.87482248],[6.89670636 1.73840356],[ 0.90617945 -0.47862475],[6.02854958 1.72154291],[-0.75038329  0.58621732],[5.81684835 4.66009683],[0.97265087 0.46253146],[6.92744108 1.08393684],[-0.73185732 -0.37508524],[7.21798141 4.75118973],[1.00361248 0.1306817 ]
[9.2987605  4.26576312],[-0.45431637  0.83606149],[9.61333042 2.56671848],[0.70768758 0.28980371],[9.29216878 2.74134692],[0.72604526 0.46885724],[8.8669107  2.99216009],[-0.85677619 -0.7360792 ],[5.98555049 3.8815461 ],[-0.48932976 -0.89347438],[6.98797043 1.69231831],[ 0.91875778 -0.44315635],[5.95476684 1.78167446],[-0.72325645  0.61788958],[5.9153178  4.70374902],[0.99657822 0.41081138],[6.85381632 1.04819081],[-0.74076462 -0.3398935 ],[7.31863242 4.76207887],[1.00942656 0.08749895]
[9.25069029 4.34787377],[-0.50521178  0.80743373],[9.68313427 2.597009  ],[0.68832867 0.3162589 ],[9.36337154 2.78900552],[0.69951642 0.4859266 ],[8.78077999 2.91955279],[-0.86858983 -0.7190503 ],[5.93885043 3.79143441],[-0.44540936 -0.9093421 ],[7.0805629  1.64994649],[ 0.93074413 -0.40631737],[5.88422221 1.84534097],[-0.68767597  0.65488198],[6.01635123 4.7425448 ],[1.02150442 0.36324763],[6.77926691 1.01596776],[-0.75218311 -0.30651509],[7.41965596 4.76854846],[1.01223963 0.04352629]
[9.19802651 4.42742816],[-0.54747099  0.78352251],[9.75087352 2.62992935],[0.66655021 0.34259803],[9.43192385 2.83842793],[0.67271185 0.50385293],[8.69369448 2.84881544],[-0.87647249 -0.69924469],[5.89654132 3.69976592],[-0.40006837 -0.92317231],[7.17424161 1.6112351 ],[ 0.94341316 -0.36698942],[5.81732142 1.91263391],[-0.6515375   0.68923656],[6.11916406 4.77601156],[1.03643204 0.30819022],[6.70397011 0.98750665],[-0.75504939 -0.26380528],[7.52108987 4.77088126],[1.01788116 0.00518725]
[9.14092035 4.50417139],[-0.59361154  0.75171266],[9.81596477 2.66512459],[0.63651782 0.36285881],[9.49787797 2.8897889 ],[0.64736517 0.52454556],[8.60570379 2.77988416],[-0.8809343 -0.6771664],[5.85859699 3.6065805 ],[-0.35882207 -0.94023665],[7.26886827 1.57623516],[ 0.9482835  -0.33367821],[5.75402387 1.98318699],[-0.61475809  0.72092702],[6.22346611 4.80410185],[1.04717336 0.25157536],[6.6281633  0.96314443],[-0.75886477 -0.221119  ],[7.62299733 4.76946935],[ 1.01835087 -0.03489145]
[9.07963695 4.57796693],[-0.63221438  0.72333328],[9.8785578  2.70297113],[0.61355793 0.39271403],[9.56162366 2.94362023],[0.62265676 0.54739095],[8.51773767 2.71359863],[-0.87802636 -0.64826364],[5.82524084 3.51219818],[-0.30996555 -0.94896912],[7.36404237 1.54469248],[ 0.95381223 -0.29832532],[5.69447347 2.0568111 ],[-0.5755311  0.7517223],[6.32907969 4.82689615],[1.06567217 0.20569461],[6.55210722 0.94323863],[-0.76219112 -0.17684451],[7.72468872 4.76391173],[ 1.01263638 -0.07870179]
[9.01438893 4.64861362],[-0.67081019  0.69084248],[9.93877653 2.74386526],[0.58967101 0.42445422],[9.62230336 2.99921195],[0.59151274 0.56520694],[8.42962512 2.6497407 ],[-0.88256663 -0.62739282],[5.79680041 3.41699598],[-0.26187699 -0.95800884],[7.45982121 1.51681892],[ 0.95922678 -0.26139972],[5.63906896 2.13356417],[-0.53059328  0.78472281],[6.43634532 4.84513508],[1.07758008 0.1577139 ],[6.47590051 0.92799128],[-0.76242697 -0.12840909],[7.82576251 4.75402705],[ 1.00859    -0.11878663]
[8.94573008 4.71625497],[-0.70265698  0.66102674],[9.99635515 2.78782647],[0.56024737 0.45353897],[9.67995646 3.05674787],[0.55789363 0.58206723],[8.3409133  2.58778036],[-0.88846135 -0.6087667 ],[5.77302134 3.32079471],[-0.21295976 -0.9650734 ],[7.55567877 1.49223575],[ 0.95958501 -0.22851038],[5.58835133 2.21362087],[-0.48562445  0.81389884],[6.54457859 4.85853884],[1.08597725 0.10996725],[6.39996244 0.91794722],[-0.7588791  -0.07483564],[7.92642199 4.74026445],[ 1.00355638 -0.15698746]
[8.8735714  4.78039978],[-0.73776484  0.62396015],[10.0508793   2.83472903],[0.53206243 0.48678295],[9.73437605 3.11617749],[0.52528163 0.60153397],[8.25199433 2.52803213],[-0.88863223 -0.58498207],[5.75400841 3.22381733],[-0.16424167 -0.97110736],[7.65228052 1.47174543],[ 0.97333984 -0.17979458],[5.54195098 2.2962369 ],[-0.44084393  0.83937298],[6.65325182 4.86693896],[1.08702717 0.05807327],[6.32396014 0.91288173],[-0.75752783 -0.02275707],[8.02636366 4.72260259],[ 0.99424626 -0.19684555]
[8.79817832 4.84091852],[-0.76796541  0.5879169 ],[10.10250307  2.88502611],[0.50051317 0.51969798],[9.78500415 3.17711102],[0.48807754 0.61818069],[8.16268393 2.47025725],[-0.89470337 -0.56781488],[5.73993736 3.12636021],[-0.1203657  -0.98079395],[7.74968818 1.45571489],[ 0.97518373 -0.1402126 ],[5.50033033 2.38151176],[-0.39253688  0.86451005],[6.76189443 4.87014384],[1.0868043  0.00762788],[6.24832697 0.91330138],[-0.7553806   0.03092654],[8.12537945 4.70108332],[ 0.98666031 -0.23243189]
[8.72007987 4.89796487],[-0.7947587   0.55164715],[10.15005798  2.93785477],[0.4535495  0.54030893],[9.83187925 3.23976902],[0.45129756 0.63710418],[8.07310738 2.41450565],[-0.89534967 -0.54582266],[5.73022542 3.02803418],[-0.07321913 -0.98472945],[7.84717762 1.4436283 ],[ 0.97537657 -0.10053534],[5.46356022 2.4691308 ],[-0.34068563  0.88938953],[6.87073181 4.86870334],[ 1.08907256 -0.03647535],[6.17304667 0.91924349],[-0.75030571  0.08782738],[8.22329125 4.67579223],[ 0.97157882 -0.27299436]
[8.63942541 4.95133177],[-0.82126335  0.51215263],[10.19366692  2.99365367],[0.41482669 0.57231369],[9.87510519 3.30443844],[0.41473789 0.65805127],[7.98377018 2.36125031],[-0.89194156 -0.51984864],[5.72524151 2.92942188],[-0.02660569 -0.98724014],[7.94447065 1.43537394],[ 0.96965356 -0.0652498 ],[5.43229391 2.55933682],[-0.2835592   0.91506376],[6.97970024 4.86297254],[ 1.09085588 -0.07683579],[6.09839494 0.93100105],[-0.74309966  0.14683381],[8.31931399 4.64614326],[ 0.9515445  -0.31701231]
[8.55584898 5.00028801],[-0.85124617  0.46530407],[10.23300785  3.05241642],[0.37230248 0.60369571],[9.9147991  3.37140952],[0.37853749 0.68095972],[7.89479795 2.31062516],[-0.89173506 -0.49695486],[5.72484772 2.83060268],[ 0.01904643 -0.98833097],[8.04119418 1.43069711],[ 0.96497675 -0.02778724],[5.40680348 2.65194052],[-0.22708887  0.93542432],[7.08892577 4.85352367],[ 1.09175435 -0.1131313 ],[6.02432476 0.94848658],[-0.73682547  0.20408803],[8.41375979 4.61263025],[ 0.93801125 -0.35212207]
[8.46960324 5.04469065],[-0.87367417  0.42221128],[10.26771161  3.11408869],[0.32110598 0.62954393],[9.9505442  3.44042206],[0.33595011 0.69911896],[7.80583052 2.26225568],[-0.88558454 -0.4683369 ],[5.72922534 2.73199775],[ 0.07082805 -0.98115444],[8.13749358 1.42989702],[0.96179751 0.01288331],[5.38691497 2.74632306],[-0.17085192  0.95142267],[7.19790796 4.84033528],[ 1.08466939 -0.15334175],[5.95146617 0.97223026],[-0.72236285  0.26848407],[8.50691499 4.5758256 ],[ 0.91947164 -0.38917731]
[8.38125431 5.08475221],[-0.89072122  0.38110954],[10.2974541   3.17865842],[0.2754116  0.66385873],[9.98208888 3.51138909],[0.2921223  0.71758463],[7.71713548 2.21641624],[-0.88543805 -0.44560864],[5.73889606 2.63429166],[ 0.11918653 -0.97599191],[8.23342842 1.43322379],[0.95736468 0.05443289],[5.3725221  2.84199076],[-0.11409956  0.96421307],[7.30598817 4.82306971],[ 1.07748952 -0.19081303],[5.88038913 1.0026738 ],[-0.70256017  0.3366662 ],[8.59785169 4.53504612],[ 0.90039006 -0.42482838]
[8.29136772 5.12072728],[-0.90898602  0.33593594],[10.3224007   3.24654849],[0.22019468 0.69094422],[10.00911834  3.58414764],[0.24754881 0.73678338],[7.62882955 2.17323628],[-0.88345145 -0.42074039],[5.75341786 2.53723903],[ 0.17059297 -0.96529143],[8.32872131 1.44060899],[0.94758374 0.09257777],[5.3642369 2.9391407],[-0.05291402  0.97690788],[7.41328971 4.80217268],[ 1.06705082 -0.22816733],[5.81106991 1.03958771],[-0.6793393   0.40556719],[8.68689604 4.4908503 ],[ 0.88165297 -0.4574894 ]
[8.19955611 5.15190783],[-0.9242889  0.2901286],[10.34154733  3.31699083],[0.16365245 0.71904154],[10.03117152  3.65838048],[0.19718892 0.7517207 ],[7.5402836  2.13209008],[-0.88590475 -0.40074294],[5.77303605 2.44132427],[ 0.22053228 -0.9538494 ],[8.4230866  1.45194012],[0.93927376 0.13394136],[5.36213689 3.03741168],[0.00899236 0.98598605],[7.51919529 4.77730535],[ 1.05135142 -0.26851661],[5.74416731 1.08332271],[-0.65668077  0.47047256],[8.77419829 4.44366445],[ 0.86247751 -0.48767682]
[8.10618871 5.1783211 ],[-0.94154811  0.23903801],[10.35504931  3.39032301],[0.10546641 0.74676816],[10.04854875  3.7345113 ],[0.15034093 0.77087998],[7.45180497 2.09324743],[-0.88415766 -0.37661317],[5.79767009 2.34669542],[ 0.26971198 -0.94059793],[8.51648971 1.46737525],[0.93054974 0.17690581],[5.36606491 3.13624001],[0.06929032 0.98975025],[7.6238157  4.74881422],[ 1.03958269 -0.30217554],[5.67981836 1.13361865],[-0.63183428  0.53303633],[8.85934306 4.39334818],[ 0.8397801  -0.51886302]
[8.01108518 5.19942086],[-0.95663462  0.18618241],[10.36258871  3.46631721],[0.04450326 0.77216427],[10.06111702  3.81244542],[0.09717163 0.78396408],[7.36364466 2.05697496],[-0.882375   -0.35218182],[5.82724281 2.25356037],[ 0.32411398 -0.91930609],[8.60918004 1.48740415],[0.92236761 0.22315774],[5.37604167 3.23528447],[0.12961716 0.99008079],[7.72711228 4.71695912],[ 1.02575616 -0.33506113],[5.61838241 1.19033332],[-0.59703524  0.60010599],[8.94217735 4.33999331],[ 0.81834859 -0.54631098]
[7.91479953 5.21538695],[-0.96800548  0.13370559],[10.36393624  3.54473338],[-0.01754948  0.79589917],[10.0679891   3.89134156],[0.04052449 0.7941884 ],[7.27588541 2.023383  ],[-0.87635637 -0.32311641],[5.86193472 2.16236061],[ 0.37055549 -0.90324681],[8.70061918 1.51174092],[0.90696793 0.26435924],[5.39219481 3.33434232],[0.19355071 0.99057616],[7.82897757 4.68190345],[ 1.01231326 -0.36483369],[5.56120402 1.2542232 ],[-0.54908458  0.67395383],[9.02254505 4.28369731],[ 0.78990937 -0.57833393]
[7.81742623 5.22597642],[-0.97581805  0.08124317],[10.35889783  3.62526694],[-0.08071373  0.81682067],[10.06947026  3.97151942],[-0.01267989  0.80734858],[7.18833643 1.99231968],[-0.87499814 -0.29854738],[5.9013731  2.07304147],[ 0.42091125 -0.87991488],[8.7906464  1.54042653],[0.8948978  0.31107944],[5.41481582 3.43333623],[0.25802843 0.98800075],[7.92944109 4.64395466],[ 0.9958815 -0.3947717],[5.5085926  1.32490605],[-0.50387984  0.73766069],[9.09998587 4.22422921],[ 0.75875994 -0.61080399]
[7.71984167 5.23176049],[-0.97367628  0.03646469],[10.34733883  3.70755466],[-0.1475453   0.83118808],[10.06515278  4.05249421],[-0.07292752  0.81270037],[7.10095669 1.96374823],[-0.87225872 -0.27250262],[5.94598654 1.98634213],[ 0.4725113  -0.85237661],[8.87919911 1.57363927],[0.87665913 0.35399824],[5.44368666 3.5317249 ],[0.31966796 0.97973975],[8.02813713 4.60300198],[ 0.97819768 -0.42373152],[5.46072529 1.40178486],[-0.45303364  0.79894374],[9.17454017 4.16186025],[ 0.73289918 -0.63557195]
[7.62242533 5.23293645],[-0.97369761 -0.01238048],[10.32921002  3.79119863],[-0.21261329  0.84324205],[10.05483891  4.13397359],[-0.13135067  0.8185198 ],[7.01404649 1.93800448],[-0.86924277 -0.2456847 ],[5.99581276 1.90260636],[ 0.52151271 -0.82421645],[8.96552397 1.61082726],[0.85213871 0.39225473],[5.47808367 3.62856159],[0.36779255 0.95656598],[8.12517238 4.5593811 ],[ 0.96270052 -0.44806673],[5.41832509 1.48473741],[-0.3965705   0.85703621],[9.24656769 4.09720188],[ 0.70501615 -0.65982261]
[7.52475473 5.22882942],[-0.9779068 -0.0684659],[10.30475835  3.87596977],[-0.27529228  0.85224065],[10.03852057  4.21577083],[-0.19218685  0.81974118],[6.92766664 1.91518603],[-0.85874352 -0.21081658],[6.05047502 1.82180944],[ 0.57059237 -0.79220225],[9.0497873 1.6523273],[0.83111048 0.43604506],[5.51776819 3.72351596],[0.42572321 0.94218769],[8.22032832 4.5131063 ],[ 0.94009239 -0.4774025 ],[5.38140439 1.57289694],[-0.33941705  0.90716761],[9.31523646 4.02966835],[ 0.67056037 -0.68824457]
[7.42734391 5.21965616],[-0.97225215 -0.11711442],[10.2738721   3.96117216],[-0.34406867  0.84909134],[10.01634771  4.2977682 ],[-0.24892486  0.82191568],[6.84196984 1.89553697],[-0.8530066  -0.17993249],[6.10969648 1.74406414],[ 0.61447013 -0.76134817],[9.13181112 1.69817269],[0.80860467 0.48037698],[5.56313755 3.81684955],[0.48309655 0.92577492],[8.31335576 4.46412027],[ 0.92128603 -0.50111472],[5.35056637 1.66599176],[-0.27764021  0.95295776],[9.38036487 3.95932261],[ 0.63112441 -0.71912381]
[7.33044836 5.20546384],[-0.96689853 -0.168328  ],[10.23608768  4.04573913],[-0.41092121  0.84177447],[9.98841126 4.37970232],[-0.30769005  0.81816087],[6.75712043 1.87928879],[-0.84112945 -0.14193762],[6.17319699 1.66950548],[ 0.65559498 -0.72905802],[9.21133036 1.7482968 ],[0.77777978 0.51827636],[5.61407768 3.9083164 ],[0.53749032 0.90531883],[8.40452404 4.4128937 ],[ 0.90266665 -0.52247695],[5.32572339 1.76306614],[-0.2178841   0.98868427],[9.44190314 3.88637365],[ 0.60150608 -0.73759594]
[7.23436955 5.1863168 ],[-0.95191712 -0.21194927],[10.19203813  4.12964232],[-0.46969681  0.83534145],[9.9546088  4.46105893],[-0.36768401  0.80886301],[6.67319822 1.86663933],[-0.83660091 -0.1102446 ],[6.24071064 1.59828856],[ 0.69691438 -0.69233831],[9.28772643 1.80224161],[0.75247666 0.5632004 ],[5.67037066 3.99761884],[0.58663662 0.87907403],[8.4936135  4.35940912],[ 0.88224508 -0.54377193],[5.30709267 1.86357177],[-0.15366209  1.02127117],[9.50007327 3.81129741],[ 0.5638489  -0.76156009]
[7.14005543 5.16303599],[-0.93135278 -0.2506647 ],[10.14213171  4.2125417 ],[-0.5280368   0.82176499],[9.91497205 4.54141572],[-0.42595352  0.79650202],[6.59003998 1.85750628],[-0.82507475 -0.07081909],[6.31230787 1.53090674],[ 0.73655773 -0.65305433],[9.36158946 1.86077127],[0.72419023 0.6069852 ],[5.73158255 4.08430589],[0.63696214 0.85411894],[8.58071612 4.30394726],[ 0.86027007 -0.56470532],[5.29504592 1.96712414],[-0.0880026   1.04794193],[9.55439863 3.73387876],[ 0.52033865 -0.78862684]
[7.04758843 5.13564452],[-0.91897258 -0.29842018],[10.08630077  4.293625  ],[-0.5845976   0.80263698],[9.869346   4.62012324],[-0.48713397  0.77621523],[6.50795384 1.85228994],[-0.81670889 -0.03351308],[6.38791337 1.46771483],[ 0.77290678 -0.61271186],[9.43258532 1.92371671],[0.69589831 0.65224237],[5.79724202 4.16793683],[0.6771905  0.81966338],[8.66559472 4.24644908],[ 0.83854982 -0.58372545],[5.28950998 2.07296237],[-0.02468459  1.06603015],[9.60481396 3.65433723],[ 0.48557525 -0.80421265]
[6.95624502 5.1032497 ],[-0.904971   -0.34679179],[10.02512168  4.3727318 ],[-0.63885278  0.778407  ],[9.81761372 4.69655473],[-0.54369823  0.75524546],[6.42657896 1.85070086],[-0.81051886  0.00201264],[6.46712697 1.40874591],[ 0.81373976 -0.56351582],[9.50070174 1.99119828],[0.6656903  0.69672816],[5.86722069 4.24845882],[0.72369105 0.79230884],[8.74834363 4.18717671],[ 0.81697308 -0.60090662],[5.29021121 2.18027244],[0.04079717 1.0814082 ],[9.65157084 3.57317788],[ 0.44540911 -0.82267668]
[6.86665834 5.06629966],[-0.88703317 -0.3927024 ],[9.95842587 4.44897227],[-0.69643515  0.7438706 ],[9.76060683 4.77097276],[-0.59698066  0.7315452 ],[6.34574397 1.85258643],[-0.80440194  0.03743066],[6.55019685 1.35470598],[ 0.84736928 -0.51682898],[9.56549321 2.06286344],[0.62863448 0.73509019],[5.94130198 4.32574897],[0.75773387 0.7535867 ],[8.82895992 4.1262931 ],[ 0.79750089 -0.6143576 ],[5.29749451 2.28890321],[0.10411505 1.08968938],[9.69382793 3.48984542],[ 0.39908055 -0.84409365]
[6.77921117 5.02504428],[-0.86417537 -0.43483404],[9.88645806 4.52190492],[-0.74219507  0.71437384],[9.69847651 4.84292456],[-0.64369908  0.70836887],[6.26623047 1.85874909],[-0.78579288  0.08606548],[6.6370776  1.30602991],[ 0.88571055 -0.46037798],[9.62633216 2.13814401],[0.59066867 0.77302454],[6.01901547 4.39946245],[0.79643007 0.72089558],[8.90733916 4.06385328],[ 0.76988692 -0.63444053],[5.31098889 2.39805311],[0.16536452 1.09247461],[9.73137998 3.40446805],[ 0.35393001 -0.86097063]
[6.69406401 4.97953042],[-0.83715296 -0.4739016 ],[9.81001293 4.59165817],[-0.78664693  0.67968575],[9.63175214 4.9123317 ],[-0.69231436  0.67724123],[6.188      1.86922847],[-0.77863947  0.12362579],[6.72722234 1.26267682],[ 0.91438766 -0.40875358],[9.68337813 2.21722517],[0.55014985 0.80841281],[6.10030707 4.46969349],[0.82981253 0.68448521],[8.98301638 3.99952938],[ 0.74423558 -0.65124532],[5.33080851 2.50752659],[0.23025857 1.09562173],[9.76480864 3.31792856],[ 0.31113901 -0.87289053]
