[0.82113415 5.0129618 ],[ 1.57009383 -0.75097662],[9.15398839 5.04200827],[0.06496552 3.62115319],[6.585984   1.60629904],[-4.66983396  2.75480697],[3.88198071 8.11174173],[3.86432015 4.12859546],[0.25259968 6.12817468],[-0.8745922  -4.58694872],[2.96238863 4.02686538],[-4.02087614 -3.88262156],[3.23784477 5.53939166],[4.43408702 1.28483348],[5.01961089 0.78891249],[ 4.00091191 -3.90400225],[8.88131088 6.63111236],[-4.44427075 -0.53974332],[9.15655087 7.57093188],[3.52616585 0.82705651]
[5.59316878 5.45980364],[0.9747581  0.37532974],[4.68161687 4.32551666],[-0.42270522 -0.86944914],[5.57977641 5.31668439],[0.80984439 0.62669629],[8.95835952 3.52160587],[-0.52393609 -0.85075111],[4.41163935 4.92567155],[0.51238754 0.90916322],[4.10452266 3.13102359],[-0.0798863   1.07860421],[7.87123369 2.31590569],[-0.78950673 -0.5841199 ],[8.53419723 4.91318971],[-0.77286131  0.80397125],[4.85833305 3.26746866],[ 0.08269345 -0.9022374 ],[7.2919506  6.05400305],[-1.05800929  0.20793639]
[5.69059549 5.49540086],[0.97566226 0.33864465],[4.64106782 4.2382688 ],[-0.3873355  -0.87445663],[5.66115858 5.377801  ],[0.82105511 0.59907051],[8.90265408 3.43771894],[-0.59007377 -0.82660558],[4.46493275 5.01548849],[0.55238997 0.88614556],[4.09906352 3.23926618],[-0.02955496  1.08558643],[7.79026851 2.26013498],[-0.82983046 -0.53140723],[8.45484515 4.99171988],[-0.81176927  0.76830367],[4.86834308 3.1777792 ],[ 0.11603037 -0.89276031],[7.18564256 6.07243512],[-1.06975534  0.15869714]
[5.78828298 5.5275512 ],[0.98097368 0.30753712],[4.60408515 4.15056785],[-0.35348535 -0.880572  ],[5.74382687 5.43636644],[0.83167994 0.57181786],[8.84054393 3.35654374],[-0.64993664 -0.79463555],[4.52223229 5.10301241],[0.59221042 0.86306244],[4.09854916 3.3479957 ],[0.02142088 1.09086554],[7.70521621 2.20957109],[-0.87137936 -0.48031496],[8.37197636 5.06684324],[-0.84646359  0.73262065],[4.88200364 3.08940865],[ 0.15277209 -0.87881084],[7.07857897 6.08624652],[-1.07355595  0.11531238]
[5.88638911 5.55656258],[0.98025338 0.27199168],[4.57048457 4.06228742],[-0.3179154  -0.88430477],[5.82780909 5.49251002],[0.84408915 0.54740022],[8.77269451 3.27884726],[-0.70920828 -0.76147878],[4.58322081 5.18795297],[0.62713206 0.83548109],[4.10310551 3.45710456],[0.06780911 1.08912563],[7.61621423 2.16426586],[-0.90779562 -0.42520164],[8.28545759 5.13801443],[-0.88201258  0.69204149],[4.89904029 3.00220981],[ 0.18657474 -0.86626262],[6.97098164 6.09546885],[-1.07624288  0.07110271]
[5.98457468 5.58222209],[0.98364401 0.24171218],[4.54048359 3.97369785],[-0.28106045 -0.88633884],[5.91244578 5.5456572 ],[0.8513781  0.51843174],[8.69882011 3.20437524],[-0.76789994 -0.72775184],[4.64753977 5.27000525],[0.65946302 0.80592836],[4.11221234 3.56589424],[0.11468606 1.08677392],[7.52376212 2.12459199],[-0.94169393 -0.36909598],[8.19549459 5.20504325],[-0.91596654  0.64918604],[4.9194927  2.91637551],[ 0.21864933 -0.85395163],[6.86308568 6.10016229],[-1.08110016  0.02298285]
[6.08312627 5.60497187],[0.98691215 0.21315258],[4.5142968  3.88504261],[-0.24410915 -0.88810235],[5.99805131 5.59619018],[0.85952096 0.49118597],[8.61947037 3.13363336],[-0.82046972 -0.68876912],[4.71498284 5.34902497],[0.68902476 0.77427171],[4.12623512 3.67458893],[0.16741181 1.08833709],[7.42791718 2.09040728],[-0.97462021 -0.31459346],[8.10268347 5.2681562 ],[-0.93928883  0.61358291],[4.94321698 2.83193051],[ 0.25706921 -0.83360627],[6.75487685 6.10011018],[-1.08375433 -0.02503644]
[6.18158521 5.62451286],[0.98471168 0.1802984 ],[4.49153328 3.79597775],[-0.20848456 -0.8903845 ],[6.08454512 5.64411517],[0.86847349 0.4656122 ],[8.53504039 3.06688997],[-0.86687693 -0.64524249],[4.78549579 5.42502695],[0.7194424  0.74415231],[4.14536798 3.78315507],[0.2131839  1.08081295],[7.3286659 2.0613678],[-1.00583118 -0.26232761],[8.00755153 5.32757756],[-0.96583229  0.57185937],[4.97101517 2.74979129],[ 0.29726048 -0.81069925],[6.64672613 6.09549213],[-1.08100638 -0.06921718]
[6.27988893 5.64089515],[0.98109418 0.14723389],[4.4726955  3.70706107],[-0.16965738 -0.88932122],[6.17159693 5.68917962],[0.87194656 0.43512965],[8.44620217 3.00463069],[-0.90949067 -0.60002455],[4.85876943 5.49777215],[0.74614214 0.71104718],[4.16882196 3.89069319],[0.25785992 1.07184929],[7.22674314 2.0378024 ],[-1.02847101 -0.20551278],[7.91004391 5.38294944],[-0.98259869  0.53697217],[5.00275788 2.66992375],[ 0.3360532  -0.78797281],[6.53850471 6.08600262],[-1.0780605  -0.11538056]
[6.37762189 5.65378736],[0.97694022 0.1142023 ],[4.45735124 3.61789598],[-0.13590131 -0.89241427],[6.25897321 5.73118744],[0.87649385 0.40605204],[8.35335165 2.94701687],[-0.94825875 -0.55355381],[4.93480352 5.56733579],[0.773961   0.67983989],[4.1966424  3.99719784],[0.29760288 1.05735641],[7.12300398 2.02018594],[-1.04373641 -0.14489958],[7.81061946 5.43447327],[-1.00355233  0.49542056],[5.03799272 2.59202721],[ 0.36999319 -0.76824609],[6.43143787 6.07275944],[-1.06501118 -0.15111481]
[6.47522458 5.66373685],[0.97427707 0.08421183],[4.44596192 3.52902304],[-0.09427398 -0.88734437],[6.34650404 5.76999985],[0.87671656 0.37278276],[8.25666358 2.893929  ],[-0.98503417 -0.50840332],[5.01330501 5.63350464],[0.79525962 0.64289277],[4.22849337 4.10231088],[0.34052221 1.04597479],[7.0181501  2.00888444],[-1.05361944 -0.08213053],[7.7097157  5.48235233],[-1.01559651  0.46085632],[5.07687401 2.51644871],[ 0.40587295 -0.74477818],[6.32540785 6.05567718],[-1.05707017 -0.19222046]
[6.57252953 5.6707271 ],[0.96984823 0.05385557],[4.43856191 3.44050108],[-0.05391416 -0.88313787],[6.43442317 5.80586782],[0.88095086 0.34397126],[8.15632185 2.84518118],[-1.01858573 -0.46413797],[5.094001   5.69607939],[0.81745101 0.60758546],[4.26452634 4.20614673],[0.37776304 1.0284115 ],[6.91223842 2.00359199],[-1.06712516 -0.02719547],[7.60739713 5.52647187],[-1.0304528  0.4214692],[5.11935804 2.44333023],[ 0.44261754 -0.71847196],[6.22045781 6.03473285],[-1.04377015 -0.22844361]
[6.66937348 5.67472627],[0.96404626 0.02337256],[4.43523574 3.35246002],[-0.01383893 -0.87877433],[6.52261039 5.83871669],[0.88331476 0.31363702],[8.05316963 2.80121034],[-1.04374959 -0.41526482],[5.17709767 5.75534987],[0.84197549 0.57557946],[4.30419856 4.30815761],[0.41399666 1.01019052],[6.80535657 2.00391018],[-1.07279179  0.0304636 ],[7.5036175  5.56656615],[-1.04653317  0.37860645],[5.1651817  2.37261327],[ 0.47293169 -0.69634715],[6.11645337 6.00973727],[-1.03404748 -0.26924666]
[6.76517564 5.67523716],[ 0.95322878 -0.01180571],[4.43552991 3.26452862],[ 0.02330098 -0.87606013],[6.61081154 5.86831781],[0.8823182  0.27999533],[7.94774852 2.76218474],[-1.06235642 -0.36349629],[5.26241215 5.8112386 ],[0.86440197 0.54249938],[4.34729883 4.40817469],[0.4502017  0.99238086],[6.69816532 2.01001645],[-1.07129995  0.09065995],[7.39867055 5.60270772],[-1.05517574  0.34127727],[5.21418841 2.30438365],[ 0.50891031 -0.66616253],[6.01382095 5.98103612],[-1.01760601 -0.30371235]
[6.85978668 5.67213233],[ 0.94233433 -0.04683397],[4.440106  3.1774659],[ 0.06915791 -0.8642147 ],[6.69922204 5.89487778],[0.88534954 0.25076116],[7.84044875 2.72814752],[-1.08326865 -0.3177194 ],[5.34958488 5.86348431],[0.87720672 0.50069964],[4.39390195 4.50629277],[0.48144451 0.96971127],[6.59090757 2.02169432],[-1.07236502  0.14332728],[7.2926022  5.63476789],[-1.06702379  0.29864663],[5.26681547 2.23930874],[ 0.54279863 -0.63575077],[5.91283465 5.94888767],[-1.00141099 -0.33851522]
[6.95341974 5.66567604],[ 0.92965632 -0.08284432],[4.44909083 3.09142783],[ 0.11055241 -0.85633229],[6.78776182 5.91835937],[0.88449214 0.2179943 ],[7.73137016 2.69878603],[-1.09931891 -0.27132426],[5.43816202 5.91169744],[0.89465515 0.46412943],[4.44363813 4.60217758],[0.51346956 0.94827472],[6.4840399  2.03888763],[-1.06471614  0.19998481],[7.18580848 5.66293253],[-1.07084951  0.26253173],[5.32286561 2.17743635],[ 0.57698823 -0.60246781],[5.81353557 5.91331815],[-0.98726966 -0.37562232]
[7.04616091 5.65603968],[ 0.92495982 -0.10974238],[4.4620756  3.00609864],[ 0.15081796 -0.84826701],[6.87609551 5.93844347],[0.88244611 0.18398711],[7.62091363 2.67407655],[-1.11015345 -0.2238255 ],[5.52834744 5.95616708],[0.90923433 0.42563714],[4.49677355 4.69611139],[0.54768747 0.92897434],[6.37781555 2.06138374],[-1.0579762   0.25088483],[7.07838005 5.68716261],[-1.07760576  0.22185442],[5.38211833 2.11881225],[ 0.60762588 -0.56998449],[5.71589062 5.87424548],[-0.96720806 -0.40733184]
[7.13787671 5.64322386],[ 0.91152684 -0.14428701],[4.4798541  2.92237855],[ 0.20361217 -0.82722949],[6.96427513 5.95518255],[0.88173748 0.15142782],[7.50951379 2.65407181],[-1.11834126 -0.17746373],[5.61997612 5.99681895],[0.92242526 0.38671788],[4.55271145 4.7875158 ],[0.57028144 0.89855483],[6.27269103 2.08916852],[-1.04500006  0.30356387],[6.97028209 5.70722658],[-1.08285458  0.18070809],[5.44493879 2.06408748],[ 0.64583591 -0.5269395 ],[5.62026156 5.83200757],[-0.94599746 -0.43802316]
[7.22813109 5.62686754],[ 0.89368637 -0.1826605 ],[4.50261235 2.84048389],[ 0.24974386 -0.81221119],[7.05212684 5.96841427],[0.8743748  0.11217465],[7.39755124 2.63878012],[-1.12161327 -0.12966052],[5.71284005 6.03354458],[0.93265534 0.34573949],[4.61121317 4.87621563],[0.59905315 0.8748355 ],[6.16876916 2.12189742],[-1.03324438  0.35028961],[6.8617734  5.72320334],[-1.08583282  0.14013378],[5.51133121 2.01358013],[ 0.68337799 -0.48125748],[5.52674362 5.78668284],[-0.92514297 -0.46926728]
[7.31675593 5.60684894],[ 0.87957575 -0.21673851],[4.52991336 2.76009641],[ 0.29681777 -0.79470148],[7.13925906 5.97770496],[0.86844223 0.07382848],[7.28515377 2.62798223],[-1.12788963 -0.08858568],[5.8062593  6.06571039],[0.93807648 0.30003661],[4.67295052 4.96289807],[0.63373537 0.85685829],[6.06638975 2.15943366],[-1.01502674  0.39904892],[6.75330848 5.73541026],[-1.08308998  0.10430697],[5.58095236 1.96729075],[ 0.71031474 -0.44270248],[5.43531986 5.73822185],[-0.90326669 -0.49989048]
[7.40351461 5.58300263],[ 0.85949996 -0.25626356],[4.56186309 2.6814878 ],[ 0.34538314 -0.77397651],[7.22580215 5.98315912],[0.86080907 0.03360109],[7.1723464  2.62129677],[-1.12917683 -0.04670501],[5.90006484 6.09315306],[0.93987323 0.25066811],[4.73775967 5.04738078],[0.6614915  0.83193657],[5.96594187 2.20175081],[-0.99535318  0.44520608],[6.64515467 5.7440382 ],[-1.07858839  0.06954659],[5.65369213 1.92546399],[ 0.74368733 -0.39396084],[5.34584259 5.68642235],[-0.88302548 -0.53284401]
[7.48828483 5.55525274],[ 0.83730778 -0.29722692],[4.59879072 2.60515449],[ 0.39292892 -0.75251659],[7.31141315 5.98439846],[ 0.85070063 -0.00961128],[7.0599615  2.61920042],[-1.12152514  0.0015697 ],[5.99443941 6.11606684],[0.94438352 0.20447211],[4.80503385 5.12907497],[0.68564093 0.80370587],[5.86794344 2.24898046],[-0.96644866  0.49701662],[6.53750007 5.74921005],[-1.07443306  0.03385103],[5.72971667 1.88866856],[ 0.77446376 -0.34357966],[5.25871646 5.63163953],[-0.8627876  -0.56616255]
[7.57127841 5.52390375],[ 0.82223994 -0.32980699],[4.64017874 2.53079794],[ 0.43807898 -0.7309125 ],[7.39607997 5.98136261],[ 0.84200031 -0.05171814],[6.94806194 2.62152269],[-1.11552931  0.04535745],[6.0893279 6.1344491],[0.95226577 0.16230436],[4.87473968 5.20797385],[0.7068193  0.77271868],[5.7726209  2.30100343],[-0.94195656  0.54077133],[6.43059106 5.7511167 ],[-1.06624679  0.00183311],[5.80906376 1.85738718],[ 0.81179162 -0.28188262],[5.17359262 5.57346575],[-0.84072357 -0.59840024]
[7.65254847 5.48915876],[ 0.80285757 -0.36512674],[4.68614083 2.45879268],[ 0.48204846 -0.70779698],[7.47972387 5.9739546 ],[ 0.83308792 -0.09416778],[6.83680359 2.62812628],[-1.10901154  0.08681282],[6.1848288  6.14849508],[0.95982087 0.12099451],[4.94638064 5.28360425],[0.72895895 0.74292044],[5.67925894 2.35668391],[-0.92239825  0.5749649 ],[6.32443479 5.74972331],[-1.05579002 -0.02857508],[5.89174494 1.83214686],[ 0.8395404  -0.22442651],[5.09094322 5.51231218],[-0.81121311 -0.62360228]
[7.73187401 5.45095409],[ 0.7812527 -0.4010993],[4.73680108 2.3895458 ],[ 0.53186316 -0.67592171],[7.56258192 5.96242748],[ 0.82467194 -0.13560127],[6.72601165 2.6385134 ],[-1.10387844  0.12325343],[6.28077895 6.15817385],[0.96236168 0.07597087],[5.0203133  5.35633707],[0.75022677 0.71233243],[5.58820854 2.41593415],[-0.89888703  0.60906531],[6.21925277 5.74520446],[-1.0487285  -0.06285167],[5.97673599 1.81242178],[ 0.86050273 -0.16915172],[5.01140311 5.44878971],[-0.77991814 -0.64715954]
[7.80863384 5.40881068],[ 0.754385  -0.4410461],[4.79250638 2.32370297],[ 0.57733309 -0.6452404 ],[7.64463611 5.94683645],[ 0.81715289 -0.17529557],[6.61608292 2.65273542],[-1.09140563  0.16408585],[6.37729134 6.16374486],[0.96812534 0.03611158],[5.09644652 5.42608819],[0.77347289 0.68378758],[5.49954065 2.47842854],[-0.87210746  0.64263968],[6.11523598 5.73768821],[-1.03394851 -0.08978515],[6.06391581 1.79855682],[ 0.88106133 -0.10937305],[4.93520485 5.38311344],[-0.74773033 -0.67006199]
[7.88269268 5.36273532],[ 0.72626729 -0.4806742 ],[4.85256806 2.26091949],[ 0.62387052 -0.60981559],[7.72541948 5.92679389],[ 0.79985958 -0.22413223],[6.50751189 2.67105667],[-1.08156876  0.20018458],[6.47392957 6.16496149],[ 0.96703602 -0.00902045],[5.17497323 5.49306093],[0.79489094 0.65356224],[5.41392379 2.54449261],[-0.83943046  0.67892795],[6.01216517 5.72689898],[-1.02818761 -0.1268762 ],[6.15291913 1.79068292],[ 0.89745133 -0.04892895],[4.86186798 5.31476493],[-0.71920441 -0.69712595]
[7.95405494 5.3129045 ],[ 0.7025766  -0.51395555],[4.91704325 2.20163281],[ 0.66725303 -0.57361554],[7.80430398 5.90171347],[ 0.78223482 -0.27294117],[6.39964908 2.69252535],[-1.07371305  0.23049547],[6.57042862 6.16171228],[ 0.96547353 -0.0530993 ],[5.25546282 5.55683635],[0.81139868 0.61848584],[5.33169129 2.61414984],[-0.80484822  0.71406302],[5.90974485 5.71237325],[-1.01786704 -0.1614442 ],[6.24345948 1.78899028],[0.91324013 0.01576273],[4.79154385 5.24384638],[-0.68558249 -0.71957416]
[8.02317387 5.25998923],[ 0.67741225 -0.54634531],[4.98597227 2.14629227],[ 0.70783625 -0.5359617 ],[7.88167042 5.87205744],[ 0.7639583  -0.32107985],[6.29293984 2.71723643],[-1.06065938  0.26309453],[6.66673714 6.15411187],[ 0.96343473 -0.09577506],[5.33788976 5.61739123],[0.83441923 0.59001737],[5.25297858 2.68722664],[-0.76824716  0.74812461],[5.80828585 5.69424364],[-1.00952468 -0.19964948],[6.33520538 1.79363953],[0.92035642 0.0765288 ],[4.72444518 5.17052191],[-0.65459853 -0.74513628]
[8.089347  5.2035194],[ 0.64522706 -0.58348918],[5.05898479 2.09496126],[ 0.75172072 -0.49055197],[7.95715333 5.83760009],[ 0.74648761 -0.36693252],[6.1878517  2.74541263],[-1.04096066  0.3002551 ],[6.76262125 6.14212667],[ 0.95449103 -0.14345682],[5.42215438 5.67464271],[0.84890115 0.55309288],[5.17779174 2.76342118],[-0.73688357  0.77386723],[5.70814561 5.67270861],[-0.99333647 -0.23124991],[6.42736955 1.80426481],[0.92284592 0.13647847],[4.66072038 5.09489254],[-0.61968474 -0.76726842]
[8.15205286 5.14320587],[ 0.60843781 -0.62280237],[5.13630608 2.04833327],[ 0.79509968 -0.44071155],[8.03057304 5.79833757],[ 0.71947957 -0.42042737],[6.08437323 2.7768408 ],[-1.02904013  0.32733094],[6.85767596 6.12551416],[ 0.94573705 -0.18932146],[5.50781201 5.72813631],[0.8624847  0.51505361],[5.10589691 2.84219561],[-0.70206125  0.80008995],[5.60930464 5.64762283],[-0.98194537 -0.26919801],[6.51980159 1.8210921 ],[0.92636134 0.2013274 ],[4.600672   5.01720553],[-0.58340992 -0.78861202]
[8.21137686 5.07939117],[ 0.57636684 -0.65469792],[5.21760804 2.00659074],[ 0.83197977 -0.39228559],[8.10112608 5.75365311],[ 0.6891676  -0.47527852],[5.98288194 2.81166107],[-1.00345748  0.36629917],[6.9518591  6.10441804],[ 0.93466964 -0.23547449],[5.59462767 5.77760543],[0.8762428  0.47674624],[5.03741769 2.92338295],[-0.66843878  0.8222858 ],[5.51170873 5.61874546],[-0.96583365 -0.30434724],[6.61255127 1.84458495],[0.92916334 0.26967129],[4.54447962 4.93758321],[-0.54231206 -0.80578199]
[8.26702972 5.01206753],[ 0.53680332 -0.69114334],[5.30270839 1.9700689 ],[ 0.86671554 -0.34064022],[8.1686231  5.70358014],[ 0.66249593 -0.52389967],[5.88351385 2.84986433],[-0.98262267  0.39873486],[7.04448702 6.07833381],[ 0.91801473 -0.28582042],[5.68290071 5.8233163 ],[0.89246519 0.44081584],[4.97224481 3.00660208],[-0.63293176  0.84375831],[5.41603467 5.58661153],[-0.94571494 -0.33650827],[6.70477957 1.87428113],[0.91465907 0.32374569],[4.49228694 4.85609768],[-0.50452759 -0.82693202]
[8.31892574 4.9414541 ],[ 0.49866023 -0.72306762],[5.39142646 1.93913281],[ 0.90161188 -0.2831966 ],[8.23354713 5.64890538],[ 0.63529269 -0.56967408],[5.78638117 2.89137059],[-0.95973801  0.43138275],[7.13555879 6.0474158 ],[ 0.90145704 -0.33411086],[5.77295925 5.86562027],[0.90681212 0.40348666],[4.91087624 3.09208645],[-0.59452428  0.86539148],[5.32251045 5.55135611],[-0.92683422 -0.37086417],[6.79579717 1.90972518],[0.90359618 0.38332344],[4.44388703 4.77249624],[-0.46341272 -0.84511949]
[8.36641904 4.86723204],[ 0.44962153 -0.7623103 ],[5.48323068 1.91380493],[ 0.93196712 -0.22491957],[8.295606   5.58969116],[ 0.60310977 -0.6167314 ],[5.69121783 2.93571192],[-0.94325371  0.45523892],[7.22506025 6.0118686 ],[ 0.88796899 -0.37688739],[5.86430312 5.90404722],[0.92201727 0.36708772],[4.85310023 3.17936036],[-0.55802114  0.882685  ],[5.2307913  5.51249428],[-0.9069749  -0.40599285],[6.88551159 1.95102692],[0.89179499 0.44410896],[4.39943411 4.68689287],[-0.4232056  -0.86447489]
[8.40900043 4.78927973],[ 0.40139904 -0.79667852],[5.5775327  1.89402447],[ 0.95242601 -0.17166724],[8.35382819 5.52535295],[ 0.56376943 -0.66686763],[5.59797973 2.98258629],[-0.92133454  0.48207267],[7.31278677 5.971752  ],[ 0.86628103 -0.42524026],[5.95732367 5.93903127],[0.93636387 0.33071595],[4.79946632 3.26872109],[-0.51393382  0.9047336 ],[5.14155849 5.47055943],[-0.87972436 -0.4348186 ],[6.97364275 1.99809076],[0.87166749 0.49807034],[4.35946119 4.59978874],[-0.37647709 -0.87792709]
[8.44679815 4.70813075],[ 0.35285599 -0.82732936],[5.67388571 1.87979189],[ 0.97509589 -0.11166644],[8.40836344 5.45646801],[ 0.52556203 -0.71143418],[5.5068678  3.03196768],[-0.89755713  0.50857409],[7.39833574 5.92692254],[ 0.84296873 -0.47262401],[6.05149686 5.97012209],[0.94531577 0.28937383],[4.75008254 3.35998422],[-0.47230295  0.92155098],[5.05481523 5.42544666],[-0.85700064 -0.46952321],[7.05965439 2.0504823 ],[0.84891503 0.55012546],[4.32438839 4.51152025],[-0.32605366 -0.88855351]
[8.47959445 4.62397995],[ 0.30127775 -0.85678267],[5.77242768 1.87174106],[ 0.99650927 -0.04771099],[8.45917229 5.38345153],[ 0.48959692 -0.74915527],[5.41838    3.08416051],[-0.87197739  0.53517424],[7.48122292 5.87715355],[ 0.81431595 -0.52274349],[6.14640893 5.99692257],[0.95369479 0.24749057],[4.70514836 3.45307333],[-0.42535664  0.94075601],[4.97075889 5.3772    ],[-0.82595273 -0.49733097],[7.14333651 2.10804258],[0.82568542 0.60200225],[4.29399207 4.42180417],[-0.28090454 -0.90471672]
[8.50726073 4.53712991],[ 0.25221789 -0.87945532],[5.87266032 1.86989329],[1.00462507 0.00764748],[8.50570389 5.30622333],[ 0.43793659 -0.79756874],[5.33229229 3.13875415],[-0.84627435  0.55986194],[7.56135269 5.8226281 ],[ 0.78730951 -0.56818803],[6.24194233 6.01933149],[0.95423483 0.19787445],[4.6646903  3.54771823],[-0.38366375  0.95190874],[4.88926633 5.32555338],[-0.80244005 -0.53439587],[7.22481022 2.17091023],[0.80219604 0.65363951],[4.2682552  4.33062113],[-0.23356758 -0.91854128]
[8.52994503 4.44813174],[ 0.20184895 -0.8995376 ],[5.9734125  1.87342236],[1.00831238 0.06132226],[8.54680747 5.22418737],[ 0.38303305 -0.84328005],[5.24912347 3.19607773],[-0.8165355   0.58689471],[7.63871111 5.76365511],[ 0.75746585 -0.61307773],[6.33773926 6.03696749],[0.96125941 0.15452618],[4.62879041 3.64372965],[-0.33664403  0.96556706],[4.81031421 5.27029696],[-0.77647897 -0.57087598],[7.30382766 2.23880965],[0.77722362 0.70319221],[4.24738974 4.23821145],[-0.18098047 -0.92686598]
[8.54781679 4.35752426],[ 0.15586339 -0.91180608],[6.07450044 1.88242722],[1.01116369 0.11685757],[8.58230654 5.13777309],[ 0.32785659 -0.88308987],[5.16873781 3.25581969],[-0.78789404  0.61090478],[7.71329738 5.70058155],[ 0.7355703  -0.64642977],[6.43393405 6.04997957],[0.96543318 0.10870598],[4.59746548 3.74084025],[-0.29141764  0.97473981],[4.73431359 5.21165913],[-0.74468072 -0.60320955],[7.37982157 2.31108205],[0.74044011 0.7397179 ],[4.23163106 4.14482409],[-0.13291    -0.93934218]
[8.56051832 4.26529473],[ 0.0977814  -0.93237504],[6.17565717 1.8968878 ],[1.0118664  0.17269269],[8.61237793 5.04775441],[ 0.26921517 -0.92059731],[5.09120551 3.31785547],[-0.76039321  0.63182081],[7.78535578 5.63402136],[ 0.70608597 -0.68368056],[6.53062554 6.05853639],[0.96761864 0.06189942],[4.57020823 3.83832115],[-0.25114794  0.97716481],[4.66147785 5.14969039],[-0.70884703 -0.63315204],[7.45221139 2.3870035 ],[0.70550319 0.77650481],[4.22093457 4.05048982],[-0.08231395 -0.94838115]
[8.56750423 4.17133337],[ 0.04341749 -0.94487195],[6.27694901 1.91713994],[1.0114508  0.23024169],[8.6361225  4.95386032],[ 0.20709186 -0.95485855],[5.01669666 3.3821576 ],[-0.73148555  0.65219277],[7.85431861 5.56376715],[ 0.6715335  -0.72244353],[6.62749538 6.06242055],[0.96658963 0.01278118],[4.5474586  3.93640653],[-0.203925    0.98399888],[4.59247398 5.08490097],[-0.67400082 -0.66561211],[7.52088932 2.46629946],[0.66921486 0.81018719],[4.21573097 3.9557216 ],[-0.02469637 -0.94972569]
[8.56887593 4.07613321],[-0.01488456 -0.9574068 ],[6.37778865 1.94283816],[1.00517987 0.28381527],[8.65408061 4.85724447],[ 0.14807216 -0.98062608],[4.94509962 3.44841675],[-0.69873929  0.67438476],[7.91952307 5.48951416],[ 0.63263427 -0.76191922],[6.7242065  6.06136856],[ 0.96772276 -0.03338398],[4.52931343 4.03492686],[-0.16003942  0.9849126 ],[4.52703478 5.0168643 ],[-0.63791676 -0.69844283],[7.58608944 2.54901325],[0.63504545 0.84391739],[4.21639784 3.86096065],[ 0.03704871 -0.94634554]
[8.56460934 3.98006334],[-0.06587935 -0.95903353],[6.47790478 1.97388117],[0.9942889  0.33428435],[8.66622139 4.75839707],[ 0.09520407 -0.99528271],[4.87673275 3.5167507 ],[-0.66765132  0.69291446],[7.98098862 5.41164924],[ 0.59610294 -0.79536771],[6.82107174 6.05582801],[ 0.97033475 -0.07613495],[4.51556913 4.1334425 ],[-0.11319505  0.98665039],[4.46512345 4.94539059],[-0.59687729 -0.72777582],[7.64774742 2.63485916],[0.59415781 0.86861556],[4.22319591 3.76653517],[ 0.09937475 -0.94156689]
[8.55566399 3.88434474],[-0.1107551  -0.95285775],[6.57643531 2.00948688],[0.9770239  0.37847757],[8.67285999 4.65806552],[ 0.03786425 -1.01047676],[4.81147366 3.58683526],[-0.63612669  0.70985559],[8.03854226 5.33036353],[ 0.55468472 -0.82999237],[6.91789657 6.04582891],[ 0.96741686 -0.12228019],[4.50675685 4.23223195],[-0.0605623   0.99111486],[4.40780265 4.87139046],[-0.55090008 -0.75377637],[7.7051506  2.72291289],[0.55745609 0.89555091],[4.23611772 3.67254456],[ 0.15967797 -0.93726209]
[8.54156168 3.78868408],[-0.16894765 -0.95750781],[6.673553   2.04984386],[0.96465815 0.42805333],[8.67384874 4.55648504],[-0.0210539  -1.02341492],[4.749386   3.65853153],[-0.60299926  0.72636883],[8.09214047 5.24598409],[ 0.51609927 -0.85820072],[7.01409477 6.0309678 ],[ 0.95666448 -0.17463563],[4.50290334 4.33100928],[-0.01452276  0.98606351],[4.35483073 4.79447036],[-0.50890337 -0.78511539],[7.75893646 2.81358257],[0.51827454 0.91738554],[4.25506576 3.57908675],[ 0.2165831  -0.93400769]
[8.52216198 3.69322107],[-0.21821788 -0.95072455],[6.76913849 2.09488475],[0.94856154 0.47422866],[8.66897074 4.45383965],[-0.07602132 -1.0285867 ],[4.69126902 3.7324248 ],[-0.56002596  0.75041114],[8.14167217 5.15875318],[ 0.47669378 -0.88372093],[7.10915761 6.01086836],[ 0.94674524 -0.22482058],[4.50420365 4.42967564],[0.03719464 0.98352929],[4.3064071 4.7147081],[-0.45800203 -0.80874181],[7.80912551 2.90661959],[0.48393475 0.94125457],[4.27957507 3.48600267],[ 0.27626845 -0.92442545]
[8.4976165  3.59831354],[-0.27274297 -0.94711589],[6.86321383 2.14466075],[0.92724931 0.5154846 ],[8.65838372 4.3506181 ],[-0.13407193 -1.033716  ],[4.6369042  3.80805827],[-0.52841921  0.76081468],[8.18694517 5.06882456],[ 0.43147377 -0.91153872],[7.20332673 5.9859655 ],[ 0.93570558 -0.27373762],[4.51006335 4.5273715 ],[0.08066512 0.97080359],[4.2631849  4.63262338],[-0.40746255 -0.83409189],[7.8554353  3.00146885],[0.44396761 0.9569699 ],[4.31030261 3.39426925],[ 0.34000975 -0.90787262]
[8.4680193  3.50426815],[-0.31778888 -0.93227351],[6.9548993  2.19826197],[0.90681185 0.55675309],[8.64258795 4.24759159],[-0.18303326 -1.02795097],[4.58576493 3.88469694],[-0.49524387  0.77078175],[8.22766536 4.97626664],[ 0.38563141 -0.93635378],[7.29625237 5.95614612],[ 0.92288248 -0.32203726],[4.52075084 4.62415886],[0.13339909 0.96483328],[4.22522319 4.54815342],[-0.35527731 -0.85880316],[7.89795681 3.09796794],[0.4077576  0.97376973],[4.34712116 3.3040828 ],[ 0.39735099 -0.89412161]
