[1.83887882 5.722916  ],[ 4.10340358 -3.97996271],[8.71759488 8.09842243],[-4.85273135  3.64892489],[3.0184349  9.00276915],[3.48599921 3.80019337],[9.87380212 5.15045648],[ 0.53932626 -1.32529811],[6.06650021 6.38581206],[-4.32817076  1.57111044],[6.01415497 9.52122302],[-0.49137232 -0.58707584],[3.25347454 5.7000647 ],[0.93610691 0.89406406],[6.29918993 1.80230843],[1.91248925 4.75461027],[6.64294011 4.00678545],[-2.18269816 -2.69608812],[9.64270567 1.0226151 ],[-0.51304401 -0.06132824]
[7.50750978 5.47133813],[-0.06108313  1.04412362],[3.41621411 5.41080239],[ 0.17586614 -0.98083701],[8.13225491 5.58985001],[ 0.05135923 -0.93662706],[4.27328106 3.9457821 ],[-0.62740925  0.82765915],[4.3564998  3.95333027],[ 0.76082615 -0.62861428],[3.84874641 4.70543198],[ 0.72450083 -0.79193138],[7.73819373 5.49729281],[-0.0063848  -0.98926581],[5.69465314 7.48371456],[-1.00889661 -0.01282766],[4.41736659 7.00256188],[0.70917445 0.68410825],[7.7123691  6.40903213],[-0.71245286  0.80661229]
[7.49876093 5.57493356],[-0.11265364  1.02876308],[3.43645982 5.31272466],[ 0.23222024 -0.97669487],[8.13474583 5.4959751 ],[-0.00368053 -0.94245102],[4.21255939 4.0301275 ],[-0.58925169  0.85634368],[4.43431693 3.89239149],[ 0.79672016 -0.58827515],[3.92297787 4.62795539],[ 0.75775422 -0.75941266],[7.73529357 5.39862022],[-0.0537352  -0.98600762],[5.59410914 7.48021957],[-1.00376824 -0.05904295],[4.4901016  7.06934339],[0.74489367 0.65091811],[7.6391351  6.48786177],[-0.75042437  0.77111048]
[7.48546923 5.67751477],[-0.1522075   1.02329331],[3.46260841 5.21553465],[ 0.29045199 -0.96665115],[8.13130376 5.4012886 ],[-0.06785644 -0.95326999],[4.15554884 4.11704424],[-0.54872247  0.8835707 ],[4.51548541 3.83545425],[ 0.82557527 -0.55091547],[4.00058069 4.55394406],[ 0.79288639 -0.72168329],[7.72708532 5.29984063],[-0.10654886 -0.98528264],[5.49436437 7.47231333],[-0.99368456 -0.101848  ],[4.56602043 7.13240667],[0.77474741 0.6116533 ],[7.56234898 6.563187  ],[-0.78750886  0.73253806]
[7.46811012 5.77928239],[-0.19563566  1.01101147],[3.49434536 5.11933946],[ 0.34529141 -0.95538847],[8.12105291 5.30538866],[-0.13765194 -0.96441173],[4.10262124 4.20652016],[-0.50818553  0.90705538],[4.59982802 3.78274029],[ 0.86235971 -0.50156731],[4.08134093 4.48351155],[ 0.8215046 -0.6872789],[7.71399545 5.201637  ],[-0.15621989 -0.97946776],[5.39535054 7.45975225],[-0.98751438 -0.15061731],[4.64507979 7.19169647],[0.80667523 0.57448489],[7.48183029 6.63443694],[-0.82120877  0.69350205]
[7.44655171 5.8798406 ],[-0.23859725  0.99670454],[3.53129611 5.02424805],[ 0.39429654 -0.94493681],[8.10415563 5.20894619],[-0.19989243 -0.96351235],[4.05394331 4.29836165],[-0.46432309  0.93024419],[4.68735915 3.73468698],[ 0.89190614 -0.45524947],[4.16468425 4.41638772],[ 0.84938561 -0.65068434],[7.6959999  5.10417023],[-0.20936582 -0.97517366],[5.29681052 7.44202853],[-0.98041578 -0.201347  ],[4.72757391 7.24753591],[0.83978695 0.53907403],[7.39825359 6.70191219],[-0.84879075  0.65697239]
[7.42064367 5.97880749],[-0.28129061  0.98052897],[3.57336693 4.93067152],[ 0.4486727  -0.92427651],[8.08109012 5.11281763],[-0.25993892 -0.95716028],[4.00972    4.39241029],[-0.42196807  0.94839709],[4.77778107 3.69140941],[ 0.91693964 -0.40930066],[4.25082342 4.35308251],[ 0.87211736 -0.61628126],[7.67238961 5.00698845],[-0.26024481 -0.96556005],[5.19918486 7.41931806],[-0.97288121 -0.25401306],[4.81268659 7.29916536],[0.86125464 0.49238521],[7.31177884 6.76542152],[-0.88153516  0.61179823]
[7.39060553 6.07617678],[-0.32081789  0.96502421],[3.62082778 4.83932159],[ 0.49700477 -0.90536619],[8.05232917 5.01774999],[-0.3181863  -0.94678069],[3.96993821 4.48832067],[-0.37337963  0.96954773],[4.87040476 3.6526033 ],[ 0.93587007 -0.36595943],[4.33923717 4.29335071],[ 0.89351087 -0.58058921],[7.64394591 4.91109824],[-0.31171221 -0.95503927],[5.10233426 7.39122068],[-0.96323398 -0.30745437],[4.90006471 7.34625504],[0.8877206 0.4510579],[7.22260383 6.82481709],[-0.90321478  0.5743631 ]
[7.35623013 6.17150244],[-0.36436537  0.94339567],[3.67288554 4.74987967],[ 0.54406823 -0.88274571],[8.01717737 4.92330253],[-0.38397485 -0.94084467],[3.93492638 4.58608445],[-0.32544256  0.98660796],[4.96462377 3.61798011],[ 0.95008987 -0.3244983 ],[4.4297002  4.23721724],[ 0.91808606 -0.53925711],[7.61019004 4.81620861],[-0.36355494 -0.94271637],[5.00695511 7.35817711],[-0.94443994 -0.35368844],[4.98997428 7.38915015],[0.91127548 0.40786295],[7.13104875 6.88010146],[-0.92710408  0.53160518]
[7.31755101 6.26460697],[-0.40506244  0.92238345],[3.7297471  4.66302165],[ 0.59150055 -0.85533664],[7.97629675 4.8304058 ],[-0.43415163 -0.91753208],[3.90463027 4.6853154 ],[-0.28086343  0.99725281],[5.0606326  3.58803248],[ 0.96890397 -0.27507045],[4.52240219 4.18513729],[ 0.93595611 -0.50192968],[7.57160689 4.72297804],[-0.40934052 -0.92305829],[4.91384231 7.32084656],[-0.92103585 -0.39624925],[5.08201003 7.42755018],[0.92828878 0.35916581],[7.03731229 6.93116521],[-0.94726572  0.48958973]
[7.27496709 6.35563404],[-0.44510865  0.8992595 ],[3.79126742 4.57903952],[ 0.6363937  -0.82611345],[7.93027949 4.73976271],[-0.48682225 -0.89586999],[3.87875584 4.78545206],[-0.23798847  1.00384197],[5.1585716  3.56326887],[ 0.98881897 -0.22063674],[4.61688001 4.13689238],[ 0.95398358 -0.46214685],[7.52835777 4.63167478],[-0.45499746 -0.90226739],[4.82259855 7.27871032],[-0.90343804 -0.446338  ],[5.17557583 7.46093765],[0.94407088 0.30989078],[6.94168636 6.97801758],[-0.96661856  0.44560745]
[7.22855717 6.44439098],[-0.48466589  0.87388239],[3.85681815 4.49774313],[ 0.67469374 -0.79900703],[7.87904684 4.65138164],[-0.53901561 -0.87286437],[3.85714125 4.88612137],[-0.19396799  1.0096181 ],[5.25806238 3.5436993 ],[ 0.99970251 -0.17166645],[4.71296225 4.0925399 ],[ 0.96852751 -0.42364568],[7.48063048 4.54257626],[-0.4986738  -0.87875878],[4.73349307 7.23186232],[-0.8808773 -0.4929642],[5.27055825 7.48928667],[0.95570819 0.25739668],[6.84384301 7.0200191 ],[-0.98543484  0.39872954]
[7.17808766 6.5303838 ],[-0.52563002  0.84464174],[3.92608424 4.41925768],[ 0.7104385  -0.77020511],[7.82276109 4.56549952],[-0.58766174 -0.84576444],[3.84019563 4.98751013],[-0.14553523  1.01716595],[5.35802477 3.52851504],[ 1.00000335 -0.13141362],[4.81077839 4.05244773],[ 0.98347131 -0.38217274],[7.42858219 4.45590546],[-0.54084957 -0.85320788],[4.64705781 7.18071084],[-0.84750507 -0.52977444],[5.36682592 7.51256506],[0.96838218 0.20718213],[6.74471551 7.05781045],[-0.99901775  0.35488261]
[7.12375237 6.6135525 ],[-0.55845685  0.82084728],[3.99905448 4.34398249],[ 0.74676267 -0.73685604],[7.76182124 4.48254405],[-0.63331067 -0.81559827],[3.82815217 5.08956833],[-0.09844108  1.02049976],[5.45825695 3.51766833],[ 1.00760131 -0.08205554],[4.90960459 4.01611199],[ 0.99008784 -0.34741461],[7.37244603 4.37193582],[-0.58104591 -0.8253765 ],[4.56358438 7.12547003],[-0.82318156 -0.57642979],[5.46392532 7.53044508],[0.9738067  0.15074009],[6.64438052 7.09125257],[-1.01019295  0.31109822]
[7.06619724 6.69424878],[-0.5932332   0.79201135],[4.07508686 4.2716612 ],[ 0.77561155 -0.7072416 ],[7.69644456 4.40272748],[-0.67309825 -0.7797621 ],[3.82086885 5.19189696],[-0.04818141  1.02458347],[5.55927223 3.51194249],[ 1.01295627 -0.03178691],[5.00909738 3.98331198],[ 1.0008628 -0.3072226],[7.31242744 4.29089534],[-0.62028448 -0.79645461],[4.48278683 7.06574998],[-0.79351003 -0.61877797],[5.56160645 7.54276385],[0.98115153 0.09738733],[6.54253669 7.1197764 ],[-1.02585079  0.25965002]
[7.00527144 6.77202624],[-0.62370119  0.76463572],[4.15432242 4.20279845],[ 0.80632005 -0.67222169],[7.62719231 4.32657247],[-0.71105611 -0.74262154],[3.81832496 5.29422229],[-0.00262669  1.02175512],[5.66082556 3.51140198],[1.01449034 0.01767151],[5.10936067 3.95431744],[ 1.0040778 -0.2729401],[7.24854364 4.21281047],[-0.65530271 -0.76324588],[4.40512689 7.00193014],[-0.76023894 -0.65818122],[5.65973434 7.54954963],[0.98052844 0.03765617],[6.43962168 7.14350323],[-1.03325595  0.21381506]
[6.94116951 6.84679251],[-0.65728152  0.73127495],[4.23635634 4.13733293],[ 0.83316625 -0.63777919],[7.55379767 4.25375361],[-0.75650395 -0.7136317 ],[3.82027366 5.39611846],[0.04376949 1.01807827],[5.76235756 3.51574022],[1.01570608 0.06901758],[5.20994345 3.9287917 ],[ 1.0093405  -0.23554103],[7.18102921 4.13791072],[-0.69389259 -0.7337463 ],[4.33091235 6.93426516],[-0.72444279 -0.69549357],[5.75802265 7.55066532],[ 0.98218085 -0.01802701],[6.33611694 7.16269562],[-1.03732916  0.16927647]
[6.87366919 6.91804166],[-0.69157759  0.69437662],[4.32120914 4.075605  ],[ 0.86303494 -0.59705228],[7.47631475 4.18424344],[-0.79469826 -0.67837502],[3.82693313 5.49760888],[0.08847846 1.01060907],[5.86362923 3.52493749],[1.01154441 0.11703853],[5.31116689 3.90721315],[ 1.01582662 -0.19502162],[7.11016353 4.06645683],[-0.72469619 -0.69673316],[4.26023306 6.86280969],[-0.68910761 -0.73353388],[5.85622089 7.54606029],[ 0.98021468 -0.07525813],[6.23225535 7.17738879],[-1.03804097  0.12619644]
[6.80282672 6.98554208],[-0.72546655  0.65494332],[4.40856984 4.01762746],[ 0.88426494 -0.56196431],[7.39496344 4.11814395],[-0.8317006 -0.6433281],[3.83787563 5.5981023 ],[0.13134142 1.00003794],[5.96403023 3.53855316],[0.99920661 0.15803143],[5.41310082 3.88986184],[ 1.02247973 -0.1520626 ],[7.03605426 3.99852154],[-0.75802429 -0.66265999],[4.19334361 6.78780105],[-0.64906936 -0.76694923],[5.95439592 7.53604858],[ 0.97961779 -0.12811928],[6.12808391 7.18743282],[-1.04254745  0.0771629 ]
[6.72850846 7.04885625],[-0.7584532   0.61325932],[4.49806402 3.9633087 ],[ 0.90281687 -0.52683458],[7.30998625 4.05553658],[-0.86514137 -0.60649206],[3.85326439 5.69761935],[0.17624659 0.98985808],[6.06354523 3.55667661],[0.99121969 0.20479251],[5.51542363 3.87663376],[ 1.02134571 -0.11501112],[6.95860411 3.93395536],[-0.79015438 -0.6280392 ],[4.13035169 6.70934945],[-0.6091653  -0.80034848],[6.05215498 7.5205438 ],[ 0.97479159 -0.18216678],[6.02390418 7.19291412],[-1.04006243  0.03325564]
[6.65113907 7.10808946],[-0.79021443  0.56957913],[4.58960239 3.91282452],[ 0.92262851 -0.48774611],[7.22186274 3.9967141 ],[-0.89505294 -0.56806505],[3.87328029 5.79615976],[0.22462289 0.98117493],[6.16217015 3.57947873],[0.97838764 0.24840767],[5.61745708 3.86697262],[ 1.01938632 -0.07802164],[6.87842749 3.87330238],[-0.81278015 -0.58455324],[4.07165519 6.62787546],[-0.56323106 -0.8275045 ],[6.14913841 7.49950165],[ 0.96475545 -0.23827455],[5.91992109 7.19387199],[-1.04087353 -0.01573179]
[6.57053151 7.16271677],[-0.82199011  0.52233754],[4.68276914 3.86601256],[ 0.94078039 -0.44802643],[7.131155   3.94204528],[-0.91723605 -0.52376555],[3.89800786 5.8935963 ],[0.26905181 0.96650303],[6.2594818  3.60665567],[0.96733269 0.29495146],[5.71920912 3.86097496],[ 1.01655472 -0.04084882],[6.79602271 3.81700808],[-0.83651478 -0.54269052],[4.01748748 6.54363258],[-0.5212329  -0.85827349],[6.24512329 7.47301767],[ 0.95686967 -0.28874169],[5.81584421 7.1897781 ],[-1.03807183 -0.06387067]
[6.48681269 7.21249898],[-0.85036658  0.47472279],[4.77761353 3.82316204],[ 0.95448866 -0.41027711],[7.0384002  3.89189979],[-0.93816567 -0.47983044],[3.92708208 5.98940063],[0.31356138 0.95052796],[6.35528692 3.63815857],[0.94589774 0.33219784],[5.82035542 3.85840787],[ 1.00889913 -0.00784256],[6.71091578 3.7645236 ],[-0.86422698 -0.50590004],[3.96772049 6.45654955],[-0.47450118 -0.88358575],[6.34022412 7.44161022],[ 0.9433287  -0.34056387],[5.71249371 7.18124113],[-1.02819029 -0.1062802 ]
[6.40059277 7.25768346],[-0.87803072  0.42430313],[4.87388376 3.78424991],[ 0.97108158 -0.36735232],[6.94336977 3.84585504],[-0.95968993 -0.4387595 ],[3.96031587 6.08325632],[0.35511922 0.93044545],[6.44899062 3.67344054],[0.92669911 0.37200991],[5.92098036 3.8594367 ],[1.00609083 0.03110313],[6.62316385 3.71577047],[-0.88507527 -0.46369239],[3.92251165 6.36686399],[-0.43044556 -0.91063068],[6.43358276 7.40480654],[ 0.92641241 -0.39226901],[5.61011378 7.1683871 ],[-1.01848923 -0.15006011]
[6.31157599 7.29758465],[-0.89977036  0.37566093],[4.97182777 3.74979001],[ 0.98516005 -0.32408034],[6.84669496 3.80432885],[-0.97379826 -0.39208011],[3.99803796 6.17535653],[0.39832175 0.91032059],[6.5404718  3.71242336],[0.90513996 0.40987141],[6.02162267 3.86477316],[1.00483495 0.07403273],[6.5336238  3.67149497],[-0.90865264 -0.42511557],[3.8813753  6.27422862],[-0.39091359 -0.94021237],[6.52527438 7.36305979],[ 0.90924256 -0.44009291],[5.50882536 7.15121437],[-1.00661363 -0.19294987]
[6.22069946 7.33276488],[-0.91714822  0.32806907],[5.070887   3.71947214],[ 0.99861521 -0.27926649],[6.74839299 3.76715342],[-0.9893839  -0.34906705],[4.04012007 6.26541031],[0.44486186 0.892073  ],[6.62994594 3.75538795],[0.88106554 0.44611049],[6.12165344 3.87400111],[0.994224   0.10902509],[6.44171472 3.63096989],[-0.93011952 -0.38644261],[3.84490125 6.17943501],[-0.33989594 -0.95675587],[6.61485188 7.31633872],[ 0.88396207 -0.4920676 ],[5.40854671 7.12948916],[-0.99554518 -0.23840386]
[6.12827048 7.36321097],[-0.93161449  0.28019836],[5.17088783 3.69334492],[ 1.00398533 -0.24044296],[6.64872733 3.73436183],[-1.00207445 -0.30535183],[4.08636438 6.35308045],[0.48291137 0.86412465],[6.71727313 3.80227021],[0.86059185 0.48676447],[6.22072272 3.88687055],[0.98523237 0.14660874],[6.34796231 3.59451834],[-0.94487842 -0.34287045],[3.81345506 6.08297357],[-0.29349704 -0.97654329],[6.70199791 7.26471592],[ 0.85461591 -0.54412645],[5.30964746 7.10342209],[-0.98146744 -0.28218812]
[6.03452652 7.38884822],[-0.94395627  0.23129567],[5.27151794 3.67128271],[ 1.00819216 -0.20099862],[6.54759925 3.70561718],[-1.01886338 -0.26859694],[4.13679433 6.43828015],[0.52536958 0.83936759],[6.80224464 3.85294595],[0.83912567 0.52710895],[6.31883839 3.90350641],[0.97515023 0.1843432 ],[6.25272623 3.56233235],[-0.9598034  -0.30119761],[3.78690566 5.98489628],[-0.23713295 -0.98449223],[6.78598457 7.20784295],[ 0.82433195 -0.5934089 ],[5.21239854 7.07315367],[-0.96304462 -0.32276429]
[5.93930991 7.40916735],[-0.95705989  0.17785552],[5.37261356 3.65329096],[ 1.01417028 -0.158039  ],[6.44520386 3.68079771],[-1.02764602 -0.22685714],[4.19138345 6.52085371],[0.56393866 0.80956927],[6.88485134 3.9074729 ],[0.81464921 0.56514104],[6.41571512 3.92373793],[0.96073491 0.21869978],[6.15625453 3.53447898],[-0.97210235 -0.25867785],[3.7654167  5.88552614],[-0.19099056 -1.00071993],[6.86676147 7.14606546],[ 0.79414119 -0.6384831 ],[5.11675771 7.03853317],[-0.94994603 -0.37009641]
[5.84294685 7.4241259 ],[-0.96832031  0.12263026],[5.47445535 3.63986781],[ 1.02249076 -0.1101565 ],[6.34190548 3.65999322],[-1.03708633 -0.18857312],[4.24954168 6.60012441],[0.59800468 0.77456339],[6.96489996 3.96572359],[0.78750549 0.60103867],[6.51088613 3.94716229],[0.94287051 0.24998109],[6.05848717 3.51069746],[-0.98398034 -0.2181054 ],[3.74881052 5.78493171],[-0.14137585 -1.01098705],[6.94472411 7.08020687],[ 0.76479682 -0.67826367],[5.02264193 6.99929924],[-0.93036257 -0.41269991]
[5.74585923 7.43379335],[-0.97447861  0.06922219],[5.57711641 3.63137721],[ 1.02737167 -0.06268091],[6.23771888 3.6429075 ],[-1.04365009 -0.15064918],[4.31133003 6.67607934],[0.63716487 0.7438661 ],[7.04223467 4.02758346],[0.75907797 0.63602058],[6.60440132 3.97387912],[0.92623888 0.28320485],[5.96013613 3.49148314],[-0.98512661 -0.16836042],[3.73705595 5.68333368],[-0.09302296 -1.01975404],[7.01956145 7.01039396],[ 0.73181297 -0.71742228],[4.93054698 6.95581386],[-0.91283263 -0.45850607]
[5.64834528 7.43815309],[-0.97806725  0.01522498],[5.67947261 3.62690817],[ 1.0207927  -0.02565805],[6.13320629 3.62982125],[-1.047957   -0.11294491],[4.37695362 6.74884346],[0.67348524 0.70953994],[7.11657689 4.09280148],[0.73043034 0.67095649],[6.69627352 4.0039814 ],[0.91078471 0.31855884],[5.86132843 3.47682947],[-0.99036602 -0.12446204],[3.73042053 5.58126593],[-0.04223437 -1.02372613],[7.09086409 6.93663699],[ 0.69393694 -0.75733445],[4.84079682 6.90828551],[-0.88439736 -0.49429817]
[5.55033446 7.43679642],[-0.98018808 -0.0410331 ],[5.78122355 3.62622448],[1.01594354 0.01379748],[6.02858731 3.62070498],[-1.04543338 -0.07079215],[4.44604925 6.81798304],[0.70938281 0.67418898],[7.18790549 4.16136887],[0.69771013 0.70188644],[6.78648606 4.03756506],[0.89041025 0.35012793],[5.76198196 3.46643936],[-0.99690104 -0.08424155],[3.72865507 5.47873553],[ 0.00529976 -1.02793895],[7.15816538 6.85888198],[ 0.65128421 -0.79787509],[4.75363057 6.85688697],[-0.86215673 -0.5370086 ]
[5.45274327 7.43030472],[-0.9726739  -0.09006782],[5.88282393 3.62990541],[1.01595672 0.06005997],[5.92407231 3.61553775],[-1.04167504 -0.02968611],[4.5189854  6.88381667],[0.74738287 0.64056237],[7.25560214 4.23266658],[0.66015278 0.72792005],[6.87448351 4.07415562],[0.86889767 0.38112112],[5.66244457 3.46040967],[-0.99304087 -0.03580892],[3.73185399 5.37614565],[ 0.05857472 -1.02358877],[7.22114747 6.77722996],[ 0.60779962 -0.83503206],[4.66904844 6.80153243],[-0.83207918 -0.57270561]
[5.3557171  7.41860122],[-0.96447252 -0.14096387],[5.98399173 3.63787462],[1.00572782 0.09773799],[5.82019771 3.6146694 ],[-1.036314    0.01156172],[4.59525118 6.94580682],[0.7768123  0.59815745],[7.32008673 4.30710201],[0.62670266 0.75783825],[6.96026185 4.11381427],[0.8477365  0.41324352],[5.56303638 3.45887791],[-0.99405522  0.00574169],[3.74007852 5.2738145 ],[ 0.10637678 -1.02192872],[7.27987474 6.69216147],[ 0.56317464 -0.86926179],[4.58738883 6.74249369],[-0.80316692 -0.61014788]
[5.25966253 7.4018517 ],[-0.95679041 -0.19457695],[6.08387935 3.64936824],[0.9946939  0.13484652],[5.71677343 3.61773498],[-1.03294436  0.04860494],[4.67463565 7.00372826],[0.81044284 0.55993613],[7.38073104 4.38402469],[0.58846964 0.78278684],[7.04429414 4.15712296],[0.83367364 0.45392289],[5.46368794 3.46152744],[-0.99067606  0.0490856 ],[3.75308313 5.17181695],[ 0.15557722 -1.01564723],[7.33419475 6.60392779],[ 0.51970629 -0.89834881],[4.50842411 6.67948009],[-0.77573128 -0.64974618]
[5.16417553 7.37938485],[-0.95178623 -0.25413802],[6.18258409 3.66453048],[0.97998997 0.16901697],[5.61385894 3.62455379],[-1.02346646  0.08935065],[4.75722193 7.05768599],[0.83714924 0.51516125],[7.4376381  4.46350988],[0.5470855  0.80422344],[7.12622211 4.20387233],[0.80643224 0.48261977],[5.36487899 3.46860479],[-0.9838866   0.09374383],[3.77085891 5.07045393],[ 0.20161602 -1.00937036],[7.38383976 6.5126583 ],[ 0.47450392 -0.92513118],[4.43247902 6.61276014],[-0.74288751 -0.68434555]
[5.06985638 7.35148673],[-0.93560796 -0.30508476],[6.27983709 3.68315566],[0.96460426 0.20301381],[5.51201217 3.63549291],[-1.01366964  0.12886356],[4.84217934 7.10686843],[0.86185949 0.46845048],[7.49025058 4.54497752],[0.50804108 0.82784997],[7.20562526 4.25373249],[0.78293717 0.51595664],[5.26675517 3.48004541],[-0.97577024  0.13748098],[3.79334586 4.96998515],[ 0.24928321 -0.99831407],[7.4290761  6.41899786],[ 0.43146237 -0.94630213],[4.35976813 6.54251839],[-0.71025617 -0.71936844]
[4.97701043 7.3182351 ],[-0.92068211 -0.35959739],[6.37566097 3.70532428],[0.95143313 0.24004137],[5.41129809 3.6504463 ],[-0.99976918  0.1707193 ],[4.92973562 7.15153116],[0.88947564 0.42527278],[7.5386912  4.62851973],[0.46329099 0.84541267],[7.28251551 4.30681227],[0.75508526 0.54593632],[5.16978427 3.49610823],[-0.96556017  0.18150339],[3.8207862  4.87094386],[ 0.29847033 -0.98309122],[7.46999187 6.32335516],[ 0.38578905 -0.96702008],[4.29043066 6.46888147],[-0.67604142 -0.75284109]
[4.88582625 7.27958612],[-0.9019972  -0.41258745],[6.47036744 3.7314704 ],[0.94145228 0.28184877],[5.31167552 3.66918448],[-0.99161288  0.20467933],[5.01951597 7.1913771 ],[0.90739927 0.37304428],[7.58311976 4.71425145],[0.42487275 0.86855942],[7.35653789 4.36285021],[0.72645306 0.57599128],[5.07356949 3.51616551],[-0.95685436  0.22107857],[3.85303663 4.77345897],[ 0.34655872 -0.96603435],[7.50612584 6.2256032 ],[ 0.33807079 -0.98630425],[4.22438347 6.39177506],[-0.64213508 -0.78639403]
[4.79648475 7.23551516],[-0.88462527 -0.46896724],[6.56366869 3.76146249],[0.92315742 0.31666667],[5.21329713 3.69162999],[-0.97507728  0.24488102],[5.11109923 7.22603557],[0.92515356 0.32119713],[7.62364676 4.80217861],[0.38472892 0.88884781],[7.42759752 4.4218384 ],[0.69352633 0.60263077],[4.97843275 3.54025224],[-0.94495075  0.26114133],[3.8899885  4.67772364],[ 0.39303939 -0.94751804],[7.53789434 6.12646724],[ 0.29596507 -0.99744725],[4.16197664 6.31158257],[-0.60250528 -0.81383441]
[4.70923057 7.18605705],[-0.85930331 -0.51920981],[6.65499427 3.79482248],[0.90138437 0.34865565],[5.11606441 3.71748167],[-0.9683443   0.27273453],[5.20471476 7.25582297],[0.94761947 0.27549793],[7.65962838 4.89156968],[0.33663258 0.90057188],[7.49538256 4.48354943],[0.66192936 0.63142843],[4.88464867 3.5683779 ],[-0.92840338  0.30327497],[3.93119155 4.58361789],[ 0.432305   -0.93262343],[7.56522253 6.02610032],[ 0.24568169 -1.01421098],[4.10390547 6.22902739],[-0.56137834 -0.8395635 ]
[4.62483468 7.13184421],[-0.82775548 -0.56424041],[6.74408127 3.83134748],[0.87924604 0.38080133],[5.01992211 3.74638388],[-0.95499247  0.30442831],[5.29998841 7.28054029],[0.95868701 0.21990195],[7.69121282 4.98250194],[0.29441277 0.91709794],[7.56000097 4.54817619],[0.62783413 0.65857733],[4.79241843 3.600497  ],[-0.91703986  0.3376605 ],[3.97649202 4.49135511],[ 0.4739856  -0.91181463],[7.58731077 5.92403339],[ 0.19481304 -1.02784014],[4.05001711 6.143994  ],[-0.51748717 -0.86207284]
[4.54353424 7.07302977],[-0.79876189 -0.61263112],[6.83102988 3.87120342],[0.85750998 0.41422591],[4.92495267 3.77816032],[-0.94244567  0.33259929],[5.3967678  7.30017781],[0.97466345 0.17116775],[7.71823636 5.0746895 ],[0.246775   0.92713254],[7.62091012 4.61525971],[0.59124747 0.68407771],[4.70151198 3.63607804],[-0.8995442   0.37504844],[4.02591967 4.40129341],[ 0.5146783  -0.88875647],[7.6046211  5.82104437],[ 0.1487803  -1.03410853],[4.00031887 6.0565392 ],[-0.47900994 -0.88928665]
[4.46546429 7.00967069],[-0.76360909 -0.65552145],[6.91577827 3.91442054],[0.83864741 0.45150656],[4.8316918  3.81310248],[-0.92195574  0.36674817],[5.49484374 7.31476515],[0.98441688 0.1185406 ],[7.7406767  5.16800161],[0.20028707 0.93699718],[7.67855627 4.68532427],[0.55890943 0.71449035],[4.61267263 3.67559691],[-0.87819683  0.41397556],[4.07921723 4.31350319],[ 0.55164082 -0.86610942],[7.61703741 5.71726795],[ 0.09888202 -1.04164185],[3.95453676 5.96649837],[-0.43468696 -0.90936392]
[4.39059364 6.94168309],[-0.73149841 -0.70188684],[6.99846404 3.96125521],[0.81680145 0.48706626],[4.740656   3.85156326],[-0.89828714  0.4026517 ],[5.5939574  7.32426679],[0.99666282 0.07103181],[7.75857377 5.26232691],[0.15444932 0.94587929],[7.73278961 4.75827785],[0.52502598 0.74384337],[4.52588896 3.71880367],[-0.85728157  0.44988467],[4.13640244 4.22832616],[ 0.58910185 -0.83984495],[7.62493955 5.61331077],[ 0.05813529 -1.03835638],[3.91338729 5.8746872 ],[-0.39005402 -0.92839992]
[4.31936334 6.8694824 ],[-0.69125023 -0.74017681],[7.07902004 4.01176405],[0.79380944 0.52272799],[4.65153592 3.89306648],[-0.88092229  0.43019459],[5.69362691 7.32848814],[0.99695047 0.01402153],[7.77165668 5.35723221],[0.10615769 0.95090728],[7.78328454 4.83383769],[0.48588544 0.76833677],[4.44117524 3.76544526],[-0.83723978  0.48218033],[4.19695749 4.14556645],[ 0.62202919 -0.81479249],[7.62841398 5.50940851],[ 0.01555558 -1.03538478],[3.87704532 5.78135869],[-0.33822706 -0.93951091]
[4.25226919 6.79357101],[-0.65075707 -0.77805118],[7.15705337 4.06566771],[0.7662724  0.55482628],[4.56460037 3.93767288],[-0.85752793  0.46189952],[5.79357048 7.32737519],[ 1.00053092 -0.03703865],[7.77984801 5.45250416],[0.0577218  0.95425016],[7.82955157 4.91155556],[0.44096497 0.78754847],[4.35874581 3.81545861],[-0.81223417  0.51678659],[4.26076929 4.06543335],[ 0.65407039 -0.78749124],[7.62806123 5.40625419],[-0.02329029 -1.02829609],[3.84545002 5.68652581],[-0.29383799 -0.95693504]
[4.18927942 6.71394597],[-0.61129943 -0.8165006 ],[7.23223351 4.12272184],[0.7360905  0.58510041],[4.48002059 3.9853773 ],[-0.83462003  0.49127073],[5.8932533 7.3206691],[ 0.99408829 -0.09576634],[7.7832826  5.54809445],[0.00851619 0.9548169 ],[7.87142722 4.99131803],[0.39827088 0.80938384],[4.27897484 3.86896678],[-0.78426591  0.55186882],[4.32791056 3.98830389],[ 0.68494244 -0.75841238],[7.62331357 5.30337117],[-0.07028725 -1.02762612],[3.81812285 5.5898847 ],[-0.25026295 -0.97301172]
[4.13021682 6.63050264],[-0.57074027 -0.85288556],[7.30415882 4.1826042 ],[0.70302544 0.61322086],[4.39780758 4.03599379],[-0.80885962  0.52151118],[5.99283682 7.30878636],[ 0.99534402 -0.14337094],[7.78120855 5.64310141],[-0.04890069  0.94623543],[7.90868581 5.0729299 ],[0.34768401 0.82368021],[4.20199616 3.92584984],[-0.75307485  0.58761   ],[4.39812021 3.91421133],[ 0.71824495 -0.72397029],[7.61410089 5.20088398],[-0.11475772 -1.02264633],[3.79545213 5.49202753],[-0.2016327  -0.98228736]
