[8.09254258 2.83287916],[-3.86635024 -2.0191921 ],[5.35474431 9.47966055],[ 2.02950415 -0.55316385],[1.14552749 4.8050083 ],[-2.31146671  4.13753581],[0.63818114 0.22698582],[-4.7003927  -2.89525533],[8.60803947 4.5470967 ],[ 0.28973642 -4.88298035],[2.33881304 1.4264564 ],[-1.15674624  1.42959409],[2.70068618 4.831035  ],[-0.50944821  2.19093024],[7.66075488 5.03130229],[ 1.26774422 -2.19237638],[1.70636042 3.99340408],[-0.36445132  2.0348917 ],[7.32466492 8.15636102],[4.86092292 4.42087372]
[2.69743737 5.26362638],[0.2890836  0.98731301],[5.30972592 2.84751464],[-1.00515319 -0.14164833],[6.4079708  6.47564199],[ 0.64905378 -0.75905488],[2.38932042 4.81968833],[-0.2881921  0.8206983],[2.80790772 3.9308594 ],[-0.38789441  0.92214639],[4.69827427 7.11263714],[ 1.02531899 -0.098325  ],[6.79538581 5.30755386],[ 0.19073259 -0.97513092],[2.90939634 3.84452073],[-0.48375624  0.86472031],[6.63454448 5.77588779],[ 0.34752049 -0.95581031],[7.12966514 3.92620727],[-0.52592728 -0.83135345]
[2.72894284 5.36170177],[0.33885394 0.97181603],[5.20858807 2.8358047 ],[-1.01638206 -0.09190636],[6.47095727 6.39797757],[ 0.6104855  -0.79372728],[2.36325821 4.9029414 ],[-0.23325997  0.84340805],[2.77198149 4.02462546],[-0.33455668  0.94849111],[4.80061261 7.10018712],[ 1.02086626 -0.15065915],[6.81196879 5.20958312],[ 0.14238785 -0.98245386],[2.86319072 3.93224342],[-0.43988272  0.88960144],[6.66704807 5.67959147],[ 0.30102493 -0.97113804],[7.0739946  3.84417518],[-0.5877036  -0.80934353]
[2.76544472 5.45817776],[0.38994024 0.95629942],[5.10681039 2.82940318],[-1.01912489 -0.03651542],[6.52978837 6.31676389],[ 0.5680325 -0.8279488],[2.34273677 4.98828769],[-0.17802177  0.86192091],[2.74095326 4.12038903],[-0.28611552  0.96613795],[4.90244465 7.08262693],[ 1.01295433 -0.20262711],[6.82362672 5.11092144],[ 0.09037335 -0.99060221],[2.82190644 4.02278003],[-0.38825331  0.91794667],[6.69487363 5.58188127],[ 0.25280843 -0.98519995],[7.01251428 3.76477871],[-0.63864931 -0.7753246 ]
[2.80650212 5.55250627],[0.4317331  0.93081585],[5.00461883 2.82826083],[-1.02486308  0.01276417],[6.58455072 6.232509  ],[ 0.52525552 -0.85842055],[2.32802621 5.07553998],[-0.1167567   0.88171806],[2.71497944 4.21793902],[-0.23238161  0.98530448],[5.00343088 7.06000519],[ 1.00411846 -0.25178076],[6.83006855 5.01159982],[ 0.04104593 -0.99290159],[2.78559164 4.11575152],[-0.33563721  0.94322273],[6.71800828 5.48304834],[ 0.21016519 -0.99091909],[6.94610208 3.6889671 ],[-0.68871089 -0.74006773]
[2.85197445 5.64449583],[0.47669353 0.9079287 ],[4.90233549 2.83235802],[-1.02345285  0.0660228 ],[6.63515322 6.14552461],[ 0.48654463 -0.88096525],[2.31922018 5.16430852],[-0.05942534  0.89291657],[2.69438256 4.31721256],[-0.17931429  0.9997893 ],[5.10301177 7.03211488],[ 0.98642065 -0.30655132],[6.8318448  4.91242202],[-0.00493683 -0.98987621],[2.75451285 4.21101387],[-0.28700686  0.96034368],[6.73645609 5.38333793],[ 0.15715799 -1.00432896],[6.87463979 3.61664273],[-0.73929071 -0.7052999 ]
[2.90152294 5.73375946],[0.51523839 0.87835954],[4.80001997 2.84142738],[-1.0207538   0.11683765],[6.68119079 6.05578499],[ 0.43526506 -0.9120133 ],[2.31660961 5.25441666],[0.00240411 0.90370774],[2.67903989 4.41770155],[-0.1273856   1.00971207],[5.2008512  6.99893656],[ 0.96637963 -0.36042758],[6.82888931 4.81351296],[-0.05439048 -0.98820735],[2.7284476  4.30795584],[-0.23839712  0.97392937],[6.74977599 5.28263194],[ 0.10987401 -1.00878315],[6.79801131 3.5476637 ],[-0.78919558 -0.67042992]
[2.95522842 5.82035093],[0.55664727 0.85121576],[4.69804355 2.85547459],[-1.01926952  0.16284556],[6.7221661  5.96322726],[ 0.38383655 -0.93887441],[2.31988263 5.34509612],[0.06605026 0.91217034],[2.66889979 4.5190347 ],[-0.07656475  1.01544532],[5.2967683  6.96061824],[ 0.9514297  -0.40571841],[6.82065658 4.71458347],[-0.108513   -0.98815836],[2.70696255 4.40584289],[-0.19254425  0.98219576],[6.75833618 5.18157102],[ 0.06190675 -1.01158728],[6.71676429 3.48249001],[-0.83338325 -0.63097612]
[3.01312374 5.90425527],[0.60157223 0.82713847],[4.59638801 2.8740755 ],[-1.01090625  0.21156037],[6.75798469 5.8681783 ],[ 0.32887145 -0.96505615],[2.32982282 5.43667253],[0.13314516 0.91893704],[2.66413959 4.62108684],[-0.02147732  1.02222288],[5.39060609 6.91738196],[ 0.92445691 -0.45930907],[6.80740795 4.61617585],[-0.15858672 -0.9817022 ],[2.69055425 4.50489687],[-0.13766778  0.99616907],[6.7618887  5.08015104],[ 0.01222188 -1.01339359],[6.63125554 3.42133899],[-0.87156885 -0.58718408]
[3.07529951 5.98551523],[0.6426326  0.79879411],[4.49593843 2.89777207],[-0.99663229  0.26325675],[6.78829413 5.77072384],[ 0.27539527 -0.98531243],[2.3462042  5.52842804],[0.19671505 0.91778555],[2.66462069 4.72340879],[0.0313173  1.02402723],[5.48217878 6.86940193],[ 0.9040322  -0.50251789],[6.78880873 4.51821507],[-0.21130124 -0.97505155],[2.67918347 4.60473904],[-0.08771271  1.00228127],[6.76082954 4.97900311],[-0.03231752 -1.00826096],[6.54247682 3.36503953],[-0.9042197  -0.53937508]
[3.14152951 6.0638831 ],[0.68180853 0.76847781],[4.39720489 2.92679391],[-0.97864224  0.31610348],[6.8133664  5.67154293],[ 0.22465593 -0.99917201],[2.3688849  5.61981537],[0.25961911 0.91211132],[2.67028911 4.82569226],[0.08142051 1.0207175 ],[5.5711655  6.81675097],[ 0.87831747 -0.54725991],[6.76509998 4.42119593],[-0.26469289 -0.96685205],[2.6731642  4.70538301],[-0.03474561  1.00804833],[6.75523251 4.8783663 ],[-0.08052333 -1.00512322],[6.45011816 3.31309552],[-0.94035379 -0.49748323]
[3.21158183 6.13913002],[0.71873737 0.73608384],[4.30022582 2.96090294],[-0.9586473   0.36785819],[6.83329067 5.57106548],[ 0.17438807 -1.00930781],[2.39787634 5.71046897],[0.31919076 0.8995331 ],[2.6809551  4.92753858],[0.13433451 1.01825717],[5.65772228 6.75996921],[ 0.85121971 -0.58930109],[6.73602438 4.32509619],[-0.31574764 -0.95379238],[2.67195798 4.80600411],[0.01265658 1.00617183],[6.74470936 4.77804683],[-0.13367683 -1.00452339],[6.3545836 3.2656339],[-0.9671039  -0.44891891]
[3.28511516 6.21094439],[0.75133714 0.69976155],[4.2051128  2.99989149],[-0.94293179  0.4119242 ],[6.84757247 5.46914605],[ 0.11450558 -1.02510871],[2.43269204 5.7995981 ],[0.37771246 0.88328228],[2.69699443 5.02908479],[0.1846798  1.01063618],[5.74153763 6.69914687],[ 0.82241109 -0.62919251],[6.70195935 4.23050645],[-0.36853484 -0.94071537],[2.67609336 4.90689912],[0.06867684 1.00985797],[6.72918544 4.67823156],[-0.17925797 -0.99397457],[6.2566055  3.22314582],[-0.99277706 -0.40169801]
[3.36168432 6.27892619],[0.78069447 0.66069138],[4.11173327 3.0432501 ],[-0.92380631  0.45545868],[6.85655713 5.36649959],[ 0.06233424 -1.03029444],[2.47344681 5.88705857],[0.43702073 0.86524451],[2.71798801 5.12970264],[0.23540931 1.00175106],[5.82193023 6.63397238],[ 0.78701786 -0.67211763],[6.66285323 4.13755469],[-0.41673912 -0.92131586],[2.68564517 5.00782226],[0.11892416 1.00484225],[6.70873541 4.57920792],[-0.22747522 -0.98394204],[6.15616982 3.18533627],[-1.01638195 -0.35554411]
[3.44141743 6.34326236],[0.8130855  0.62535298],[4.0203229  3.09082892],[-0.90364303  0.49622146],[6.86033167 5.26347628],[ 0.01130967 -1.03173721],[2.52007225 5.97253924],[0.49346879 0.84211992],[2.74404948 5.22933376],[0.28454776 0.98944836],[5.89909772 6.56500445],[ 0.7549815  -0.70795597],[6.61883644 4.04652737],[-0.46269233 -0.89821913],[2.70009046 5.10802878],[0.17314676 1.00202266],[6.68326295 4.4810944 ],[-0.27806921 -0.97411243],[6.05355075 3.15214949],[-1.03584414 -0.30868439]
[3.52393914 6.40365416],[0.83846028 0.58375118],[3.93116876 3.14253916],[-0.87968312  0.53716724],[6.85889658 5.16032617],[-0.03924181 -1.03023198],[2.57233194 6.05561045],[0.55156583 0.81894413],[2.77473109 5.32738531],[0.32982392 0.97227815],[5.97295689 6.4925327 ],[ 0.72070157 -0.74237899],[6.5701571  3.95779678],[-0.50893887 -0.87436105],[2.72013387 5.20797492],[0.22657    0.99539915],[6.65302877 4.38434938],[-0.32436586 -0.95837505],[5.94904512 3.12352657],[-1.05362009 -0.2637858 ]
[3.60890089 6.4598219 ],[0.86241089 0.54148045],[3.84445531 3.19821247],[-0.85451689  0.57578241],[6.85228667 5.05731416],[-0.09234998 -1.02897907],[2.63015218 6.13604135],[0.60560132 0.7903682 ],[2.8097672  5.42351481],[0.37186035 0.95119012],[6.04318667 6.41659647],[ 0.68589551 -0.77376389],[6.51704379 3.8716817 ],[-0.55311218 -0.84766594],[2.74513039 5.30677713],[0.2730221  0.98019249],[6.61813909 4.28921622],[-0.3717099  -0.94227206],[5.84310497 3.09955939],[-1.06324909 -0.214196  ]
[3.69638858 6.51194712],[0.88687964 0.50080916],[3.76052146 3.25783815],[-0.82078471  0.61961255],[6.8405013  4.95467647],[-0.14510193 -1.02518615],[2.69337432 6.21356656],[0.65799877 0.75930209],[2.84903107 5.51752653],[0.41440323 0.92998493],[6.10961051 6.33737087],[ 0.64231375 -0.81039564],[6.45982646 3.78857418],[-0.59413948 -0.81736143],[2.77490081 5.40412854],[0.32286129 0.96705169],[6.57880633 4.19604819],[-0.41611552 -0.92214539],[5.73648617 3.08070658],[-1.06786801 -0.16206138]
[3.78587327 6.55960334],[0.90411172 0.45375277],[3.67973807 3.3214684 ],[-0.79390366  0.65336444],[6.82338822 4.85249077],[-0.19646332 -1.01762982],[2.76190246 6.28803204],[0.71096958 0.72848037],[2.89259983 5.60943321],[0.45990559 0.91091172],[6.17196443 6.25494754],[ 0.60474712 -0.83751879],[6.3982423  3.70826354],[-0.63599282 -0.78730229],[2.80954401 5.4999765 ],[0.37050746 0.95023576],[6.534945   4.10486529],[-0.45991704 -0.90020968],[5.62928307 3.06681625],[-1.07455124 -0.11482377]
[3.87738065 6.60290005],[0.92753164 0.41409483],[3.60184938 3.38850765],[-0.76272334  0.68800359],[6.80148494 4.75147436],[-0.24393293 -1.00492986],[2.83533411 6.35902835],[0.75738269 0.69133065],[2.94087019 5.69951676],[0.5059308  0.89107933],[6.23008591 6.16951034],[ 0.55833571 -0.86998118],[6.33303638 3.63153203],[-0.66922324 -0.74848855],[2.84906404 5.59418124],[0.41882434 0.93266241],[6.48671649 4.01593561],[-0.50568611 -0.87928177],[5.52154462 3.0576144 ],[-1.07984548 -0.06950443]
[3.97113138 6.64223114],[0.94838058 0.37381292],[3.52718884 3.45895593],[-0.72724876  0.72366948],[6.77458182 4.65155556],[-0.29238417 -0.99152472],[2.91348329 6.42642075],[0.80573523 0.65692748],[2.99355534 5.78738291],[0.54718433 0.8656576 ],[6.28396875 6.08140085],[ 0.51877389 -0.89226013],[6.26408151 3.55826181],[-0.70800645 -0.71511132],[2.89320038 5.68636149],[0.46579545 0.91274222],[6.43380215 3.92905522],[-0.54719077 -0.85288845],[5.4136566  3.05316838],[-1.07870991 -0.02073872]
[4.06678457 6.67745439],[0.96330369 0.32959941],[3.45621708 3.53295123],[-0.69458684  0.75330518],[6.74289488 4.55310158],[-0.34243921 -0.97845784],[2.99623428 6.49020724],[0.84856542 0.61844175],[3.05020486 5.87252836],[0.58595159 0.83742401],[6.33355329 5.99088196],[ 0.47508661 -0.91542927],[6.19146668 3.48854703],[-0.74437035 -0.67935928],[2.94216266 5.77662005],[0.51449657 0.89336584],[6.37695569 3.8450495 ],[-0.59106665 -0.82847943],[5.30613782 3.05373214],[-1.0738591   0.02942752]
[4.16364421 6.70804008],[0.97604712 0.28456437],[3.38822172 3.60946489],[-0.66510034  0.77670718],[6.70640727 4.45623275],[-0.38733117 -0.95894132],[3.08293859 6.54990184],[0.88655448 0.57689964],[3.11052548 5.95463765],[0.62124254 0.8055939 ],[6.37892937 5.89835199],[ 0.43013041 -0.93693927],[6.1152528  3.42243301],[-0.77895803 -0.64211126],[2.99572656 5.86462791],[0.55674058 0.86674099],[6.31586713 3.76366442],[-0.62683229 -0.79538966],[5.19901617 3.05909484],[-1.06830649  0.07752014]
[4.26175155 6.73418462],[0.98658425 0.23920016],[3.32365289 3.68864731],[-0.62739294  0.80533905],[6.66555295 4.36146816],[-0.43011652 -0.9366811 ],[3.17310127 6.60520782],[0.91332965 0.52614999],[3.17445662 6.03364032],[0.65768101 0.77481527],[6.41971886 5.80374361],[ 0.38553394 -0.95488872],[6.0357199  3.36016257],[-0.81475222 -0.60656128],[3.05323546 5.94968517],[0.59469305 0.83569912],[6.25108567 3.68547897],[-0.66507705 -0.76464158],[5.09224122 3.06889372],[-1.06477427  0.12022335]
[4.36079369 6.75576875],[0.99285359 0.1913723 ],[3.26308193 3.77076423],[-0.58555663  0.83497246],[6.62007467 4.26862487],[-0.48249602 -0.9229817 ],[3.26596891 6.65554997],[0.94013079 0.47721672],[3.24192458 6.10945525],[0.68908637 0.73897772],[6.45602198 5.70746277],[ 0.34294162 -0.96798817],[5.95285389 3.30165147],[-0.84364699 -0.56495703],[3.11481078 6.03189719],[0.63165862 0.80345189],[6.18244454 3.61033776],[-0.70901675 -0.73951011],[4.98637734 3.08338181],[-1.05336016  0.16826292]
[4.46055293 6.77274759],[0.99965389 0.14596196],[3.20645328 3.85544982],[-0.5490904   0.85624718],[6.56949735 4.17737347],[-0.52736147 -0.90029654],[3.36142803 6.7010098 ],[0.96932881 0.43283873],[3.312669   6.18182812],[0.72285833 0.70562589],[6.48819337 5.61010853],[ 0.30289491 -0.97639356],[5.86708109 3.24723502],[-0.86861237 -0.52038341],[3.18016801 6.11097167],[0.67148556 0.77408742],[6.10981089 3.53810761],[-0.74354384 -0.70510284],[4.88146646 3.10234203],[-1.04199566  0.21336039]
[4.56072204 6.78501068],[1.00239318 0.09827838],[3.15363964 3.94229522],[-0.5103785   0.87699088],[6.51480379 4.0887766 ],[-0.5669709 -0.8721441],[3.45945103 6.74181728],[0.99162935 0.38431296],[3.38680833 6.25089354],[0.76155057 0.67744805],[6.51624875 5.51189946],[ 0.25738946 -0.98822291],[5.77902829 3.19745638],[-0.89118124 -0.47415039],[3.24869676 6.18630604],[0.70078644 0.73441155],[6.03410291 3.46967919],[-0.77168765 -0.66466512],[4.77773306 3.12571821],[-1.03242843  0.25385238]
[4.66111405 6.79254114],[1.00647404 0.05385561],[3.1048014  4.03118207],[-0.46560054  0.90104257],[6.45612906 4.00298168],[-0.60620634 -0.8435057 ],[3.55951694 6.77771694],[1.00987099 0.33433238],[3.46443486 6.31678423],[0.79261152 0.64215284],[6.53959248 5.41248752],[ 0.21116974 -0.99783523],[5.68869813 3.15223332],[-0.91482125 -0.43005624],[3.32041234 6.25794057],[0.73631577 0.7011762 ],[5.95567203 3.40536842],[-0.79865392 -0.62340266],[4.67528964 3.15332714],[-1.01871172  0.29556564]
[4.76150843 6.79533488],[1.0044183  0.00529062],[3.0602414  4.12212553],[-0.42336279  0.91962762],[6.3936888 3.9202065],[-0.64353244 -0.8130012 ],[3.66147327 6.80883149],[1.02851569 0.28776849],[3.54500807 6.37901728],[0.81933805 0.60315663],[6.55807412 5.31202035],[ 0.15904694 -1.01038178],[5.59608516 3.11142753],[-0.93775803 -0.3867839 ],[3.39575155 6.32633802],[0.77032347 0.66676651],[5.8743987  3.34501455],[-0.82633837 -0.58340061],[4.5744436  3.18519895],[-1.00104561  0.33857133]
[4.86194162 6.79363908],[ 1.00231809 -0.04073353],[3.02021476 4.2150847 ],[-0.37579907  0.94043282],[6.327928   3.84088408],[-0.67448151 -0.77635996],[3.76474541 6.83487517],[1.03945407 0.23608572],[3.62840413 6.43753861],[0.85003954 0.56897995],[6.57173666 5.21083379],[ 0.11423217 -1.01297163],[5.50121567 3.07487788],[-0.95532213 -0.3401956 ],[3.47416213 6.39098893],[0.79705424 0.62555958],[5.79050077 3.28877307],[-0.85224627 -0.54224641],[4.47530254 3.22117481],[-0.98341067  0.37878005]
[4.9618992  6.78718234],[ 0.99608211 -0.08882786],[2.98498028 4.30999374],[-0.33095474  0.9552446 ],[6.25880038 3.76494327],[-0.70858945 -0.74307628],[3.86929256 6.85608522],[1.04989417 0.18705854],[3.71433749 6.49215898],[0.87055698 0.52553984],[6.58046312 5.10906431],[ 0.06265434 -1.0195877 ],[5.40474945 3.04307282],[-0.97278529 -0.29512161],[3.55540062 6.45169897],[0.83066582 0.5918304 ],[5.70403968 3.23663196],[-0.87537886 -0.49918139],[4.37796138 3.26105979],[-0.96306215  0.41885815]
[5.06136712 6.77616786],[ 0.99092276 -0.13330262],[2.95418062 4.40620541],[-0.28407777  0.96952955],[6.18635834 3.69241513],[-0.73869456 -0.70604985],[3.9743796 6.8720113],[1.05266377 0.13259872],[3.80232277 6.54247364],[0.88800712 0.47979039],[6.58418333 5.00691962],[ 0.01126366 -1.02334463],[5.30698441 3.01613326],[-0.98307441 -0.24450356],[3.63943697 6.50851897],[0.85149058 0.54611776],[5.61534561 3.18883709],[-0.89857172 -0.45705434],[4.28224293 3.30438571],[-0.94847779  0.44992699]
[5.15989653 6.76040086],[ 0.9780064  -0.18336425],[2.92803371 4.50367408],[-0.2383205   0.97991313],[6.11084152 3.62350784],[-0.77130088 -0.67190024],[4.07993965 6.88280169],[1.06061115 0.08600958],[3.89219946 6.58839851],[0.90870638 0.43812625],[6.58269844 4.90447946],[-0.03855404 -1.0226521 ],[5.20834493 2.99434338],[-0.99084783 -0.19276344],[3.72565188 6.5608893 ],[0.87497001 0.50365441],[5.52470254 3.14557498],[-0.91548397 -0.40952368],[4.18844503 3.3511339 ],[-0.92835877  0.48367734]
[5.2570347  6.73962245],[ 0.96549133 -0.23116623],[2.90687535 4.60243937],[-0.18715548  0.99252254],[6.0321474  3.55807283],[-0.8047614  -0.63916944],[4.18612721 6.88895365],[1.06472489 0.03924545],[3.98423208 6.63031094],[0.93019146 0.39876425],[6.57667805 4.80263374],[-0.08198889 -1.01419044],[5.10872637 2.97742319],[-0.99924025 -0.14378731],[3.81439425 6.60924757],[0.90110812 0.46507271],[5.43223985 3.1068903 ],[-0.93294371 -0.36362602],[4.09667564 3.40112987],[-0.90370261  0.5192082 ]
[5.35318578 6.71446965],[ 0.95631188 -0.27255331],[2.89050788 4.70200297],[-0.1383307   1.00019428],[5.95018189 3.49594067],[-0.83420967 -0.60333712],[4.29227729 6.89012871],[ 1.06114558 -0.0124467 ],[4.07771327 6.66764543],[0.94045802 0.34913008],[6.56630062 4.70167367],[-0.12787291 -1.00702709],[5.00835375 2.96537237],[-1.00620092 -0.09570508],[3.90508839 6.65314095],[0.91682711 0.41701881],[5.33811649 3.07281691],[-0.94645306 -0.31505894],[4.00784721 3.45505651],[-0.87091882  0.56097727]
[5.44789937 6.6848007 ],[ 0.93821003 -0.32013845],[2.8789317  4.80211559],[-0.09122195  1.00367052],[5.86560867 3.43768638],[-0.85817685 -0.56287158],[4.39819653 6.88640347],[ 1.05550369 -0.06330689],[4.17250029 6.70034794],[0.95193095 0.30179168],[6.55133694 4.60151997],[-0.17054397 -0.9949887 ],[4.90789436 2.95864615],[-1.00351433 -0.03958074],[3.9978034  6.69274019],[0.93902713 0.37688232],[5.24278191 3.04369216],[-0.9602584 -0.2678126],[3.92183867 3.51259651],[-0.85129279  0.58727906]
[5.54110419 6.65081826],[ 0.92367693 -0.36115287],[2.87201081 4.90240312],[-0.0474532   1.00170622],[5.77830679 3.38308769],[-0.88351553 -0.52503749],[4.50342615 6.87758428],[ 1.04985472 -0.11174863],[4.26810483 6.72802309],[0.95906455 0.2507847 ],[6.532296   4.50280497],[-0.21054662 -0.97951678],[4.80764753 2.95740856],[-1.0039888   0.01177164],[4.09254731 6.72823752],[0.95181346 0.32927972],[5.14608203 3.01922521],[-0.97507632 -0.223348  ],[3.83821164 3.57304215],[-0.82128531  0.62121689]
[5.63273994 6.61278507],[ 0.90477535 -0.40331842],[2.86976958 5.00269894],[-0.00163487  0.99965987],[5.68899362 3.33274893],[-0.90298133 -0.48222688],[4.60768329 6.86364262],[ 1.03618337 -0.16583757],[4.36505493 6.75130903],[0.97711367 0.21269776],[6.50917695 4.40560534],[-0.25133953 -0.96388278],[4.70724118 2.96104787],[-1.00433498  0.06025107],[4.18844944 6.75890459],[0.96614144 0.28429282],[5.04851804 2.99973859],[-0.97817149 -0.16859088],[3.75745295 3.63663136],[-0.79618956  0.64782496]
[5.72209182 6.57026789],[ 0.88111044 -0.44768202],[2.87202808 5.10262123],[0.04852885 1.00023679],[5.59797815 3.2868922 ],[-0.91659525 -0.43435021],[4.71095203 6.84480471],[ 1.02682068 -0.21272888],[4.46368624 6.77082059],[0.99229091 0.17495814],[6.48186897 4.30991764],[-0.29403796 -0.94889928],[4.60672831 2.96928828],[-1.00420894  0.10568881],[4.28531651 6.78466956],[0.97298025 0.2329743 ],[4.95035417 2.98537511],[-0.98634311 -0.12039272],[3.67917919 3.70272476],[-0.76763042  0.67531396]
[5.80874938 6.5231143 ],[ 0.85357458 -0.4933936 ],[2.87942606 5.20258192],[0.09884879 0.9980746 ],[5.50539639 3.24558118],[-0.93393617 -0.39107458],[4.8132321  6.82139194],[ 1.01589925 -0.2578225 ],[4.56291956 6.7857574 ],[0.99224756 0.12378619],[6.44995182 4.21547862],[-0.34193965 -0.93719137],[4.50697003 2.98268411],[-0.99322119  0.15959865],[4.38299377 6.80548531],[0.98211579 0.18529238],[4.85154031 2.97589022],[-0.9911405  -0.07098462],[3.60381892 3.77150732],[-0.73922637  0.70029823]
[5.89320339 6.47209925],[ 0.83358957 -0.52820077],[2.89169215 5.30204499],[0.14264731 0.98721495],[5.41141168 3.20887721],[-0.94629984 -0.34376513],[4.9144023 6.7936199],[ 1.00718275 -0.29722056],[4.66239036 6.79588359],[0.99602931 0.07801096],[6.41387173 4.12290934],[-0.3812277  -0.91569269],[4.40805385 3.00107906],[-0.98450397  0.20842015],[4.48186422 6.82193433],[0.99225723 0.14120589],[4.75232174 2.97130142],[-0.9932478  -0.02119732],[3.53150242 3.84287544],[-0.70770827  0.72608408]
[5.97504734 6.41715555],[ 0.8033844  -0.57007106],[2.90802425 5.40007558],[0.18707549 0.97628077],[5.31600527 3.17665567],[-0.9611218  -0.30025976],[5.01438604 6.7617822 ],[ 0.99289892 -0.33856466],[4.76191806 6.80120303],[0.99317476 0.02732046],[6.37353921 4.03222785],[-0.42376395 -0.89612053],[4.31004507 3.02422891],[-0.97023308  0.25955498],[4.58149516 6.83384069],[0.99862962 0.09571464],[4.65297074 2.97165028],[-0.99146839  0.03007947],[3.46233712 3.91670719],[-0.67610115  0.74967729]
[6.05411204 6.35842157],[ 0.77797453 -0.60395746],[2.92924212 5.49734666],[0.23534004 0.96689812],[5.21944208 3.14903743],[-0.96701056 -0.2491648 ],[5.11262829 6.72564766],[ 0.97128035 -0.38434557],[4.86146938 6.80186448],[ 0.99303818 -0.01847703],[6.32909821 3.94370847],[-0.46394582 -0.87306926],[4.21356802 3.05247521],[-0.95980782  0.30419403],[4.68133183 6.84086841],[0.99856219 0.04561904],[4.5540494  2.97728221],[-0.98641345  0.08271922],[3.396475  3.9929268],[-0.64270002  0.77278852]
[6.13008634 6.29591242],[ 0.7413408  -0.64589076],[2.95526295 5.59354863],[0.28247815 0.95438751],[5.12171624 3.1258779 ],[-0.9833063  -0.21029999],[5.20885225 6.68520775],[ 0.95422611 -0.4227994 ],[4.96066643 6.79770228],[ 0.99106566 -0.06415263],[6.28076047 3.85765914],[-0.50430098 -0.84929362],[4.11816965 3.0850267 ],[-0.94945061  0.34489338],[4.78115829 6.84297594],[ 1.00039453e+00 -6.23082528e-04],[4.45550003 2.98792355],[-0.98373591  0.13032928],[3.33396583 4.07135727],[-0.60668915  0.79625863]
[6.20265121 6.22962154],[ 0.70777009 -0.68156114],[2.98588835 5.68830847],[0.32581984 0.93647584],[5.02298879 3.10712119],[-0.98890688 -0.16279211],[5.30338984 6.64111655],[ 0.93343656 -0.46152915],[5.05937007 6.78879437],[ 0.98225746 -0.11444412],[6.22817702 3.77383585],[-0.54695397 -0.82661315],[4.02417548 3.12182797],[-0.9302137  0.3908323],[4.88096059 6.84038168],[ 0.99520621 -0.05139901],[4.35749097 3.0034462 ],[-0.97681941  0.17924563],[3.2753221  4.15227852],[-0.56583927  0.82207723]
[6.27170232 6.15977229],[ 0.67315897 -0.714962  ],[3.02101932 5.78139081],[0.37758004 0.92555241],[4.92394709 3.09329964],[-0.99263652 -0.11466796],[5.39551162 6.59295233],[ 0.90903901 -0.50125727],[5.1572709  6.77503449],[ 0.97666377 -0.15936427],[6.17187754 3.69287043],[-0.58158832 -0.7952097 ],[3.93210267 3.16306817],[-0.91128733  0.43328806],[4.98028733 6.83284925],[ 0.99209974 -0.09794648],[4.26032702 3.02386556],[-0.96698796  0.22814119],[3.22090972 4.23579103],[-0.52438316  0.84577962]
[6.33689839 6.0863589 ],[ 0.63247298 -0.75102154],[3.06124123 5.87318078],[0.42554698 0.90867742],[4.82453469 3.08420292],[-0.99479494 -0.06683078],[5.48514113 6.54089942],[ 0.88241171 -0.54045107],[5.25479348 6.75713159],[ 0.97159302 -0.20032413],[6.11174074 3.61470973],[-0.61851256 -0.76535432],[3.84224399 3.20871452],[-0.88567164  0.47932132],[5.07925822 6.8207662 ],[ 0.985644   -0.14491798],[4.1641233  3.04899971],[-0.95881484  0.27212144],[3.17069068 4.32158763],[-0.48031622  0.86938651]
[6.39834007 6.00982392],[ 0.59364152 -0.78182541],[3.10581602 5.9627768 ],[0.46658114 0.88383525],[4.72520696 3.08011678],[-0.99354031 -0.01707055],[5.57213963 6.48510112],[ 0.85518549 -0.57744226],[5.35120281 6.73465553],[ 0.96170836 -0.24357056],[6.04789452 3.53954554],[-0.65758696 -0.73708113],[3.75460795 3.2584593 ],[-0.86093198  0.52111447],[5.17717173 6.80369099],[ 0.97159961 -0.19736227],[4.06892913 3.07853518],[-0.94336026  0.31977382],[3.1243116  4.40905743],[-0.44624615  0.88071546]
[6.45550347 5.92999288],[ 0.55076638 -0.8130609 ],[3.15455256 6.04990804],[0.50746993 0.85802744],[4.62596174 3.0808599 ],[-0.98989367  0.03304654],[5.65630345 6.42562557],[ 0.82800899 -0.61161044],[5.44654079 6.70792939],[ 0.9453915  -0.29022485],[5.98030596 3.46739738],[-0.69222659 -0.70394105],[3.66963979 3.31242227],[-0.83859775  0.55737279],[5.27378325 6.78157417],[ 0.96039778 -0.24472679],[3.97532159 3.11272503],[-0.92729038  0.36496889],[3.08184899 4.49805711],[-0.40620038  0.89570357]
[6.50852986 5.84736225],[ 0.50892981 -0.83978888],[3.20712314 6.13417362],[0.54499805 0.82831082],[4.5270891  3.08652704],[-0.98764263  0.07974769],[5.73769669 6.36282909],[ 0.79848463 -0.64521908],[5.5402779  6.67669272],[ 0.92818667 -0.33522494],[5.90952027 3.39884242],[-0.72272539 -0.66643388],[3.58730072 3.37023556],[-0.8086269   0.59791493],[5.36897198 6.75455165],[ 0.94231707 -0.2963764 ],[3.88336826 3.15131689],[-0.91017498  0.40785296],[3.04315634 4.58821984],[-0.36476338  0.91004099]
