[2.66310151 6.2687702 ],[ 0.95820972 -1.95182424],[3.64149584 7.95218371],[-2.5267865  -1.09509599],[3.06765359 8.63733628],[3.95452837 2.84772856],[4.91875271 2.79933979],[-0.22407195 -3.15831855],[4.16828142 1.90028418],[4.61404275 4.07445986],[8.2501269 8.672318 ],[ 4.90119499 -4.2504091 ],[0.27258746 9.85072984],[2.10532227 1.58450069],[5.43730583 4.26616345],[-2.06835852 -1.21081728],[2.30250421 9.64058639],[-1.24602281 -2.72822467],[5.74091938 5.00397637],[4.32271038 2.25075505]
[3.093085   5.02573419],[ 0.57984362 -0.80909026],[3.54434524 7.77224741],[-0.71548447 -0.74073366],[4.49255687 7.81607295],[0.9798397  0.25732249],[6.44164589 5.24049473],[-0.84733785 -0.69197025],[5.77518605 4.66154143],[0.91772418 0.22915465],[6.18419668 7.25915558],[ 0.65920703 -0.7663388 ],[3.79519001 6.37080463],[0.03846086 1.01376424],[4.84341805 4.1693304 ],[-1.03122239  0.17875144],[3.65069539 7.49987068],[-0.78804324 -0.5783865 ],[6.62612636 5.76971548],[0.13968669 1.01779081]
[3.15292859 4.94592312],[ 0.61905533 -0.78436957],[3.47508968 7.69683155],[-0.67055041 -0.76840782],[4.59066133 7.83950594],[0.98464393 0.2140093 ],[6.35586478 5.17321848],[-0.86909721 -0.65465609],[5.8664407  4.68664977],[0.90527205 0.27123884],[6.24838533 7.18128429],[ 0.62320378 -0.79205967],[3.80055065 6.47194654],[0.0693392 1.0093053],[4.74073019 4.18949259],[-1.02318914  0.22314483],[3.57348811 7.44049101],[-0.75642977 -0.60959157],[6.63806748 5.87188391],[0.09795549 1.02383906]
[3.21669544 4.86879835],[ 0.65973001 -0.75399775],[3.40985976 7.61819338],[-0.63711746 -0.80723338],[4.68904556 7.8584541 ],[0.98355208 0.16552331],[6.26775891 5.10944248],[-0.89247351 -0.62068252],[5.9562061  4.71581228],[0.88861067 0.31076748],[6.30875747 7.10075102],[ 0.58516596 -0.81726349],[3.80887508 6.57242924],[0.09691735 0.99992716],[4.63863537 4.21366092],[-1.012323    0.26600997],[3.49917301 7.37768053],[-0.73161159 -0.64845793],[6.64573131 5.9744099 ],[0.05299612 1.02396517]
[3.2844564  4.79483677],[ 0.69404011 -0.72600799],[3.34793175 7.5356766 ],[-0.59857071 -0.84000614],[4.78741196 7.87266392],[0.98460925 0.11968142],[6.17763508 5.04929745],[-0.90942469 -0.58193943],[6.0446384  4.74935169],[0.87846576 0.35885269],[6.36532656 7.01782371],[ 0.54507488 -0.84199682],[3.81961968 6.67160129],[0.11969217 0.98523387],[4.53801657 4.24235752],[-0.99775322  0.30963087],[3.4276203  7.31121991],[-0.6981921  -0.67953811],[6.64853018 6.07649617],[0.0063193  1.02087181]
[3.35574038 4.72396472],[ 0.73528571 -0.68713797],[3.29039121 7.45045043],[-0.55204753 -0.86417012],[4.88584815 7.882302  ],[0.98612585 0.07533489],[6.08596647 4.99310879],[-0.92544177 -0.54362777],[6.13117434 4.78690756],[0.85302409 0.39312616],[6.41823226 6.93288914],[ 0.51062347 -0.85875044],[3.83297958 6.7696011 ],[0.14455777 0.97164962],[4.43893337 4.27533052],[-0.98024536  0.35300109],[3.35931665 7.2415293 ],[-0.67023529 -0.71664291],[6.64708708 6.1785701 ],[-0.03615913  1.01912185]
[3.43136574 4.65739418],[ 0.77742376 -0.64338395],[3.23744953 7.362787  ],[-0.50452843 -0.88668371],[4.98418176 7.88730921],[0.98163617 0.02611064],[5.99262299 4.94059783],[-0.94005079 -0.50556538],[6.21538598 4.82816214],[0.83049208 0.43143126],[6.46788576 6.84657215],[ 0.47950574 -0.87030384],[3.84870811 6.86609445],[0.17186016 0.95992963],[4.34190554 4.31281078],[-0.9586641   0.39780603],[3.29365253 7.16795585],[-0.64165127 -0.75338127],[6.64128587 6.28022799],[-0.07964056  1.01390397]
[3.51069777 4.59489437],[ 0.80802372 -0.60718203],[3.18922755 7.27287226],[-0.45921256 -0.91065717],[5.08211968 7.88749306],[ 0.97967048 -0.01957597],[5.89798878 4.89198945],[-0.95145269 -0.46567905],[6.29706199 4.87302635],[0.80243929 0.4653219 ],[6.51387321 6.75864752],[ 0.43950189 -0.88852323],[3.86722412 6.96140536],[0.19615253 0.94382596],[4.24694905 4.35454622],[-0.9389067   0.43781868],[3.23120436 7.09106515],[-0.60467255 -0.78174679],[6.63097623 6.38109361],[-0.12836075  1.00131346]
[3.59309575 4.53620726],[ 0.83998212 -0.56585635],[3.14539971 7.1804872 ],[-0.41514354 -0.93448106],[5.18005458 7.88340934],[ 0.97864967 -0.06207262],[5.80198403 4.84706233],[-0.9679161  -0.43255907],[6.37587375 4.9212645 ],[0.77505598 0.50084946],[6.55603452 6.66919124],[ 0.40050047 -0.90349418],[3.88866458 7.05552717],[0.22905539 0.934777  ],[4.15443005 4.40060117],[-0.91374957  0.48047566],[3.1728702  7.01174656],[-0.5611618  -0.80375254],[6.61598316 6.48079958],[-0.17308304  0.99086511]
[3.67853391 4.48168773],[ 0.86959544 -0.52310084],[3.10590059 7.08572602],[-0.37322013 -0.95862396],[5.27788384 7.87519701],[ 0.97530731 -0.10437499],[5.70466316 4.80567617],[-0.97634795 -0.39330235],[6.45206613 4.97323732],[0.74878573 0.53877405],[6.59401964 6.5780915 ],[ 0.3601075  -0.91727828],[3.91284393 7.14812301],[0.25491136 0.91746848],[4.06423493 4.45057301],[-0.8911869  0.51738  ],[3.11849735 6.92983762],[-0.5224503  -0.83046655],[6.59679029 6.57960274],[-0.21347145  0.98196389]
[3.76660237 4.43129211],[ 0.89457141 -0.48147034],[3.07081255 6.98887453],[-0.32765687 -0.97712837],[5.37535088 7.86284486],[ 0.97131091 -0.14486306],[5.60613184 4.76775305],[-0.98973289 -0.36103587],[6.52562476 5.02906223],[0.72122296 0.576687  ],[6.62771134 6.48547972],[ 0.31190735 -0.93622587],[3.93953241 7.23886854],[0.27991665 0.89839229],[3.97641321 4.50418705],[-0.86178169  0.55790767],[3.06814918 6.84542427],[-0.48409497 -0.85725323],[6.57326795 6.67710164],[-0.25736009  0.96714218]
[3.85701518 4.38507667],[ 0.91330707 -0.44275311],[3.04040782 6.8903917 ],[-0.2803419  -0.99204438],[5.47199418 7.84613777],[ 0.95911888 -0.19150397],[5.50691688 4.7336321 ],[-0.99617814 -0.32326368],[6.59611931 5.08842427],[0.68945757 0.61144017],[6.6567299  6.39128036],[ 0.27064418 -0.94524491],[3.96855033 7.32749212],[0.29962599 0.87324248],[3.89177531 4.56196421],[-0.82827244  0.59988892],[3.02217156 6.75888137],[-0.43549932 -0.87357566],[6.54511303 6.77277527],[-0.30224355  0.94939225]
[3.94924433 4.34281559],[ 0.93364732 -0.39960589],[3.01471226 6.79049662],[-0.23258654 -1.00449707],[5.56746692 7.82489465],[ 0.95067747 -0.2325234 ],[5.40709314 4.70325028],[-1.00219015 -0.28660303],[6.6632692  5.15114082],[0.65585238 0.64527893],[6.68186132 6.29650335],[ 0.23146334 -0.9505207 ],[4.00029284 7.41430028],[0.33277809 0.8601098 ],[3.8102645  4.62357457],[-0.80212708  0.63155   ],[2.98069602 6.67035911],[-0.39348631 -0.89611045],[6.51307534 6.86713064],[-0.33918315  0.93643495]
[4.04362386 4.30515643],[ 0.9541978  -0.35280097],[2.9935869 6.6892666],[-0.18891232 -1.01854172],[5.66175573 7.79933246],[ 0.93647362 -0.27700563],[5.30682739 4.67661475],[-1.00408869 -0.24732549],[6.72688905 5.21711419],[0.61519601 0.67290863],[6.70290673 6.20112555],[ 0.18753223 -0.95858195],[4.03500274 7.49935201],[0.35933159 0.83863478],[3.73145589 4.68827269],[-0.77446598  0.66148157],[2.94353592 6.57974338],[-0.34873698 -0.9150054 ],[6.4767402  6.95945733],[-0.38281101  0.91443899]
[4.13998139 4.27227266],[ 0.97190464 -0.30540004],[2.97709537 6.58702817],[-0.14084914 -1.02572813],[5.75457656 7.7693871 ],[ 0.91964986 -0.32184963],[5.20616287 4.65361919],[-1.00775348 -0.21149302],[6.7863177  5.28576718],[0.57693937 0.70376553],[6.71922944 6.10475228],[ 0.13915838 -0.96814426],[4.07226824 7.58209171],[0.38587283 0.81585795],[3.65600025 4.75640086],[-0.73665423  0.69858839],[2.91083933 6.48727834],[-0.30289091 -0.93174319],[6.4364631  7.04986521],[-0.42382429  0.89222458]
[4.23777075 4.24393244],[ 0.98512944 -0.25966467],[2.9653428  6.48412135],[-0.09158698 -1.02933978],[5.84565876 7.73500497],[ 0.90352282 -0.36372081],[5.10519948 4.63418289],[-1.00830757 -0.17431455],[6.84228668 5.35789934],[0.54217326 0.73860064],[6.73091607 6.00776411],[ 0.09446408 -0.97146095],[4.11239525 7.66267855],[0.41620364 0.79518107],[3.58405219 4.82781691],[-0.70231084  0.72922961],[2.88291744 6.39337547],[-0.25466246 -0.94516249],[6.39238072 7.13820824],[-0.46174126  0.87023466]
[4.33700655 4.2204495 ],[ 0.99808007 -0.21106904],[2.95882071 6.38123615],[-0.04065777 -1.02978192],[5.93489317 7.69633503],[ 0.88115209 -0.40930014],[5.00431923 4.61854231],[-1.00963797 -0.13919036],[6.89429572 5.43305048],[0.49907369 0.7654795 ],[6.7380582  5.91048654],[ 0.05210302 -0.97014982],[4.15543925 7.74099271],[0.44489429 0.77109229],[3.51555227 4.90216064],[-0.66452161  0.76031513],[2.86019087 6.29854127],[-0.20153182 -0.95309053],[6.34406398 7.22378578],[-0.50616088  0.83938003]
[4.43759915 4.20204464],[ 1.01298394 -0.15720529],[2.95727772 6.27830321],[ 0.00931382 -1.02895743],[6.02220472 7.65355382],[ 0.86317818 -0.4477001 ],[4.90361632 4.60664944],[-1.00599008 -0.10043843],[6.94195017 5.51085858],[0.45046477 0.78716911],[6.74089554 5.8133471 ],[ 0.00199071 -0.97477563],[4.20093232 7.81640003],[0.46608985 0.73803607],[3.45133918 4.97996229],[-0.62402212  0.79091244],[2.84266047 6.20283551],[-0.14947201 -0.96109594],[6.29177162 7.30661493],[-0.54238318  0.81400437]
[4.53899038 4.18847591],[ 1.01660394 -0.11206811],[2.96078232 6.17561367],[ 0.06065033 -1.02456568],[6.10731313 7.60666658],[ 0.84014052 -0.48839771],[4.80324909 4.59853983],[-1.00346559 -0.06410584],[6.98502243 5.59113203],[0.40865567 0.81582128],[6.73890522 5.71607829],[-0.04027106 -0.96890221],[4.24863664 7.88852396],[0.49101264 0.70722577],[3.39084231 5.06033941],[-0.58705871  0.81499899],[2.83001577 6.10610406],[-0.09962415 -0.96943506],[6.23589467 7.38679366],[-0.5768125   0.78741537]
[4.64081627 4.17960699],[ 1.01820293 -0.06677275],[2.96898613 6.07306906],[ 0.10529378 -1.02387559],[6.18989133 7.55562473],[ 0.80899439 -0.53444837],[4.70317191 4.59401831],[-0.99931459 -0.02780561],[7.02324574 5.67360326],[0.35727773 0.83500028],[6.73229053 5.61909872],[-0.08957084 -0.96788692],[4.29896015 7.95759946],[0.51486721 0.67344932],[3.33422804 5.14316359],[-0.54492606  0.84128414],[2.82270359 6.008957  ],[-0.04524344 -0.97182735],[6.17610843 7.46370323],[-0.62020711  0.74904781]
[4.74288837 4.17546008],[ 1.01930857 -0.01982893],[2.98175138 5.97085171],[ 0.15112646 -1.01884656],[6.26933266 7.50008084],[ 0.78211812 -0.57359306],[4.60359409 4.59313571],[-0.99193235  0.01021347],[7.05645229 5.75811398],[0.31048705 0.85863121],[6.72111911 5.52269979],[-0.13478037 -0.96081771],[4.35212529 8.02365205],[0.54422481 0.64310302],[3.28211124 5.22873722],[-0.49757581  0.86943314],[2.8206976  5.91152473],[ 0.00707135 -0.97444409],[6.11226011 7.53691179],[-0.65757741  0.71379094]
[4.84481371 4.17582865],[1.01898613 0.0273562 ],[2.99937169 5.86953582],[ 0.19953864 -1.00874327],[6.34606162 7.44075928],[ 0.75137183 -0.61338686],[4.50479145 4.59602784],[-0.98302449  0.0485173 ],[7.08512726 5.84507793],[0.26318753 0.88054426],[6.70518266 5.42687323],[-0.18327443 -0.95475375],[4.40770723 8.08604851],[0.56829779 0.60541188],[3.23428443 5.3165218 ],[-0.45696073  0.88782153],[2.82405668 5.81406   ],[ 0.0585753  -0.97579719],[6.04472033 7.60648215],[-0.69138465  0.678905  ]
[4.94679893 4.18113049],[1.01752442 0.07583596],[3.02170956 5.76924216],[ 0.24661674 -0.99720008],[6.41949258 7.37739244],[ 0.71600413 -0.65465497],[4.40677911 4.60258567],[-0.97793147  0.08151787],[7.10926997 5.93434468],[0.21704024 0.90184417],[6.68468862 5.33204044],[-0.22664678 -0.94174235],[4.46595083 8.14482001],[0.59518681 0.56831611],[3.19044954 5.40594249],[-0.42014009  0.89982557],[2.83260905 5.71664343],[ 0.1129061  -0.97167386],[5.9739936  7.67259327],[-0.72395904  0.64196286]
[5.04849071 4.19123561],[1.01404091 0.12432   ],[3.0484492  5.66995487],[ 0.28826742 -0.98783593],[6.4892181  7.30989346],[ 0.6797062  -0.69355011],[4.30936633 4.61242112],[-0.96784868  0.11739401],[7.12818085 6.02505723],[0.16132297 0.9123419 ],[6.65992559 5.23864466],[-0.27047777 -0.92783741],[4.5267835  8.19966718],[0.62214366 0.52898575],[3.15031587 5.49647669],[-0.38208511  0.91094774],[2.84642757 5.61959856],[ 0.16095533 -0.97107047],[5.90040347 7.73524132],[-0.74947374  0.60883832]
[5.1497788  4.20623959],[1.00824996 0.17260488],[3.07961322 5.57202153],[ 0.33528851 -0.97010274],[6.55503368 7.23840036],[ 0.63890524 -0.73339956],[4.21286162 4.62565962],[-0.95981039  0.14945482],[7.1419132  6.11713986],[0.11505756 0.93046049],[6.6301979  5.14617216],[-0.32052693 -0.91773624],[4.5904789  8.25063325],[0.6537847  0.49205519],[3.1142877  5.58830449],[-0.33444497  0.92911079],[2.86533808 5.52307364],[ 0.21555804 -0.96072748],[5.8243209 7.7944793],[-0.77294314  0.57464735]
[5.24993077 4.22557103],[0.99640541 0.21578511],[3.1153345  5.47585023],[ 0.37962068 -0.95235751],[6.61668595 7.16302573],[ 0.59708412 -0.77051823],[4.1175998  4.64246414],[-0.94668077  0.18519057],[7.15076014 6.21062872],[0.05923875 0.93632629],[6.59612659 5.05545103],[-0.35981272 -0.89550212],[4.6573457  8.29780943],[0.6832528  0.45088261],[3.08277621 5.68154245],[-0.29583886  0.93532676],[2.88954791 5.42756089],[ 0.2653546  -0.95221332],[5.74555758 7.84980318],[-0.80124142  0.53238761]
[5.34897609 4.24936757],[0.98227135 0.25797027],[3.15543087 5.38154374],[ 0.42403431 -0.93160515],[6.6743395  7.08431038],[ 0.55738036 -0.80178248],[4.02350148 4.66260785],[-0.93283509  0.21983968],[7.15370912 6.30431926],[4.43242688e-04 9.37806233e-01],[6.55759442 4.96648759],[-0.40855579 -0.8812029 ],[4.72715228 8.34076257],[0.71143181 0.40647318],[3.05514093 5.77532659],[-0.25609774  0.94081581],[2.91870151 5.33304573],[ 0.31516499 -0.9400603 ],[5.6641401 7.9009116],[-0.83011413  0.48618731]
[5.44617379 4.27696013],[0.96316198 0.29539528],[3.19992777 5.2894095 ],[ 0.46646956 -0.90999839],[6.72777155 7.00240708],[ 0.51334163 -0.83356544],[3.93117535 4.6865461 ],[-0.91369283  0.25872765],[7.15087617 6.3981543 ],[-0.05752576  0.93801353],[6.5146125  4.87945879],[-0.45175364 -0.85990705],[4.79950406 8.37890148],[0.73584031 0.35633172],[3.03196092 5.87001505],[-0.20763173  0.95232059],[2.95286103 5.23994895],[ 0.36812531 -0.92126289],[5.58003206 7.94741723],[-0.85560585  0.43976737]
[5.54193854 4.30882093],[0.95255323 0.34250392],[3.24865913 5.1995759 ],[ 0.50804474 -0.88626226],[6.77709324 6.9178012 ],[ 0.47377959 -0.85729131],[3.84060357 4.71414557],[-0.89594069  0.29481817],[7.14253571 6.49216053],[-0.10947736  0.94125425],[6.46716141 4.79447842],[-0.49550814 -0.83779203],[4.87465196 8.41230575],[0.76428324 0.30878214],[3.01343721 5.96551763],[-0.16106519  0.95907467],[2.99211207 5.14869056],[ 0.41604303 -0.9041011 ],[5.49310722 7.9888117 ],[-0.8817121   0.38869239]
[5.63636501 4.34520033],[0.93397159 0.3831677 ],[3.30167838 5.11239145],[ 0.55110019 -0.85814858],[6.82212349 6.83066322],[ 0.42668248 -0.8849561 ],[3.75201629 4.74549242],[-0.87512554  0.33258357],[7.12863933 6.58596632],[-0.16805457  0.93469479],[6.41575545 4.712178  ],[-0.53106896 -0.80665127],[4.95243206 8.44068551],[0.79078947 0.25820968],[2.99970308 6.06168019],[-0.11311408  0.96429551],[3.03627913 5.05945864],[ 0.46625938 -0.88098681],[5.40376226 8.0250946 ],[-0.90628316  0.33520202]
[5.72880477 4.38555352],[0.91499381 0.42412372],[3.35871539 5.02788298],[ 0.58850347 -0.83256113],[6.86272994 6.74122871],[ 0.38264065 -0.90607052],[3.66556934 4.78060315],[-0.85383626  0.36930997],[7.10899468 6.67907193],[-0.224848    0.92677285],[6.36073589 4.63295966],[-0.5725831  -0.78087061],[5.03268617 8.46379257],[0.81598824 0.20571738],[2.99077975 6.15823545],[-0.06651114  0.96537839],[3.08540702 4.97265626],[ 0.51628258 -0.85444238],[5.31249894 8.0563772 ],[-0.92088033  0.28807007]
[5.81922478 4.42992295],[0.89220012 0.46206054],[3.41940511 4.94601243],[ 0.62492037 -0.80468303],[6.8987667  6.64968808],[ 0.33338754 -0.92888239],[3.58125369 4.81930025],[-0.83243465  0.40430891],[7.08356164 6.77110825],[-0.2819667  0.9151575],[6.30167589 4.55647685],[-0.60932246 -0.74945056],[5.11502845 8.48120889],[0.82945714 0.14117762],[2.98649796 6.25476306],[-0.02056901  0.96342091],[3.13919203 4.88835638],[ 0.56098683 -0.82929502],[5.21992027 8.08293549],[-0.93031417  0.24302546]
[5.90731818 4.47806172],[0.87099222 0.50210972],[3.48368643 4.86703831],[ 0.65963543 -0.77533847],[6.92936644 6.55557169],[ 0.277879   -0.95343696],[3.49923711 4.86156181],[-0.81211786  0.43628831],[7.05242879 6.86180808],[-0.34093155  0.89794606],[6.23870043 4.48292727],[-0.65150524 -0.72282628],[5.19887043 8.49230206],[0.84769562 0.08116972],[2.9871819  6.35133157],[0.03160191 0.96481582],[3.1975024  4.80682428],[ 0.60400518 -0.80187099],[5.12626727 8.1047088 ],[-0.94110412  0.19359621]
[5.99320129 4.53015353],[0.84761958 0.54072525],[3.55125862 4.79097721],[ 0.69229908 -0.74487853],[6.95477391 6.45956019],[ 0.2297367  -0.96682543],[3.41907022 4.90671309],[-0.79088612  0.46663222],[7.01553171 6.95072815],[-0.39645452  0.88030701],[6.1719192  4.41247822],[-0.68372102 -0.68577867],[5.28424039 8.49713723],[0.85868111 0.01471054],[2.99264844 6.4474762 ],[0.07650917 0.95655555],[3.26010093 4.72822233],[ 0.64676825 -0.77066932],[5.03153701 8.12137954],[-0.95374499  0.13891686]
[6.07665898 4.58604948],[0.82131115 0.57694654],[3.6220404  4.71805938],[ 0.72335796 -0.71295126],[6.97501083 6.36202908],[ 0.17471253 -0.98354551],[3.34139537 4.9551541 ],[-0.760899    0.50359974],[6.97333066 7.03791046],[-0.44905077  0.86102813],[6.10155203 4.34538149],[-0.72061599 -0.65320336],[5.37079761 8.49547555],[ 0.87383708 -0.04608349],[3.00304414 6.54311967],[0.13205666 0.95632589],[3.32685216 4.652819  ],[ 0.68751637 -0.7374655 ],[4.93584095 8.1326871 ],[-0.95748886  0.08954214]
[6.1573254  4.64541931],[0.79359564 0.61201996],[3.69566501 4.64822183],[ 0.74770741 -0.68474533],[6.9899598 6.2632162],[ 0.12270668 -0.99374254],[3.26648186 5.0069515 ],[-0.7345431   0.53478708],[6.92574497 7.12281734],[-0.5001072   0.83882196],[6.02771179 4.2817606 ],[-0.75397524 -0.61709505],[5.4586543 8.4876646],[ 0.88288162 -0.10999564],[3.01904725 6.63860527],[0.18825787 0.95315735],[3.39783605 4.5810938 ],[ 0.73099261 -0.69752897],[4.84004939 8.13922164],[-0.96043439  0.03853148]
[6.23528851 4.70838053],[0.76436434 0.64586619],[3.77223655 4.58186381],[ 0.78203711 -0.64358268],[6.99964451 6.16348621],[ 0.07073766 -1.00069652],[3.19478813 5.0623431 ],[-0.70214687  0.56984224],[6.87285397 7.20507138],[-0.55510015  0.80809109],[5.95097985 4.22219263],[-0.78083155 -0.57452483],[5.54739486 8.47361645],[ 0.89128196 -0.17080559],[3.04038751 6.733344  ],[0.2406301  0.94328668],[3.47278564 4.51318319],[ 0.77090401 -0.65708821],[4.7436671  8.14017688],[-0.96395398 -0.01679782]
[6.31022415 4.77462781],[0.73212178 0.67678668],[3.85168851 4.51922013],[ 0.80450467 -0.61133331],[7.00425798 6.06332143],[ 0.02166401 -1.0020988 ],[3.12651049 5.1212968 ],[-0.66310347  0.60912984],[6.81494498 7.28449697],[-0.60124771  0.78139589],[5.87176788 4.16708461],[-0.80102659 -0.52525985],[5.63659246 8.45332353],[ 0.89245382 -0.23439609],[3.06704421 6.82703786],[0.29390052 0.93165241],[3.55158616 4.44938361],[ 0.80491882 -0.61841896],[4.64696367 8.13545067],[-0.9701737  -0.07849278]
[6.38173239 4.84376224],[0.69800754 0.70579676],[3.93335641 4.4599046 ],[ 0.83003902 -0.57333823],[7.00401731 5.96317866],[-0.02521602 -0.99917823],[3.06223084 5.18414477],[-0.62307346  0.64677263],[6.75284727 7.36142387],[-0.64126078  0.75574021],[5.7901577  4.11653247],[-0.83469315 -0.48955442],[5.72571823 8.42672467],[ 0.89100736 -0.29567935],[3.09905539 6.91946677],[0.34511278 0.91540792],[3.63371437 4.38957848],[ 0.83642799 -0.57827432],[4.55016503 8.12488286],[-0.96510602 -0.13256474]
[6.45010272 4.9160673 ],[0.66813149 0.73894079],[4.017603   4.40455969],[ 0.85611168 -0.53183899],[6.99904517 5.86338177],[-0.07170667 -0.99400981],[3.00174812 5.25040449],[-0.58379539  0.68069577],[6.68635518 7.43515002],[-0.6879525   0.71862579],[5.70563597 4.06996139],[-0.85919874 -0.44550702],[5.81454178 8.39412563],[ 0.88623463 -0.35457067],[3.13625215 7.01022758],[0.39582582 0.89652113],[3.71882701 4.3338121 ],[ 0.86738038 -0.53486468],[4.45419179 8.10910469],[-0.95483588 -0.18379161]
[6.51481408 4.99100759],[0.62638394 0.76008059],[4.10409683 4.35314951],[ 0.87519328 -0.49452928],[6.9892998  5.76406479],[-0.12273796 -0.99143026],[2.94536795 5.32007218],[-0.54043143  0.71547957],[6.6153754 7.5051115],[-0.72873082  0.68272545],[5.61824943 4.02732121],[-0.88516625 -0.40426257],[5.90303285 8.35610047],[ 0.88048254 -0.40791309],[3.17828427 7.09877756],[0.44306665 0.87256993],[3.80696834 4.28252087],[ 0.89404567 -0.49178728],[4.35927511 8.08812138],[-0.94516284 -0.23793147]
[6.57573594 5.06843997],[0.5916242  0.78802275],[4.19245664 4.30555652],[ 0.89087392 -0.4580449 ],[6.97464508 5.66531661],[-0.16972634 -0.98267616],[2.8935883  5.39330222],[-0.49941514  0.74431162],[6.5407639 7.5716971],[-0.76503421  0.64669704],[5.52905121 3.98955046],[-0.9001714  -0.35263673],[5.9902703  8.31237024],[ 0.86073832 -0.46924139],[3.2248206  7.18465141],[0.49017532 0.8472774 ],[3.89767483 4.23561969],[ 0.91906003 -0.44671278],[4.26541469 8.06167312],[-0.9283964  -0.28763363]
[6.63300922 5.14847556],[0.55285079 0.81157749],[4.28270842 4.26206842],[ 0.91329941 -0.41204962],[6.95514879 5.56740329],[-0.21369556 -0.96895583],[2.84595216 5.46928428],[-0.45450175  0.77356096],[6.46233663 7.6342657 ],[-0.8024922   0.60494668],[5.43814084 3.95669502],[-0.91910218 -0.30579334],[6.07523625 8.26248565],[ 0.83658216 -0.52946099],[3.27594593 7.26781068],[0.53547965 0.81887903],[3.99073874 4.19325629],[ 0.94488133 -0.39723729],[4.17312219 8.03004664],[-0.91513799 -0.34293701]
[6.6862852  5.23073076],[0.51515278 0.8358861 ],[4.37497291 4.22310782],[ 0.93168587 -0.3669764 ],[6.93137864 5.47102912],[-0.26224638 -0.95885019],[2.80309861 5.54828804],[-0.40468085  0.80375922],[6.38007015 7.69233372],[-0.83957561  0.55890699],[5.34537689 3.92848176],[-0.93562406 -0.25812061],[6.15773365 8.20681712],[ 0.81366593 -0.58251853],[3.33172092 7.34818323],[0.58108155 0.78951261],[4.08646549 4.15613761],[ 0.96631514 -0.34788011],[4.08247011 7.99309406],[-0.89764136 -0.39621954]
[6.73612128 5.31570076],[0.47863257 0.86036164],[4.46912601 4.18886248],[ 0.9506816  -0.31806309],[6.90262885 5.37564715],[-0.31090538 -0.94665095],[2.76502034 5.62990789],[-0.35678502  0.82809844],[6.2947753  7.74626403],[-0.86730101  0.51804572],[5.25085458 3.90483289],[-0.95006217 -0.2104373 ],[6.23760662 8.14581801],[ 0.78549572 -0.63470619],[3.39223501 7.42573823],[0.62634367 0.75868028],[4.18379473 4.12356509],[ 0.98386588 -0.29948046],[3.99389593 7.95104215],[-0.87369799 -0.44485357]
[6.78191465 5.40268905],[0.43706987 0.87909968],[4.56486481 4.15935392],[ 0.96359565 -0.27217672],[6.86928927 5.28184578],[-0.35368188 -0.92710014],[2.73170737 5.71374397],[-0.30901617  0.84847161],[6.20656996 7.79576199],[-0.89732384  0.47072087],[5.15552438 3.88652843],[-0.95671131 -0.15604537],[6.31455697 8.07979917],[ 0.75351034 -0.68466227],[3.45725058 7.50014696],[0.67163032 0.72713301],[4.28288316 4.09601233],[ 0.99813716 -0.25086179],[3.90750766 7.90383663],[-0.85249384 -0.49796061]
[6.82351214 5.49147506],[0.39339993 0.89498458],[4.66161094 4.13427192],[ 0.97384898 -0.22653703],[6.83142999 5.18981508],[-0.40349262 -0.91322531],[2.70337271 5.79962447],[-0.25642143  0.86969065],[6.11567536 7.84063606],[-0.92136226  0.42531108],[5.05943936 3.87350747],[-0.96469846 -0.10455469],[6.38792319 8.00869324],[ 0.71439705 -0.73588954],[3.52648457 7.57106736],[0.71456277 0.69282202],[4.38346425 4.07355356],[ 1.01241165 -0.19887267],[3.82357439 7.85157273],[-0.82574002 -0.5469933 ]
[6.86070966 5.58178426],[0.35164521 0.9120792 ],[4.75946646 4.1139833 ],[ 0.9848345  -0.17725002],[6.78879466 5.09946374],[-0.44886138 -0.89326734],[2.68026687 5.8873871 ],[-0.20462257  0.88598179],[6.02227295 7.8806625 ],[-0.9451946   0.37606017],[4.9629618  3.86596038],[-0.9679825  -0.04990165],[6.45734083 7.93271844],[ 0.67297349 -0.78361593],[3.59980063 7.63833756],[0.75242762 0.65333954],[4.48509803 4.05606575],[ 1.02200871 -0.14867765],[3.7424733  7.79450832],[-0.79720863 -0.59531725]
[6.89349081 5.67351419],[0.30336983 0.92175892],[4.85818111 4.09852908],[ 0.98926832 -0.13171097],[6.74188819 5.01142732],[-0.48975814 -0.86789405],[2.66250787 5.97673924],[-0.14973358  0.90124086],[5.9268146  7.91590166],[-0.96207333  0.33013063],[4.86598386 3.86359187],[-9.73575178e-01  1.75891808e-05],[6.52280267 7.85244128],[ 0.63489023 -0.82239211],[3.67666457 7.70142431],[0.78462985 0.60828463],[4.58781382 4.04388816],[ 1.03107371 -0.09568838],[3.66458216 7.73292728],[-0.76308992 -0.63879336]
