[2.94002331 7.6923319 ],[4.93192677 3.27044229],[1.16798274 3.97133211],[-0.86544444  4.28211677],[3.47985806 1.26343896],[-2.23698602 -2.15863909],[3.49028887 2.96199059],[-4.39798163 -0.83091064],[0.01189448 7.16107208],[0.65735955 1.22630616],[5.34910659 3.37197869],[-4.87762258  2.3312928 ],[5.69945591 2.38497037],[ 3.86993927 -1.12976732],[5.90603858 0.3144061 ],[-2.49188809  2.89878513],[7.24285143 0.6068491 ],[-4.76242198 -0.80532393],[8.25603349 4.63850754],[-1.17442787  4.05624246]
[2.82781448 7.97156155],[0.87935844 0.2215124 ],[1.47558706 6.99049707],[0.23842455 0.94288665],[2.05679701 6.93785912],[-0.82404542 -0.66719618],[2.64429145 4.45124181],[-1.01169463  0.4516646 ],[1.73952799 7.10505368],[0.40544689 0.88725643],[3.55399469 3.87188717],[-1.05716256 -0.09407642],[0.82596188 6.98584444],[1.07310711 0.34192455],[2.70034202 4.20272875],[ 0.24035463 -0.74553283],[4.02315269 5.75756927],[-0.40964798 -0.96347667],[2.84849567 7.26579862],[0.84094853 0.42772648]
[2.91595614 7.99151042],[0.88376985 0.17784034],[1.50076273 7.08400659],[0.26392589 0.92605278],[1.97537956 6.87053583],[-0.80367963 -0.67852491],[2.54380978 4.49772301],[-0.99729275  0.47803971],[1.78106846 7.19277955],[0.42342699 0.86533437],[3.44760504 3.86531611],[-1.06747309 -0.03503551],[0.93353995 7.01822058],[1.07943289 0.30706272],[2.72481382 4.1294341 ],[ 0.24807284 -0.72136712],[3.98024007 5.66199995],[-0.44663813 -0.94585507],[2.93232045 7.3071461 ],[0.83689293 0.40055548]
[3.00457566 8.00714765],[0.88876471 0.13522605],[1.52843931 7.17575659],[0.29041852 0.90962157],[1.8960249  6.80212519],[-0.78271193 -0.68890532],[2.44509811 4.54703267],[-0.97721324  0.50745799],[1.8244402  7.27833776],[0.44580887 0.84750163],[3.34064373 3.86489565],[-1.0754787   0.02206182],[1.04189116 7.04739112],[1.08815783 0.27742079],[2.75004798 4.05855501],[ 0.25450778 -0.69829017],[3.93378681 5.56838342],[-0.48132271 -0.92537433],[3.01606634 7.34609603],[0.83766506 0.37817855]
[3.09356481 8.01842293],[0.89312242 0.0926271 ],[1.55830781 7.26538452],[0.31114498 0.88713406],[1.81903259 6.73295891],[-0.75689264 -0.69409125],[2.34829163 4.5990601 ],[-0.95566553  0.53596969],[1.87007141 7.36208593],[0.46661848 0.82723304],[3.23307979 3.87011652],[-1.07808474  0.07922273],[1.15103352 7.07367794],[1.09313921 0.24718233],[2.77582916 3.98990657],[ 0.25677891 -0.67887474],[3.88404244 5.47700522],[-0.51365621 -0.90228073],[3.09997086 7.38290278],[0.83948981 0.35709385]
[3.1830862  8.02560414],[0.89484012 0.04869431],[1.59085229 7.35332058],[0.33924068 0.87090171],[1.74416678 6.66283045],[-0.73664489 -0.70464292],[2.25377843 4.65398444],[-0.93462102  0.56210126],[1.91740698 7.4434074 ],[0.48170937 0.80083746],[3.12516504 3.88068576],[-1.07951553  0.13191217],[1.26054719 7.09693284],[1.09722882 0.21850642],[2.80172249 3.92313221],[ 0.26262332 -0.65498009],[3.83104428 5.38793238],[-0.54287192 -0.87579912],[3.18388249 7.4174323 ],[0.84021392 0.33499997]
[3.27265973 8.02832356],[0.89223153 0.00140425],[1.62625093 7.43960924],[0.36685246 0.85281388],[1.67172675 6.59205608],[-0.71603828 -0.71468245],[2.16139203 4.71143815],[-0.91381612  0.58589795],[1.96656077 7.52237108],[0.50086697 0.77786898],[3.017478   3.89664218],[-1.07637659  0.18410585],[1.37055828 7.11755588],[1.10085858 0.19233079],[2.82839793 3.8589706 ],[ 0.27130288 -0.62776868],[3.77549584 5.3018659 ],[-0.56793114 -0.84547147],[3.2676804  7.44957247],[0.83380799 0.30574291]
[3.36177024 8.02613427],[ 0.88886883 -0.04606073],[1.66395155 7.52358942],[0.38983799 0.82932814],[1.60094665 6.51988089],[-0.69517753 -0.72439274],[2.07143818 4.77152919],[-0.88771593  0.6132043 ],[2.01760177 7.59896952],[0.5185972  0.75266884],[2.91037358 3.91783669],[-1.06549858  0.23914027],[1.4805128 7.1352426],[1.09872966 0.16224777],[2.85547446 3.79709943],[ 0.26971867 -0.60997294],[3.71697328 5.21836747],[-0.59918521 -0.82116545],[3.35103344 7.47895337],[0.8324838  0.28112617]
[3.45008286 8.01877146],[ 0.87858275 -0.09990549],[1.70434596 7.60555572],[0.42007471 0.81177882],[1.53257839 6.44706175],[-0.67355272 -0.73332683],[1.98399732 4.83416633],[-0.86224017  0.63811295],[2.07041821 7.6730095 ],[0.53541445 0.72571701],[2.8042876  3.94423549],[-1.05428451  0.29002169],[1.59008842 7.1498186 ],[1.09472913 0.13152871],[2.8827052  3.73737802],[ 0.27470688 -0.58453388],[3.65532488 5.1373131 ],[-0.63176913 -0.79792737],[3.43404384 7.50564974],[0.82742758 0.25245597]
[3.53742089 8.00611371],[ 0.8695239  -0.15169854],[1.74774653 7.68566234],[0.44705466 0.78932318],[1.46633103 6.37330736],[-0.65060382 -0.74094919],[1.89919854 4.89930382],[-0.83619976  0.6618509 ],[2.12509076 7.7444825 ],[0.55867477 0.70422326],[2.69958003 3.97576316],[-1.03878249  0.34096368],[1.69951698 7.16167064],[1.09291613 0.10491525],[2.91049058 3.68030099],[ 0.27952976 -0.55833011],[3.59096965 5.05913744],[-0.6546606  -0.76498671],[3.51630893 7.52920206],[0.81776495 0.21834831]
[3.62374408 7.98823037],[ 0.85775011 -0.20482814],[1.79359645 7.76321726],[0.47164328 0.76328513],[1.4027461  6.29915022],[-0.62112505 -0.74224451],[1.81690179 4.96662042],[-0.81182009  0.68209532],[2.18205331 7.81370817],[0.57939842 0.67896776],[2.59653629 4.01229542],[-1.02131512  0.38977024],[1.80836251 7.17051628],[1.08768968 0.07590652],[2.93875053 3.62589147],[ 0.28504273 -0.53033987],[3.52463026 4.98455156],[-0.67360222 -0.72826985],[3.59795933 7.54965639],[0.81536783 0.19081851]
[3.70899519 7.96523526],[ 0.84585354 -0.25614942],[1.84203558 7.83822816],[0.49831886 0.73792237],[1.34163546 6.22437594],[-0.60203017 -0.75414884],[1.73716043 5.03598756],[-0.78084976  0.70714923],[2.24096099 7.88022387],[0.59986279 0.65230075],[2.49563706 4.05391983],[-0.9978718   0.44090756],[1.91681654 7.17667273],[1.08220378 0.04822828],[2.96749362 3.57427157],[ 0.28989026 -0.50179336],[3.45605554 4.91329508],[-0.6985549  -0.69756642],[3.67916857 7.56713551],[0.80874647 0.15861255]
[3.79293198 7.93708973],[ 0.8321941  -0.30699262],[1.89345241 7.91093179],[0.53139573 0.71726535],[1.2826647  6.14863883],[-0.5729793 -0.7562493],[1.66046394 5.10772649],[-0.75160344  0.72882039],[2.30216941 7.94426532],[0.62619711 0.63025899],[2.39697896 4.10036851],[-0.97704082  0.48554862],[2.02486741 7.18028254],[1.07941584 0.02491805],[2.9971461  3.52599362],[ 0.30204856 -0.46468496],[3.38481171 4.84493635],[-0.72457975 -0.66793389],[3.75991688 7.58156525],[0.80919444 0.13303152]
[3.87540331 7.90389079],[ 0.81691556 -0.35677587],[1.94800673 7.98131058],[0.56173497 0.69211724],[1.22674602 6.07280663],[-0.54744648 -0.76248028],[1.58671352 5.18156672],[-0.7237439   0.74736255],[2.36574737 8.00577685],[0.64568827 0.60014251],[2.30069694 4.15137008],[-0.94964275  0.5328114 ],[2.13230804 7.18130017],[ 1.07220493 -0.00152795],[3.02804791 3.48152841],[ 0.31505148 -0.42532599],[3.31119806 4.77976959],[-0.74760525 -0.63538848],[3.84032285 7.5930474 ],[0.80272107 0.10030402]
[3.95621938 7.86573387],[ 0.80069944 -0.40445297],[2.00546558 8.04896119],[0.58622947 0.65948764],[1.17361148 5.99655579],[-0.51992412 -0.767288  ],[1.51585586 5.2572804 ],[-0.69178479  0.7682461 ],[2.4317636  8.06470724],[0.67172556 0.57541507],[2.20699428 4.20674762],[-0.92388454  0.57457658],[2.23906279 7.17977098],[ 1.06461567 -0.02714594],[3.0600225  3.44085487],[ 0.32559629 -0.38669994],[3.23529766 4.71786508],[-0.77058569 -0.6029836 ],[3.92042028 7.60158347],[0.80002322 0.07124526]
[4.03514435 7.82270966],[ 0.77796385 -0.45531354],[2.06553064 8.11342777],[0.61355534 0.62811329],[1.1232151  5.91978286],[-0.48845158 -0.76872948],[1.44804398 5.33484417],[-0.66199839  0.78519634],[2.4999023  8.12062507],[0.69271851 0.54447436],[2.11575047 4.26598614],[-0.90479695  0.60564065],[2.34539175 7.17610501],[ 1.05947172 -0.04844791],[3.09301105 3.40410234],[ 0.33516303 -0.34702305],[3.15731678 4.65940558],[-0.78784675 -0.56508366],[4.00007099 7.60703131],[0.79497684 0.03966284]
[4.11183758 7.77481155],[ 0.75679048 -0.5011019 ],[2.12806608 8.1744128 ],[0.63742355 0.59163878],[1.07602167 5.84287526],[-0.45593614 -0.77006943],[1.38340607 5.41420739],[-0.63101296  0.80155079],[2.57008144 8.17333312],[0.71030559 0.50895337],[2.02653807 4.32823515],[-0.87818232  0.64002864],[2.45108857 7.17025583],[ 1.05445789 -0.06816352],[3.12743506 3.37191204],[ 0.35344032 -0.29626124],[3.0776561 4.6047778],[-0.80574283 -0.52793456],[4.07948215 7.6095898 ],[0.79214141 0.0104948 ]
[4.18657728 7.72269761],[ 0.73848556 -0.53998718],[2.19311944 8.23179685],[0.66404134 0.55621282],[1.03193033 5.76563798],[-0.42806312 -0.77695859],[1.32160986 5.49486738],[-0.60437647  0.81192405],[2.64191347 8.22231682],[0.72720376 0.4713977 ],[1.94030402 4.3940753 ],[-0.84401165  0.67872692],[2.55624473 7.16248557],[ 1.04801768 -0.0876104 ],[3.16337616 3.34462384],[ 0.36574973 -0.2486709 ],[2.99628415 4.55393085],[-0.82118097 -0.48856381],[4.15818533 7.6088089 ],[ 0.77651088 -0.03170198]
[4.25878798 7.66619669],[ 0.70806836 -0.58705821],[2.2606806  8.28539796],[0.6886781  0.51708002],[0.99087987 5.68792998],[-0.38933302 -0.77385682],[1.26315385 5.57715154],[-0.56596947  0.83218267],[2.71516333 8.26719756],[0.7415793  0.42978399],[1.85762767 4.46377465],[-0.80901191  0.7152543 ],[2.66055096 7.15262537],[ 1.03730889 -0.11027738],[3.20080949 3.32251492],[ 0.38517787 -0.19067568],[2.91317768 4.5068136 ],[-0.83819648 -0.45120726],[4.23542004 7.6038427 ],[ 0.7697548  -0.06604372]
[4.32819517 7.6054241 ],[ 0.679452   -0.62833422],[2.33074908 8.3350432 ],[0.7142365  0.47716395],[0.95369158 5.61043787],[-0.35471629 -0.77643861],[1.20847978 5.66129284],[-0.52913881  0.84870666],[2.7902796  8.30828093],[0.76064692 0.39164366],[1.77820838 4.53672594],[-0.78013504  0.74248394],[2.76411847 7.14088484],[ 1.03127895 -0.12694391],[3.24046629 3.30668069],[ 0.40636763 -0.12691931],[2.8281417 4.4631656],[-0.86053638 -0.42006943],[4.31212714 7.59560177],[ 0.76554672 -0.09752594]
[4.39480729 7.54079384],[ 0.6506286  -0.66574308],[2.40314424 8.38038268],[0.73600706 0.43171001],[0.91993531 5.53260271],[-0.31838657 -0.77846474],[1.15742632 5.74692357],[-0.48974144  0.86575505],[2.86719344 8.34538082],[0.77968149 0.35231439],[1.70194177 4.61250945],[-0.75046432  0.76742714],[2.86648712 7.12692225],[ 1.01511495 -0.15334843],[3.28222524 3.29743141],[ 0.43060005 -0.05548235],[2.74146771 4.4231746 ],[-0.87408871 -0.38105224],[4.38783927 7.58364635],[ 0.74906139 -0.14128142]
[4.45795824 7.47204869],[ 0.61165808 -0.70919133],[2.47787784 8.42125486],[0.75767813 0.38452256],[0.88980207 5.45448591],[-0.28566858 -0.78536374],[1.11043685 5.83426113],[-0.45008659  0.88062369],[2.94580694 8.37829194],[0.79394268 0.30713103],[1.62866355 4.69066287],[-0.71634892  0.79393653],[2.96730692 7.11037374],[ 1.00127736 -0.17762588],[3.32643644 3.29562298],[0.45195186 0.01852749],[2.65335762 4.38695778],[-0.88551162 -0.34091015],[4.46204604 7.56743906],[ 0.73499799 -0.18290201]
[4.5173332  7.39928973],[ 0.57526076 -0.74586735],[2.55500913 8.45756367],[0.78398035 0.34059225],[0.86310783 5.37580214],[-0.24680994 -0.78708074],[1.06767551 5.92322173],[-0.40803205  0.89529258],[3.02611634 8.40690773],[0.81068656 0.26358363],[1.55901348 4.77154347],[-0.67559053  0.82425692],[3.06685717 7.09152764],[ 0.98993195 -0.19892738],[3.37271135 3.30143653],[0.47544477 0.10064661],[2.56447391 4.35509525],[-0.89127698 -0.29554125],[4.53477416 7.54700178],[ 0.7200593  -0.22530048]
[4.57328943 7.32328721],[ 0.54300619 -0.77441493],[2.63478062 8.48944777],[0.81089627 0.29650536],[0.84033377 5.29691534],[-0.20629566 -0.78846544],[1.02876018 6.01318445],[-0.36759813  0.90625901],[3.10796342 8.43099273],[0.82886405 0.22075425],[1.49297034 4.85484879],[-0.64225289  0.84445887],[3.16490409 7.07020797],[ 0.96746098 -0.23119607],[3.42126924 3.31572332],[0.49629644 0.18672734],[2.47531092 4.32806807],[-0.89270719 -0.24580439],[4.60607384 7.52241134],[ 0.70435722 -0.26793947]
[4.62551164 7.24411711],[ 0.49936311 -0.81035616],[2.71699098 8.51664592],[0.83255593 0.24670987],[0.8216152 5.2178307],[-0.16552298 -0.79087128],[0.99401955 6.10425127],[-0.32452793  0.91738781],[3.19141001 8.45057068],[0.83847602 0.16912401],[1.43086311 4.94063971],[-0.59643083  0.87432479],[3.26109302 7.04601803],[ 0.95598664 -0.25277017],[3.471876   3.33892312],[0.51485392 0.27732643],[2.38572582 4.30571795],[-0.8973528  -0.19970818],[4.67574158 7.49352887],[ 0.68990549 -0.30857401]
[4.67339511 7.16159056],[ 0.45552711 -0.84226295],[2.80147616 8.53896746],[0.85540283 0.19808101],[0.80713425 5.13859698],[-0.12501562 -0.79477877],[0.96391238 6.19661274],[-0.27776612  0.92914706],[3.27564337 8.46476674],[0.84623127 0.11477228],[1.37355134 5.02946215],[-0.55062129  0.90079264],[3.35581749 7.01938614],[ 0.93996638 -0.27832417],[3.5239283  3.37110375],[0.52217229 0.3631947 ],[2.29549416 4.28774415],[-0.90485522 -0.15759515],[4.74366154 7.46033453],[ 0.67028267 -0.35326756]
[4.71722934 7.07640181],[ 0.41678941 -0.86533227],[2.88785204 8.55604119],[0.87286767 0.14424468],[0.79689058 5.05911881],[-0.07638753 -0.79150835],[0.93847359 6.28998582],[-0.23277939  0.93617421],[3.36088446 8.47374295],[0.86090212 0.06728043],[1.32055002 5.12051005],[-0.51083903  0.91835636],[3.44931345 6.99061699],[ 0.93077513 -0.29600461],[3.57640071 3.41184866],[0.52937139 0.4546078 ],[2.20504331 4.27446432],[-0.90238402 -0.10638513],[4.81003582 7.42316812],[ 0.65376338 -0.39318277]
[4.75662856 6.98853848],[ 0.37169583 -0.89082952],[2.97620723 8.56800616],[0.89294729 0.09414968],[0.79184535 4.9802141 ],[-0.02651888 -0.78873681],[0.91737175 6.38378492],[-0.18726205  0.94134574],[3.44740725 8.47783583],[0.86865698 0.01389211],[1.27150786 5.21317469],[-0.47035667  0.93420215],[3.54198068 6.96025585],[ 0.91928545 -0.31430767],[3.62970843 3.46209735],[0.53417067 0.5483071 ],[2.11472594 4.26616119],[-0.9016022  -0.05760099],[4.87392658 7.38125877],[ 0.62573298 -0.44300631]
[4.79128359 6.89808967],[ 0.32440174 -0.9144854 ],[3.06636259 8.57484569],[0.90861677 0.04144673],[0.79186867 4.90161084],[ 0.02501164 -0.78540189],[0.90063636 6.47778951],[-0.14353934  0.94234367],[3.53457261 8.4764977 ],[ 0.87369061 -0.04138671],[1.22666164 5.3074455 ],[-0.42618769  0.95113289],[3.63346772 6.92808745],[ 0.90677892 -0.33251282],[3.68335778 3.5217376 ],[0.53704159 0.64292571],[2.02461109 4.26281363],[-0.90407249 -0.01316649],[4.93519846 7.33465273],[ 0.59720061 -0.49122075]
[4.82171614 6.80594536],[ 0.28298251 -0.92927351],[3.15792769 8.57636252],[ 0.92053402 -0.01283678],[0.79712319 4.82338056],[ 0.07963183 -0.779736  ],[0.88873449 6.57220522],[-0.09566847  0.94435794],[3.62184213 8.46927382],[ 0.8716999  -0.10286243],[1.1867176  5.40373477],[-0.37269756  0.97393568],[3.72348555 6.89392273],[ 0.89165948 -0.35260238],[3.73663748 3.59023499],[0.52680832 0.72512764],[1.9343716  4.26391408],[-0.8990351   0.03661245],[4.99369896 7.28343177],[ 0.57106315 -0.53444326]
[4.84789347 6.71234796],[ 0.23901216 -0.94377191],[3.25003698 8.57189424],[ 0.92131182 -0.07654285],[0.80800684 4.74585003],[ 0.1367904  -0.77214003],[0.88167218 6.66672953],[-0.04478743  0.94635811],[3.7089733  8.45602482],[ 0.87104117 -0.16164591],[1.15186925 5.50186329],[-0.32617802  0.98630825],[3.81202875 6.85782254],[ 0.87940014 -0.36904648],[3.78871872 3.66672352],[0.51435641 0.80366012],[1.84470519 4.26998811],[-0.89337585  0.08543306],[5.04917195 7.22762534],[ 0.53753212 -0.58198664]
[4.86916013 6.61695874],[ 0.18732243 -0.96235176],[3.34216362 8.56107501],[ 0.92492828 -0.13556337],[0.82411533 4.66860444],[ 0.18894537 -0.76901208],[0.8795616  6.76116134],[0.0049614  0.94411492],[3.79613017 8.43710777],[ 0.87008096 -0.21816892],[1.12174034 5.60116009],[-0.27577037  0.99984333],[3.898995   6.81976596],[ 0.86179399 -0.39012178],[3.83944622 3.75078507],[0.49696485 0.87350423],[1.7558325  4.28108258],[-0.88338186  0.13677762],[5.10090114 7.16684947],[ 0.4971014  -0.63281553]
[4.88568906 6.52031338],[ 0.1468015  -0.96679444],[3.43481621 8.54469963],[ 0.9285134  -0.19086422],[0.84605676 4.59231726],[ 0.2499962  -0.75644658],[0.88290601 6.85565705],[0.0592358  0.94254205],[3.88207525 8.41152887],[ 0.84989629 -0.29207984],[1.09683293 5.70181798],[-0.22492308  1.01035997],[3.98453934 6.77998252],[ 0.84914873 -0.40528774],[3.88772659 3.84089212],[0.47015471 0.92916768],[1.66841652 4.29768721],[-0.86190515  0.19817189],[5.1487203  7.10132707],[ 0.45755433 -0.67861764]
[4.89796629 6.42311393],[ 0.1013675  -0.97417104],[3.52757269 8.52274174],[ 0.92473178 -0.2494929 ],[0.87438167 4.51760435],[ 0.31817014 -0.73593608],[0.8916359  6.94977916],[0.11428141 0.93818771],[3.96673419 8.37941207],[ 0.84250142 -0.35033077],[1.07678166 5.80316374],[-0.17938323  1.01297665],[4.06896665 6.73889203],[ 0.83846303 -0.41722057],[3.93335564 3.9363032 ],[0.44256044 0.97811512],[1.5828945  4.32011784],[-0.84768936  0.25077861],[5.19249719 7.03136181],[ 0.41856591 -0.71930965]
[4.90558735 6.32519032],[ 0.05296053 -0.98197181],[3.62001068 8.4951841 ],[ 0.92198567 -0.30282871],[0.90931642 4.44480021],[ 0.37860881 -0.72157022],[0.90577539 7.04319246],[0.16801078 0.92906946],[4.05037794 8.34140419],[ 0.8303191  -0.40912693],[1.0611872  5.90458952],[-0.13034332  1.01726694],[4.15195987 6.69629523],[ 0.82164785 -0.43438894],[3.97601697 4.03608432],[0.41012368 1.01583731],[1.49895616 4.34783475],[-0.83062165  0.30352193],[5.23229792 6.95748495],[ 0.37761043 -0.75730628]
[4.90841552 6.22666291],[ 0.0028895  -0.98884367],[3.71163738 8.46197588],[ 0.91197317 -0.35911639],[0.95033919 4.37361978],[ 0.4411599  -0.70215728],[0.92509    7.13534344],[0.2197228  0.91494985],[4.13259864 8.29753675],[ 0.81529283 -0.46612879],[1.05027598 6.00610238],[-0.08555746  1.01504087],[4.2332751  6.65201632],[ 0.80668187 -0.44903367],[4.01554409 4.13942071],[0.37743068 1.04681357],[1.4169073  4.38086034],[-0.80865635  0.35813633],[5.2680884  6.88012578],[ 0.33557395 -0.79169558]
[4.90625855 6.12761192],[-0.04366312 -0.98948159],[3.80215552 8.42326409],[ 0.89914508 -0.4136141 ],[0.99769937 4.30463596],[ 0.50535081 -0.67751335],[0.94973366 7.22608888],[0.27865226 0.90484539],[4.21331643 8.24822443],[ 0.80127387 -0.51689516],[1.04433668 6.1077551 ],[-0.03225276  1.01852513],[4.31267758 6.60588566],[ 0.78439555 -0.47046456],[4.05131989 4.24509117],[0.33634288 1.0640784 ],[1.33718165 4.41931527],[-0.78432381  0.41187224],[5.2990876  6.79900383],[ 0.28526227 -0.82902115]
[4.89956445 6.0287068 ],[-0.09013344 -0.9883654 ],[3.89114164 8.3790829 ],[ 0.87924155 -0.47053594],[1.05158753 4.23843696],[ 0.56969855 -0.64834059],[0.98074194 7.31606679],[0.33915931 0.89177874],[4.29249313 8.19398063],[ 0.78154015 -0.56778752],[1.04339279 6.20927862],[0.01546003 1.01371893],[4.38985721 6.55763902],[ 0.76144009 -0.49215092],[4.08301498 4.35230487],[0.30152606 1.08313099],[1.26022369 4.46329894],[-0.75283177  0.46921222],[5.32517353 6.71453475],[ 0.23389526 -0.86209202]
[4.88823899 5.93002193],[-0.133646   -0.98251527],[3.97814835 8.32945018],[ 0.85960025 -0.52254521],[1.11183924 4.17534071],[ 0.63662493 -0.61131901],[1.01732672 7.40409562],[0.39264743 0.86853844],[4.36939101 8.13460881],[ 0.75530616 -0.6198429 ],[1.04746186 6.31043173],[0.0651479  1.00823377],[4.46497384 6.50748749],[ 0.74175139 -0.50990244],[4.1114882  4.46138405],[0.26704515 1.09670995],[1.18681568 4.51323556],[-0.71642366  0.52771301],[5.3462894  6.62719109],[ 0.18932844 -0.88326508]
[4.87254213 5.83195368],[-0.1795441  -0.97781462],[4.06293482 8.27460295],[ 0.8360308  -0.57365626],[1.17873294 4.11619474],[ 0.70227412 -0.56945104],[1.05915604 7.4895643 ],[0.44749409 0.84398447],[4.44373016 8.07036481],[ 0.72730004 -0.66830289],[1.05662847 6.41103175],[0.11858898 1.00376941],[4.53831988 6.45580326],[ 0.72533251 -0.52347044],[4.1367161  4.57176299],[0.2355174 1.1080741],[1.11719259 4.56894793],[-0.67759303  0.58416361],[5.36295168 6.53793023],[ 0.1408315  -0.90431255]
[4.85249714 5.73466664],[-0.21957768 -0.96609756],[4.1451933  8.21471587],[ 0.80938242 -0.62299691],[1.25199262 4.06137804],[ 0.76304044 -0.52554136],[1.10706118 7.5730039 ],[0.51327993 0.82697489],[4.51509839 8.00136926],[ 0.70077318 -0.70999759],[1.07108211 6.51097769],[0.17022341 0.99452343],[4.60987866 6.40266331],[ 0.70538612 -0.53964357],[4.15880764 4.68306094],[0.2064585  1.11715161],[1.0513383 4.6299401],[-0.63890631  0.63535965],[5.37420747 6.44625795],[ 0.08469183 -0.92786307]
[4.82830629 5.63844637],[-0.26489352 -0.95884995],[4.22469849 8.15005001],[ 0.78084024 -0.66937392],[1.33118174 4.01117718],[ 0.81788866 -0.48008169],[1.16088573 7.65392556],[0.56228933 0.7902934 ],[4.58348419 7.92813641],[ 0.66784433 -0.75289834],[1.09091709 6.61007213],[0.22532539 0.9857405 ],[4.67943697 6.34794323],[ 0.68573489 -0.55466531],[4.17810653 4.79512972],[0.17742525 1.12147905],[0.98959262 4.69601848],[-0.59577398  0.68548685],[5.37986583 6.35250614],[ 0.03009128 -0.94489374]
[4.79983019 5.5432515 ],[-0.30504757 -0.94539256],[4.30084502 8.08047896],[ 0.74700798 -0.71632292],[1.41559069 3.96563244],[ 0.86719566 -0.43265354],[1.2200818 7.7315432],[0.61844783 0.75860782],[4.64846654 7.85075552],[ 0.63273857 -0.79295676],[1.11604177 6.70792436],[0.27594303 0.96979191],[4.74700379 6.29173912],[ 0.66511761 -0.56975184],[4.19474736 4.90766175],[0.15438318 1.12747721],[0.93220725 4.76686848],[-0.54916772  0.733278  ],[5.38042945 6.25761438],[-0.01685086 -0.95058139]
[4.76743034 5.44952345],[-0.34095669 -0.92722933],[4.37377204 8.00661483],[ 0.71059218 -0.76111439],[1.5046598 3.9249258],[ 0.91537145 -0.37899285],[1.28458225 7.80558422],[0.67210378 0.72256767],[4.70984127 7.76951462],[ 0.59543627 -0.8303903 ],[1.14633129 6.80416922],[0.32980373 0.95469083],[4.8125012  6.23406427],[ 0.64413384 -0.58428787],[4.20878754 5.02030738],[0.12687437 1.12533569],[0.87962086 4.84233288],[-0.50032054  0.77720868],[5.376007   6.16200888],[-0.07022971 -0.95950874]
[4.73140949 5.35758064],[-0.38030978 -0.91241573],[4.44304146 7.92848789],[ 0.67635434 -0.7991082 ],[1.59831508 3.88974039],[ 0.95701208 -0.32418756],[1.35433995 7.87583682],[0.72143261 0.68075862],[4.7677883  7.68505519],[ 0.56278972 -0.85883748],[1.18202701 6.89878976],[0.38315259 0.93638564],[4.8758957  6.17497852],[ 0.62432831 -0.59669828],[4.22011795 5.1326429 ],[0.10144101 1.12249468],[0.83242958 4.92237817],[-0.44335137  0.82273776],[5.36651485 6.06593925],[-0.11978567 -0.96161041]
[4.69145093 5.26714647],[-0.41945551 -0.89680291],[4.50874678 7.84664243],[ 0.63677867 -0.83805411],[1.6962119  3.86049869],[ 0.99781776 -0.26255314],[1.42915913 7.94198663],[0.77278423 0.64006055],[4.82212104 7.59760501],[ 0.52570338 -0.88765435],[1.22289287 6.99130143],[0.43564254 0.91500597],[4.93679934 6.11419012],[ 0.59321077 -0.61944201],[4.2288583  5.24451085],[0.07535717 1.11649108],[0.79101407 5.00671559],[-0.38548162  0.86237584],[5.35180268 5.96954097],[-0.17461279 -0.96599377]
[4.64796789 5.17867566],[-0.45061035 -0.87313032],[4.57102776 7.76163967],[ 0.60646541 -0.86378615],[1.79779412 3.83739207],[ 1.03142418 -0.20091862],[1.50858744 8.00351432],[0.81602405 0.59076511],[4.87259765 7.50731997],[ 0.4849482  -0.91626165],[1.26936625 7.0819026 ],[0.49267407 0.89553348],[4.99474939 6.05133963],[ 0.56828601 -0.63489286],[4.23543981 5.3560879 ],[0.05844206 1.11660405],[0.75541036 5.09470853],[-0.32603802  0.8969703 ],[5.33164369 5.8729016 ],[-0.22870101 -0.96659515]
[4.60123626 5.09242941],[-0.48122362 -0.84908753],[4.62995429 7.67391798],[ 0.56991783 -0.8922214 ],[1.90235294 3.82038288],[ 1.0580623  -0.13995747],[1.59218188 8.05994462],[0.85653926 0.53861017],[4.91911706 7.41447914],[ 0.44615785 -0.93933752],[1.32134679 7.17024427],[0.54571961 0.86985029],[5.05024401 5.98703792],[ 0.54098791 -0.65156676],[4.24012304 5.46731004],[0.03728234 1.10950936],[0.72616877 5.18623996],[-0.25595703  0.93515812],[5.30626933 5.77651973],[-0.27566665 -0.95775692]
[4.55141613 5.00854588],[-0.51519295 -0.82863895],[4.68517943 7.58348109],[ 0.53452379 -0.91607865],[2.0089714  3.80911678],[ 1.07536136 -0.08359042],[1.67991934 8.11127246],[0.89593203 0.48587277],[4.961837  7.3195612],[ 0.40510136 -0.96165292],[1.37845077 7.25575357],[0.59419042 0.83799326],[5.10327431 5.92139456],[ 0.52235063 -0.65839967],[4.24276914 5.57779033],[0.01531308 1.09954344],[0.70381255 5.28108847],[-0.18988002  0.96202307],[5.27637442 5.68125242],[-0.32234676 -0.94765745]
[4.49856541 4.92706531],[-0.54188565 -0.80111956],[4.73663028 7.49058267],[ 0.49469772 -0.94120614],[2.11740585 3.80380121],[ 1.09201571 -0.02327642],[1.77148768 8.15726381],[0.93519106 0.43410069],[5.00032743 7.22244853],[ 0.3606383  -0.98407198],[1.43982787 7.33745177],[0.6342033  0.79677538],[5.15412269 5.85480281],[ 0.49197212 -0.67585635],[4.24336551 5.68734346],[-0.00307897  1.09148646],[0.68813761 5.37837225],[-0.12098449  0.98519392],[5.24203026 5.58725661],[-0.36273682 -0.93042526]
