[3.39945982 5.75791451],[ 1.75929741 -1.81881378],[2.03401961 9.36761326],[-4.20370207 -1.32508916],[5.68410959 8.38437546],[0.287792   3.20295573],[3.71415051 1.53732316],[ 4.44517719 -4.13746874],[8.81244741 1.31546694],[-0.87014225  2.12466536],[6.89411021 0.9327837 ],[-4.78205545 -1.45328611],[6.50365807 6.0555157 ],[-4.92898872 -0.88595268],[0.2294136  3.94543029],[-1.2847349   4.65114232],[1.70173344 9.24576984],[2.15991744 2.45026056],[8.17852331 0.26041723],[-1.50962571  3.74240539]
[1.94833142 3.93952882],[ 0.32533749 -0.92929174],[3.80500582 6.18888378],[-0.99293997 -0.43151483],[5.61907565 5.06320114],[-0.53281269  0.93876906],[3.15399783 3.32206219],[ 0.88335873 -0.50436213],[4.84143855 3.4877142 ],[ 0.91133436 -0.02468724],[4.89963318 3.76305082],[-0.89555461 -0.5948827 ],[4.58631328 7.07058096],[-1.02162135  0.09132234],[2.44070586 4.47416826],[-0.450465    0.86376383],[2.62389065 5.88141647],[0.5952414  0.80359371],[4.44128916 3.53134308],[ 0.78789892 -0.46059354]
[1.98339035 3.84754253],[ 0.37803376 -0.90777045],[3.70655284 6.14414778],[-0.97504505 -0.46208932],[5.56412434 5.15588917],[-0.56609669  0.91465879],[3.24308395 3.27348602],[ 0.89791423 -0.46726579],[4.93176538 3.48638988],[8.97201431e-01 2.54991897e-04],[4.80926643 3.70496519],[-0.91365678 -0.56901956],[4.48339805 7.07652325],[-1.03517934  0.02835736],[2.39763801 4.56132105],[-0.41225123  0.87756424],[2.68492832 5.96025502],[0.62353784 0.77123196],[4.51977777 3.48612908],[ 0.78277469 -0.44269523]
[2.02380805 3.75793038],[ 0.42928328 -0.88490797],[3.60993958 6.09640138],[-0.95693954 -0.49250383],[5.5056944  5.24589517],[-0.6011489   0.88638402],[3.33325186 3.22833426],[ 0.90660182 -0.43440303],[5.02125915 3.48821017],[0.89054089 0.03435597],[4.71728133 3.64958144],[-0.92459582 -0.53745804],[4.3796464  7.07648461],[-1.03762938 -0.02724311],[2.35805339 4.64941895],[-0.3812244   0.88239698],[2.74849516 6.035551  ],[0.64936224 0.7362781 ],[4.59788439 3.44286955],[ 0.77920097 -0.42257191]
[2.06924134 3.67066326],[ 0.47715739 -0.86201982],[3.51542064 6.04590369],[-0.93337014 -0.5172678 ],[5.44398765 5.33317714],[-0.63158435  0.8602491 ],[3.42466087 3.18693196],[ 0.92186054 -0.3929731 ],[5.10967292 3.49311184],[0.87865497 0.06476614],[4.62420022 3.59729771],[-0.93679946 -0.50823928],[4.27562224 7.07071257],[-1.04076132 -0.08651759],[2.32145251 4.737822  ],[-0.34853185  0.88772268],[2.81507063 6.10776091],[0.67990229 0.70568515],[4.67537881 3.40139563],[ 0.77203916 -0.40548243]
[2.11949344 3.58590225],[ 0.52763934 -0.83286103],[3.42297579 5.99265222],[-0.91160573 -0.54378016],[5.37903701 5.41752368],[-0.66591204  0.82780963],[3.51695001 3.14912085],[ 0.92652345 -0.36049896],[5.19677553 3.50099935],[0.86695027 0.0967747 ],[4.53025966 3.54824501],[-0.94375344 -0.47468535],[4.17148391 7.05905486],[-1.03861208 -0.14359314],[2.28811485 4.82667364],[-0.3170505   0.89030285],[2.88482833 6.17702456],[0.71401363 0.67837291],[4.75262385 3.36213973],[ 0.77342923 -0.37889439]
[2.17452346 3.50396642],[ 0.57012048 -0.80797644],[3.33289858 5.93695351],[-0.89011685 -0.57029688],[5.31104238 5.49889398],[-0.69329369  0.79985995],[3.60998648 3.11491832],[ 0.93463574 -0.32293011],[5.28291901 3.51240295],[0.85756808 0.13330218],[4.43562438 3.50250807],[-0.94859334 -0.43983187],[4.06761132 7.04161669],[-1.03928964 -0.20615281],[2.25841113 4.91617989],[-0.27702731  0.89940228],[2.95761688 6.243168  ],[0.73848964 0.64125958],[4.82985033 3.3254465 ],[ 0.77232841 -0.35356605]
[2.23352641 3.42445456],[ 0.60880402 -0.78269535],[3.2448294  5.87845648],[-0.86876108 -0.59710749],[5.24035717 5.57739148],[-0.7194634   0.77063385],[3.70369528 3.08441184],[ 0.9413835  -0.28499981],[5.36790325 3.52735212],[0.84147652 0.16528788],[4.34035015 3.46006022],[-0.95403356 -0.40643526],[3.96397094 7.01805123],[-1.03114871 -0.26297353],[2.23218803 5.00597718],[-0.24386259  0.89994366],[3.03266244 6.30539745],[0.76299929 0.60394645],[4.90671867 3.29109139],[ 0.76561785 -0.33283209]
[2.29631308 3.34759055],[ 0.65009565 -0.75077434],[3.15939707 5.81779252],[-0.84378143 -0.61999976],[5.16707693 5.65286794],[-0.74353075  0.74111672],[3.79828255 3.05801864],[ 0.94900639 -0.24395081],[5.45109966 3.54539968],[0.82265797 0.19610991],[4.24506676 3.42148065],[-0.95515091 -0.36874025],[3.86140679 6.98898182],[-1.01841063 -0.31684254],[2.21023443 5.09665221],[-0.20068932  0.9076576 ],[3.11018438 6.3639143 ],[0.78769761 0.56669758],[4.98293877 3.25887333],[ 0.76196809 -0.30818193]
[2.36312    3.27399883],[ 0.68528213 -0.72117187],[3.07647099 5.75485274],[-0.81719736 -0.64119811],[5.0914956  5.72538142],[-0.77109904  0.70576903],[3.89364418 3.03585172],[ 0.95572533 -0.20148309],[5.53264825 3.56686128],[0.80639854 0.23152501],[4.14906438 3.38601574],[-0.96577259 -0.34177572],[3.76013044 6.95446987],[-1.00620998 -0.37273621],[2.19190392 5.1873082 ],[-0.1658277   0.90534615],[3.1897665  6.41828466],[0.8087989  0.52558458],[5.05902016 3.22941843],[ 0.75827395 -0.28210919]
[2.43342025 3.203533  ],[ 0.71806728 -0.69018003],[2.99622395 5.68981788],[-0.78970518 -0.66139372],[5.01361152 5.79470037],[-0.79026467  0.67657565],[3.98947843 3.01783698],[ 0.96194022 -0.15746657],[5.61264446 3.59205582],[0.79000217 0.26922423],[4.05258819 3.35376491],[-0.9623459  -0.30180165],[3.66064703 6.91488317],[-0.98202848 -0.41746747],[2.17731399 5.27789896],[-0.12438067  0.9076918 ],[3.27159507 6.46867872],[0.82847721 0.48302643],[5.13442297 3.20231835],[ 0.75024056 -0.25929928]
[2.50706915 3.13642098],[ 0.7553267  -0.65102995],[2.91837334 5.6224088 ],[-0.76399719 -0.68343938],[4.93357603 5.86075455],[-0.81185159  0.64274222],[4.08572353 3.00412827],[ 0.96201724 -0.117371  ],[5.69102552 3.62117333],[0.77394555 0.30985662],[3.95595933 3.32499586],[-0.96776545 -0.2713502 ],[3.56342635 6.87066277],[-0.96231099 -0.46689098],[2.16699066 5.36871523],[-0.08100637  0.90926964],[3.35542909 6.51485067],[0.84826165 0.44054468],[5.2091299  3.17766429],[ 0.74522823 -0.23225342]
[2.5845412  3.07351086],[ 0.79194775 -0.6087135 ],[2.84350039 5.55320404],[-0.73442981 -0.70157815],[4.85118303 5.92310901],[-0.83248981  0.60750267],[4.18208993 2.99463815],[ 0.96443624 -0.07295427],[5.76745925 3.6541397 ],[0.75346297 0.34854317],[3.85920434 3.29964706],[-0.97039938 -0.23892002],[3.46848172 6.82178486],[-0.93775673 -0.51187364],[2.16092912 5.45947855],[-0.03862633  0.90728287],[3.4411434 6.5566779],[0.86388169 0.39396498],[5.28324908 3.15570566],[ 0.73600452 -0.20792559]
[2.66563058 3.01498174],[ 0.82669828 -0.56434845],[2.77141081 5.4820102 ],[-0.70907662 -0.72397598],[4.76702894 5.98213827],[-0.85189896  0.57140775],[4.27826078 2.98924831],[ 0.95671311 -0.03699   ],[5.84162272 3.69087348],[0.72877571 0.38542464],[3.76217008 3.27745203],[-0.9665139  -0.20125317],[3.37597948 6.76837992],[-0.91115419 -0.55508363],[2.15941658 5.55020969],[0.00394405 0.90253338],[3.52854377 6.59397362],[0.88097311 0.34896957],[5.35644429 3.1362416 ],[ 0.7280234  -0.18100912]
[2.75004917 2.96094113],[ 0.8599931  -0.51752141],[2.70185853 5.40857632],[-0.68216322 -0.74485007],[4.68102816 6.03753999],[-0.87076003  0.53364807],[4.3740423 2.9879072],[0.95653925 0.00814949],[5.91345652 3.73155857],[0.7065091  0.42726498],[3.6654466  3.25893498],[-0.96644461 -0.16782922],[3.28617196 6.71068194],[-0.88556846 -0.5993584 ],[2.16188355 5.64008608],[0.04382966 0.89313005],[3.61745077 6.62657803],[0.89791899 0.30402068],[5.42858589 3.11928743],[ 0.71552124 -0.15718489]
[2.83725489 2.91122876],[ 0.88294864 -0.47740591],[2.6352905  5.33334652],[-0.6481636  -0.75869854],[4.59317386 6.08907735],[-0.8831313   0.50003391],[4.469355  2.9907266],[0.94868089 0.04738711],[5.98283244 3.77632715],[0.68143832 0.46888747],[3.56871689 3.24368384],[-0.96660382 -0.13584121],[3.19918849 6.64882625],[-0.85689261 -0.64047207],[2.16818294 5.72877024],[0.0805253  0.87872728],[3.70807762 6.65475618],[0.91284074 0.25794848],[5.4996796  3.10499548],[ 0.7062957  -0.12842172]
[2.92668625 2.86561393],[ 0.90888711 -0.43109117],[2.57187491 5.25647827],[-0.61756825 -0.77605142],[4.50426071 6.13735151],[-0.89755904  0.46267353],[4.56366577 2.9973117 ],[0.93962621 0.08654647],[6.049661   3.82534773],[0.65127283 0.50799067],[3.47249257 3.23211823],[-0.95693942 -0.09452755],[3.11512981 6.58292309],[-0.82493202 -0.67811552],[2.1784313  5.81620148],[0.12449653 0.86950819],[3.80010616 6.67828075],[0.92571164 0.21075788],[5.57014942 3.09398768],[ 0.70357258 -0.09082516]
[3.01873521 2.82484605],[ 0.93420964 -0.38153282],[2.51158403 5.17793586],[-0.58651597 -0.79303798],[4.41405635 6.18193551],[-0.90766235  0.42757506],[4.65747556 3.0083165 ],[0.93583201 0.13325695],[6.11315843 3.87807871],[0.61568946 0.54395425],[3.37744764 3.22492597],[-0.94885616 -0.05427828],[3.03419981 6.5132061 ],[-0.79121953 -0.71361984],[2.19329498 5.9027739 ],[0.17042312 0.85916883],[3.89326511 6.69698212],[0.93436996 0.16038079],[5.6403274  3.08686789],[ 0.69822287 -0.05290058]
[3.11302268 2.78892819],[ 0.95126687 -0.33663598],[2.45431428 5.09760874],[-0.55893311 -0.81346097],[4.32228967 6.22233459],[-0.92405544  0.38358754],[4.75069038 3.023906  ],[0.92801552 0.17836261],[6.1730814  3.93450236],[0.58092569 0.58297879],[3.28269557 3.22119386],[-0.94740021 -0.0219825 ],[2.95660892 6.43993436],[-0.76000601 -0.75105775],[2.21261361 5.98803553],[0.21541215 0.8451041 ],[3.98721634 6.71061737],[0.94294412 0.11093179],[5.70980285 3.08351583],[ 0.69014591 -0.01481311]
[3.20892475 2.75755618],[ 0.96677959 -0.29034116],[2.40028923 5.01572913],[-0.52220077 -0.82477845],[4.22963253 6.2589784 ],[-0.93099228  0.34718963],[4.84295881 3.0439463 ],[0.91627639 0.22163398],[6.22902999 3.99444147],[0.53885751 0.61689792],[3.18807508 3.22057319],[-0.94176281  0.01260391],[2.882031   6.36284414],[-0.72868184 -0.78766712],[2.23633879 6.07166643],[0.26109443 0.82901453],[4.08185642 6.7192113 ],[0.94780783 0.05920257],[5.77843278 3.08408884],[0.68267092 0.02699251]
[3.30643282 2.73102785],[ 0.98227135 -0.24085351],[2.34991445 4.93267845],[-0.48681026 -0.83771699],[4.1362037  6.29181127],[-0.93748692  0.30930068],[4.93370856 3.06804965],[0.89784588 0.25965894],[6.28076036 4.05786775],[0.49616646 0.65230206],[3.09442801 3.2237809 ],[-0.92925737  0.053402  ],[2.81082163 6.28237502],[-0.69468204 -0.8206442 ],[2.26502785 6.15391639],[0.31390805 0.81667981],[4.1766902  6.72239788],[0.95006937 0.00605975],[5.84624667 3.08894779],[0.6734352  0.07057468]
[3.40524753 2.70935291],[ 0.99541543 -0.19070751],[2.30295047 4.84820607],[-0.45108248 -0.85031461],[4.04212792 6.32076195],[-0.94280878  0.27061372],[5.02273396 3.09613976],[0.88010917 0.29977462],[6.32812706 4.12483744],[0.45350686 0.68964478],[3.00187107 3.2308818 ],[-0.9225074   0.08770667],[2.74336217 6.19900894],[-0.65556093 -0.84748284],[2.29876705 6.23452916],[0.36220931 0.79648336],[4.27191752 6.72053396],[ 0.95689647 -0.04028663],[5.91290715 3.09812006],[0.65769047 0.11130314]
[3.50496773 2.69242802],[ 1.00072246 -0.1458224 ],[2.25978472 4.76268821],[-0.41250707 -0.86033532],[3.94728158 6.34549127],[-0.95153636  0.22609535],[5.11018004 3.12852454],[0.86652498 0.345887  ],[6.37123846 4.19562552],[0.40868733 0.72623218],[2.91012598 3.24147376],[-0.91195417  0.12430608],[2.67977129 6.11296867],[-0.61630434 -0.87309373],[2.33751432 6.31314144],[0.40937155 0.77197964],[4.36751554 6.71387766],[ 0.95389196 -0.09356131],[5.977902   3.11145278],[0.64132201 0.15505819]
[3.60558326 2.68048963],[ 1.01008151 -0.09396602],[2.22045393 4.67613562],[-0.37401118 -0.87062097],[3.85187021 6.36595334],[-0.9568574   0.18263293],[5.19610264 3.16545823],[0.85095814 0.39210398],[6.40969176 4.26995277],[0.35986126 0.75984566],[2.81973124 3.255965  ],[-0.89495288  0.16643232],[2.62036658 6.02467827],[-0.5724269  -0.89312287],[2.38107712 6.38925965],[0.46019204 0.7482532 ],[4.46258121 6.70176367],[ 0.94920649 -0.14654046],[6.04108564 3.12918449],[0.62358972 0.20145207]
[3.70674639 2.67348466],[ 1.01337361 -0.04560328],[2.18480484 4.58839309],[-0.33621277 -0.88143884],[3.75607228 6.38209646],[-0.95798331  0.14101976],[5.27981042 3.20643213],[0.82755013 0.4319026 ],[6.44323537 4.34764401],[0.30988537 0.79283779],[2.73123952 3.27485116],[-0.87622003  0.20986537],[2.56521886 5.93430264],[-0.52894492 -0.91256067],[2.42947592 6.46261796],[0.51055031 0.72126397],[4.55733003 6.68464712],[ 0.94474634 -0.19622922],[6.10286863 3.15215804],[0.60954522 0.25625789]
[3.80853192 2.67175399],[1.01857956 0.00776944],[2.15330819 4.49993125],[-0.29426975 -0.88836675],[3.66030458 6.39412257],[-0.95637394  0.10022523],[5.36129993 3.25158617],[0.80360218 0.47271534],[6.47160843 4.42846749],[0.25730954 0.82319699],[2.64441111 3.29782188],[-0.86028209  0.2493081 ],[2.51436597 5.8419839 ],[-0.48563285 -0.93112187],[2.48317896 6.53339995],[0.56213471 0.6926439 ],[4.65133255 6.66242325],[ 0.93235916 -0.2508538 ],[6.16280688 3.18041329],[0.58832942 0.30870002]
[3.91052994 2.67518976],[1.02053154 0.06050102],[2.12591589 4.41068439],[-0.25223519 -0.89517027],[3.56465619 6.40192611],[-0.95455841  0.05755648],[5.44040138 3.30090376],[0.77653456 0.51188483],[6.49469885 4.51226507],[0.20147759 0.84951678],[2.55909956 3.32457043],[-0.84250387  0.28882801],[2.46794431 5.74795505],[-0.44409639 -0.95043778],[2.54190859 6.60106359],[0.61055012 0.65844537],[4.74390861 6.63466418],[ 0.92102742 -0.30186483],[6.22038013 3.21390993],[0.56496235 0.36381511]
[4.0122686  2.68355573],[1.01311334 0.10585803],[2.10291995 4.32094464],[-0.20847325 -0.90039558],[3.46929323 6.40546198],[-0.9522795  0.0132403],[5.51675107 3.35415446],[0.74904572 0.55186927],[6.51197732 4.59841764],[0.14115715 0.87034331],[2.47532755 3.3549401 ],[-0.82982422  0.32121647],[2.42572739 5.65211829],[-0.40310016 -0.96882589],[2.60530485 6.66502952],[0.65574733 0.61902038],[4.83552281 6.60216638],[ 0.91000474 -0.34865726],[6.27534071 3.25289153],[0.53108006 0.41335259]
[4.1129009 2.6961237],[1.00254964 0.14868358],[2.08460655 4.23097926],[-0.15819356 -0.89939546],[3.3743982  6.40470072],[-0.94878973 -0.03198528],[5.59023255 3.41134383],[0.72202518 0.59349538],[6.5231012  4.68646784],[0.08190217 0.89081146],[2.39347147 3.3890934 ],[-0.80753083  0.36133282],[2.38767904 5.55459835],[-0.35937577 -0.98279366],[2.67315443 6.72489874],[0.70314302 0.58010854],[4.92575035 6.56489538],[ 0.89575848 -0.39491258],[6.32701956 3.29717166],[0.50396334 0.47444512]
[4.21292196 2.71350187],[0.99777371 0.19922327],[2.07103293 4.14081448],[-0.11252711 -0.90303432],[3.27986305 6.39929387],[-0.94269809 -0.07726956],[5.66106354 3.47280677],[0.69354192 0.63479346],[6.52809508 4.77624825],[0.01941713 0.90569888],[2.31394001 3.42726308],[-0.7823804  0.4025128],[2.35378908 5.45555663],[-0.31754699 -0.99677548],[2.74566066 6.78073114],[0.74746815 0.536945  ],[5.01414201 6.52277325],[ 0.87302953 -0.44603476],[6.3760406  3.34785205],[0.47436208 0.53769952]
[4.31242238 2.73601694],[0.9899124 0.2490639],[2.06270693 4.05095086],[-0.0571954  -0.89745506],[3.18603687 6.38933098],[-0.92985265 -0.11819182],[5.72889087 3.5382864 ],[0.66294936 0.67478083],[6.52730593 4.86780981],[-0.03730636  0.92260606],[2.23728401 3.46982682],[-0.75130257  0.44790112],[2.32445742 5.3555646 ],[-0.27078506 -1.00451468],[2.82286808 6.8324851 ],[0.79551825 0.4970855 ],[5.10040842 6.4758661 ],[ 0.85018046 -0.49358008],[6.42167699 3.40464048],[0.43952997 0.59974311]
[4.41048127 2.76292908],[0.96855261 0.28634917],[2.05947733 3.96121222],[-0.00674995 -0.89648899],[3.0935833  6.37529208],[-0.91865601 -0.16235076],[5.7936259  3.60775898],[0.6321863  0.71508583],[6.52040973 4.96042916],[-0.10113331  0.92855991],[2.16357598 3.51666849],[-0.72336118  0.48800036],[2.29950431 5.2545825 ],[-0.22869309 -1.01512304],[2.90450999 6.87989656],[0.83514867 0.44907698],[5.1842715  6.42427156],[ 0.82746167 -0.53721155],[6.46369242 3.46765967],[0.3997818  0.65997571]
[4.50718316 2.79438696],[0.96327221 0.34101148],[2.06116868 3.87149227],[ 0.04090858 -0.8973254 ],[3.00232057 6.35679404],[-0.9062581  -0.20756354],[5.85487808 3.68086714],[0.59165312 0.74583562],[6.50699328 5.05332459],[-0.16439946  0.93128906],[2.09291575 3.5676465 ],[-0.68921613  0.53176246],[2.27877174 5.15266383],[-0.18439662 -1.02135393],[2.99034834 6.92278003],[0.87821263 0.40561306],[5.26594591 6.36860794],[ 0.80524487 -0.57616049],[6.50135703 3.5364434 ],[0.35422402 0.71657946]
[4.6028177  2.83088412],[0.94845658 0.38812338],[2.06771534 3.78185441],[ 0.09291842 -0.89232834],[2.91263405 6.33400699],[-0.88712382 -0.24802516],[5.91238068 3.75735672],[0.55733185 0.78274598],[6.48739442 5.14639715],[-0.22658194  0.93027   ],[2.02615874 3.62336013],[-0.64912264  0.57881727],[2.26270224 5.05042446],[-0.13707485 -1.0231524 ],[3.07988677 6.96079481],[0.91040175 0.35289705],[5.34530628 6.30916288],[ 0.77868087 -0.61535072],[6.53452129 3.6109936 ],[0.30660319 0.77187387]
[4.69670584 2.87187856],[0.93116974 0.43378857],[2.07981177 3.69310724],[ 0.14741435 -0.88399949],[2.82489993 6.30712449],[-0.8651541  -0.28741489],[5.96610889 3.83717475],[0.51563424 0.81189596],[6.46147267 5.2390205 ],[-0.28755427  0.92553969],[1.9632998  3.68351132],[-0.60779064  0.62389691],[2.25151349 4.94822024],[-0.08728965 -1.02137056],[3.17223529 6.99320326],[0.93442989 0.29348802],[5.42176686 6.24574827],[ 0.74887851 -0.65397025],[6.56285091 3.69097928],[0.25862966 0.82610671]
[4.78888341 2.91751557],[0.91414677 0.48087696],[2.09741463 3.6053217 ],[ 0.2038234  -0.87229402],[2.73960042 6.27646705],[-0.84020315 -0.32528901],[6.01589319 3.92010397],[0.4764993  0.84290269],[6.429911   5.33132872],[-0.34535667  0.91790231],[1.90475498 3.74817156],[-0.56566716  0.66610356],[2.24493091 4.84590313],[-0.04141975 -1.02161636],[3.26702348 7.01979365],[0.96015139 0.23764969],[5.49527478 6.17868827],[ 0.72230355 -0.68556966],[6.58562135 3.7755433 ],[0.19627212 0.86433767]
[4.87911511 2.96766955],[0.89220166 0.52392539],[2.12034908 3.5184955 ],[ 0.25559565 -0.86301707],[2.65679914 6.24194067],[-0.81646442 -0.3661284 ],[6.06121199 4.00554976],[0.43042937 0.86637361],[6.39212955 5.42216508],[-0.40781561  0.90044365],[1.85062615 3.81705524],[-0.51831115  0.70945204],[2.24307778 4.74379264],[ 0.00348606 -1.02111094],[3.36400961 7.04055357],[0.97798143 0.17644142],[5.5659413  6.10847158],[ 0.69063401 -0.71855507],[6.60244449 3.86409657],[0.13897811 0.90485988]
[4.96695013 3.02194882],[0.8644923  0.56158518],[2.14917782 3.43341438],[ 0.31578798 -0.84339172],[2.57633177 6.20318362],[-0.79370922 -0.41018703],[6.10191155 4.0932919 ],[0.38347976 0.88818548],[6.34876297 5.51162676],[-0.4623812   0.88489632],[1.80109377 3.88991671],[-0.46979503  0.74954728],[2.24590623 4.64202907],[ 0.05420922 -1.01286234],[3.46264606 7.05518434],[0.99549501 0.11755356],[5.63313606 6.03483096],[ 0.65040748 -0.7565014 ],[6.61325385 3.95622216],[0.07828932 0.937838  ]
[5.05200774 3.0799882 ],[0.83790682 0.6004066 ],[2.18380595 3.350203  ],[ 0.37527502 -0.8218274 ],[2.49804914 6.15980157],[-0.77268644 -0.45854994],[6.13771405 4.18297494],[0.33385269 0.90653543],[6.29986586 5.59916976],[-0.51435099  0.86616693],[1.75687217 3.96699635],[-0.4171342   0.78874052],[2.25357786 4.54093352],[ 0.09860092 -1.00917439],[3.56258911 7.06363879],[1.00568468 0.05443812],[5.69637514 5.95764695],[ 0.61368611 -0.78730408],[6.61793343 4.05132987],[0.01448266 0.96251128]
[5.13448757 3.14199987],[0.81226141 0.64033692],[2.22441064 3.269322  ],[ 0.43426269 -0.79775305],[2.42233903 6.11193075],[-0.74026397 -0.49786676],[6.16898367 4.27484647],[0.29209978 0.93109342],[6.24587684 5.68464828],[-0.56511814  0.8427324 ],[1.7177236  4.04755525],[-0.36540673  0.82203152],[2.26596144 4.44059705],[ 0.15072994 -0.99564039],[3.66371692 7.06614052],[ 1.0160489  -0.00449368],[5.75578446 5.87740206],[ 0.57305814 -0.81844944],[6.61606264 4.14846995],[-0.0514023   0.97973563]
[5.21411357 3.20771325],[0.77964727 0.67320766],[2.27082302 3.19093882],[ 0.49382133 -0.76939624],[2.34948427 6.05963578],[-0.71530818 -0.54683072],[6.19585072 4.36883951],[0.24633302 0.94937366],[6.18702836 5.76771325],[-0.61339908  0.81608841],[1.68409865 4.13152843],[-0.30774577  0.85587689],[2.28342794 4.34155305],[ 0.19871232 -0.98465448],[3.76594753 7.06305319],[ 1.02450266 -0.06034722],[5.81100057 5.79409514],[ 0.53193336 -0.84644521],[6.60789959 4.24731905],[-0.10875499  0.99899274]
[5.29069938 3.27692111],[0.75214963 0.71091004],[2.32321317 3.11561435],[ 0.55396467 -0.73636055],[2.27975466 6.00296563],[-0.6784135  -0.58591255],[6.21813615 4.4645316 ],[0.19813586 0.96292675],[6.1236588  5.84814583],[-0.65309403  0.79253144],[1.6562906  4.21865678],[-0.24697282  0.88723708],[2.30556043 4.24359999],[ 0.2445796  -0.97325784],[3.86861871 7.05421444],[ 1.02864435 -0.11585773],[5.86230126 5.7083504 ],[ 0.4919997  -0.86998349],[6.5942374  4.34792608],[-0.16488145  1.0113449 ]
[5.3643705  3.34971444],[0.72563136 0.74915602],[2.38125788 3.04346576],[ 0.6068144  -0.70587057],[2.21388103 5.94246542],[-0.63870557 -0.62395623],[6.23527861 4.5611742 ],[0.14446669 0.96935264],[6.05642245 5.92605556],[-0.69364572  0.76279735],[1.63463713 4.30870267],[-0.18707391  0.91188005],[2.33250953 4.14713481],[ 0.29326381 -0.95673148],[3.97177191 7.0401667 ],[ 1.03274516 -0.1657514 ],[5.90934671 5.62016292],[ 0.45130133 -0.89090806],[6.57470821 4.44914366],[-0.22563635  1.01198215]
[5.43514555 3.42605542],[0.69111668 0.77871312],[2.44467684 2.97471295],[ 0.66248643 -0.6673618 ],[2.15195892 5.87805444],[-0.59746138 -0.66218337],[6.24756724 4.65886958],[0.1007134  0.98320292],[5.98505994 6.0006762 ],[-0.733514    0.72891288],[1.61910227 4.40106774],[-0.12459595  0.93359407],[2.36433404 4.05245114],[ 0.34456064 -0.93524623],[4.07493291 7.02100104],[ 1.03040248 -0.21667861],[5.95251397 5.5302136 ],[ 0.41248678 -0.90718308],[6.54952202 4.55050091],[-0.2769008   1.01499283]
[5.50234827 3.50519173],[0.65343537 0.80431014],[2.51334148 2.90976135],[ 0.71318777 -0.62833934],[2.09438001 5.80995853],[-0.55303802 -0.69883706],[6.25500602 4.7573286 ],[0.05129924 0.98875453],[5.91000253 6.07196808],[-0.76811643  0.69569777],[1.60971061 4.4952375 ],[-0.06308697  0.94914968],[2.4010932  3.95983117],[ 0.38906715 -0.91810478],[4.17714733 6.99625608],[ 1.0157255  -0.27581753],[5.99189407 5.43885615],[ 0.37418452 -0.92050203],[6.51910267 4.6516809 ],[-0.33313574  1.00587333]
[5.56602119 3.58707944],[0.61855457 0.8317547 ],[2.58726398 2.84918871],[ 0.76550523 -0.58185806],[2.04116505 5.73804838],[-0.51137204 -0.73956728],[6.25789191 4.85656627],[0.00488757 0.99394981],[5.83125697 6.13948881],[-0.80732791  0.65345153],[1.60674081 4.5909743 ],[0.0044465  0.96542068],[2.44241359 3.86919746],[ 0.4383246 -0.8931731],[4.27841978 6.96634025],[ 1.00844213 -0.3228267 ],[6.02713193 5.34598977],[ 0.33145622 -0.93550008],[6.48312284 4.75171592],[-0.38598764  0.99427119]
[5.62595139 3.67140703],[0.58027265 0.85481102],[2.66584456 2.79298876],[ 0.80757968 -0.53973191],[1.99245525 5.66235562],[-0.4622921  -0.77383042],[6.25604568 4.95608724],[-0.03921104  0.99841186],[5.74909604 6.20307609],[-0.83597612  0.61754809],[1.61059868 4.68812707],[0.07385003 0.97798832],[2.48870294 3.78122917],[ 0.48829717 -0.86488696],[4.37835769 6.9313546 ],[ 0.9899166  -0.37662035],[6.05834501 5.25199396],[ 0.29111101 -0.94574283],[6.4420714  4.85050249],[-0.43512336  0.98032694]
[5.6821809  3.75811357],[0.54563885 0.8803303 ],[2.74879905 2.74146495],[ 0.8494055  -0.49186378],[1.94870648 5.58325002],[-0.41208204 -0.80765101],[6.24975767 5.05584307],[-0.08471296  0.99790849],[5.664442   6.26325739],[-0.85695245  0.58571681],[1.62136225 4.78623764],[0.14161356 0.98368642],[2.54013011 3.69636733],[ 0.54058216 -0.83152999],[4.47662799 6.89138034],[ 0.97654756 -0.42098116],[6.08531795 5.15689458],[ 0.24946145 -0.95473461],[6.39635712 4.94784578],[-0.48122101  0.96354788]
[5.73484513 3.84719776],[0.51095075 0.90430412],[2.83601232 2.69510807],[ 0.89502339 -0.4340139 ],[1.90993431 5.50070929],[-0.36246787 -0.8421176 ],[6.23906379 5.15551872],[-0.12786662  0.99626211],[5.5776974  6.32010158],[-0.8757888   0.55283682],[1.63895289 4.88473258],[0.21105974 0.98648118],[2.59632489 3.61454164],[ 0.58608107 -0.80161013],[4.57360024 6.84726324],[ 0.96076008 -0.46271468],[6.10804155 5.06093374],[ 0.2063621  -0.96278399],[6.34598848 5.04320871],[-0.52489238  0.94407218]
[5.7843097  3.93884207],[0.47467511 0.92457894],[2.92721174 2.65427876],[ 0.92996887 -0.38061436],[1.87643206 5.41505291],[-0.30543613 -0.86879003],[6.22426777 5.25505176],[-0.16823884  0.99354957],[5.48891662 6.37335402],[-0.89925673  0.51225578],[1.66332905 4.98313703],[0.27590905 0.98062343],[2.65738047 3.53619322],[ 0.63466868 -0.76511293],[4.66886427 6.79906507],[ 0.9413547  -0.50364714],[6.12634984 4.96418189],[ 0.15801338 -0.97353891],[6.29137222 5.13649018],[-0.56668845  0.92150832]
